报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20241231,,10185347668.42,,,,,,3988335100.83,24402389.74,3963932711.09,116383270.33,250946527.91,,,,,,,,,,57800367.77,57800367.77,6956198221.34,,,,76882297.18,172327859.64,21804221313.42,,,,,,,,464026971.94,241662560.0,3232875.92,1648706536.09,3346755140.13,,5370769387.07,2201597529.39,3169171857.68,43624572.54,533792251.6,533792251.6,,3125547285.14,,3125547285.14,,,,,153941138.12,2216190415.09,1063475215.96,3632186985.62,168577431.89,,400677068.47,161580114.45,17160351990.42,38964573303.84,,1085629854.18,,,,,,1935439220.32,,1935439220.32,,225672725.17,,,332329059.86,229093833.77,,2802626.67,,,1129868524.46,1132671151.13,,,,,,,,,,,,,,2652588253.22,2003403.7,7595427501.35,,3471950000.0,2523927350.23,,,96931987.36,,,,,433332921.94,22021717.84,529831724.17,88760000.0,7166755701.54,14762183202.89,,1216123535.0,233015762.9,,,11545441480.82,1439898046.74,574893050.66,,203693079.22,,,11867916685.9,,,24201185547.76,1204553.19,24202390100.95,38964573303.84,定期报告,是,20250416,CNY,合并期末,2025-04-15T19:08:17
20240930,,8793051359.23,,,11780114.53,,,4382027705.11,4977571.92,4377050133.19,102341122.34,544428828.24,,,,,,,,,,,46688912.96,6771563381.25,,,,88345863.54,132915946.22,20873143233.42,,,,,,,,507187083.22,241211164.55,5718929.97,1571024945.14,3541784955.0,,,,,,458258977.72,,,,,3083035131.04,,,,,150977009.44,2236687081.91,1082612066.74,3854246790.67,179691220.09,,477970707.63,129073530.08,17519479593.2,38392622826.62,,1436449173.61,,,,,,2317132501.83,,2317132501.83,2968962.42,220366473.37,,,239436487.58,194931771.84,,2457.14,,,,1163385625.11,,,,,,,,,,,,,,2656340842.08,13467592.13,8244479429.97,,3332800000.0,2503310037.32,,,126837065.64,,,,,888284620.24,18794973.29,502622636.86,86429502.99,7459078836.34,15703558266.31,,1214427012.0,233024862.01,,,11371909707.85,1536399126.76,7812137.79,,148039395.82,,,11215604322.77,,,22654418311.48,34646248.83,22689064560.31,38392622826.62,定期报告,未审计,20241026,CNY,合并期末,2024-10-25T16:30:05
20240630,,7775745053.86,,,9990097.12,,,4366783911.03,16075199.01,4350708712.02,193418936.28,357884906.2,,,,,,,,,,46486306.71,46486306.71,6757780784.65,,,,93471939.73,139985407.6,19741547343.18,,,,,,,,512187083.22,244465821.38,6042652.43,1342760888.38,3460797224.18,,5066085693.86,1980152046.88,3085933646.98,43760283.79,447112365.31,447112365.31,,3042173363.19,,3042173363.19,,,,,168100185.92,2180626125.65,1209573255.8,3864428679.85,195488601.45,,488378198.75,223203796.15,17385338241.66,37126885584.84,,1826449173.61,,,,,,2135429411.6,,2135429411.6,20784.58,212681964.87,,,228737416.77,175252444.76,,167605934.44,,,1055995783.5,1223601717.94,,,,,,,,,,,,,,2341847610.85,6529923.69,8150550448.67,,3012800000.0,2482948471.4,,,113419593.22,,,,,897154762.46,27465758.31,526117156.38,174170000.0,7234075741.77,15384626190.44,,1215775699.0,233025340.91,,,11466552347.72,1704449264.96,137287185.05,,148039395.82,,,10207320462.47,,,21703551166.01,38708228.39,21742259394.4,37126885584.84,定期报告,未审计,20240820,CNY,合并期末,2024-08-19T17:10:06
20240331,,7873487139.8,,,71309918.86,,,3894408676.99,5535103.17,3888873573.82,315993333.73,315865342.75,,,,,,,,,,,135524479.68,6673449697.56,,,,103595927.22,150077402.08,19533711918.67,,,,,,,,498887921.26,245847050.57,5718929.97,1495900065.7,3313965891.23,,,,,,976756319.5,,,,,2634852660.7,,,,,174325021.69,2181506535.18,1187445619.2,3861716920.42,204863932.76,,579408618.39,168979287.99,17530174774.56,37063886693.23,,2688131006.94,,,,,,2297287567.49,,2297287567.49,2051957.94,222163286.6,,,166695241.23,211654022.18,,5007657.14,,,,1342553121.91,,,,,,,,,,,,,,2607247353.78,14828076.51,9552611634.58,,2106990000.0,2463239743.59,,,129986086.06,,,,,863749491.42,23639949.28,651075279.97,185451062.43,6424131612.75,15976743247.33,,1215775699.0,233025340.91,,,11398284295.49,1704449264.96,190523367.54,,148039395.82,,,9565702517.28,,,21046901351.08,40242094.82,21087143445.9,37063886693.23,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T19:30:05
