报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20241231,,,,268139943000.0,,,,29582822000.0,,,,43386728000.0,119074535000.0,,,,,,,,,,,,,,,,,,28196789000.0,491507021000.0,223252323000.0,,,,51889351000.0,83154242000.0,,,,,,,,61205610000.0,,,11185045000.0,,,,,,,,,,15382242000.0,8592567000.0,454661380000.0,36845641000.0,,2884703939000.0,34123365000.0,,,158661000.0,,,,,2918985965000.0,3214134819000.0,,,,,789057000.0,,,3214923876000.0,-295937911000.0,,30000000000.0,,,1276689507000.0,,,,1306689507000.0,1034430000000.0,13969662000.0,,,534231000.0,1048933893000.0,257755614000.0,-473418000.0,-1810074000.0,67759047000.0,69569121000.0,,,69569121000.0,67759047000.0,定期报告,是,20250419,CNY,合并期末,2025-04-18T16:52:04
20240930,,,,158500490000.0,,,,56626344000.0,,,,5108540000.0,90621232000.0,,,,,,,,,,,,,,,,,,52272160000.0,372439616000.0,212137812000.0,,,,31735460000.0,49697020000.0,,,,,,,,50993162000.0,,,8326973000.0,,,,,,,,,,10409456000.0,13250465000.0,376550348000.0,-4110732000.0,,2199712175000.0,26646830000.0,,,21038000.0,,,,,2226380043000.0,2410213106000.0,,,,,457438000.0,,,2410670544000.0,-184290501000.0,,30000000000.0,,,1000314888000.0,,,,1030314888000.0,816100000000.0,11672972000.0,,,399230000.0,828172202000.0,202142686000.0,-278056000.0,13463397000.0,,,,,69569121000.0,83032518000.0,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T17:40:03
20240630,,,,219690649000.0,,,,,,,,21442250000.0,61499775000.0,,,,,,,,,,,,,,,,,,50045835000.0,352678509000.0,157271722000.0,3878813000.0,,,20012268000.0,11852415000.0,,,,,,,,35427924000.0,,,6350920000.0,,,,,,,,,,8883159000.0,4616721000.0,250673508000.0,102005001000.0,,1621022203000.0,17908901000.0,,,9089000.0,,,,,1638940193000.0,1796805230000.0,,,,,403802000.0,,,1797209032000.0,-158268839000.0,,20000000000.0,,,630965290000.0,,,,650965290000.0,559190000000.0,10836105000.0,,,268008000.0,570294113000.0,80671177000.0,-1022313000.0,23385026000.0,92954147000.0,69569121000.0,,,69569121000.0,92954147000.0,定期报告,未审计,20240817,CNY,合并期末,2024-08-16T16:50:04
20240331,,,,175404666000.0,,,,,,,,,30824664000.0,,,,,,,,,,,,,,,,,,47502744000.0,253732074000.0,97196112000.0,1454221000.0,,,9424659000.0,1446009000.0,,,17773779000.0,,,,,18973040000.0,,,4282262000.0,,,,,,,,,1562119000.0,3717350000.0,16318391000.0,172147942000.0,81584132000.0,,775833776000.0,8229843000.0,,,114000.0,,,,,784063733000.0,895447471000.0,,,,,237446000.0,,,895684917000.0,-111621184000.0,,,,,234809744000.0,,,,234809744000.0,177220000000.0,1106818000.0,,,137327000.0,178464145000.0,56345599000.0,-393451000.0,25915096000.0,,,,,69569121000.0,95484217000.0,定期报告,未审计,20240426,CNY,合并期末,2024-04-25T20:25:03
