报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
2024-12-31,,14919760624.0,,42412164409.0,,,6564982312.0,36758310534.0,,,41805012056.0,,,,,,,50431593794.0,171407080793.0,5848259687.0,,12975494363.0,6306934322.0,,17192537484.0,36133428470.0,,,,,,28193249563.0,,,10162017653.0,4718860107.0,29205676253.0,115301956431.0,56105124362.0,,163676605952.0,4553191358.0,22014192.0,93362145.0,,168345173647.0,189844192841.0,1159994977.0,,,191004187818.0,-22659014171.0,,,,,91430178940.0,91230456110.0,,182660635050.0,157296980742.0,12081095098.0,296626106.0,773765232.0,175151841072.0,7508793978.0,97474586.0,41052378755.0,139805841278.0,105514647628.0,67848386284.0,61087201179.0,166601848807.0,207654227562.0,定期报告,是,20250329,CNY,合并期末,2025-03-28T21:42:07
2024-09-30,,14919760624.0,,29974811085.0,,,6564982312.0,36758310534.0,,,28761366085.0,,,,,,,40025812657.0,120246732763.0,5848259687.0,,8914756122.0,3646477046.0,,17192537484.0,36133428470.0,,,,,,28193249563.0,,,8057245964.0,3059301191.0,18024466125.0,84428239014.0,35818493749.0,,140054975084.0,4453999297.0,18096968.0,93362145.0,,144527071349.0,133167050508.0,670508836.0,,,133837559344.0,10689512005.0,,,,,67317972460.0,32093920715.0,,99411893175.0,113958635968.0,9982551112.0,294561360.0,596397762.0,129543136750.0,-30131243575.0,-141328365.0,16235433814.0,139805841278.0,105514647628.0,67848386284.0,61087201179.0,166601848807.0,182837282621.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T19:02:03
2024-06-30,,11166542839.0,,19333505164.0,,,6266704295.0,36758310534.0,,,5413383693.0,,,,,,,31639822906.0,73819958897.0,5848259687.0,,5960645612.0,2984522949.0,,17192537484.0,28349376992.0,,,,,,28193249563.0,,,5764736077.0,2005410256.0,17746545037.0,74609258660.0,-789299763.0,,79108108703.0,2856344492.0,3222602.0,93362145.0,,81967675797.0,76737319364.0,484717714.0,,,77222037078.0,4745638719.0,,,,,48766213488.0,29046427498.0,,77812640986.0,76381577484.0,6932034574.0,294561360.0,381556372.0,83700720338.0,-5888079352.0,137615797.0,-1794124599.0,108308688563.0,105514647628.0,56499035645.0,61087201179.0,166601848807.0,164807724208.0,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T17:32:02
2024-03-31,,9974033827.0,,7606960293.0,,,3053385030.0,36758310534.0,,,5996541976.0,,,,,,,15562983933.0,42193905059.0,5848259687.0,,2117447737.0,7781115870.0,,17192537484.0,35374220663.0,,,,,,28193249563.0,,,2804770613.0,597817868.0,4794246693.0,55210068603.0,-13016163544.0,,38572431902.0,1137008573.0,1318938.0,93362145.0,,39710759413.0,21063448468.0,226572481.0,,,21290020949.0,18420738464.0,,,,,26226919864.0,12319522634.0,,38546442498.0,38410567062.0,2129004406.0,294561360.0,203131710.0,40742703178.0,-2196260680.0,29050631.0,3237364871.0,108308688563.0,105514647628.0,56499035645.0,61087201179.0,166601848807.0,169839213678.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T17:07:04
