日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,41.1,0.42,71748698.0,4.89,11619354.0,0.79,60129344.0,4.09,-33086048.0,-2.25,-38662656.0,-2.63,71748692.0,1.1619452519078515,2.0000001672504077,,0.7502588535438107
2024-10-29,40.98,-0.29,-128456721.0,-11.32,-85417281.0,-7.53,-43039440.0,-3.79,37234880.0,3.28,91221842.0,8.04,-128456720.0,-1.6649498912941132,-2.0000000155694306,,-0.9073041227259834
2024-10-30,40.44,-1.32,-69911450.0,-7.13,-82668896.0,-8.43,12757446.0,1.3,8918416.0,0.91,60993039.0,6.22,-69911445.0,-2.1824802219436004,-2.0000001430380676,,-0.4225895522950224
2024-10-31,40.04,-0.99,-73326383.0,-6.94,-36270299.0,-3.43,-37056084.0,-3.5,-30558192.0,-2.89,103884592.0,9.83,-73326366.0,-1.4946422136888458,-2.00000046368039,,-0.4508627471099868
2024-11-01,41.07,2.57,-23564665.0,-1.61,22608343.0,1.55,-46173008.0,-3.16,-102705408.0,-7.03,126270064.0,8.64,-23564674.0,-0.040582865691244425,-1.999999236144663,-44702102.6,-0.03887019670010676
2024-11-04,40.75,-0.78,24971145.0,2.54,6099778.0,0.62,18871367.0,1.92,-45289376.0,-4.61,20318224.0,2.07,24971138.0,1.2442734087649012,2.0000005606471762,-54057613.4,0.36297291128935755
2024-11-05,41.03,0.69,-70617542.0,-7.46,-24035776.0,-2.54,-46581766.0,-4.92,10726576.0,1.13,59890973.0,6.32,-70617535.0,-1.3403656471441359,-2.000000198251015,-42489776.4,-0.4284354913744032
2024-11-06,40.33,-1.71,-222934129.0,-16.31,-126270257.0,-9.24,-96663872.0,-7.07,124406112.0,9.1,98528016.0,7.21,-222934130.0,-1.5664016362142414,-1.9999999910287312,-73094313.4,-1.6895120328191513
2024-11-07,40.81,1.19,55560526.0,4.58,28988766.0,2.39,26571760.0,2.19,-18909536.0,-1.56,-36650992.0,-3.02,55560524.0,1.5217511627499856,2.0000000719935254,-47316935.4,0.6162319675451673
2024-11-08,40.19,-1.52,-53161236.0,-3.27,-72364020.0,-4.45,19202784.0,1.18,-3157488.0,-0.19,56318720.0,3.46,-53161240.0,-2.361217608919537,-1.9999998495143831,-53236248.6,-0.2839093868810665
2024-11-11,39.38,-2.02,-38819553.0,-2.92,-50897809.0,-3.83,12078256.0,0.91,-12684784.0,-0.95,51504352.0,3.87,-38819538.0,-2.311139354620802,-2.000000772806673,-65994383.8,-0.16516996812901766
2024-11-12,38.91,-1.19,-36780960.0,-2.63,16369376.0,1.17,-53150336.0,-3.8,-10419232.0,-0.74,47200192.0,3.37,-36780960.0,-0.5549497348628053,-1.9999999999999458,-59227068.8,-0.14829194578545524
2024-11-13,39.37,1.18,65891733.0,4.67,69076197.0,4.89,-3184464.0,-0.23,-10528816.0,-0.75,-55362928.0,-3.92,65891722.0,2.048329075388225,2.00000033388106,-1461898.4,0.7017671742822986
2024-11-14,39.61,0.61,-41152137.0,-3.12,11119495.0,0.84,-52271632.0,-3.96,25334176.0,1.92,15817952.0,1.2,-41152146.0,-0.729795282122086,-1.999999562598704,-20804432.4,-0.18448235644223035
2024-11-15,40.14,1.34,159108366.0,9.63,37556942.0,2.27,121551424.0,7.35,4396848.0,0.27,-163505200.0,-9.89,159108380.0,1.2360461969382048,1.9999998240193129,21649491.6,1.4735369258033189
2024-11-18,41.43,3.21,206605467.0,8.77,75232123.0,3.19,131373344.0,5.58,-41652976.0,-1.77,-164952512.0,-7.01,206605446.0,1.3641343703979547,2.000000203286016,70734488.4,1.8667799320565306
2024-11-19,41.11,-0.77,-25434350.0,-1.77,-19629342.0,-1.36,-5805008.0,-0.4,-7012112.0,-0.49,32446448.0,2.25,-25434364.0,-1.7717640590501194,-1.9999988991271023,73003807.6,-0.05434994267771236
2024-11-20,41.04,-0.17,-37200760.0,-4.09,7630401.0,0.84,-44831161.0,-4.93,9730704.0,1.07,27470064.0,3.02,-37200752.0,-0.7948860549915552,-2.000000430098779,52385312.8,-0.1517675345319485
2024-11-21,41.19,0.37,-34276860.0,-4.1,-34628466.0,-4.14,351606.0,0.04,-33331951.0,-3.99,67608811.0,8.09,-34276860.0,-2.010257824083011,-1.9999999999999418,53760370.0,-0.12755972177905728
2024-11-22,39.8,-3.37,-36738680.0,-3.33,-24812997.0,-2.25,-11925683.0,-1.08,-38514704.0,-3.49,75253360.0,6.82,-36738704.0,-1.675390536367269,-1.9999986934759049,14590953.2,-0.14794209519737395
2024-11-25,40.11,0.78,-24491579.0,-2.58,-19659722.0,-2.07,-4831857.0,-0.51,3832352.0,0.4,20659232.0,2.18,-24491574.0,-1.8027139047902025,-2.000000408303607,-31628450.8,-0.04654429055879062
2024-11-26,39.8,-0.77,25394997.0,3.37,-10462217.0,-1.39,35857214.0,4.75,-7662915.0,-1.02,-17732088.0,-2.35,25394991.0,0.5880206848665319,2.0000004725340523,-21462579.8,0.36648212231998084
2024-11-27,40.6,2.01,-40306198.0,-3.95,-14894697.0,-1.46,-25411501.0,-2.49,60763424.0,5.96,-20457240.0,-2.01,-40306212.0,-1.3695381496033077,-1.9999993053179497,-22083671.8,-0.17747860532101786
2024-11-28,40.27,-0.81,57891279.0,9.1,-19100743.0,-3.0,76992022.0,12.11,-34078249.0,-5.36,-23813031.0,-3.74,57891278.0,0.6700583808151434,2.000000034547484,-3650044.2,0.6355290060148003
2024-11-29,39.96,-0.77,18729984.0,2.49,4216659.0,0.56,14513325.0,1.93,3507272.0,0.47,-22237257.0,-2.96,18729983.0,1.2251288749166924,2.0000001067805564,7443693.2,0.3113004447270595
2024-12-02,39.61,-0.88,-108008008.0,-7.37,-85075992.0,-5.81,-22932016.0,-1.57,76088288.0,5.19,31919712.0,2.18,-108008016.0,-1.7876821290745515,-1.9999998518628284,-9259595.2,-0.7380029318915416
2024-12-03,40.23,1.57,64831911.0,6.05,23659200.0,2.21,41172711.0,3.84,3379536.0,0.32,-68211440.0,-6.36,64831918.0,1.3649312519182084,1.9999997840569517,-1372209.8,0.6929927268038126
2024-12-04,42.1,4.65,105103712.0,4.34,56208688.0,2.32,48895024.0,2.02,-48554016.0,-2.0,-56549680.0,-2.33,105103728.0,1.534792371969893,1.999999695538849,27709778.2,1.0264155877371208
2024-12-05,41.92,-0.43,-33057977.0,-3.29,-67542751.0,-6.73,34484774.0,3.44,14481376.0,1.44,18576608.0,1.85,-33057970.0,-3.0431610894436942,-2.000000423498418,9519928.6,-0.11746815174624772
2024-12-06,42.34,1.0,-82660372.0,-7.35,-51823598.0,-4.61,-30836774.0,-2.74,28525632.0,2.54,54134736.0,4.81,-82660376.0,-1.6269460230860597,-1.9999999032184175,-10758143.2,-0.5281419237394978
2024-12-09,42.5,0.38,46856661.0,4.51,59478846.0,5.72,-12622185.0,-1.21,7631456.0,0.73,-54488128.0,-5.24,46856650.0,2.269379202311683,2.000000469517091,20214790.0,0.5441698831669624
2024-12-10,42.54,0.09,-102204599.0,-6.86,100919801.0,6.78,-203124400.0,-13.64,83712976.0,5.62,18491600.0,1.24,-102204622.0,-0.012570840485080875,-1.9999995499224879,-13192518.0,-0.689954825024649
2024-12-11,43.38,1.97,26981127.0,2.15,17392839.0,1.39,9588288.0,0.77,-100260752.0,-8.01,73279616.0,5.85,26981118.0,1.644630367058858,2.000000667133141,-28817040.0,0.3796141618817379
2024-12-12,43.11,-0.62,-113867638.0,-10.22,-32643732.0,-2.93,-81223906.0,-7.29,20812320.0,1.87,93055312.0,8.35,-113867644.0,-1.2866813157212484,-1.9999998946144701,-44978974.8,-0.7865166175631049
2024-12-13,42.6,-1.18,-247932621.0,-13.48,-63979693.0,-3.48,-183952928.0,-10.0,-59848080.0,-3.25,307780704.0,16.74,-247932618.0,-1.258052758511987,-2.0000000242001152,-78033423.2,-1.8964823027912974
2024-12-16,43.45,2.0,75053144.0,4.71,110711096.0,6.95,-35657952.0,-2.24,-28873808.0,-1.81,-46179344.0,-2.9,75053136.0,2.475102972379429,2.0000002131822714,-72394126.0,0.7776173748586934
2024-12-17,42.8,-1.5,-40718658.0,-3.2,-33458194.0,-2.63,-7260464.0,-0.57,24937296.0,1.96,15781344.0,1.24,-40718676.0,-1.8216911571485817,-1.99999911588476,-60096936.8,-0.18089352327260722
2024-12-18,43.06,0.61,-105155227.0,-8.6,-30537307.0,-2.5,-74617920.0,-6.1,71726272.0,5.86,33428944.0,2.73,-105155238.0,-1.2904020435006642,-1.999999790785486,-86524208.0,-0.7143838940989119
2024-12-19,42.61,-1.05,8671342.0,1.17,-3054711.0,-0.41,11726053.0,1.59,-18413424.0,-2.49,9742082.0,1.32,8671342.0,0.6477233858380113,1.9999999999997693,-62016410.8,0.22802182230305937
2024-12-20,41.34,-2.98,-90046111.0,-5.41,-7380831.0,-0.44,-82665280.0,-4.97,32776496.0,1.97,57269616.0,3.44,-90046110.0,-1.081967249890072,-2.0000000222108207,-30439109.2,-0.5892907164153772
2024-12-23,41.78,1.06,-68305132.0,-4.89,-41220940.0,-2.95,-27084192.0,-1.94,92218208.0,6.6,-23913072.0,-1.71,-68305128.0,-1.6034824208220266,-2.0000001171214845,-59110762.0,-0.4092903534334413
2024-12-24,41.74,-0.1,17731509.0,2.17,20903792.0,2.56,-3172283.0,-0.39,-13539140.0,-1.66,-4192368.0,-0.51,17731510.0,2.178906421393205,1.9999998872063351,-47420724.8,0.303033775704121
2024-12-25,42.9,2.78,19244878.0,1.59,-24186786.0,-2.0,43431664.0,3.59,28965504.0,2.39,-48210384.0,-3.98,19244876.0,-0.2567908465609102,2.0000002078474295,-22540702.0,0.31556340427952395
2024-12-26,42.13,-1.79,-28197721.0,-3.0,4503754.0,0.48,-32701475.0,-3.48,-8435840.0,-0.9,36633552.0,3.9,-28197730.0,-0.8402792352433746,-1.999999361650672,-29914516.4,-0.07722871066767437
2024-12-27,42.19,0.14,-27745573.0,-3.53,-953193.0,-0.12,-26792380.0,-3.41,-20109595.0,-2.56,47855152.0,6.09,-27745589.0,-1.0343541814880544,-1.9999988466634464,-17454412.2,-0.07348529447244384
