日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,3427.67,-0.31,-3570637056.0,-5.94,-2642494976.0,-4.39,-928142080.0,-1.54,740514048.0,1.23,2830123264.0,4.71,-3570636800.0,-1.740062733907856,-2.0000001433917887,,-0.945852873336463
2024-10-29,3414.86,-0.37,-4040985856.0,-6.43,-2646397440.0,-4.21,-1394588416.0,-2.22,668705792.0,1.06,3372279808.0,5.36,-4040986112.0,-1.6548889579554187,-1.9999998732982525,,-1.1273290804737124
2024-10-30,3375.25,-1.16,-4004228352.0,-6.26,-1869421056.0,-2.92,-2134807296.0,-3.34,603685888.0,0.94,3400542720.0,5.32,-4004228096.0,-1.466861843826391,-2.000000127864843,,-1.1131466310571172
2024-10-31,3359.16,-0.48,-914963456.0,-1.12,13762048.0,0.02,-928725504.0,-1.14,-397006080.0,-0.49,1311969536.0,1.6,-914963456.0,-0.9849589096594467,-1.999999999999998,,0.07879309417930547
2024-11-01,3398.6,1.17,2504535808.0,2.94,2577459968.0,3.03,-72924160.0,-0.09,-2399611904.0,-2.82,-104923648.0,-0.12,2504536064.0,2.029116629242516,1.9999997955709206,-2005255680.0,1.398148278432759
2024-11-04,3431.77,0.98,446381824.0,0.59,-118856448.0,-0.16,565238272.0,0.75,-544767744.0,-0.73,98385920.0,0.13,446381824.0,0.7337336746040969,1.9999999999999956,-1201851955.2,0.6040447990624135
2024-11-05,3504.79,2.13,2104493568.0,2.01,1666945024.0,1.59,437548544.0,0.42,-539083264.0,-0.51,-1565410560.0,-1.49,2104493312.0,1.7920886564452043,2.000000243288964,27243929.6,1.2437986504573122
2024-11-06,3483.25,-0.61,-4607022592.0,-3.65,-2465972480.0,-1.95,-2141050112.0,-1.69,791240192.0,0.63,3815782656.0,3.02,-4607022336.0,-1.5352638984904627,-2.00000011113469,-93314918.4,-1.3457244398652672
2024-11-07,3592.07,3.12,5178856448.0,3.9,6861390592.0,5.17,-1682534144.0,-1.27,-3108657152.0,-2.34,-2070199296.0,-1.56,5178856448.0,2.324885263936939,1.9999999999999996,1125449062.4,2.429988886202485
2024-11-08,3543.77,-1.34,-8532422656.0,-6.48,-7083935232.0,-5.38,-1448487424.0,-1.1,2540203520.0,1.93,5992219392.0,4.55,-8532422400.0,-1.8302373178336786,-2.0000000600064056,-1081942630.4,-2.8602726637840816
2024-11-11,3495.06,-1.37,-5431806464.0,-5.37,-4032326656.0,-3.99,-1399479808.0,-1.38,849047808.0,0.84,4582758656.0,4.53,-5431806464.0,-1.742354625983964,-1.9999999999999996,-2257580288.0,-1.663953235863684
2024-11-12,3433.69,-1.76,-9376042752.0,-9.86,-6172440832.0,-6.49,-3203601920.0,-3.37,1824715776.0,1.92,7551327232.0,7.94,-9376042496.0,-1.6583205110933827,-2.0000000546072605,-4553687449.6,-3.185768994661764
