报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20241231,174144069958.24997,170899152276.34,3244917681.91,,,,,54523971452.57,13789482367.98,94078.17,,,,,,,,26926161474.99,218375472.87,5639300059.49,9315650060.38,-1470219863.34,14474584.09,105127802.03,9130340.37,,,,,60980724.35,,,,21229466.81,,,,388852.05,119688579453.23,70936575.97,,120937834.74,,119638578194.46,30303850168.56,,89334728025.9,89334728025.9,,86228146421.62,,3106581604.28,-3854497.18,-3854497.18,,,,,,-3854497.18,,,,,,,,,-3854497.18,,,89330873528.72,86224291924.44,3106581604.28,68.64,68.64,定期报告,是,20250403,CNY,合并期末,2025-04-02T21:17:04
20240930,123122542625.45,120776131874.69,2346410750.76,,,,,39182396617.66,10228077394.34,212030.22,,,,,,,,19911791735.67,140401034.71,4235182341.09,5767525028.76,-1172804656.48,7226289.08,72011709.35,8019358.73,,,,,40768101.0,,,,18147885.59,,,,-7558.82,83996733560.98,54052930.61,,1902888.56,,84048883603.03,21017421363.48,,63031462239.55,63031462239.55,,60827552118.51,,2203910121.04,-305452.86,-305452.86,,,,,,-305452.86,,,,,,,,,-305452.86,,,63031156786.69,60827246665.65,2203910121.04,48.42,48.42,定期报告,未审计,20241026,CNY,合并期末,2024-10-25T18:07:08
20240630,83451164646.53,81930977667.75,1520186978.78,,,,,25936116155.36,6750879251.19,200913.8,,,,,,,,13493473033.78,92416649.15,2617482932.18,3836028544.08,-894961239.26,5748136.6,40596070.44,2288120.31,,,,,35533843.83,,,,16080612.71,,,,67280.68,57550951619.01,27617288.18,,287253.75,,57578281653.44,14401367308.32,,43176914345.12,43176914345.12,,41695610983.37,,1481303361.75,-2210717.86,-2210717.86,,,,,,-2210717.86,,,,,,,,,-2210717.86,,,43174703627.26,41693400265.51,1481303361.75,33.19,33.19,定期报告,未审计,20240809,CNY,合并期末,2024-08-08T19:32:02
20240331,46484738134.23,45775517043.29,709221090.94,,,,,13344131153.66,3381292339.02,17623.14,,,,,,,,7198747241.22,28165665.55,1140575656.66,2062253342.52,-486783948.02,2468225.23,19863233.57,1283616.07,,,,,13714077.55,,,,14273862.71,,,,8037.21,33157339181.96,16401791.11,,55833.06,,33173685140.01,8291337813.27,,24882347326.74,24882347326.74,,24065262374.15,,817084952.59,-2048071.03,-2048071.03,,,,,,-2048071.03,,,,,,,,,-2048071.03,,,24880299255.71,24063214303.12,817084952.59,19.16,19.16,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T20:47:04
