日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,600919,5.72,5.44,5.8,5.43,1599329,1166236272.0,6.36,-6.53,-0.38,1.09
2022-04-26,600919,5.49,5.42,5.62,5.4,1162889,833571408.0,4.04,-0.37,-0.02,0.79
2022-04-27,600919,5.4,5.44,5.55,5.31,1028988,731035888.0,4.43,0.37,0.02,0.7
2022-04-28,600919,5.44,5.72,5.76,5.44,1442215,1054332256.0,5.88,5.15,0.28,0.98
2022-04-29,600919,5.84,5.66,5.89,5.55,1772790,1304939104.0,5.94,-1.05,-0.06,1.21
2022-05-05,600919,5.65,5.62,5.74,5.56,981698,717216944.0,3.18,-0.71,-0.04,0.67
2022-05-06,600919,5.52,5.22,5.53,5.22,1338512,940308320.0,5.52,-7.12,-0.4,0.91
2022-05-09,600919,5.14,5.04,5.2,4.99,1351148,910366736.0,4.02,-3.45,-0.18,0.92
2022-05-10,600919,4.99,5.31,5.33,4.96,1286879,880436704.0,7.34,5.36,0.27,0.88
2022-05-11,600919,5.26,5.23,5.36,5.23,797110,552976816.0,2.45,-1.51,-0.08,0.54
2022-05-12,600919,5.25,5.29,5.35,5.19,563444,392357024.0,3.06,1.15,0.06,0.38
2022-05-13,600919,5.33,5.51,5.56,5.33,928901,666176768.0,4.35,4.16,0.22,0.63
2022-05-16,600919,5.52,5.42,5.52,5.32,724588,512168192.0,3.63,-1.63,-0.09,0.49
2022-05-17,600919,5.43,5.48,5.63,5.37,912184,652831296.0,4.8,1.11,0.06,0.62
2022-05-18,600919,5.48,5.35,5.49,5.28,812985,570704720.0,3.83,-2.37,-0.13,0.55
2022-05-19,600919,5.26,5.32,5.41,5.24,662367,463067280.0,3.18,-0.56,-0.03,0.45
2022-05-20,600919,5.29,5.36,5.4,5.28,695054,488250496.0,2.26,0.75,0.04,0.47
2022-05-23,600919,5.36,5.25,5.36,5.19,847853,587927840.0,3.17,-2.05,-0.11,0.58
2022-05-24,600919,5.27,5.13,5.3,5.12,755566,518678512.0,3.43,-2.29,-0.12,0.51
2022-05-25,600919,5.16,5.13,5.18,5.1,583268,396952608.0,1.56,0.0,0.0,0.4
2022-05-26,600919,5.21,5.23,5.27,5.14,910249,589119984.0,2.53,1.95,0.1,0.62
2022-05-27,600919,5.24,5.32,5.41,5.21,755746,498487584.0,3.82,1.72,0.09,0.51
2022-05-30,600919,5.33,5.22,5.39,5.17,616707,402045792.0,4.14,-1.88,-0.1,0.42
2022-05-31,600919,5.21,5.15,5.25,5.14,736820,475356352.0,2.11,-1.34,-0.07,0.5
2022-06-01,600919,5.18,5.13,5.18,5.07,712337,454732640.0,2.14,-0.39,-0.02,0.49
2022-06-02,600919,5.11,5.11,5.17,5.09,588629,376503808.0,1.56,-0.39,-0.02,0.4
2022-06-06,600919,5.09,5.06,5.13,4.98,1447400,912510432.0,2.94,-0.98,-0.05,0.99
2022-06-07,600919,5.04,5.26,5.3,5.02,1384176,897705472.0,5.53,3.95,0.2,0.94
2022-06-08,600919,5.24,5.28,5.32,5.21,806296,526582672.0,2.09,0.38,0.02,0.55
2022-06-09,600919,5.26,5.38,5.44,5.26,1021458,678188912.0,3.41,1.89,0.1,0.7
2022-06-10,600919,5.43,5.41,5.45,5.32,940050,625945328.0,2.42,0.56,0.03,0.64
2022-06-13,600919,5.38,5.31,5.38,5.22,893208,585685056.0,2.96,-1.85,-0.1,0.61
