datetime,open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率
2025-03-11 09:35:00,5.05,5.07,5.08,5.05,0.2,0.01,245653,124304250.0,0.59,0.01
2025-03-11 09:40:00,5.07,5.07,5.08,5.06,0.0,0.0,171428,86916778.0,0.39,0.01
2025-03-11 09:45:00,5.06,5.06,5.08,5.06,-0.2,-0.01,68353,34650935.0,0.39,0.0
2025-03-11 09:50:00,5.07,5.06,5.07,5.05,0.0,0.0,148238,75003514.0,0.4,0.0
2025-03-11 09:55:00,5.06,5.06,5.06,5.05,0.0,0.0,48770,24640999.0,0.2,0.0
2025-03-11 10:00:00,5.06,5.05,5.06,5.05,-0.2,-0.01,42447,21453844.0,0.2,0.0
2025-03-11 10:05:00,5.06,5.06,5.06,5.05,0.2,0.01,170228,85975731.0,0.2,0.01
2025-03-11 10:10:00,5.05,5.05,5.06,5.04,-0.2,-0.01,47727,24106460.0,0.4,0.0
2025-03-11 10:15:00,5.05,5.06,5.06,5.05,0.2,0.01,35021,17696991.0,0.2,0.0
2025-03-11 10:20:00,5.05,5.06,5.06,5.05,0.0,0.0,65572,33147350.0,0.2,0.0
2025-03-11 10:25:00,5.06,5.05,5.06,5.05,-0.2,-0.01,45703,23096107.0,0.2,0.0
2025-03-11 10:30:00,5.05,5.05,5.06,5.05,0.0,0.0,51680,26104010.0,0.2,0.0
2025-03-11 10:35:00,5.06,5.05,5.06,5.05,0.0,0.0,36220,18295010.0,0.2,0.0
2025-03-11 10:40:00,5.05,5.05,5.06,5.05,0.0,0.0,25870,13066550.0,0.2,0.0
2025-03-11 10:45:00,5.05,5.05,5.06,5.05,0.0,0.0,23949,12097567.0,0.2,0.0
2025-03-11 10:50:00,5.06,5.05,5.06,5.04,0.0,0.0,48255,24363125.0,0.4,0.0
2025-03-11 10:55:00,5.05,5.05,5.06,5.04,0.0,0.0,140594,71050211.0,0.4,0.0
2025-03-11 11:00:00,5.05,5.06,5.06,5.05,0.2,0.01,14305,7227662.0,0.2,0.0
2025-03-11 11:05:00,5.05,5.05,5.06,5.05,-0.2,-0.01,27646,13966328.0,0.2,0.0
2025-03-11 11:10:00,5.05,5.05,5.06,5.05,0.0,0.0,57250,28912971.0,0.2,0.0
2025-03-11 11:15:00,5.04,5.06,5.06,5.04,0.2,0.01,31688,16004922.0,0.4,0.0
2025-03-11 11:20:00,5.05,5.05,5.06,5.04,-0.2,-0.01,24877,12563147.0,0.4,0.0
2025-03-11 11:25:00,5.05,5.06,5.07,5.05,0.2,0.01,249986,126508783.0,0.4,0.01
2025-03-11 11:30:00,5.06,5.08,5.08,5.06,0.4,0.02,159050,80627019.0,0.4,0.0
2025-03-11 13:05:00,5.08,5.05,5.08,5.05,-0.59,-0.03,186207,94330769.0,0.59,0.01
2025-03-11 13:10:00,5.05,5.06,5.06,5.05,0.2,0.01,44009,22243523.0,0.2,0.0
2025-03-11 13:15:00,5.05,5.05,5.07,5.05,-0.2,-0.01,72903,36861825.0,0.4,0.0
2025-03-11 13:20:00,5.05,5.05,5.06,5.05,0.0,0.0,32775,16557395.0,0.2,0.0
2025-03-11 13:25:00,5.06,5.05,5.06,5.05,0.0,0.0,51864,26196812.0,0.2,0.0
2025-03-11 13:30:00,5.06,5.05,5.06,5.05,0.0,0.0,35602,17983227.0,0.2,0.0
2025-03-11 13:35:00,5.06,5.06,5.06,5.05,0.2,0.01,32967,16652679.0,0.2,0.0
2025-03-11 13:40:00,5.05,5.05,5.06,5.05,-0.2,-0.01,30511,15413839.0,0.2,0.0
2025-03-11 13:45:00,5.05,5.06,5.06,5.05,0.2,0.01,39624,20014651.0,0.2,0.0
2025-03-11 13:50:00,5.05,5.06,5.06,5.05,0.0,0.0,33002,16672260.0,0.2,0.0
2025-03-11 13:55:00,5.05,5.05,5.06,5.05,-0.2,-0.01,76879,38830319.0,0.2,0.0
2025-03-11 14:00:00,5.06,5.07,5.07,5.05,0.4,0.02,226894,114846002.0,0.4,0.01
2025-03-11 14:05:00,5.07,5.06,5.08,5.06,-0.2,-0.01,90886,46055621.0,0.39,0.0
2025-03-11 14:10:00,5.06,5.06,5.07,5.06,0.0,0.0,58060,29406896.0,0.2,0.0
2025-03-11 14:15:00,5.06,5.06,5.07,5.06,0.0,0.0,78619,39804777.0,0.2,0.0
2025-03-11 14:20:00,5.06,5.07,5.08,5.06,0.2,0.01,177904,90244862.0,0.4,0.01
2025-03-11 14:25:00,5.07,5.07,5.08,5.06,0.0,0.0,84175,42681864.0,0.39,0.0
2025-03-11 14:30:00,5.07,5.06,5.07,5.06,-0.2,-0.01,46172,23386184.0,0.2,0.0
2025-03-11 14:35:00,5.07,5.06,5.07,5.06,0.0,0.0,57640,29200146.0,0.2,0.0
2025-03-11 14:40:00,5.06,5.06,5.08,5.06,0.0,0.0,140556,71211068.0,0.4,0.0
2025-03-11 14:45:00,5.06,5.06,5.08,5.06,0.0,0.0,113303,57418626.0,0.4,0.0
2025-03-11 14:50:00,5.07,5.08,5.08,5.06,0.4,0.02,224998,114250283.0,0.4,0.01
2025-03-11 14:55:00,5.07,5.08,5.09,5.07,0.0,0.0,213594,108455001.0,0.39,0.01
2025-03-11 15:00:00,5.07,5.09,5.09,5.07,0.2,0.01,209677,106632385.0,0.39,0.01
2025-03-12 09:35:00,5.07,5.04,5.08,5.03,-0.98,-0.05,725974,366505319.0,0.98,0.02
2025-03-12 09:40:00,5.04,5.04,5.04,5.03,0.0,0.0,279426,140667561.0,0.2,0.01
2025-03-12 09:45:00,5.04,5.04,5.04,5.03,0.0,0.0,175238,88176403.0,0.2,0.01
2025-03-12 09:50:00,5.03,5.04,5.04,5.03,0.0,0.0,96087,48392421.0,0.2,0.0
2025-03-12 09:55:00,5.03,5.05,5.05,5.03,0.2,0.01,88325,44524455.0,0.4,0.0
2025-03-12 10:00:00,5.05,5.04,5.05,5.03,-0.2,-0.01,177802,89606781.0,0.4,0.01
2025-03-12 10:05:00,5.04,5.04,5.05,5.03,0.0,0.0,94623,47693836.0,0.4,0.0
2025-03-12 10:10:00,5.05,5.05,5.05,5.04,0.2,0.01,52122,26294859.0,0.2,0.0
2025-03-12 10:15:00,5.06,5.05,5.06,5.04,0.0,0.0,107849,54457220.0,0.4,0.0
2025-03-12 10:20:00,5.05,5.05,5.06,5.04,0.0,0.0,44039,22233314.0,0.4,0.0
2025-03-12 10:25:00,5.05,5.05,5.06,5.04,0.0,0.0,40539,20470891.0,0.4,0.0
2025-03-12 10:30:00,5.04,5.05,5.06,5.04,0.0,0.0,37597,18985020.0,0.4,0.0
2025-03-12 10:35:00,5.04,5.04,5.05,5.04,-0.2,-0.01,44751,22577439.0,0.2,0.0
2025-03-12 10:40:00,5.05,5.04,5.05,5.04,0.0,0.0,86567,43648338.0,0.2,0.0
2025-03-12 10:45:00,5.05,5.04,5.05,5.03,0.0,0.0,210310,105966867.0,0.4,0.01
2025-03-12 10:50:00,5.03,5.03,5.04,5.03,-0.2,-0.01,57492,28930801.0,0.2,0.0
2025-03-12 10:55:00,5.04,5.03,5.04,5.03,0.0,0.0,37954,19104734.0,0.2,0.0
2025-03-12 11:00:00,5.04,5.03,5.04,5.03,0.0,0.0,169084,85080780.0,0.2,0.01
2025-03-12 11:05:00,5.04,5.04,5.05,5.03,0.2,0.01,112840,56864331.0,0.4,0.0
2025-03-12 11:10:00,5.04,5.04,5.04,5.03,0.0,0.0,25767,12975969.0,0.2,0.0
2025-03-12 11:15:00,5.03,5.04,5.04,5.03,0.0,0.0,50898,25635111.0,0.2,0.0
2025-03-12 11:20:00,5.03,5.03,5.04,5.03,-0.2,-0.01,24240,12199652.0,0.2,0.0
2025-03-12 11:25:00,5.04,5.03,5.04,5.03,0.0,0.0,27128,13653394.0,0.2,0.0
2025-03-12 11:30:00,5.03,5.04,5.04,5.03,0.2,0.01,26117,13145059.0,0.2,0.0
2025-03-12 13:05:00,5.04,5.04,5.04,5.03,0.0,0.0,60175,30308068.0,0.2,0.0
2025-03-12 13:10:00,5.04,5.03,5.04,5.03,-0.2,-0.01,40926,20596908.0,0.2,0.0
2025-03-12 13:15:00,5.04,5.04,5.04,5.03,0.2,0.01,21660,10903527.0,0.2,0.0
2025-03-12 13:20:00,5.04,5.04,5.04,5.03,0.0,0.0,20672,10407315.0,0.2,0.0
2025-03-12 13:25:00,5.04,5.04,5.04,5.03,0.0,0.0,40443,20366620.0,0.2,0.0
2025-03-12 13:30:00,5.04,5.05,5.05,5.03,0.2,0.01,77497,39052272.0,0.4,0.0
2025-03-12 13:35:00,5.04,5.05,5.05,5.04,0.0,0.0,43589,21982077.0,0.2,0.0
2025-03-12 13:40:00,5.04,5.04,5.05,5.04,-0.2,-0.01,36723,18523440.0,0.2,0.0
2025-03-12 13:45:00,5.05,5.04,5.05,5.04,0.0,0.0,55537,28000510.0,0.2,0.0
2025-03-12 13:50:00,5.05,5.04,5.05,5.04,0.0,0.0,29306,14783216.0,0.2,0.0
2025-03-12 13:55:00,5.05,5.05,5.05,5.04,0.2,0.01,20813,10501031.0,0.2,0.0
2025-03-12 14:00:00,5.05,5.06,5.06,5.04,0.2,0.01,268927,135818523.0,0.4,0.01
2025-03-12 14:05:00,5.06,5.05,5.06,5.05,-0.2,-0.01,28834,14578288.0,0.2,0.0
2025-03-12 14:10:00,5.06,5.06,5.06,5.05,0.2,0.01,25596,12932150.0,0.2,0.0
2025-03-12 14:15:00,5.06,5.05,5.06,5.05,-0.2,-0.01,36096,18246315.0,0.2,0.0
2025-03-12 14:20:00,5.05,5.05,5.06,5.05,0.0,0.0,36823,18603030.0,0.2,0.0
2025-03-12 14:25:00,5.06,5.05,5.06,5.04,0.0,0.0,139751,70573313.0,0.4,0.0
2025-03-12 14:30:00,5.05,5.04,5.05,5.04,-0.2,-0.01,23196,11702365.0,0.2,0.0
2025-03-12 14:35:00,5.05,5.05,5.05,5.04,0.2,0.01,27136,13689322.0,0.2,0.0
2025-03-12 14:40:00,5.05,5.04,5.05,5.04,-0.2,-0.01,24516,12367818.0,0.2,0.0
2025-03-12 14:45:00,5.05,5.05,5.05,5.04,0.2,0.01,53570,27034623.0,0.2,0.0
2025-03-12 14:50:00,5.05,5.05,5.05,5.04,0.0,0.0,37122,18728558.0,0.2,0.0
2025-03-12 14:55:00,5.04,5.05,5.05,5.04,0.0,0.0,82983,41854647.0,0.2,0.0
2025-03-12 15:00:00,5.05,5.05,5.05,5.04,0.0,0.0,111787,56436427.0,0.2,0.0
2025-03-13 09:35:00,5.05,5.04,5.06,5.04,-0.2,-0.01,191419,96647098.0,0.4,0.01
2025-03-13 09:40:00,5.05,5.06,5.06,5.04,0.4,0.02,125016,63178515.0,0.4,0.0
2025-03-13 09:45:00,5.05,5.06,5.07,5.05,0.0,0.0,236933,119975429.0,0.4,0.01
2025-03-13 09:50:00,5.07,5.07,5.08,5.06,0.2,0.01,206982,104951107.0,0.4,0.01
2025-03-13 09:55:00,5.08,5.08,5.09,5.07,0.2,0.01,284757,144684075.0,0.39,0.01
2025-03-13 10:00:00,5.09,5.08,5.09,5.07,0.0,0.0,217601,110558491.0,0.39,0.01
2025-03-13 10:05:00,5.08,5.09,5.09,5.07,0.2,0.01,125382,63733723.0,0.39,0.0
2025-03-13 10:10:00,5.09,5.09,5.1,5.08,0.0,0.0,404983,206171024.0,0.39,0.01
2025-03-13 10:15:00,5.08,5.09,5.09,5.08,0.0,0.0,72421,36852825.0,0.2,0.0
2025-03-13 10:20:00,5.09,5.09,5.1,5.08,0.0,0.0,135718,69089917.0,0.39,0.0
2025-03-13 10:25:00,5.09,5.1,5.1,5.09,0.2,0.01,61699,31448573.0,0.2,0.0
2025-03-13 10:30:00,5.09,5.09,5.1,5.09,-0.2,-0.01,56737,28912687.0,0.2,0.0
2025-03-13 10:35:00,5.1,5.1,5.1,5.09,0.2,0.01,101046,51495842.0,0.2,0.0
2025-03-13 10:40:00,5.09,5.09,5.1,5.09,-0.2,-0.01,50384,25671447.0,0.2,0.0
2025-03-13 10:45:00,5.09,5.09,5.1,5.09,0.0,0.0,57658,29355942.0,0.2,0.0
2025-03-13 10:50:00,5.09,5.1,5.1,5.09,0.2,0.01,149813,76264233.0,0.2,0.0
2025-03-13 10:55:00,5.1,5.1,5.1,5.09,0.0,0.0,65404,33323770.0,0.2,0.0
2025-03-13 11:00:00,5.09,5.09,5.1,5.09,-0.2,-0.01,22227,11324492.0,0.2,0.0
2025-03-13 11:05:00,5.09,5.09,5.1,5.09,0.0,0.0,30069,15314903.0,0.2,0.0
2025-03-13 11:10:00,5.09,5.09,5.1,5.08,0.0,0.0,122466,62333970.0,0.39,0.0
2025-03-13 11:15:00,5.09,5.08,5.09,5.08,-0.2,-0.01,15223,7741760.0,0.2,0.0
2025-03-13 11:20:00,5.09,5.09,5.09,5.08,0.2,0.01,11734,5965980.0,0.2,0.0
2025-03-13 11:25:00,5.09,5.08,5.09,5.08,-0.2,-0.01,15863,8063420.0,0.2,0.0
2025-03-13 11:30:00,5.09,5.08,5.09,5.08,0.0,0.0,46439,23623044.0,0.2,0.0
2025-03-13 13:05:00,5.09,5.09,5.09,5.08,0.2,0.01,26670,13561429.0,0.2,0.0
2025-03-13 13:10:00,5.09,5.08,5.09,5.07,-0.2,-0.01,134069,68107289.0,0.39,0.0
2025-03-13 13:15:00,5.08,5.08,5.08,5.07,0.0,0.0,19883,10089510.0,0.2,0.0
2025-03-13 13:20:00,5.07,5.08,5.08,5.07,0.0,0.0,16170,8202435.0,0.2,0.0
2025-03-13 13:25:00,5.07,5.07,5.08,5.07,-0.2,-0.01,20427,10362522.0,0.2,0.0
2025-03-13 13:30:00,5.08,5.08,5.08,5.07,0.2,0.01,28609,14517220.0,0.2,0.0
2025-03-13 13:35:00,5.07,5.07,5.08,5.07,-0.2,-0.01,25845,13110096.0,0.2,0.0
