日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,27.12,1.65,-14860329.0,-1.06,-13167593.0,-0.93,-1692736.0,-0.12,37904608.0,2.69,-23044288.0,-1.64,-14860338.0,-1.8860891320236535,-1.9999987887218984,,-0.15202528947516425
2024-10-29,26.52,-2.21,-237035317.0,-14.2,-128086501.0,-7.68,-108948816.0,-6.53,41979040.0,2.52,195056256.0,11.69,-237035338.0,-1.540368710761593,-1.9999998228112215,,-2.138623367481082
2024-10-30,26.44,-0.3,10393502.0,0.96,-51160910.0,-4.75,61554412.0,5.71,-25659280.0,-2.38,15265776.0,1.42,10393500.0,-3.9223945735311565,2.0000003848557273,,0.07378421219276779
2024-10-31,27.91,5.56,119076944.0,2.6,-23995632.0,-0.52,143072576.0,3.12,-35402592.0,-0.77,-83674336.0,-1.83,119076960.0,0.7984862226916039,1.9999997312662163,,1.0455873077122142
2024-11-01,28.3,1.4,55055216.0,1.81,-39554080.0,-1.3,94609296.0,3.11,-23429520.0,-0.77,-31625680.0,-1.04,55055232.0,0.28155609261622433,1.9999994187654682,-13473996.8,0.4731311727041457
2024-11-04,28.83,1.87,-11549056.0,-0.5,-33497216.0,-1.45,21948160.0,0.95,14396880.0,0.62,-2847808.0,-0.12,-11549040.0,-3.900434321813423,-2.000002770792897,-12811737.2,-0.12241701562569948
2024-11-05,29.07,0.83,-15794320.0,-0.71,23375200.0,1.05,-39169520.0,-1.76,17407872.0,0.78,-1613536.0,-0.07,-15794304.0,0.4799755658748572,-2.0000020260467317,31436469.6,-0.1603764318652751
2024-11-06,28.9,-0.58,-89232869.0,-4.77,-52280197.0,-2.8,-36952672.0,-1.98,-24241200.0,-1.3,113474080.0,6.07,-89232858.0,-1.5858851679949377,-2.0000002465459303,11511198.0,-0.81703397761945
2024-11-07,30.2,4.5,282919104.0,8.41,204807312.0,6.09,78111792.0,2.32,-12117744.0,-0.36,-270801376.0,-8.05,282919088.0,1.723907776770432,2.0000001131065357,44279623.6,2.5105966768185475
2024-11-08,30.13,-0.23,-5652912.0,-0.23,-62427920.0,-2.59,56775008.0,2.35,-52944000.0,-2.19,58596928.0,2.43,-5652896.0,-12.0435316694289,-2.000005660814917,32137998.0,-0.06969610491096505
2024-11-11,30.01,-0.4,-83756936.0,-4.63,-132787416.0,-7.34,49030480.0,2.71,24334240.0,1.35,59422688.0,3.29,-83756944.0,-2.5853898394382373,-1.999999808971039,17696417.2,-0.7680705918752136
2024-11-12,29.8,-0.7,-36341643.0,-2.04,-60267259.0,-3.38,23925616.0,1.34,-26494080.0,-1.48,62835712.0,3.52,-36341654.0,-2.6583518185495176,-1.9999993946339922,13586947.2,-0.3441024407236745
