日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA20,MA30,MA60,RSI6,RSI12,RSI24,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower
2022-04-25,601816,4.63,4.55,4.74,4.54,591228,285141600.0,4.24,-3.6,-0.17,0.22,,,,,,,,,0.0,0.0,0.0,,
2022-04-26,601816,4.56,4.48,4.63,4.46,483545,227433360.0,3.74,-1.54,-0.07,0.18,,,,,,,,,-0.005584045584045683,-0.0011168091168091367,-0.004467236467236546,,
2022-04-27,601816,4.5,4.51,4.56,4.47,535239,250481494.0,2.01,0.67,0.03,0.2,,,,,,,,,-0.007502211832696837,-0.002393889659986677,-0.00510832217271016,,
2022-04-28,601816,4.5,4.39,4.51,4.34,894982,408568016.0,3.77,-2.66,-0.12,0.33,,,,,,,,,-0.01849220291830367,-0.0056135523116500755,-0.012878650606653594,,
2022-04-29,601816,4.39,4.42,4.49,4.25,983627,445011120.0,5.47,0.68,0.03,0.36,4.470000000000001,,,,,,,,-0.024498695046134777,-0.009390580858547017,-0.01510811418758776,,
2022-05-05,601816,4.4,4.37,4.46,4.36,542615,247583395.0,2.26,-1.13,-0.05,0.2,4.433999999999999,,,,,19.999999999999943,,,-0.03291405275259951,-0.014095275237357516,-0.018818777515241993,,
2022-05-06,601816,4.33,4.26,4.33,4.23,578314,257081883.0,2.29,-2.52,-0.11,0.21,4.39,,,,,14.634146341463335,,,-0.047907121579571665,-0.020857644505800348,-0.027049477073771318,,
2022-05-09,601816,4.23,4.25,4.27,4.21,393685,173636048.0,1.41,-0.23,-0.01,0.14,4.338,,,,,17.142857142857054,,,-0.0599055986197401,-0.028667235328588298,-0.0312383632911518,,
2022-05-10,601816,4.22,4.25,4.3,4.17,535041,235472879.0,3.06,0.0,0.0,0.2,4.3100000000000005,,,,,9.375000000000071,,,-0.06862342993474702,-0.03665847424982004,-0.03196495568492697,,
2022-05-11,601816,4.18,4.31,4.36,4.17,744731,332205024.0,4.47,1.41,0.06,0.27,4.288,4.379,,,,34.6153846153846,,,-0.0698852814785873,-0.043303835695573493,-0.02658144578301381,,
2022-05-12,601816,4.28,4.32,4.35,4.26,378345,169806122.0,2.09,0.23,0.01,0.14,4.2780000000000005,4.356,,,,29.166666666666757,,,-0.06927977734366397,-0.048499024025191594,-0.02078075331847238,,
2022-05-13,601816,4.35,4.33,4.37,4.29,365507,164105412.0,1.85,0.23,0.01,0.13,4.292,4.340999999999999,,,,39.99999999999999,27.999999999999986,,-0.06721814558731332,-0.052242848337615944,-0.014975297249697372,,
2022-05-16,601816,4.33,4.36,4.4,4.28,540172,243529917.0,2.77,0.69,0.03,0.2,4.314,4.326,,,,91.66666666666686,32.07547169811323,,-0.06244372588547442,-0.05428302384718764,-0.008160702038286782,,
2022-05-17,601816,4.37,4.36,4.38,4.33,220654,99797494.0,1.15,0.0,0.0,0.08,4.336,4.323,,,,100.0,36.95652173913042,,-0.05799147425713347,-0.05502471392917681,-0.0029667603279566607,,
2022-05-18,601816,4.33,4.34,4.37,4.31,262149,117937143.0,1.38,-0.46,-0.02,0.1,4.3420000000000005,4.3149999999999995,,,,84.61538461538436,31.11111111111117,,-0.05543781301832329,-0.055107333747006104,-0.0003304792713171856,,
2022-05-19,601816,4.3,4.33,4.33,4.28,322688,144273825.0,1.15,-0.23,-0.01,0.12,4.343999999999999,4.311,,,,62.500000000000135,41.176470588235375,,-0.05360303212730955,-0.0548064734230668,0.0012034412957572516,,
2022-05-20,601816,4.35,4.5,4.52,4.33,851201,393505632.0,4.39,3.93,0.17,0.31,4.378,4.335,,,,87.49999999999991,58.33333333333334,,-0.037993411404978694,-0.05144386101944918,0.013450449614470485,,
