报告日,营业收入,净利息收入,利息收入,利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,中间业务净收入,中间业务收入,中间业务支出,净交易收入,衍生金融工具交易净收入,投资收益,对联营公司的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,租赁收入,净敞口套期收益,公允价值变动收益/(损失),其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,折旧费,提取呆账准备,研发费用,其他业务支出,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,加:年初未分配利润,其他因素调整,可供分配的利润,一般风险准备转入,盈余公积转入,减:提取法定盈余公积,提取法定公益金,提取一般风险准备,提取信托赔偿准备金,盈余公积补亏,提取职工奖福基金,应付永续债利息,其他,可供股东分配的利润,减:应付优先股股利,提取任意盈余公积,应付普通股股利,转作股本的普通股股利,未分配利润,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能重分类进损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下重分类进损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20241231,170748000000.0,114717000000.0,288125000000.0,173408000000.0,22816000000.0,29788000000.0,6972000000.0,,,,988000000.0,,29141000000.0,217000000.0,3902000000.0,988000000.0,,,-1549000000.0,3776000000.0,20000000.0,839000000.0,123305000000.0,1972000000.0,49795000000.0,,69437000000.0,43000000.0,,,,2058000000.0,47443000000.0,1184000000.0,,261000000.0,,48366000000.0,2531000000.0,,45835000000.0,45835000000.0,,45257000000.0,578000000.0,208333000000.0,,253590000000.0,,,3293000000.0,,5121000000.0,,,,,,245176000000.0,1559000000.0,,9422000000.0,,230401000000.0,11043000000.0,10929000000.0,878000000.0,,,878000000.0,,10051000000.0,2000000.0,,10795000000.0,,-954000000.0,,167000000.0,,41000000.0,114000000.0,56878000000.0,56186000000.0,692000000.0,1.36,1.25,定期报告,是,20250329,CNY,合并期末,2025-03-28T21:00:02
20240930,129839000000.0,86219000000.0,216841000000.0,130622000000.0,17914000000.0,23103000000.0,5189000000.0,,,,1331000000.0,,19109000000.0,139000000.0,3478000000.0,1331000000.0,,,2154000000.0,2706000000.0,47000000.0,359000000.0,93434000000.0,1518000000.0,36351000000.0,,54103000000.0,17000000.0,,,,1445000000.0,36405000000.0,1136000000.0,,105000000.0,,37436000000.0,1749000000.0,,35687000000.0,35687000000.0,,35223000000.0,464000000.0,,,,,,,,,,,,,,,,,,,,4190000000.0,4120000000.0,-20000000.0,,,-20000000.0,,4140000000.0,,,4953000000.0,,-986000000.0,,192000000.0,,-19000000.0,70000000.0,39877000000.0,39343000000.0,534000000.0,1.13,1.03,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T17:25:04
20240630,88248000000.0,58046000000.0,145885000000.0,87839000000.0,12282000000.0,15729000000.0,3447000000.0,,,,-157000000.0,,12939000000.0,101000000.0,2783000000.0,-157000000.0,,,2995000000.0,1727000000.0,53000000.0,363000000.0,58020000000.0,987000000.0,23476000000.0,,32546000000.0,12000000.0,,,,999000000.0,30228000000.0,24000000.0,,82000000.0,,30170000000.0,2846000000.0,,27324000000.0,27324000000.0,,26988000000.0,336000000.0,208333000000.0,,235321000000.0,,,3293000000.0,,4755000000.0,,,,,,227273000000.0,722000000.0,,9422000000.0,,217129000000.0,3898000000.0,3758000000.0,-6000000.0,,,-6000000.0,,3764000000.0,1000000.0,,3307000000.0,,211000000.0,,224000000.0,,21000000.0,140000000.0,31222000000.0,30746000000.0,476000000.0,0.89,0.82,定期报告,未审计,20240820,CNY,合并期末,2024-08-19T20:50:07
20240331,45328000000.0,28416000000.0,73421000000.0,45005000000.0,6637000000.0,8310000000.0,1673000000.0,,,,-209000000.0,,12782000000.0,49000000.0,2354000000.0,-209000000.0,,,-3493000000.0,812000000.0,22000000.0,361000000.0,24965000000.0,533000000.0,11261000000.0,,12746000000.0,4000000.0,,,,421000000.0,20363000000.0,6000000.0,,18000000.0,,20351000000.0,2691000000.0,,17660000000.0,17660000000.0,,17421000000.0,239000000.0,,,,,,,,,,,,,,,,,,,,1619000000.0,1555000000.0,,,,,,1555000000.0,,,1165000000.0,,304000000.0,,47000000.0,,39000000.0,64000000.0,19279000000.0,18976000000.0,303000000.0,0.57,0.52,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T19:35:05
