日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,27.25,-0.04,-180957616.0,-4.9,-173757664.0,-4.71,-7199952.0,-0.2,-10666896.0,-0.29,191624512.0,5.19,-180957616.0,-1.9602119426683762,-1.999999999999989,,-0.07311554954143798
2024-10-29,26.99,-0.95,-322348944.0,-6.26,-313500272.0,-6.09,-8848672.0,-0.17,18999472.0,0.37,303349456.0,5.9,-322348960.0,-1.9725493018497655,-1.9999999007286946,,-0.37015378901577833
2024-10-30,27.22,0.85,112136320.0,2.1,310294240.0,5.82,-198157920.0,-3.72,-206318672.0,-3.87,94182368.0,1.77,112136336.0,3.7671157723576436,1.9999997146330695,,0.5426230737695961
2024-10-31,27.88,2.42,274215008.0,2.38,530358592.0,4.6,-256143584.0,-2.22,-171881808.0,-1.49,-102333200.0,-0.89,274215008.0,2.9340976114625974,1.9999999999999927,,0.8831217353228737
2024-11-01,27.71,-0.61,-139976544.0,-1.82,-233176736.0,-3.04,93200192.0,1.21,9157408.0,0.12,130819136.0,1.71,-139976544.0,-2.665827211736256,-1.9999999999999856,-51386355.2,0.012978444152059879
2024-11-04,28.82,4.01,469711504.0,5.99,279347072.0,3.56,190364432.0,2.43,-202372480.0,-2.58,-267339024.0,-3.41,469711504.0,1.5947205244519589,1.9999999999999958,78747468.8,1.2938253424350774
2024-11-05,30.23,4.89,-362959024.0,-2.83,-593524304.0,-4.63,230565280.0,1.8,261265168.0,2.04,101693840.0,0.79,-362959040.0,-2.63523765105836,-1.9999999118357763,70625452.8,-0.4554683940464238
2024-11-06,30.84,2.02,-581941504.0,-3.38,-573307136.0,-3.33,-8634368.0,-0.05,159178752.0,0.92,422762832.0,2.45,-581941424.0,-1.9851630977897152,-2.000000274941758,-68190099.2,-0.9155117034816461
2024-11-07,33.95,10.08,2194207424.0,14.12,3092384768.0,19.9,-898177344.0,-5.78,-1204516112.0,-7.75,-989691376.0,-6.37,2194207360.0,2.409340287692772,2.0000000583354156,315808371.2,4.9166865343269635
2024-11-08,34.64,2.03,-2455747840.0,-9.27,-2295837696.0,-8.67,-159910144.0,-0.6,861224448.0,3.25,1594523200.0,6.02,-2455748032.0,-1.9348831696427062,-1.9999998436321655,-147345926.4,-4.852048412233105
