报告日,资产,货币资金,客户资金存款,结算备付金,客户备付金,拆出资金,融出资金,融出证券,交易性金融资产,买入返售金融资产,应收票据及应收账款,应收账款,应收票据,应收款项融资,预付账款,应收股利,应收利息,应收保证金,应收投资款项,其他应收款,存货净额,待转承销费用,衍生金融资产,可供出售金融资产,划分为持有待售的资产,长期股权投资,投资性房地产,债权投资,其他债权投资,其他权益工具投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,固定资产净额,在建工程,固定资产清理,固定资产合计,合同资产,使用权资产,无形资产,商誉,开发支出,交易席位费,长期待摊费用,递延税款借项,其他长期资产,资产总计,负债,短期借款,质押借款,应付短期融资款,拆入资金,交易性金融负债,衍生金融负债,卖出回购金融资产款,应付票据及应付账款,应付账款,预收账款,应付职工薪酬,应交税金,应付股利,应付利息,其他应付款,代买卖证券款,代理承销证券款,代兑付证券款,信用交易代理买卖证券款,预提费用,预计负债,划分为持有待售的负债,长期递延收益,长期借款,应付债券款,应付债券：优先股,应付债券：永续债,长期应付职工薪酬,长期应付款,专项应付款,合同负债,租赁负债,递延税款贷项,其他负债,负债合计,股东权益,实收资本净额,其他权益工具,其中：优先股,其中：永续债,资本公积,库存股,其他综合收益,专项储备,盈余公积,一般风险准备,交易风险准备,未分配利润,外币折算差额,归属于母公司的股东权益合计,少数股东权益,所有者权益合计,负债及股东权益总计,数据源,是否审计,公告日期,币种,类型,更新日期
2024-12-31,,211019554181.0,184305902688.0,28075487488.0,18262317687.0,,106268255145.0,,408473404861.0,60645701466.0,13909732838.0,13909732838.0,,,,,,69011660619.0,,,,,9016783022.0,,,13221829208.0,1033780990.0,3995304285.0,86027717556.0,22021314908.0,,,7294464169.0,3348271825.0,3946192344.0,92252980.0,3853939364.0,260221620.0,,4114160984.0,,1457935787.0,1609143320.0,4070761462.0,,,,1424446073.0,2348438658.0,1047745412851.0,,9196389529.0,,47491065343.0,5416271406.0,75283971539.0,9391574706.0,244937517145.0,200075003913.0,200075003913.0,,8072898102.0,1028220695.0,,,,129455251525.0,173733941.0,,,,281620951.0,,,539494553.0,133998464210.0,,,,,,22075807.0,1641585147.0,397060137.0,2869516669.0,870271715318.0,,8903730620.0,14946981132.0,,14946981132.0,47334374068.0,173321592.0,1565736582.0,,7172530796.0,27745738986.0,,63279619029.0,,170775389621.0,6698307912.0,177473697533.0,1047745412851.0,定期报告,是,20250329,CNY,合并期末,2025-03-28T21:42:04
2024-09-30,,200746634414.0,176397392890.0,25926293804.0,13925571696.0,,83149623615.0,,361176228878.0,51349575521.0,15485108976.0,15485108976.0,,,,,,77599056398.0,,,,,10431335643.0,,,12988771454.0,1047072312.0,3895718499.0,64848859962.0,9267274677.0,,,7294464169.0,3348271825.0,3946192344.0,92252980.0,3784776005.0,272614568.0,,4057390573.0,,1515023900.0,1561887881.0,4070761462.0,,,,841403482.0,1990027281.0,931948048732.0,,9131096635.0,,12666072713.0,8096943093.0,69859410181.0,15456342183.0,175919731694.0,206600800442.0,206600800442.0,,6177444967.0,849596195.0,,,,119218559732.0,73282629.0,,,,279235070.0,,,544476088.0,128233563084.0,,,,,,39647265.0,1683830922.0,232671620.0,3914675029.0,758977379542.0,,8903730620.0,14946981132.0,,14946981132.0,47329076918.0,173321592.0,761654459.0,,7172530796.0,25542339933.0,,61996649739.0,,166479642005.0,6491027185.0,172970669190.0,931948048732.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T19:32:02
2024-06-30,,178419357340.0,142931321132.0,16785388514.0,10919424342.0,,82946916836.0,,350315979818.0,62653829571.0,14914665738.0,14914665738.0,,,,,,65896910156.0,,,,,13721474576.0,,,13015697438.0,1053799616.0,3803182590.0,73995069972.0,5787070098.0,,,7028420530.0,3122869544.0,3905550986.0,92252980.0,3813298006.0,245777174.0,,4059075180.0,,1459509852.0,1566225112.0,4070761462.0,,,,1757684489.0,1837007956.0,898059606314.0,,12622786645.0,,22621729562.0,8748831205.0,63088650107.0,12186285550.0,178488142565.0,188166562889.0,188166562889.0,,5997895225.0,597862766.0,,,,93604267478.0,290596697.0,,,,272167374.0,,,544479151.0,131514660754.0,,,,,,42685596.0,1651013622.0,331402195.0,2477526939.0,723247546320.0,,8903730620.0,19918679245.0,,19918679245.0,47343357034.0,178058679.0,381427237.0,,7172530796.0,25484518632.0,,59070082117.0,,168096267002.0,6715792992.0,174812059994.0,898059606314.0,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T17:32:03
2024-03-31,,178161832464.0,142263464083.0,19919940955.0,11978391885.0,,86543264057.0,,361174704597.0,59687650823.0,22214805719.0,22214805719.0,,,,,,59717986731.0,,,,,15399032512.0,,,12895641017.0,1059215154.0,3696384370.0,73550582083.0,1807183984.0,,,7028420530.0,3122869544.0,3905550986.0,92252980.0,3875100837.0,233975044.0,,4109075881.0,,1543892102.0,1548321631.0,4070761462.0,,,,740751262.0,2735954039.0,910576980843.0,,17464657084.0,,11004563993.0,3952753459.0,71219750435.0,12773738193.0,185050981167.0,187978207863.0,187978207863.0,,6296562822.0,694159940.0,,,,96453735623.0,516879198.0,,,,328897566.0,,,549573501.0,136800893066.0,,,,,,88606369.0,1732241341.0,521919586.0,1173637909.0,734601759115.0001,,8904610816.0,19918679245.0,,19918679245.0,47329066850.0,361483735.0,125155894.0,,7172530796.0,25410622428.0,,60941744148.0,,169440926442.0,6534295286.0,175975221728.0,910576980843.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T17:42:03
