日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-28,4.64,-1.28,-537172512.0,-20.71,-510827520.0,-19.69,-26344992.0,-1.02,280181088.0,10.8,256991424.0,9.91
2024-10-29,4.67,0.65,31388240.0,1.53,10383280.0,0.51,21004960.0,1.03,-57717552.0,-2.82,26329328.0,1.29
2024-10-30,4.59,-1.71,-267493664.0,-14.6,-164854096.0,-9.0,-102639568.0,-5.6,153986240.0,8.41,113507424.0,6.2
2024-10-31,4.61,0.44,34340496.0,1.91,88747328.0,4.95,-54406832.0,-3.03,-77286096.0,-4.31,42945591.0,2.39
2024-11-01,4.66,1.08,251046816.0,11.57,246902336.0,11.38,4144480.0,0.19,-174215056.0,-8.03,-76831744.0,-3.54
2024-11-04,4.66,0.0,-46152048.0,-2.57,36211472.0,2.02,-82363520.0,-4.59,16846992.0,0.94,29305050.0,1.63
2024-11-05,4.68,0.43,-80907872.0,-4.65,-87487040.0,-5.02,6579168.0,0.38,66550304.0,3.82,14357585.0,0.82
2024-11-06,4.65,-0.64,-205207552.0,-13.28,-152325120.0,-9.85,-52882432.0,-3.42,120764904.0,7.81,84442646.0,5.46
2024-11-07,4.68,0.65,1156848.0,0.05,51998336.0,2.47,-50841488.0,-2.41,-47955296.0,-2.28,46798463.0,2.22
2024-11-08,4.64,-0.85,-105345296.0,-4.76,-170104848.0,-7.68,64759552.0,2.92,17459248.0,0.79,87886053.0,3.97
2024-11-11,4.57,-1.51,-383829600.0,-16.45,-334586304.0,-14.34,-49243296.0,-2.11,181581728.0,7.78,202247872.0,8.67
2024-11-12,4.53,-0.88,-239414416.0,-11.32,-203211456.0,-9.6,-36202960.0,-1.71,82770256.0,3.91,156644169.0,7.4
2024-11-13,4.54,0.22,-37130032.0,-2.37,-64538944.0,-4.11,27408912.0,1.75,38792608.0,2.47,-1662565.0,-0.11
2024-11-14,4.57,0.66,65145184.0,3.07,27237632.0,1.28,37907552.0,1.79,-77610048.0,-3.66,12464848.0,0.59
2024-11-15,4.58,0.22,70207344.0,2.9,109063168.0,4.5,-38855824.0,-1.6,-53941840.0,-2.23,-16265504.0,-0.67
2024-11-18,4.68,2.18,391123136.0,11.58,396899904.0,11.75,-5776768.0,-0.17,-258442864.0,-7.65,-132680272.0,-3.93
2024-11-19,4.63,-1.07,-298663232.0,-11.03,-260500144.0,-9.62,-38163088.0,-1.41,170258480.0,6.29,128404752.0,4.74
2024-11-20,4.65,0.43,35468624.0,2.06,29053920.0,1.68,6414704.0,0.37,-37169536.0,-2.15,1700935.0,0.1
2024-11-21,4.65,0.0,-27739471.0,-2.66,-30507624.0,-2.93,2768153.0,0.27,13083286.0,1.26,14656190.0,1.41
2024-11-22,4.58,-1.51,-44646848.0,-2.95,-3768512.0,-0.25,-40878336.0,-2.7,2655984.0,0.18,41990864.0,2.77
2024-11-25,4.61,0.66,139721888.0,8.91,165147712.0,10.53,-25425824.0,-1.62,-119638488.0,-7.63,-20083410.0,-1.28
2024-11-26,4.69,1.74,247058544.0,10.22,229414160.0,9.49,17644384.0,0.73,-229249824.0,-9.49,-17808720.0,-0.74
2024-11-27,4.71,0.43,87152304.0,4.23,78928752.0,3.83,8223552.0,0.4,-63144288.0,-3.06,-24008000.0,-1.17
2024-11-28,4.73,0.42,85287296.0,4.38,203114976.0,10.44,-117827680.0,-6.06,-113170208.0,-5.82,27882912.0,1.43
2024-11-29,4.69,-0.85,-127383872.0,-6.14,-101753504.0,-4.91,-25630368.0,-1.24,55547408.0,2.68,71836448.0,3.46
2024-12-02,4.7,0.21,36807312.0,2.16,31127824.0,1.83,5679488.0,0.33,-24760160.0,-1.46,-12047154.0,-0.71
2024-12-03,4.77,1.49,323978256.0,14.27,405172688.0,17.84,-81194432.0,-3.58,-271941424.0,-11.97,-52036832.0,-2.29
2024-12-04,4.79,0.42,179425280.0,9.62,133475248.0,7.16,45950032.0,2.46,-92452768.0,-4.96,-86972506.0,-4.66
2024-12-05,4.8,0.21,8248208.0,0.6,30731920.0,2.25,-22483712.0,-1.64,-22740400.0,-1.66,14492173.0,1.06
2024-12-06,4.83,0.63,80473264.0,3.18,206645184.0,8.16,-126171920.0,-4.98,-22852896.0,-0.9,-57620368.0,-2.27
2024-12-09,4.89,1.24,298449088.0,11.8,291026304.0,11.51,7422784.0,0.29,-171333104.0,-6.77,-127115984.0,-5.03
2024-12-10,4.93,0.82,40038112.0,1.28,-33841408.0,-1.08,73879520.0,2.36,53288256.0,1.7,-93326368.0,-2.99
2024-12-11,4.85,-1.62,-276990128.0,-11.79,-145632672.0,-6.2,-131357456.0,-5.59,137063072.0,5.83,139927056.0,5.95
2024-12-12,4.91,1.24,55915760.0,2.66,34791696.0,1.66,21124064.0,1.01,-126047712.0,-6.01,70131951.0,3.34
2024-12-13,4.88,-0.61,146163904.0,5.98,72127424.0,2.95,74036480.0,3.03,-184455344.0,-7.55,38291440.0,1.57
2024-12-16,4.99,2.25,425440608.0,14.77,659553952.0,22.89,-234113344.0,-8.13,-333719072.0,-11.58,-91721536.0,-3.18
2024-12-17,4.98,-0.2,-106672976.0,-4.85,-72317888.0,-3.29,-34355088.0,-1.56,67035312.0,3.05,39637680.0,1.8
