日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-05-11,300750,198.52,215.07,220.08,198.26,317540,12827256064.0,11.02,8.58,16.99,1.56
2022-05-12,300750,212.09,211.6,214.76,208.47,134208,5425822464.0,2.92,-1.61,-3.47,0.66
2022-05-13,300750,213.54,217.87,219.9,209.93,148546,6105079552.0,4.71,2.96,6.27,0.73
2022-05-16,300750,219.09,213.54,225.09,213.54,143878,5996721408.0,5.3,-1.99,-4.33,0.71
2022-05-17,300750,215.19,222.18,223.3,214.23,138899,5834497792.0,4.25,4.05,8.64,0.68
2022-05-18,300750,223.23,220.2,224.09,217.67,107120,4495183616.0,2.89,-0.89,-1.98,0.53
2022-05-19,300750,217.68,220.2,221.82,214.46,126330,5249401600.0,3.34,0.0,0.0,0.62
2022-05-20,300750,225.2,224.59,227.43,219.37,158268,6751272960.0,3.66,1.99,4.39,0.78
2022-05-23,300750,224.59,218.93,224.59,215.2,137918,5750871808.0,4.18,-2.52,-5.66,0.68
2022-05-24,300750,217.24,210.78,217.24,210.67,150127,6109883648.0,3.0,-3.72,-8.15,0.74
2022-05-25,300750,212.15,209.08,213.02,206.59,139349,5567079680.0,3.05,-0.81,-1.7,0.68
2022-05-26,300750,208.81,204.1,210.67,203.47,140598,5535883520.0,3.44,-2.38,-4.98,0.69
2022-05-27,300750,207.43,206.54,214.73,205.28,187802,7541807360.0,4.63,1.2,2.44,0.92
2022-05-30,300750,210.92,210.65,213.65,208.98,125295,5046715392.0,2.26,1.99,4.11,0.61
2022-05-31,300750,209.59,214.09,216.31,206.04,177995,7205121024.0,4.88,1.63,3.44,0.87
2022-06-01,300750,215.26,223.55,226.87,212.98,191785,8078892544.0,6.49,4.42,9.46,0.94
2022-06-02,300750,222.3,230.09,233.97,221.32,174478,7640886784.0,5.66,2.93,6.54,0.86
2022-06-06,300750,230.2,246.31,247.99,230.2,190378,8745175296.0,7.73,7.05,16.22,0.93
2022-06-07,300750,245.87,242.43,246.87,237.87,127595,5850493952.0,3.65,-1.58,-3.88,0.63
2022-06-08,300750,240.76,242.98,242.98,224.09,405414,17870045952.0,7.79,0.23,0.55,1.99
2022-06-09,300750,234.65,227.07,236.32,226.59,202557,8867551488.0,4.0,-6.55,-15.91,0.99
2022-06-10,300750,225.19,239.65,240.65,225.19,247663,11049948160.0,6.81,5.54,12.58,1.21
2022-06-13,300750,234.1,233.55,239.75,230.9,186216,8285211392.0,3.69,-2.55,-6.1,0.91
2022-06-14,300750,230.88,232.88,233.32,225.59,174811,7624999680.0,3.31,-0.29,-0.67,0.86
2022-06-15,300750,238.54,246.13,252.98,235.27,378619,17488407040.0,7.6,5.69,13.25,1.86
2022-06-16,300750,246.32,243.15,250.82,239.93,240202,11103375104.0,4.42,-1.21,-2.98,1.18
2022-06-17,300750,238.7,257.46,260.03,238.1,282939,13595198720.0,9.02,5.89,14.31,1.39
2022-06-20,300750,261.78,268.83,274.15,261.78,251143,12753850368.0,4.8,4.42,11.37,1.23
