日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,5.66,0.89,21678775.0,4.03,22196315.0,4.12,-517540.0,-0.1,-18566616.0,-3.45,-3112158.0,-0.58,21678776.0,2.0238730267796474,1.999999907743777,,0.09814317530083233
2024-10-29,5.62,-0.71,-34178941.0,-6.94,-9892038.0,-2.01,-24286903.0,-4.93,18988562.0,3.86,15190379.0,3.08,-34178941.0,-1.2894190899594786,-1.9999999999999416,,-0.5859727315365854
2024-10-30,5.66,0.71,-30538353.0,-5.47,-18312128.0,-3.28,-12226225.0,-2.19,17718609.0,3.17,12819744.0,2.29,-30538353.0,-1.599643602259703,-1.9999999999999347,,-0.5413847266053881
2024-10-31,5.43,-4.06,-111179808.0,-7.76,-102268592.0,-7.14,-8911216.0,-0.62,127467760.0,8.89,-16287968.0,-1.14,-111179824.0,-1.9198483350720008,-1.9999997121779758,,-1.5290390029494842
2024-11-01,5.54,2.03,60828613.0,6.68,44958747.0,4.94,15869866.0,1.74,-50160305.0,-5.51,-10668311.0,-1.17,60828610.0,1.7391053321783658,2.000000098637763,-18677946.4,0.5776297284201509
2024-11-04,5.58,0.72,43110068.0,6.29,-5392026.0,-0.79,48502094.0,7.08,-47485951.0,-6.93,4375881.0,0.64,43110066.0,0.8749242462305469,2.000000092785708,-14391688.4,0.3606223309212756
2024-11-05,5.65,1.25,-64626350.0,-7.55,-17143647.0,-2.0,-47482703.0,-5.55,-3105468.0,-0.36,67731819.0,7.92,-64626349.0,-1.265273348491321,-2.0000000309470987,-20481170.0,-0.9588765531297386
2024-11-06,5.6,-0.88,-68971737.0,-8.52,-105232168.0,-13.0,36260431.0,4.48,16152650.0,1.99,52819078.0,6.52,-68971746.0,-2.525728506278462,-1.9999997390235416,-28167848.6,-1.0120966875871422
2024-11-07,5.72,2.14,-35707399.0,-3.24,-56944432.0,-5.17,21237033.0,1.93,-17278353.0,-1.57,52985756.0,4.81,-35707395.0,-2.5947518994314036,-2.000000224043171,-13073362.8,-0.6046924313458217
2024-11-08,5.67,-0.87,-73222599.0,-8.67,-53187052.0,-6.3,-20035547.0,-2.37,49003618.0,5.8,24218982.0,2.87,-73222598.0,-1.7263748412750703,-2.000000027313945,-39883604.4,-1.0641588846656882
2024-11-11,5.59,-1.41,33608579.0,4.72,18965830.0,2.66,14642749.0,2.05,4687047.0,0.66,-38295626.0,-5.37,33608579.0,1.564315141083425,1.9999999999999405,-41783901.8,0.2442531209997721
2024-11-12,5.51,-1.43,-3369710.0,-0.41,7869046.0,0.97,-11238756.0,-1.38,16904813.0,2.07,-13535102.0,-1.66,-3369709.0,1.3352298373535119,-2.0000005935224676,-29532573.8,-0.2086374801040145
2024-11-13,5.57,1.09,35383861.0,5.35,38159783.0,5.77,-2775922.0,-0.42,-28126568.0,-4.25,-7257294.0,-1.1,35383860.0,2.078451700860164,2.0000000565228895,-8661452.6,0.26599582794223875
2024-11-14,5.53,-0.72,-105390574.0,-15.95,-130917082.0,-19.82,25526508.0,3.86,47139240.0,7.13,58251334.0,8.82,-105390574.0,-2.2422086438204403,-1.9999999999999811,-22598088.4,-1.4581353171855544
2024-11-15,5.66,2.35,193478512.0,12.61,303961168.0,19.81,-110482656.0,-7.2,-127392857.0,-8.3,-66085653.0,-4.31,193478514.0,2.5710331845943233,1.9999999793258594,30742134.0,2.202255907947975
2024-11-18,5.68,0.35,-126335488.0,-9.32,-279380928.0,-20.61,153045440.0,11.29,68336197.0,5.04,57999318.0,4.28,-126335461.0,-3.2114215026293906,-2.000000427433419,-1246674.0,-1.71465726496964
2024-11-19,5.64,-0.7,-133999474.0,-15.71,-167004051.0,-19.58,33004577.0,3.87,63440895.0,7.44,70558586.0,8.27,-133999467.0,-2.2463038976117553,-2.0000001044780125,-27372625.6,-1.8085219750990822
2024-11-20,5.58,-1.06,-109785499.0,-14.15,-77073733.0,-9.93,-32711766.0,-4.21,64999681.0,8.38,44785818.0,5.77,-109785499.0,-1.7020392829839786,-1.9999999999999818,-56406497.4,-1.5119620445087896
2024-11-21,5.62,0.72,-5042649.0,-1.0,4611253.0,0.92,-9653902.0,-1.92,-8346284.0,-1.66,13388935.0,2.67,-5042647.0,-0.08554951397548043,-2.0000007932337915,-36336912.0,-0.2291267438695346
2024-11-22,5.53,-1.6,-30415105.0,-4.25,1996691.0,0.28,-32411796.0,-4.53,13101933.0,1.83,17313171.0,2.42,-30415106.0,-0.9343519631330256,-1.9999999342431358,-81115636.0,-0.5398752622431051
2024-11-25,5.51,-0.36,9357613.0,1.27,27605817.0,3.76,-18248204.0,-2.49,38717756.0,5.27,-48075369.0,-6.55,9357613.0,3.950091759511325,1.9999999999997862,-53977021.2,-0.05275994161382133
2024-11-26,5.55,0.73,24523102.0,4.53,12656340.0,2.34,11866762.0,2.19,-21667778.0,-4.0,-2855324.0,-0.53,24523102.0,1.5160986566870083,1.9999999999999185,-22272507.4,0.13297898251492318
2024-11-27,5.65,1.8,-17477370.0,-2.58,-70128972.0,-10.34,52651602.0,7.76,-5597543.0,-0.83,23074913.0,3.4,-17477370.0,-5.012558640115475,-1.9999999999998856,-3810881.6,-0.38142068387100464
2024-11-28,5.73,1.42,-49004443.0,-5.34,-99404849.0,-10.84,50400406.0,5.5,-19363629.0,-2.11,68368066.0,7.45,-49004449.0,-3.0284860870488917,-1.999999755124234,-12603242.0,-0.7675477473888335
2024-11-29,5.73,0.0,-1084670.0,-0.15,256763.0,0.03,-1341433.0,-0.18,-30947136.0,-4.18,32031806.0,4.32,-1084670.0,-0.7632800759671021,-1.9999999999981561,-6737154.8,-0.18065152558238828
2024-12-02,6.03,5.24,-26622528.0,-0.77,12302320.0,0.36,-38924848.0,-1.12,-43303056.0,-1.25,69925568.0,2.02,-26622544.0,-0.5378978057093065,-1.9999987980111142,-13933186.2,-0.4934259597793626
2024-12-03,6.21,2.99,16247136.0,0.91,-43186688.0,-2.43,59433824.0,3.34,-10400.0,-0.0,-16236736.0,-0.91,16247136.0,-1.658110820270006,1.9999999999998768,-15588379.4,0.031619308523133716
2024-12-04,6.2,-0.16,90579826.0,6.83,-8643710.0,-0.65,99223536.0,7.48,33286560.0,2.51,-123866384.0,-9.34,90579828.0,0.9045735436812609,1.9999999558400354,6023060.2,0.9420069814609027
2024-12-05,6.21,0.16,215695512.0,20.03,62045224.0,5.76,153650288.0,14.26,-42514576.0,-3.95,-173180931.0,-16.08,215695517.0,1.2876518708545932,1.9999999536383408,58963053.4,2.4743580626879305
2024-12-06,6.25,0.64,70570458.0,6.69,2785108.0,0.26,67785350.0,6.42,-11136704.0,-1.06,-59433760.0,-5.63,70570452.0,1.0394657242665664,2.0000001700428105,73294077.8,0.6969426798266117
2024-12-09,6.36,1.76,240340368.0,18.73,177251472.0,13.82,63088896.0,4.92,-107803736.0,-8.4,-132536633.0,-10.33,240340367.0,1.7375018820704315,2.0000000083215235,126686660.0,2.7761952091402664
2024-12-10,6.32,-0.63,137151639.0,10.7,-201445395.0,-15.72,338597034.0,26.42,-35265840.0,-2.75,-101885815.0,-7.95,137151623.0,-0.4687786742414235,2.0000002333184055,150867557.4,1.5123938049945482
2024-12-11,6.22,-1.58,23261616.0,1.47,99442928.0,6.27,-76181312.0,-4.81,-80448480.0,-5.07,57186864.0,3.61,23261616.0,5.274979347952212,1.999999999999914,137403915.0,0.11752896620199892
2024-12-12,6.37,2.41,103012464.0,5.65,-37988608.0,-2.08,141001072.0,7.73,-54565856.0,-2.99,-48446608.0,-2.66,103012464.0,0.631223188681317,1.9999999999999807,114867304.4,1.094275360985249
2024-12-13,6.16,-3.3,382120912.0,8.03,183839136.0,3.86,198281776.0,4.16,-382260784.0,-8.03,139872.0,0.0,382120912.0,1.481102002603821,1.9999999999999947,177177396.4,4.512648672044564
2024-12-16,6.23,1.14,296745344.0,15.63,-39410480.0,-2.08,336155824.0,17.7,-44637296.0,-2.35,-252108060.0,-13.28,296745332.0,0.8671909420297103,2.000000080877424,188458389.4,3.4670135213370896
2024-12-17,6.19,-0.64,11415157.0,0.97,-137340863.0,-11.7,148756020.0,12.68,-11805888.0,-1.01,390736.0,0.03,11415162.0,-11.031442742554942,1.9999991239719594,163311097.2,-0.027560164831010432
