日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,93.1,-0.64,-813004640.0,-12.07,-646901168.0,-9.6,-166103472.0,-2.47,459350736.0,6.82,353653904.0,5.25,-813004640.0,-1.7956918523859817,-1.9999999999999976,,-0.9158733278160899
2024-10-29,92.3,-0.86,-649822288.0,-6.09,-825828736.0,-7.74,176006448.0,1.65,497266176.0,4.66,152556112.0,1.43,-649822288.0,-2.270853202868286,-1.9999999999999971,,-0.6330965353606052
2024-10-30,85.82,-7.02,-3030067056.0,-21.49,-2604545904.0,-18.48,-425521152.0,-3.02,1864375696.0,13.23,1165691440.0,8.27,-3030066976.0,-1.859567133211777,-2.0000000528041126,,-4.757794763339609
2024-10-31,86.93,1.29,-514900128.0,-5.09,-280210512.0,-2.77,-234689616.0,-2.32,307377600.0,3.04,207522544.0,2.05,-514900112.0,-1.5442036648848085,-2.0000000621479725,,-0.39929147192828995
2024-11-01,84.81,-2.44,-378832544.0,-4.97,-517947312.0,-6.79,139114768.0,1.82,214202800.0,2.81,164629760.0,2.16,-378832528.0,-2.367219786364273,-2.0000000844700376,-1077325308.8,-0.16350154434661596
2024-11-04,86.81,2.36,102286848.0,2.06,192110160.0,3.88,-89823312.0,-1.81,-7364128.0,-0.15,-94922736.0,-1.92,102286832.0,2.878151588466413,2.000000312845724,-894267014.4,0.6702245770236389
2024-11-05,95.8,10.36,1134886368.0,8.4,1153565664.0,8.54,-18679296.0,-0.14,-702018512.0,-5.2,-432868080.0,-3.2,1134886144.0,2.016459575349259,2.0000003947532536,-537325328.0,2.459603868107152
2024-11-06,96.04,0.25,-955531552.0,-7.0,-629488928.0,-4.61,-326042624.0,-2.39,619379904.0,4.54,336151488.0,2.46,-955531712.0,-1.6587837536887509,-1.9999996651079206,-122418275.2,-1.1628568267316584
2024-11-07,101.89,6.09,27207776.0,0.22,236335200.0,1.92,-209127424.0,-1.69,-25087024.0,-0.2,-2120768.0,-0.02,27207760.0,9.686316550866016,2.0000011761349703,-13996700.8,0.540120929781844
2024-11-08,100.3,-1.56,-744561664.0,-4.41,-571006976.0,-3.38,-173554688.0,-1.03,412331440.0,2.44,332230176.0,1.97,-744561712.0,-1.7669034262669665,-1.999999871065084,-87142537.6,-0.7972693770279453
2024-11-11,104.98,4.67,-434065664.0,-2.98,-104352256.0,-0.72,-329713408.0,-2.27,332431488.0,2.29,101634032.0,0.7,-434065808.0,-1.2404062012642993,-1.9999993365061317,-194413065.6,-0.2592146503520722
