日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,19.02,-0.63,80886802.0,6.68,-7394900.0,-0.61,88281702.0,7.29,-43809936.0,-3.62,-37076864.0,-3.06,80886804.0,0.908577151842952,1.9999999505481512,,0.6861127196397977
2024-10-29,19.01,-0.05,-100432142.0,-8.72,-51824846.0,-4.5,-48607296.0,-4.22,58784656.0,5.11,41647482.0,3.62,-100432146.0,-1.5160184668362906,-1.9999999203442094,,-1.0479356911589528
2024-10-30,18.77,-1.26,-12965085.0,-1.19,-6237656.0,-0.57,-6727429.0,-0.62,3317744.0,0.3,9647344.0,0.88,-12965082.0,-1.481112190420278,-2.000000462781338,,-0.21144218992020958
2024-10-31,18.28,-2.61,-257034176.0,-10.15,-94326400.0,-3.73,-162707776.0,-6.43,93575776.0,3.7,163458400.0,6.46,-257034176.0,-1.3669799925749897,-1.999999999999992,,-2.545603206051126
2024-11-01,18.29,0.05,-57184946.0,-3.92,-38417458.0,-2.63,-18767488.0,-1.29,-13876208.0,-0.95,71061154.0,4.87,-57184946.0,-1.6718106894775826,-1.9999999999999651,-69345909.2,-0.634339989046759
2024-11-04,18.31,0.11,103359115.0,9.71,41469812.0,3.9,61889303.0,5.82,-93895360.0,-8.82,-9463759.0,-0.89,103359111.0,1.4012207109637254,2.0000000774000273,-64851447.8,0.9010272017738031
2024-11-05,18.4,0.49,44251670.0,2.8,28608534.0,1.81,15643136.0,0.99,59278176.0,3.75,-103529856.0,-6.54,44251660.0,1.6464965156109026,2.000000451960401,-35914686.6,0.33575158401341465
2024-11-06,18.33,-0.38,29048992.0,1.75,126075696.0,7.58,-97026704.0,-5.84,2030928.0,0.12,-31079936.0,-1.87,29048976.0,5.340108649612801,2.000001101587815,-27511875.0,0.19036032716973897
2024-11-07,18.91,3.16,112796576.0,6.33,2480368.0,0.14,110316208.0,6.19,-12573744.0,-0.71,-100222848.0,-5.63,112796560.0,1.021989890471828,2.0000002836965773,46454272.2,0.9912824864003922
2024-11-08,18.7,-1.11,13778656.0,0.85,10131296.0,0.63,3647360.0,0.23,-60188560.0,-3.72,46409888.0,2.87,13778640.0,1.73529114629588,2.0000023224351606,60646989.4,0.04432207869563878
2024-11-11,18.38,-1.71,130932217.0,8.71,92224681.0,6.13,38707536.0,2.57,-137680944.0,-9.15,6748736.0,0.45,130932226.0,1.7043695415366902,1.9999998625242803,66161612.4,1.1647233915351116
2024-11-12,18.13,-1.36,-52113713.0,-3.51,34843167.0,2.35,-86956880.0,-5.86,-34233040.0,-2.31,86346752.0,5.82,-52113714.0,-0.3314011739788814,-1.9999999616223476,46888537.6,-0.5858411322510862
2024-11-13,18.15,0.11,-51566110.0,-4.87,-50213623.0,-4.74,-1352487.0,-0.13,20472032.0,1.93,31094088.0,2.93,-51566100.0,-1.9737721681491915,-2.00000038785167,30765522.4,-0.5806040117712293
