日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-24,48.67,-3.99,-187383056.0,-4.28,-58594048.0,-1.34,-128789008.0,-2.94,-25559584.0,-0.58,212942656.0,4.86
2024-10-25,48.0,-1.38,-302703360.0,-6.73,-242748336.0,-5.4,-59955024.0,-1.33,259163696.0,5.76,43539664.0,0.97
2024-10-28,48.59,1.23,79122208.0,2.86,109778208.0,3.96,-30656000.0,-1.11,-11527488.0,-0.42,-67594720.0,-2.44
2024-10-29,48.18,-0.84,-12931303.0,-0.67,-44823575.0,-2.33,31892272.0,1.66,-1800016.0,-0.09,14731344.0,0.76
2024-10-30,47.2,-2.03,-17263472.0,-0.76,-58512960.0,-2.59,41249488.0,1.83,-51407136.0,-2.28,68670592.0,3.04
2024-10-31,46.6,-1.27,-108663181.0,-5.08,-35549341.0,-1.66,-73113840.0,-3.42,-7543712.0,-0.35,116206896.0,5.43
2024-11-01,47.56,2.06,245384544.0,8.28,120094640.0,4.05,125289904.0,4.23,-56786512.0,-1.92,-188598016.0,-6.37
2024-11-04,47.99,0.9,97160655.0,5.0,16758431.0,0.86,80402224.0,4.14,4742528.0,0.24,-101903184.0,-5.25
2024-11-05,48.68,1.44,9197056.0,0.37,16627072.0,0.67,-7430016.0,-0.3,13082016.0,0.53,-22279088.0,-0.89
2024-11-06,48.75,0.14,8483264.0,0.32,36005568.0,1.37,-27522304.0,-1.05,-34720576.0,-1.32,26237312.0,1.0
2024-11-07,50.0,2.56,186569856.0,6.47,40759792.0,1.41,145810064.0,5.06,-37268336.0,-1.29,-149301536.0,-5.18
2024-11-08,49.5,-1.0,-86417968.0,-2.67,-120452736.0,-3.72,34034768.0,1.05,54369760.0,1.68,32048224.0,0.99
2024-11-11,49.43,-0.14,-57375648.0,-2.0,-128882800.0,-4.49,71507152.0,2.49,45836128.0,1.6,11539504.0,0.4
2024-11-12,49.29,-0.28,-25290016.0,-0.66,-69906832.0,-1.82,44616816.0,1.16,670608.0,0.02,24619408.0,0.64
2024-11-13,49.35,0.12,-29562679.0,-1.46,-31206503.0,-1.54,1643824.0,0.08,56102768.0,2.77,-26540096.0,-1.31
2024-11-14,48.45,-1.82,-201640942.0,-10.55,-105861998.0,-5.54,-95778944.0,-5.01,88233792.0,4.61,113407168.0,5.93
2024-11-15,47.7,-1.55,-90570911.0,-5.68,-59308895.0,-3.72,-31262016.0,-1.96,-4330080.0,-0.27,94900992.0,5.96
2024-11-18,47.2,-1.05,-77790150.0,-5.39,-58084278.0,-4.02,-19705872.0,-1.36,42005984.0,2.91,35784160.0,2.48
2024-11-19,47.43,0.49,-113780859.0,-9.24,-47513770.0,-3.86,-66267089.0,-5.38,42954288.0,3.49,70826576.0,5.75
2024-11-20,50.46,6.39,580237216.0,10.63,376918320.0,6.9,203318896.0,3.72,-381016672.0,-6.98,-199220560.0,-3.65
2024-11-21,50.19,-0.54,-306627216.0,-12.49,-322344704.0,-13.13,15717488.0,0.64,89455504.0,3.64,217171696.0,8.85
2024-11-22,48.27,-3.83,-265042372.0,-10.76,-143766308.0,-5.84,-121276064.0,-4.92,292912.0,0.01,264749472.0,10.75
2024-11-25,47.76,-1.06,-96332310.0,-4.54,-12019414.0,-0.57,-84312896.0,-3.98,66877104.0,3.16,29455200.0,1.39
2024-11-26,48.68,1.93,33270807.0,1.7,18736791.0,0.96,14534016.0,0.74,4250080.0,0.22,-37520896.0,-1.92
2024-11-27,49.99,2.69,-68635568.0,-2.4,22669040.0,0.79,-91304608.0,-3.19,58318832.0,2.04,10316720.0,0.36
2024-11-28,49.7,-0.58,-96066692.0,-5.23,-160413716.0,-8.74,64347024.0,3.5,13457776.0,0.73,82608912.0,4.5
2024-11-29,50.69,1.99,-195628608.0,-5.57,-171094320.0,-4.87,-24534288.0,-0.7,101351568.0,2.89,94277056.0,2.68
2024-12-02,50.45,-0.47,-140466458.0,-6.64,-152515594.0,-7.21,12049136.0,0.57,65215744.0,3.08,75250720.0,3.56
2024-12-03,49.63,-1.63,-73382175.0,-3.72,-32922063.0,-1.67,-40460112.0,-2.05,-76652320.0,-3.89,150034512.0,7.61
2024-12-04,49.4,-0.46,-104935788.0,-8.19,-35092547.0,-2.74,-69843241.0,-5.45,3314208.0,0.26,101621568.0,7.93
2024-12-05,48.95,-0.91,-75276542.0,-5.18,-48470974.0,-3.33,-26805568.0,-1.84,-8770928.0,-0.6,84047488.0,5.78
2024-12-06,49.53,1.18,38076810.0,2.26,-30281094.0,-1.79,68357904.0,4.05,-36052896.0,-2.14,-2023920.0,-0.12
2024-12-09,49.38,-0.3,-33513689.0,-2.45,-7804873.0,-0.57,-25708816.0,-1.88,31936944.0,2.33,1576720.0,0.12
2024-12-10,48.13,-2.53,-861264624.0,-17.37,-589183824.0,-11.89,-272080800.0,-5.49,432646656.0,8.73,428617968.0,8.65
2024-12-11,48.15,0.04,-92243747.0,-4.49,-42862595.0,-2.08,-49381152.0,-2.4,52690448.0,2.56,39553296.0,1.92
2024-12-12,48.04,-0.23,-34253810.0,-1.98,-79580258.0,-4.59,45326448.0,2.62,-7856160.0,-0.45,42109984.0,2.43
2024-12-13,46.59,-3.02,-450908161.0,-14.73,-273481345.0,-8.93,-177426816.0,-5.8,24209568.0,0.79,426698592.0,13.94
2024-12-16,46.07,-1.12,-22234318.0,-1.36,-31910590.0,-1.96,9676272.0,0.59,-33559344.0,-2.06,55793664.0,3.42
2024-12-17,46.5,0.93,-7607051.0,-0.52,6546181.0,0.45,-14153232.0,-0.96,-19151216.0,-1.3,26758272.0,1.82
2024-12-18,46.59,0.19,22067559.0,1.91,21236183.0,1.84,831376.0,0.07,-50200272.0,-4.35,28132720.0,2.44
2024-12-19,46.54,-0.11,-50378560.0,-5.0,-2924864.0,-0.29,-47453696.0,-4.71,14468304.0,1.44,35910244.0,3.57
2024-12-20,46.25,-0.62,-147394747.0,-12.15,-36218893.0,-2.99,-111175854.0,-9.17,-46495040.0,-3.83,193889786.0,15.98
2024-12-23,45.85,-0.86,-93187174.0,-5.61,-25432886.0,-1.53,-67754288.0,-4.08,-33243024.0,-2.0,126430208.0,7.61
2024-12-24,46.33,1.05,88130959.0,6.47,48992703.0,3.6,39138256.0,2.87,-18355168.0,-1.35,-69775792.0,-5.12
2024-12-25,46.62,0.63,105535942.0,7.17,35699590.0,2.42,69836352.0,4.74,-3567696.0,-0.24,-101968256.0,-6.93
2024-12-26,46.11,-1.09,-162415850.0,-13.78,-47594684.0,-4.04,-114821166.0,-9.74,45468560.0,3.86,116947295.0,9.93
2024-12-27,46.1,-0.02,-66952157.0,-6.83,-12869886.0,-1.31,-54082271.0,-5.51,36817024.0,3.75,30135133.0,3.07
2024-12-30,46.14,0.09,-35540689.0,-2.99,-32448417.0,-2.73,-3092272.0,-0.26,25631376.0,2.16,9909312.0,0.84
2024-12-31,45.9,-0.52,18175010.0,1.01,-52047822.0,-2.9,70222832.0,3.92,-81833744.0,-4.56,63658736.0,3.55
2025-01-02,44.95,-2.07,-93579946.0,-5.94,-63294682.0,-4.02,-30285264.0,-1.92,-1080928.0,-0.07,94660864.0,6.01
