日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,601229,5.1,4.89,5.14,4.88,579093,379862128.0,5.05,-5.05,-0.26,0.42
2022-04-26,601229,4.92,4.83,4.95,4.82,397965,255746571.0,2.66,-1.23,-0.06,0.29
2022-04-27,601229,4.81,4.84,4.86,4.76,370574,235533399.0,2.07,0.21,0.01,0.27
2022-04-28,601229,4.83,4.87,4.9,4.81,354022,226481808.0,1.86,0.62,0.03,0.26
2022-04-29,601229,4.87,4.95,4.95,4.82,373430,239887935.0,2.67,1.64,0.08,0.27
2022-05-05,601229,4.96,4.94,4.98,4.91,332469,215400017.0,1.41,-0.2,-0.01,0.24
2022-05-06,601229,4.89,4.83,4.9,4.82,251935,160889351.0,1.62,-2.23,-0.11,0.18
2022-05-09,601229,4.83,4.84,4.85,4.79,179388,114317706.0,1.24,0.21,0.01,0.13
2022-05-10,601229,4.8,4.88,4.89,4.79,266644,170192273.0,2.07,0.83,0.04,0.19
2022-05-11,601229,4.86,4.88,4.93,4.85,275332,177155555.0,1.64,0.0,0.0,0.2
2022-05-12,601229,4.87,4.87,4.89,4.85,159544,102300820.0,0.82,-0.2,-0.01,0.12
2022-05-13,601229,4.89,4.92,4.94,4.88,186596,120410860.0,1.23,1.03,0.05,0.14
2022-05-16,601229,4.93,4.88,4.94,4.84,220937,141641119.0,2.03,-0.81,-0.04,0.16
2022-05-17,601229,4.89,4.88,4.9,4.86,195081,125188519.0,0.82,0.0,0.0,0.14
2022-05-18,601229,4.88,4.85,4.89,4.84,205243,131267044.0,1.02,-0.61,-0.03,0.15
2022-05-19,601229,4.82,4.84,4.85,4.8,183598,116908051.0,1.03,-0.21,-0.01,0.13
2022-05-20,601229,4.84,4.89,4.9,4.83,234203,150385588.0,1.45,1.03,0.05,0.17
2022-05-23,601229,4.89,4.87,4.9,4.86,196572,126148967.0,0.82,-0.41,-0.02,0.14
2022-05-24,601229,4.88,4.81,4.89,4.81,246478,157368569.0,1.64,-1.23,-0.06,0.18
2022-05-25,601229,4.81,4.83,4.84,4.81,161126,102569950.0,0.62,0.42,0.02,0.12
2022-05-26,601229,4.85,4.87,4.88,4.82,177129,113197374.0,1.24,0.83,0.04,0.13
2022-05-27,601229,4.88,4.88,4.89,4.85,197094,126310872.0,0.82,0.21,0.01,0.14
2022-05-30,601229,4.88,4.85,4.89,4.84,236691,151581023.0,1.02,-0.61,-0.03,0.17
2022-05-31,601229,4.86,4.87,4.89,4.84,294249,188734678.0,1.03,0.41,0.02,0.21
2022-06-01,601229,4.87,4.87,4.89,4.86,200975,128834812.0,0.62,0.0,0.0,0.15
2022-06-02,601229,4.86,4.86,4.88,4.84,137651,88047644.0,0.82,-0.21,-0.01,0.1
2022-06-06,601229,4.86,4.87,4.88,4.83,255218,163209910.0,1.03,0.21,0.01,0.18
2022-06-07,601229,4.87,4.89,4.91,4.86,279121,179427625.0,1.03,0.41,0.02,0.2
2022-06-08,601229,4.88,4.89,4.9,4.85,289019,185366357.0,1.02,0.0,0.0,0.21
2022-06-09,601229,4.88,4.92,4.93,4.88,423274,272794592.0,1.02,0.61,0.03,0.31
2022-06-10,601229,4.89,4.98,4.98,4.87,662518,427629776.0,2.24,1.22,0.06,0.48
2022-06-13,601229,4.92,4.89,4.93,4.88,361573,232905717.0,1.0,-1.81,-0.09,0.26
2022-06-14,601229,4.86,4.98,4.99,4.86,360147,232552207.0,2.66,1.84,0.09,0.26
2022-06-15,601229,4.98,5.06,5.15,4.96,655846,434232064.0,3.82,1.61,0.08,0.47
2022-06-16,601229,5.07,5.01,5.07,5.01,338594,222568543.0,1.19,-0.99,-0.05,0.25
2022-06-17,601229,4.99,5.03,5.06,4.96,233387,153003541.0,2.0,0.4,0.02,0.17
2022-06-20,601229,5.03,4.98,5.03,4.97,255654,166838498.0,1.19,-0.99,-0.05,0.19
2022-06-21,601229,4.98,4.99,5.03,4.97,181652,118789044.0,1.2,0.2,0.01,0.13
2022-06-22,601229,5.0,4.94,5.0,4.92,208737,135711922.0,1.6,-1.0,-0.05,0.15
2022-06-23,601229,4.93,4.97,4.98,4.93,201253,130768379.0,1.01,0.61,0.03,0.15
2022-06-24,601229,4.96,4.96,4.98,4.93,181569,117860671.0,1.01,-0.2,-0.01,0.13
2022-06-27,601229,4.97,4.99,4.99,4.96,178820,116552336.0,0.6,0.6,0.03,0.13
2022-06-28,601229,4.99,5.01,5.02,4.96,225684,147259244.0,1.2,0.4,0.02,0.16
2022-06-29,601229,4.99,5.02,5.04,4.98,252483,165693119.0,1.2,0.2,0.01,0.18
2022-06-30,601229,5.02,5.01,5.04,5.0,173140,113638070.0,0.8,-0.2,-0.01,0.13
2022-07-01,601229,5.01,5.01,5.03,4.99,147040,96213536.0,0.8,0.0,0.0,0.11
2022-07-04,601229,5.01,5.03,5.04,5.0,229726,150854120.0,0.8,0.4,0.02,0.17
2022-07-05,601229,5.04,5.01,5.06,5.0,240326,157793055.0,1.19,-0.4,-0.02,0.17
2022-07-06,601229,5.01,5.01,5.02,4.98,280872,183731942.0,0.8,0.0,0.0,0.2
2022-07-07,601229,5.01,5.01,5.03,4.98,377981,247861382.0,1.0,0.0,0.0,0.27
2022-07-08,601229,5.02,4.95,5.03,4.93,498659,304718096.0,2.0,-1.2,-0.06,0.36
2022-07-11,601229,4.96,4.93,4.97,4.92,219206,133260287.0,1.01,-0.4,-0.02,0.16
2022-07-12,601229,4.94,4.97,5.0,4.93,253776,155089217.0,1.42,0.81,0.04,0.18
2022-07-13,601229,4.97,4.92,4.99,4.92,222625,135391415.0,1.41,-1.01,-0.05,0.16
2022-07-14,601229,4.91,4.84,4.92,4.83,319687,191612590.0,1.83,-1.63,-0.08,0.23
2022-07-15,601229,4.85,4.77,4.87,4.77,289151,172436434.0,2.07,-1.45,-0.07,0.21
2022-07-18,601229,4.78,4.83,4.83,4.78,165316,98369404.0,1.05,1.26,0.06,0.12
2022-07-19,601229,4.82,4.86,4.88,4.81,180841,108449695.0,1.45,0.62,0.03,0.13
2022-07-20,601229,4.87,4.88,4.89,4.87,92406,55654953.0,0.41,0.41,0.02,0.07
2022-07-21,601229,4.89,4.84,4.89,4.84,108030,64836891.0,1.02,-0.82,-0.04,0.08
2022-07-22,601229,4.86,4.87,4.88,4.84,100491,60320441.0,0.83,0.62,0.03,0.07
2022-07-25,601229,4.86,4.86,4.88,4.84,81143,48688586.0,0.82,-0.21,-0.01,0.06
2022-07-26,601229,4.86,4.88,4.89,4.86,92845,55873837.0,0.62,0.41,0.02,0.07
2022-07-27,601229,4.88,4.86,4.89,4.85,77615,46598236.0,0.82,-0.41,-0.02,0.06
2022-07-28,601229,4.87,4.87,4.89,4.86,104597,62900135.0,0.62,0.21,0.01,0.08
2022-07-29,601229,4.87,4.82,4.88,4.81,181760,108697609.0,1.44,-1.03,-0.05,0.13
