日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,000725,3.61,3.45,3.63,3.45,4467124,1713977936.0,4.92,-5.74,-0.21,1.22
2022-04-26,000725,3.46,3.37,3.49,3.36,3518228,1312414096.0,3.77,-2.32,-0.08,0.96
2022-04-27,000725,3.31,3.47,3.5,3.29,4187374,1544569232.0,6.23,2.97,0.1,1.15
2022-04-28,000725,3.47,3.44,3.48,3.39,3764226,1406442288.0,2.59,-0.86,-0.03,1.03
2022-04-29,000725,3.46,3.5,3.52,3.43,4239265,1602283440.0,2.62,1.74,0.06,1.16
2022-05-05,000725,3.49,3.48,3.54,3.45,3817939,1448702224.0,2.57,-0.57,-0.02,1.05
2022-05-06,000725,3.41,3.37,3.42,3.36,2829298,1043813584.0,1.72,-3.16,-0.11,0.78
2022-05-09,000725,3.35,3.38,3.4,3.33,1575373,579397840.0,2.08,0.3,0.01,0.43
2022-05-10,000725,3.33,3.4,3.42,3.31,2976179,1093849648.0,3.25,0.59,0.02,0.82
2022-05-11,000725,3.41,3.53,3.63,3.39,6209780,2379695792.0,7.06,3.82,0.13,1.7
2022-05-12,000725,3.5,3.52,3.58,3.48,3056807,1169329712.0,2.83,-0.28,-0.01,0.84
2022-05-13,000725,3.53,3.52,3.54,3.49,1994357,760304704.0,1.42,0.0,0.0,0.55
2022-05-16,000725,3.54,3.54,3.57,3.52,2359297,906609696.0,1.42,0.57,0.02,0.65
2022-05-17,000725,3.53,3.54,3.54,3.49,1946127,743283200.0,1.41,0.0,0.0,0.53
2022-05-18,000725,3.54,3.54,3.56,3.52,1735922,666124592.0,1.13,0.0,0.0,0.48
2022-05-19,000725,3.49,3.55,3.55,3.47,2277327,868836768.0,2.26,0.28,0.01,0.62
2022-05-20,000725,3.56,3.64,3.69,3.55,4406539,1733480928.0,3.94,2.54,0.09,1.21
2022-05-23,000725,3.6,3.61,3.62,3.57,2853944,1112076704.0,1.37,-0.82,-0.03,0.78
2022-05-24,000725,3.63,3.54,3.68,3.54,3810915,1492803056.0,3.88,-1.94,-0.07,1.04
2022-05-25,000725,3.54,3.58,3.59,3.53,1705079,659730560.0,1.69,1.13,0.04,0.47
2022-05-26,000725,3.59,3.63,3.64,3.56,2628325,1027267424.0,2.23,1.4,0.05,0.72
2022-05-27,000725,3.64,3.63,3.66,3.61,2755112,1083256816.0,1.38,0.0,0.0,0.76
2022-05-30,000725,3.67,3.65,3.68,3.62,3173697,1186105664.0,1.65,0.55,0.02,0.87
2022-05-31,000725,3.65,3.7,3.7,3.62,3200003,1204605920.0,2.19,1.37,0.05,0.88
2022-06-01,000725,3.69,3.68,3.7,3.66,2049516,772942992.0,1.08,-0.54,-0.02,0.56
2022-06-02,000725,3.68,3.67,3.68,3.65,1639514,615842912.0,0.82,-0.27,-0.01,0.45
2022-06-06,000725,3.66,3.7,3.72,3.65,3258211,1230348576.0,1.91,0.82,0.03,0.89
2022-06-07,000725,3.7,3.67,3.7,3.65,2388482,898061488.0,1.35,-0.81,-0.03,0.65
2022-06-08,000725,3.67,3.65,3.67,3.62,3143625,1172905792.0,1.36,-0.54,-0.02,0.86
2022-06-09,000725,3.66,3.59,3.66,3.57,3575513,1320875792.0,2.47,-1.64,-0.06,0.98
2022-06-10,000725,3.57,3.62,3.63,3.56,3456901,1274894304.0,1.95,0.84,0.03,0.95
2022-06-13,000725,3.59,3.57,3.61,3.55,3314001,1214413200.0,1.66,-1.38,-0.05,0.91
2022-06-14,000725,3.54,3.6,3.6,3.49,3456577,1252253056.0,3.08,0.84,0.03,0.95
2022-06-15,000725,3.6,3.93,3.97,3.59,14058064,5514906880.0,10.56,9.17,0.33,3.85
2022-06-16,000725,3.94,3.81,3.97,3.78,10828350,4280159920.0,4.83,-3.05,-0.12,2.97
2022-06-17,000725,3.76,3.79,3.8,3.72,5503264,2116500992.0,2.1,-0.52,-0.02,1.51
2022-06-20,000725,3.81,3.79,3.82,3.74,3738991,1448480896.0,2.11,0.0,0.0,1.03
2022-06-21,000725,3.8,3.79,3.86,3.76,3953402,1540219504.0,2.64,0.0,0.0,1.08
2022-06-22,000725,3.79,3.73,3.8,3.73,2819890,1084398704.0,1.85,-1.58,-0.06,0.77
2022-06-23,000725,3.73,3.78,3.78,3.72,2835680,1092293056.0,1.61,1.34,0.05,0.78
2022-06-24,000725,3.78,3.8,3.83,3.76,3217794,1249970432.0,1.85,0.53,0.02,0.88
2022-06-27,000725,3.81,3.81,3.83,3.77,3185898,1239969984.0,1.58,0.26,0.01,0.87
2022-06-28,000725,3.8,3.9,3.92,3.77,5761323,2274952704.0,3.94,2.36,0.09,1.58
2022-06-29,000725,3.88,3.83,3.93,3.82,4311487,1706184672.0,2.82,-1.79,-0.07,1.18
2022-06-30,000725,3.82,3.85,3.91,3.82,3251072,1288517952.0,2.35,0.52,0.02,0.89
2022-07-01,000725,3.86,3.84,3.88,3.83,2231481,879368784.0,1.3,-0.26,-0.01,0.61
2022-07-04,000725,3.82,3.8,3.83,3.78,2636510,1024623360.0,1.3,-1.04,-0.04,0.72
2022-07-05,000725,3.79,3.77,3.81,3.74,2747692,1060923984.0,1.84,-0.79,-0.03,0.75
2022-07-06,000725,3.76,3.77,3.82,3.74,2303687,889676752.0,2.12,0.0,0.0,0.63
2022-07-07,000725,3.82,3.84,3.92,3.82,5158469,2039809296.0,2.65,1.86,0.07,1.41
2022-07-08,000725,3.84,3.83,3.88,3.82,2569029,1009343552.0,1.56,-0.26,-0.01,0.7
2022-07-11,000725,3.82,3.78,3.83,3.76,2583357,999871616.0,1.83,-1.31,-0.05,0.71
2022-07-12,000725,3.78,3.75,3.8,3.75,1949390,752861886.98,1.32,-0.79,-0.03,0.53
2022-07-13,000725,3.76,3.76,3.78,3.73,1974209,759199100.25,1.33,0.27,0.01,0.54
2022-07-14,000725,3.76,3.73,3.77,3.72,2269612,870568008.24,1.33,-0.8,-0.03,0.62
2022-07-15,000725,3.72,3.65,3.74,3.6,3500953,1319008719.87,3.75,-2.14,-0.08,0.96
2022-07-18,000725,3.65,3.77,3.78,3.64,3240518,1237559914.05,3.84,3.29,0.12,0.89
2022-07-19,000725,3.76,3.8,3.81,3.74,2813666,1088681365.85,1.86,0.8,0.03,0.77
2022-07-20,000725,3.83,3.81,3.84,3.79,2268197,884921238.79,1.32,0.26,0.01,0.62
2022-07-21,000725,3.82,3.8,3.83,3.78,2123715,827818654.89,1.31,-0.26,-0.01,0.58
2022-07-22,000725,3.82,3.8,3.87,3.78,2641756,1033191685.44,2.37,0.0,0.0,0.72
2022-07-25,000725,3.8,3.79,3.82,3.77,1678174,652257463.81,1.32,-0.26,-0.01,0.46
2022-07-26,000725,3.79,3.77,3.81,3.76,1724285,666663419.7,1.32,-0.53,-0.02,0.47
2022-07-27,000725,3.77,3.77,3.81,3.74,1341723,519001030.57,1.86,0.0,0.0,0.37
2022-07-28,000725,3.78,3.82,3.87,3.77,3581393,1406128869.34,2.65,1.33,0.05,0.98
2022-07-29,000725,3.83,3.8,3.86,3.79,2072780,808514606.24,1.83,-0.52,-0.02,0.57
2022-08-01,000725,3.79,3.78,3.81,3.77,1632484,632393292.85,1.05,-0.53,-0.02,0.45
2022-08-02,000725,3.75,3.66,3.75,3.6,5431452,2029324233.57,3.97,-3.17,-0.12,1.49
2022-08-03,000725,3.64,3.65,3.79,3.64,3565006,1354866994.08,4.1,-0.27,-0.01,0.98
2022-08-04,000725,3.68,3.66,3.7,3.64,1950555,732306121.43,1.64,0.27,0.01,0.53
2022-08-05,000725,3.67,3.75,3.77,3.66,2971280,1131142010.81,3.01,2.46,0.09,0.81
2022-08-08,000725,3.75,3.77,3.81,3.74,1883878,727282924.0,1.87,0.53,0.02,0.52
2022-08-09,000725,3.77,3.77,3.79,3.74,1379046,530726782.27,1.33,0.0,0.0,0.38
2022-08-10,000725,3.77,3.77,3.79,3.75,1741955,672137792.05,1.06,0.0,0.0,0.48
2022-08-11,000725,3.78,3.85,3.86,3.76,4312679,1691844661.07,2.65,2.12,0.08,1.18
2022-08-12,000725,3.86,3.86,3.89,3.84,2859420,1129596390.7,1.3,0.26,0.01,0.78
