datetime,open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,MA5,MA10,MA20,MA30,MA60,RSI6,RSI12,RSI24,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower
2025-03-11 09:35:00,5.05,5.07,5.08,5.05,0.2,0.01,245653,124304250.0,0.59,0.01,,,,,,,,,0.0,0.0,0.0,,
2025-03-11 09:40:00,5.07,5.07,5.08,5.06,0.0,0.0,171428,86916778.0,0.39,0.01,,,,,,,,,0.0,0.0,0.0,,
2025-03-11 09:45:00,5.06,5.06,5.08,5.06,-0.2,-0.01,68353,34650935.0,0.39,0.0,,,,,,,,,-0.000797720797720558,-0.0001595441595441116,-0.0006381766381764464,,
2025-03-11 09:50:00,5.07,5.06,5.07,5.05,0.0,0.0,148238,75003514.0,0.4,0.0,,,,,,,,,-0.001413624889408105,-0.0004103603055169103,-0.0010032645838911947,,
2025-03-11 09:55:00,5.06,5.06,5.06,5.05,0.0,0.0,48770,24640999.0,0.2,0.0,5.064,,,,,,,,-0.0018800611448392957,-0.0007043004733813874,-0.0011757606714579082,,
2025-03-11 10:00:00,5.06,5.05,5.06,5.05,-0.2,-0.01,42447,21453844.0,0.2,0.0,5.06,,,,,0.0,,,-0.003021798254994046,-0.001167800029703919,-0.0018539982252901268,,
2025-03-11 10:05:00,5.06,5.06,5.06,5.05,0.2,0.01,170228,85975731.0,0.2,0.01,5.058,,,,,33.33333333333235,,,-0.0030841643868244617,-0.0015510729011280278,-0.001533091485696434,,
2025-03-11 10:10:00,5.05,5.05,5.06,5.04,-0.2,-0.01,47727,24106460.0,0.4,0.0,5.056,,,,,24.999999999999446,,,-0.003895600366043972,-0.0020199783941112167,-0.0018756219719327553,,
2025-03-11 10:15:00,5.05,5.06,5.06,5.05,0.2,0.01,35021,17696991.0,0.2,0.0,5.055999999999999,,,,,50.0,,,-0.003689225701716481,-0.0023538278556322696,-0.0013353978460842113,,
2025-03-11 10:20:00,5.05,5.06,5.06,5.05,0.0,0.0,65572,33147350.0,0.2,0.0,5.055999999999999,5.06,,,,50.0,,,-0.0034854936917545487,-0.0025801610228567257,-0.000905332668897823,,
2025-03-11 10:25:00,5.06,5.05,5.06,5.05,-0.2,-0.01,45703,23096107.0,0.2,0.0,5.055999999999999,5.058,,,,40.0,,,-0.0040838746675193605,-0.002880903751789253,-0.0012029709157301074,,
2025-03-11 10:30:00,5.05,5.05,5.06,5.05,0.0,0.0,51680,26104010.0,0.2,0.0,5.053999999999999,5.055999999999999,,,,50.0,33.333333333332845,,-0.004506151789072987,-0.0032059533592460002,-0.0013001984298269872,,
2025-03-11 10:35:00,5.06,5.05,5.06,5.05,0.0,0.0,36220,18295010.0,0.2,0.0,5.054,5.055,,,,33.33333333333333,33.333333333332845,,-0.004785643530585304,-0.0035218913935138613,-0.0012637521370714427,,
2025-03-11 10:40:00,5.05,5.05,5.06,5.05,0.0,0.0,25870,13066550.0,0.2,0.0,5.052,5.054,,,,50.0,33.333333333332845,,-0.00495008129353014,-0.003807529373517117,-0.0011425519200130227,,
2025-03-11 10:45:00,5.05,5.05,5.06,5.05,0.0,0.0,23949,12097567.0,0.2,0.0,5.05,5.052999999999999,,,,0.0,40.0,,-0.005022503115853283,-0.00405052412198435,-0.0009719789938689325,,
2025-03-11 10:50:00,5.06,5.05,5.06,5.04,0.0,0.0,48255,24363125.0,0.4,0.0,5.05,5.053,,,,0.0,40.0,,-0.005022007357094793,-0.004244820769006439,-0.0007771865880883541,,
2025-03-11 10:55:00,5.05,5.05,5.06,5.04,0.0,0.0,140594,71050211.0,0.4,0.0,5.05,5.052,,,,,40.0,,-0.004964388089040206,-0.004388734233013193,-0.0005756538560270129,,
2025-03-11 11:00:00,5.05,5.06,5.06,5.05,0.2,0.01,14305,7227662.0,0.2,0.0,5.052,5.053,,,,100.0,60.0,,-0.004064949766900305,-0.0043239773397906155,0.00025902757289031006,,
2025-03-11 11:05:00,5.05,5.05,5.06,5.05,-0.2,-0.01,27646,13966328.0,0.2,0.0,5.052,5.052,,,,50.0,40.0,,-0.004111658206626956,-0.004281513513157884,0.00016985530653092825,,
2025-03-11 11:10:00,5.05,5.05,5.06,5.05,0.0,0.0,57250,28912971.0,0.2,0.0,5.052,5.050999999999999,5.0555,,,50.0,50.0,,-0.004101396634257348,-0.004245490137377777,0.00014409350312042865,5.069226654823065,5.041773345176936
2025-03-11 11:15:00,5.04,5.06,5.06,5.04,0.2,0.01,31688,16004922.0,0.4,0.0,5.054,5.052,5.055,,,66.66666666666666,50.0,,-0.0032488965803008085,-0.004046171425962384,0.0007972748456615752,5.067139539573336,5.042860460426663
2025-03-11 11:20:00,5.05,5.05,5.06,5.04,-0.2,-0.01,24877,12563147.0,0.4,0.0,5.054,5.052,5.054,,,50.0,40.0,,-0.0033416797678818,-0.0039052730943462672,0.0005635933264644673,5.064052493799,5.043947506201
