日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,6.52,0.77,87236220.0,8.84,-13457331.0,-1.36,100693551.0,10.2,-66798500.0,-6.77,-20437728.0,-2.07,87236212.0,0.8457369629942111,2.00000018341005,,0.7966052258774942
2024-10-29,6.52,0.0,-3568795.0,-0.39,44990965.0,4.88,-48559760.0,-5.26,-48841619.0,-5.29,52410410.0,5.68,-3568799.0,11.606753420405127,-1.9999977583489572,,-0.006609626090055199
2024-10-30,6.47,-0.77,-15183294.0,-2.06,-70089080.0,-9.5,54905786.0,7.44,-16165913.0,-2.19,31349207.0,4.25,-15183294.0,-5.616197249423899,-1.9999999999998683,,-0.10934552997208702
2024-10-31,6.36,-1.7,-114860834.0,-9.5,261422.0,0.02,-115122256.0,-9.52,-25327584.0,-2.09,140188411.0,11.59,-114860841.0,-0.9977239501493725,-1.9999998781133599,,-0.9910423138433365
2024-11-01,6.41,0.79,40121088.0,4.42,-6696908.0,-0.74,46817996.0,5.16,-57850979.0,-6.37,17729885.0,1.95,40121082.0,0.8330827169616006,2.0000002990945758,-1251128.0,0.3798487963410026
2024-11-04,6.39,-0.31,-73730714.0,-10.28,22962692.0,3.2,-96693406.0,-13.48,17927951.0,2.5,55802764.0,7.78,-73730713.0,-0.6885600306075883,-2.000000027125711,-33444513.0,-0.6272261619690049
2024-11-05,6.42,0.47,-4756685.0,-0.37,108486259.0,8.48,-113242944.0,-8.85,-21913264.0,-1.71,26669952.0,2.09,-4756682.0,21.807128162020962,-2.00000126138304,-33682089.6,-0.01711703374842516
2024-11-06,6.45,0.47,-35648697.0,-2.91,-30556425.0,-2.5,-5092272.0,-0.42,7154640.0,0.58,28494060.0,2.33,-35648694.0,-1.857154205985727,-2.000000168309055,-37775169.6,-0.2903720289552399
2024-11-07,6.57,1.86,126094371.0,8.58,64750467.0,4.41,61343904.0,4.18,-84457296.0,-5.75,-41637072.0,-2.83,126094374.0,1.5135079539710352,1.9999999524165766,10415873.4,1.1403247243373429
2024-11-08,6.51,-0.91,-89447120.0,-6.95,-20123440.0,-1.56,-69323680.0,-5.39,1343600.0,0.1,88103520.0,6.85,-89447120.0,-1.2249758292944342,-1.9999999999999776,-15497767.0,-0.7662454890187727
2024-11-11,6.52,0.15,73835088.0,7.75,46047646.0,4.83,27787442.0,2.92,4179616.0,0.44,-78014704.0,-8.19,73835088.0,1.6236553276674957,1.999999999999973,14015393.2,0.6780657123493391
2024-11-12,6.36,-2.45,-50372655.0,-4.62,38470180.0,3.53,-88842835.0,-8.15,49901424.0,4.58,471232.0,0.04,-50372654.0,-0.2362884234767492,-2.0000000397040427,4892198.8,-0.4206126756060741
2024-11-13,6.7,5.35,308352736.0,9.18,71091792.0,2.12,237260944.0,7.06,-104881600.0,-3.12,-203471136.0,-6.06,308352736.0,1.2305534658852475,1.9999999999999933,73692484.8,2.752489313510489
2024-11-14,6.56,-2.09,-62553780.0,-3.61,-114426964.0,-6.61,51873184.0,2.99,69537808.0,4.01,-6984032.0,-0.4,-62553784.0,-2.8292572036888637,-1.999999872110023,35962853.2,-0.5283607439340156
2024-11-15,6.7,2.13,276385728.0,10.33,275591888.0,10.3,793840.0,0.03,-73673712.0,-2.75,-202712000.0,-7.58,276385744.0,1.9971276666136513,1.9999998842197808,109129426.0,2.4697255930465616
2024-11-18,6.75,0.75,93190496.0,4.37,-36800704.0,-1.73,129991200.0,6.09,-6517536.0,-0.31,-86672960.0,-4.06,93190496.0,0.6051023915571755,1.9999999999999787,113000507.6,0.8492737877659207
2024-11-19,6.53,-3.26,-194702080.0,-11.36,-142387744.0,-8.31,-52314336.0,-3.05,71343136.0,4.16,123358944.0,7.2,-194702080.0,-1.7313108519436373,-1.9999999999999896,84134622.4,-1.6972772259704958
2024-11-20,6.63,1.53,62347547.0,5.37,34130715.0,2.94,28216832.0,2.43,-51349632.0,-4.42,-10997920.0,-0.95,62347542.0,1.5474268737009464,2.000000160391215,34933583.6,0.5764527346265522
2024-11-21,6.52,-1.66,-120150178.0,-14.2,-70336878.0,-8.32,-49813300.0,-5.89,7287110.0,0.86,112863070.0,13.34,-120150176.0,-1.585408048008173,-2.0000000332916534,23414305.2,-1.037829075743864
2024-11-22,6.42,-1.53,-29904941.0,-3.29,1534426.0,0.17,-31439367.0,-3.46,-15291200.0,-1.68,45196143.0,4.98,-29904939.0,-0.9486899471688959,-2.0000001337571027,-37843831.4,-0.23956569931267344
2024-11-25,6.38,-0.62,69443328.0,7.63,69931322.0,7.69,-487994.0,-0.05,-12726464.0,-1.4,-56716880.0,-6.23,69443312.0,2.007027689001901,2.000000460807486,-42593268.2,0.6392182999558244
2024-11-26,6.43,0.78,-21619953.0,-3.6,-21696791.0,-3.62,76838.0,0.01,4440323.0,0.74,17179630.0,2.86,-21619953.0,-2.0035540317778673,-1.9999999999999076,-7976842.8,-0.16628093528634433
2024-11-27,6.53,1.56,-85172072.0,-9.61,-70584295.0,-7.97,-14587777.0,-1.65,6832602.0,0.77,78339474.0,8.84,-85172068.0,-1.8287259034264398,-2.0000000939274836,-37480764.8,-0.7284305576452874
2024-11-28,6.44,-1.38,-65596006.0,-9.97,-70232006.0,-10.67,4636000.0,0.7,21338064.0,3.24,44257943.0,6.73,-65596005.0,-2.070675066263531,-2.0000000304896313,-26569930.6,-0.5552706805471785
2024-11-29,6.47,0.47,-53437883.0,-7.9,-76686287.0,-11.33,23248404.0,3.43,28207397.0,4.17,25230486.0,3.73,-53437883.0,-2.4350547344848517,-1.9999999999999627,-31276519.4,-0.4477261292620804
2024-12-02,6.49,0.31,-28958153.0,-4.75,-74671728.0,-12.25,45713575.0,7.5,-2551309.0,-0.42,31509462.0,5.17,-28958153.0,-3.5786081039076088,-1.999999999999931,-50956812.4,-0.2311909128503388
