日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-28,5.66,0.89,21678775.0,4.03,22196315.0,4.12,-517540.0,-0.1,-18566616.0,-3.45,-3112158.0,-0.58
2024-10-29,5.62,-0.71,-34178941.0,-6.94,-9892038.0,-2.01,-24286903.0,-4.93,18988562.0,3.86,15190379.0,3.08
2024-10-30,5.66,0.71,-30538353.0,-5.47,-18312128.0,-3.28,-12226225.0,-2.19,17718609.0,3.17,12819744.0,2.29
2024-10-31,5.43,-4.06,-111179808.0,-7.76,-102268592.0,-7.14,-8911216.0,-0.62,127467760.0,8.89,-16287968.0,-1.14
2024-11-01,5.54,2.03,60828613.0,6.68,44958747.0,4.94,15869866.0,1.74,-50160305.0,-5.51,-10668311.0,-1.17
2024-11-04,5.58,0.72,43110068.0,6.29,-5392026.0,-0.79,48502094.0,7.08,-47485951.0,-6.93,4375881.0,0.64
2024-11-05,5.65,1.25,-64626350.0,-7.55,-17143647.0,-2.0,-47482703.0,-5.55,-3105468.0,-0.36,67731819.0,7.92
2024-11-06,5.6,-0.88,-68971737.0,-8.52,-105232168.0,-13.0,36260431.0,4.48,16152650.0,1.99,52819078.0,6.52
2024-11-07,5.72,2.14,-35707399.0,-3.24,-56944432.0,-5.17,21237033.0,1.93,-17278353.0,-1.57,52985756.0,4.81
2024-11-08,5.67,-0.87,-73222599.0,-8.67,-53187052.0,-6.3,-20035547.0,-2.37,49003618.0,5.8,24218982.0,2.87
2024-11-11,5.59,-1.41,33608579.0,4.72,18965830.0,2.66,14642749.0,2.05,4687047.0,0.66,-38295626.0,-5.37
2024-11-12,5.51,-1.43,-3369710.0,-0.41,7869046.0,0.97,-11238756.0,-1.38,16904813.0,2.07,-13535102.0,-1.66
2024-11-13,5.57,1.09,35383861.0,5.35,38159783.0,5.77,-2775922.0,-0.42,-28126568.0,-4.25,-7257294.0,-1.1
2024-11-14,5.53,-0.72,-105390574.0,-15.95,-130917082.0,-19.82,25526508.0,3.86,47139240.0,7.13,58251334.0,8.82
2024-11-15,5.66,2.35,193478512.0,12.61,303961168.0,19.81,-110482656.0,-7.2,-127392857.0,-8.3,-66085653.0,-4.31
2024-11-18,5.68,0.35,-126335488.0,-9.32,-279380928.0,-20.61,153045440.0,11.29,68336197.0,5.04,57999318.0,4.28
2024-11-19,5.64,-0.7,-133999474.0,-15.71,-167004051.0,-19.58,33004577.0,3.87,63440895.0,7.44,70558586.0,8.27
2024-11-20,5.58,-1.06,-109785499.0,-14.15,-77073733.0,-9.93,-32711766.0,-4.21,64999681.0,8.38,44785818.0,5.77
2024-11-21,5.62,0.72,-5042649.0,-1.0,4611253.0,0.92,-9653902.0,-1.92,-8346284.0,-1.66,13388935.0,2.67
2024-11-22,5.53,-1.6,-30415105.0,-4.25,1996691.0,0.28,-32411796.0,-4.53,13101933.0,1.83,17313171.0,2.42
2024-11-25,5.51,-0.36,9357613.0,1.27,27605817.0,3.76,-18248204.0,-2.49,38717756.0,5.27,-48075369.0,-6.55
2024-11-26,5.55,0.73,24523102.0,4.53,12656340.0,2.34,11866762.0,2.19,-21667778.0,-4.0,-2855324.0,-0.53
2024-11-27,5.65,1.8,-17477370.0,-2.58,-70128972.0,-10.34,52651602.0,7.76,-5597543.0,-0.83,23074913.0,3.4
2024-11-28,5.73,1.42,-49004443.0,-5.34,-99404849.0,-10.84,50400406.0,5.5,-19363629.0,-2.11,68368066.0,7.45
2024-11-29,5.73,0.0,-1084670.0,-0.15,256763.0,0.03,-1341433.0,-0.18,-30947136.0,-4.18,32031806.0,4.32
2024-12-02,6.03,5.24,-26622528.0,-0.77,12302320.0,0.36,-38924848.0,-1.12,-43303056.0,-1.25,69925568.0,2.02
2024-12-03,6.21,2.99,16247136.0,0.91,-43186688.0,-2.43,59433824.0,3.34,-10400.0,-0.0,-16236736.0,-0.91
2024-12-04,6.2,-0.16,90579826.0,6.83,-8643710.0,-0.65,99223536.0,7.48,33286560.0,2.51,-123866384.0,-9.34
2024-12-05,6.21,0.16,215695512.0,20.03,62045224.0,5.76,153650288.0,14.26,-42514576.0,-3.95,-173180931.0,-16.08
2024-12-06,6.25,0.64,70570458.0,6.69,2785108.0,0.26,67785350.0,6.42,-11136704.0,-1.06,-59433760.0,-5.63
2024-12-09,6.36,1.76,240340368.0,18.73,177251472.0,13.82,63088896.0,4.92,-107803736.0,-8.4,-132536633.0,-10.33
2024-12-10,6.32,-0.63,137151639.0,10.7,-201445395.0,-15.72,338597034.0,26.42,-35265840.0,-2.75,-101885815.0,-7.95
2024-12-11,6.22,-1.58,23261616.0,1.47,99442928.0,6.27,-76181312.0,-4.81,-80448480.0,-5.07,57186864.0,3.61
2024-12-12,6.37,2.41,103012464.0,5.65,-37988608.0,-2.08,141001072.0,7.73,-54565856.0,-2.99,-48446608.0,-2.66
2024-12-13,6.16,-3.3,382120912.0,8.03,183839136.0,3.86,198281776.0,4.16,-382260784.0,-8.03,139872.0,0.0
2024-12-16,6.23,1.14,296745344.0,15.63,-39410480.0,-2.08,336155824.0,17.7,-44637296.0,-2.35,-252108060.0,-13.28
2024-12-17,6.19,-0.64,11415157.0,0.97,-137340863.0,-11.7,148756020.0,12.68,-11805888.0,-1.01,390736.0,0.03
2024-12-18,6.19,0.0,124821043.0,15.77,-96429845.0,-12.18,221250888.0,27.95,-61423511.0,-7.76,-63397535.0,-8.01
2024-12-19,6.14,-0.81,160620803.0,22.05,-22530603.0,-3.09,183151406.0,25.14,-79027046.0,-10.85,-81593759.0,-11.2
2024-12-20,6.06,-1.3,71330665.0,9.94,4866626.0,0.68,66464039.0,9.26,-46250947.0,-6.44,-25079719.0,-3.49
2024-12-23,6.14,1.32,87633185.0,9.48,-62141325.0,-6.72,149774510.0,16.21,-67995228.0,-7.36,-19637966.0,-2.12
2024-12-24,6.16,0.33,-37573069.0,-4.65,-50048775.0,-6.2,12475706.0,1.55,24687802.0,3.06,12885273.0,1.6
2024-12-25,6.24,1.3,113421369.0,14.3,-56827243.0,-7.17,170248612.0,21.47,-72794083.0,-9.18,-40627288.0,-5.12
2024-12-26,6.19,-0.8,-53149464.0,-9.45,-28014652.0,-4.98,-25134812.0,-4.47,81112203.0,14.43,-27962739.0,-4.97
2024-12-27,6.23,0.65,2322928.0,0.42,32647983.0,5.95,-30325055.0,-5.53,10584162.0,1.93,-12907090.0,-2.35
2024-12-30,6.28,0.8,-24989118.0,-2.95,-27536824.0,-3.25,2547706.0,0.3,-12910646.0,-1.52,37899776.0,4.47
2024-12-31,6.16,-1.91,-55565305.0,-7.82,-35731857.0,-5.03,-19833448.0,-2.79,8176819.0,1.15,47388487.0,6.67
2025-01-02,6.03,-2.11,-54659065.0,-6.82,9674851.0,1.21,-64333916.0,-8.03,28480560.0,3.56,26178498.0,3.27
2025-01-03,5.96,-1.16,-12866537.0,-2.18,-23725095.0,-4.02,10858558.0,1.84,-15595983.0,-2.64,28462521.0,4.82
2025-01-06,5.92,-0.67,-4896330.0,-0.98,-14155252.0,-2.84,9258922.0,1.86,-11560467.0,-2.32,16456797.0,3.3
2025-01-07,5.88,-0.68,34052262.0,7.81,11880223.0,2.73,22172039.0,5.09,-20275135.0,-4.65,-13777128.0,-3.16
2025-01-08,5.91,0.51,29588971.0,4.42,14608733.0,2.18,14980238.0,2.24,-43294078.0,-6.47,13705108.0,2.05
2025-01-09,5.78,-2.2,12367245.0,2.14,-11570005.0,-2.0,23937250.0,4.14,-1219709.0,-0.21,-11147536.0,-1.93
2025-01-10,5.73,-0.87,27571631.0,4.88,70343293.0,12.44,-42771662.0,-7.57,-31148058.0,-5.51,3576428.0,0.63
2025-01-13,5.69,-0.7,19133440.0,3.49,16792060.0,3.07,2341380.0,0.43,-11660942.0,-2.13,-7472497.0,-1.36
2025-01-14,5.76,1.23,-41279612.0,-5.44,-113933123.0,-15.01,72653511.0,9.57,46022029.0,6.06,-4742416.0,-0.62
2025-01-15,5.72,-0.69,4665630.0,0.86,-25147892.0,-4.62,29813522.0,5.48,-15826708.0,-2.91,11161078.0,2.05
2025-01-16,5.69,-0.52,66000202.0,10.23,63062579.0,9.78,2937623.0,0.46,-37190809.0,-5.77,-28809392.0,-4.47
2025-01-17,5.72,0.53,43821757.0,7.83,55315031.0,9.89,-11493274.0,-2.05,-31399685.0,-5.61,-12422071.0,-2.22
2025-01-20,5.71,-0.17,-19470981.0,-3.04,-55655860.0,-8.68,36184879.0,5.64,28800953.0,4.49,-9329971.0,-1.46
2025-01-21,5.69,-0.35,2273912.0,0.6,-7597884.0,-1.99,9871796.0,2.59,11605315.0,3.04,-13879227.0,-3.64
2025-01-22,5.6,-1.58,46997214.0,6.91,46470172.0,6.83,527042.0,0.08,-43980552.0,-6.46,-3016662.0,-0.44
2025-01-23,5.61,0.18,-34804043.0,-5.86,-24221869.0,-4.08,-10582174.0,-1.78,-1597804.0,-0.27,36401849.0,6.13
2025-01-24,5.7,1.6,-80617233.0,-10.78,-49010920.0,-6.55,-31606313.0,-4.23,41461996.0,5.54,39155238.0,5.24
2025-01-27,5.7,0.0,-11252819.0,-2.0,-18602796.0,-3.31,7349977.0,1.31,-6964093.0,-1.24,18216912.0,3.25
2025-02-05,5.6,-1.75,28413537.0,4.33,31780493.0,4.84,-3366956.0,-0.51,8579174.0,1.31,-36992711.0,-5.63
2025-02-06,5.6,0.0,-81164915.0,-13.04,-51167848.0,-8.22,-29997067.0,-4.82,71255080.0,11.44,9909835.0,1.59
2025-02-07,5.65,0.89,9006203.0,1.34,-540357.0,-0.08,9546560.0,1.42,3293340.0,0.49,-12299544.0,-1.83
2025-02-10,5.66,0.18,25457645.0,4.96,18630976.0,3.63,6826669.0,1.33,-10247426.0,-2.0,-15210219.0,-2.97
2025-02-11,5.55,-1.94,-148679090.0,-19.09,-194703942.0,-24.99,46024852.0,5.91,96778221.0,12.42,51900875.0,6.66
2025-02-12,5.6,0.9,-9551350.0,-2.0,-6167460.0,-1.29,-3383890.0,-0.71,17624460.0,3.7,-8073110.0,-1.69
2025-02-13,5.59,-0.18,-12445072.0,-2.52,12462783.0,2.52,-24907855.0,-5.04,-2345744.0,-0.47,14790817.0,2.99
2025-02-14,5.67,1.43,-65062383.0,-9.94,-77057131.0,-11.77,11994748.0,1.83,43817041.0,6.69,21245342.0,3.25
2025-02-17,5.65,-0.35,17510142.0,2.94,17418644.0,2.93,91498.0,0.02,3201188.0,0.54,-20711331.0,-3.48
2025-02-18,5.62,-0.53,-17935743.0,-2.63,23554434.0,3.45,-41490177.0,-6.07,10596057.0,1.55,7339686.0,1.07
2025-02-19,5.63,0.18,-40690451.0,-8.51,-22262189.0,-4.66,-18428262.0,-3.85,22662886.0,4.74,18027566.0,3.77
2025-02-20,5.58,-0.89,-5078389.0,-0.93,20041728.0,3.66,-25120117.0,-4.59,12542337.0,2.29,-7463947.0,-1.36
2025-02-21,5.57,-0.18,-39581452.0,-6.32,-15153188.0,-2.42,-24428264.0,-3.9,43928811.0,7.01,-4347358.0,-0.69
2025-02-24,5.53,-0.72,-33267022.0,-4.34,-46491305.0,-6.07,13224283.0,1.73,9541464.0,1.25,23725556.0,3.1
2025-02-25,5.47,-1.08,42821049.0,6.0,52396713.0,7.35,-9575664.0,-1.34,-21414589.0,-3.0,-21406461.0,-3.0
2025-02-26,5.49,0.37,21514253.0,4.79,20759465.0,4.62,754788.0,0.17,5587839.0,1.24,-27102093.0,-6.03
2025-02-27,5.48,-0.18,2640111.0,0.46,-1227216.0,-0.21,3867327.0,0.67,2577950.0,0.44,-5218061.0,-0.9
2025-02-28,5.47,-0.18,-15768911.0,-2.1,-31900603.0,-4.26,16131692.0,2.15,-6560658.0,-0.88,22329569.0,2.98
2025-03-03,5.42,-0.91,66716674.0,6.83,64745294.0,6.63,1971380.0,0.2,2204136.0,0.23,-68920809.0,-7.05
2025-03-04,5.47,0.92,18828352.0,3.19,67416440.0,11.42,-48588088.0,-8.23,-10109970.0,-1.71,-8718382.0,-1.48
2025-03-05,5.54,1.28,12721537.0,1.48,-8969804.0,-1.05,21691341.0,2.53,20910674.0,2.44,-33632212.0,-3.92
2025-03-06,5.6,1.08,17623121.0,1.81,99543405.0,10.24,-81920284.0,-8.43,-17095384.0,-1.76,-527733.0,-0.05
2025-03-07,5.54,-1.07,19932107.0,2.74,48107178.0,6.6,-28175071.0,-3.87,-5211976.0,-0.72,-14720131.0,-2.02
2025-03-10,5.54,0.0,116159450.0,12.55,66798814.0,7.22,49360636.0,5.33,-55768847.0,-6.02,-60390598.0,-6.52
2025-03-11,5.63,1.62,-20047291.0,-2.45,-17973835.0,-2.19,-2073456.0,-0.25,16013394.0,1.95,4033899.0,0.49
2025-03-12,5.62,-0.18,-27329995.0,-5.91,5976829.0,1.29,-33306824.0,-7.2,19202126.0,4.15,8127870.0,1.76
2025-03-13,5.6,-0.36,39031430.0,8.89,41432533.0,9.43,-2401103.0,-0.55,-31349484.0,-7.14,-7681945.0,-1.75
2025-03-14,5.66,1.07,-118383199.0,-14.33,-89630799.0,-10.85,-28752400.0,-3.48,104650313.0,12.67,13732882.0,1.66
2025-03-17,5.59,-1.24,-33114921.0,-5.16,-36314135.0,-5.66,3199214.0,0.5,37191016.0,5.8,-4076097.0,-0.64
2025-03-18,5.55,-0.72,-1247891.0,-0.28,-6240493.0,-1.4,4992602.0,1.12,29893261.0,6.72,-28645371.0,-6.44
2025-03-19,5.57,0.36,6400250.0,1.66,15755218.0,4.09,-9354968.0,-2.43,529832.0,0.14,-6930083.0,-1.8
2025-03-20,5.56,-0.18,25607773.0,6.09,28071394.0,6.68,-2463621.0,-0.59,-12144106.0,-2.89,-13463668.0,-3.2
2025-03-21,5.52,-0.72,70933608.0,10.31,76343870.0,11.1,-5410262.0,-0.79,-41677960.0,-6.06,-29255647.0,-4.25
2025-03-24,5.51,-0.18,-18977095.0,-4.29,-22363361.0,-5.06,3386266.0,0.77,-4696391.0,-1.06,23673487.0,5.35
2025-03-25,5.57,1.09,13344056.0,2.57,-33163320.0,-6.39,46507376.0,8.96,-21819056.0,-4.2,8475001.0,1.63
2025-03-26,5.55,-0.36,-47330896.0,-12.12,-40963783.0,-10.49,-6367113.0,-1.63,10061129.0,2.58,37269766.0,9.55
2025-03-27,5.6,0.9,-20045733.0,-4.74,-23718709.0,-5.61,3672976.0,0.87,-24393873.0,-5.77,44439605.0,10.52
2025-03-28,5.62,0.36,4108761.0,1.04,-50549376.0,-12.76,54658137.0,13.8,-23793761.0,-6.01,19685000.0,4.97
2025-03-31,5.57,-0.89,1573320.0,0.34,-3954525.0,-0.85,5527845.0,1.19,-501182.0,-0.11,-1072138.0,-0.23
2025-04-01,5.64,1.26,-3741738.0,-0.76,-32114568.0,-6.5,28372830.0,5.74,-24725402.0,-5.0,28467140.0,5.76
2025-04-02,5.65,0.18,-33223709.0,-9.36,-41251807.0,-11.62,8028098.0,2.26,23749491.0,6.69,9474218.0,2.67
2025-04-03,5.71,1.06,-8908393.0,-1.24,-55733305.0,-7.77,46824912.0,6.53,-4561407.0,-0.64,13469800.0,1.88
2025-04-07,5.57,-2.45,-183675477.0,-10.4,-78524741.0,-4.45,-105150736.0,-5.95,3148304.0,0.18,180527168.0,10.22
2025-04-08,5.84,4.85,118799448.0,5.42,37551992.0,1.71,81247456.0,3.71,-55084832.0,-2.51,-63714624.0,-2.91
2025-04-09,6.04,3.42,160912648.0,8.24,-25098152.0,-1.29,186010800.0,9.53,30191792.0,1.55,-191104416.0,-9.79
2025-04-10,5.96,-1.32,112525810.0,9.32,15625301.0,1.29,96900509.0,8.02,-24115808.0,-2.0,-88410005.0,-7.32
2025-04-11,5.84,-2.01,116172831.0,14.59,104926194.0,13.18,11246637.0,1.41,-6503511.0,-0.82,-109669320.0,-13.78
2025-04-14,5.82,-0.34,51770898.0,6.98,37776090.0,5.09,13994808.0,1.89,-23682588.0,-3.19,-28088310.0,-3.79
2025-04-15,5.84,0.34,-2271221.0,-0.35,-10663031.0,-1.66,8391810.0,1.3,24270569.0,3.77,-21999348.0,-3.42
2025-04-16,6.1,4.45,-7901631.0,-0.54,-98847455.0,-6.76,90945824.0,6.22,108260096.0,7.41,-100358471.0,-6.86
2025-04-17,6.05,-0.82,-14469416.0,-1.64,-6470699.0,-0.73,-7998717.0,-0.91,35219093.0,3.98,-20749677.0,-2.35
2025-04-18,5.97,-1.32,71361858.0,13.9,37896647.0,7.38,33465211.0,6.52,-21593541.0,-4.21,-49768317.0,-9.7
2025-04-21,5.91,-1.01,-25337524.0,-5.22,-32060016.0,-6.6,6722492.0,1.38,42143040.0,8.68,-16805515.0,-3.46
2025-04-22,5.9,-0.17,32045213.0,7.47,15797622.0,3.68,16247591.0,3.78,-24356989.0,-5.67,-7688223.0,-1.79
2025-04-23,5.88,-0.34,61698785.0,16.01,53182326.0,13.8,8516459.0,2.21,-29847771.0,-7.75,-31851015.0,-8.27
2025-04-24,5.95,1.19,5462207.0,1.24,11613190.0,2.63,-6150983.0,-1.39,-27657356.0,-6.27,22195149.0,5.03
