报告日,经营活动产生的现金流量,收到原保险合同保费取得的现金,再保险业务产生的现金流入,保户储金及投资款净增加额,客户存款和同业存入款项净增加,买入返售业务资金净减少额,卖出回购金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,处置交易性金融资产净增加额,保证金现金流入,收到的现金资产管理费收入,收到税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,支付原保险合同赔付款项的现金,支付再保业务产生的现金流出,支付保单红利的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,客户存款和同业存入款项净减少额,保户储金及投资款净减少额,拆入资金净减少额,卖出回购金融资产净减少额,买入返售业务资金净增加额,为交易目的而持有的金融资产净增加额,支付利息、手续费及佣金的现金,支付给职工以及为职工支付的现金,拆出资金净增加额,处置交易性金融资产的净减少额,保证金现金流出,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产收回的现金净额,处置子公司及其他营业单位收到的现金,买入返售金融资产收到的现金,收到的其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,购买子公司及其他营业单位支付的现金净额,保户质押贷款净增加额,买入返售金融资产支付的现金,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,卖出回购金融资产收到的现金,取得借款收到的现金,发行债券收到的现金,收到的其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,回购金融资产支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利,支付的其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加(减少)额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
2024-12-31,,482537000000.0,45000000.0,,,,,,,,,,107000000.0,7799000000.0,490964000000.0,189571000000.0,5353000000.0,,,,,,,,,,34715000000.0,26393000000.0,,,,10226000000.0,68337000000.0,336560000000.0,154404000000.0,,728928000000.0,66702000000.0,36000000.0,168000000.0,,,795834000000.0,1001338000000.0,3878000000.0,241000000.0,,,277000000.0,1005734000000.0,-209900000000.0,,8000000000.0,64572000000.0,,,16058000000.0,88630000000.0,8260000000.0,19201000000.0,13014000000.0,,6020000000.0,27294000000.0,61336000000.0,93000000.0,5933000000.0,28771000000.0,30932000000.0,10902000000.0,2808000000.0,33740000000.0,39673000000.0,定期报告,是,20250327,CNY,合并期末,2025-03-26T18:32:02
2024-09-30,,374107000000.0,45000000.0,,,,,,,,,,101000000.0,4004000000.0,379487000000.0,140282000000.0,3110000000.0,,,,,,,,,,26851000000.0,20800000000.0,,,,8106000000.0,51591000000.0,250740000000.0,128747000000.0,,505976000000.0,48665000000.0,21000000.0,104000000.0,,,554766000000.0,679790000000.0,2108000000.0,141000000.0,,,26000000.0,682065000000.0,-127299000000.0,,8000000000.0,25469000000.0,,,13058000000.0,46527000000.0,8218000000.0,19201000000.0,11887000000.0,,2391000000.0,22496000000.0,24031000000.0,-64000000.0,25415000000.0,28771000000.0,30932000000.0,10902000000.0,2808000000.0,33740000000.0,59155000000.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T17:37:21
2024-06-30,,253730000000.0,45000000.0,,,,,,,,,,57000000.0,2887000000.0,258172000000.0,92514000000.0,1326000000.0,,,,,,,,,,17669000000.0,14930000000.0,,,,5667000000.0,36141000000.0,168247000000.0,89925000000.0,,372772000000.0,35093000000.0,14000000.0,48000000.0,,,407927000000.0,448159000000.0,1380000000.0,161000000.0,,,13000000.0,449713000000.0,-41786000000.0,,8000000000.0,25469000000.0,,,3667000000.0,11667000000.0,8218000000.0,19201000000.0,1416000000.0,,803000000.0,29638000000.0,-17971000000.0,39000000.0,30207000000.0,28771000000.0,30932000000.0,10902000000.0,2808000000.0,33740000000.0,63947000000.0,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T19:02:02
2024-03-31,,135651000000.0,45000000.0,,,,,,,,,,10000000.0,1169000000.0,138027000000.0,49079000000.0,1046000000.0,,,,,,,,,,9100000000.0,8648000000.0,,,,2427000000.0,17840000000.0,88140000000.0,49887000000.0,,179972000000.0,17121000000.0,11000000.0,46000000.0,,,197150000000.0,195567000000.0,952000000.0,11000000.0,,,3000000.0,196533000000.0,617000000.0,,8000000000.0,25469000000.0,,,498000000.0,498000000.0,3218000000.0,23789000000.0,786000000.0,,426000000.0,28219000000.0,-27721000000.0,9000000.0,22792000000.0,28771000000.0,30932000000.0,10902000000.0,2808000000.0,33740000000.0,56532000000.0,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T19:37:32
