datetime,open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,MA5,MA10,MA20,MA30,MA60,RSI6,RSI12,RSI24,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower
2025-03-11 09:35:00,131.51,131.75,132.1,131.46,-0.71,-0.94,12326,162410459.0,0.48,0.03,,,,,,,,,0.0,0.0,0.0,,
2025-03-11 09:40:00,131.74,131.72,131.97,131.61,-0.02,-0.03,5309,69983734.0,0.27,0.01,,,,,,,,,-0.002393162393161674,-0.0004786324786323348,-0.0019145299145293393,,
2025-03-11 09:45:00,131.68,132.08,132.08,131.68,0.27,0.36,2893,38155147.0,0.3,0.01,,,,,,,,,0.02447707404971311,0.004512508827036754,0.019964565222676357,,
2025-03-11 09:50:00,132.08,132.1,132.1,131.84,0.02,0.02,3460,45656136.0,0.2,0.01,,,,,,,,,0.04684575417962833,0.01297915789755507,0.03386659628207326,,
2025-03-11 09:55:00,132.1,131.99,132.25,131.96,-0.08,-0.11,4560,60243471.0,0.22,0.01,131.928,,,,,,,,0.05506228984629047,0.021395784287302152,0.03366650555898831,,
2025-03-11 10:00:00,131.99,132.03,132.15,131.9,0.03,0.04,2760,36440743.0,0.19,0.01,131.984,,,,,75.00000000000126,,,0.06406313927351448,0.02992925528454462,0.03413388398896986,,
2025-03-11 10:05:00,132.04,132.32,132.34,131.92,0.22,0.29,3316,43804920.0,0.32,0.01,132.10399999999998,,,,,83.52941176470682,,,0.09351892569910092,0.04264718936745588,0.05087173633164504,,
2025-03-11 10:10:00,132.34,132.73,132.73,132.21,0.31,0.41,3622,47985898.0,0.39,0.01,132.234,,,,,91.0569105691066,,,0.14823763101034615,0.06376527769603393,0.08447235331431222,,
2025-03-11 10:15:00,132.74,133.4,133.75,132.74,0.5,0.67,13228,176342414.0,0.76,0.03,132.494,,,,,92.85714285714364,,,0.2428663872398431,0.09958549960479578,0.14328088763504732,,
2025-03-11 10:20:00,133.4,133.82,134.24,133.38,0.31,0.42,13795,184572230.0,0.64,0.04,132.85999999999999,132.394,,,,94.32989690721716,,,0.3477422915536579,0.14921685799456819,0.1985254335590897,,
