日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-24,17.44,-1.47,-1187070.0,-0.11,6319196.0,0.57,-7506266.0,-0.68,-108060480.0,-9.75,109247552.0,9.86
2024-10-25,17.45,0.06,-61025789.0,-5.12,-2464493.0,-0.21,-58561296.0,-4.91,-56318224.0,-4.72,117344000.0,9.84
2024-10-28,17.82,2.12,103391002.0,7.19,67081242.0,4.67,36309760.0,2.53,-8949936.0,-0.62,-94441056.0,-6.57
2024-10-29,17.66,-0.9,-112950567.0,-10.92,-71661490.0,-6.93,-41289077.0,-3.99,14813056.0,1.43,98137504.0,9.49
2024-10-30,17.51,-0.85,-47046794.0,-5.23,14469267.0,1.61,-61516061.0,-6.84,-14860664.0,-1.65,61907473.0,6.89
2024-10-31,18.25,4.23,197633888.0,7.11,24039616.0,0.86,173594272.0,6.24,-97042224.0,-3.49,-100591664.0,-3.62
2024-11-01,18.74,2.68,454616592.0,16.69,284031984.0,10.43,170584608.0,6.26,-181449376.0,-6.66,-273167216.0,-10.03
2024-11-04,18.81,0.37,-28536274.0,-1.91,-667458.0,-0.04,-27868816.0,-1.87,15392336.0,1.03,13143952.0,0.88
2024-11-05,18.84,0.16,-112533402.0,-5.94,-43531706.0,-2.3,-69001696.0,-3.64,-46943664.0,-2.48,159477056.0,8.42
2024-11-06,18.54,-1.59,-370412421.0,-18.5,-195141525.0,-9.75,-175270896.0,-8.76,80889840.0,4.04,289522560.0,14.46
2024-11-07,18.84,1.62,-36714406.0,-2.39,-29366838.0,-1.91,-7347568.0,-0.48,-1500048.0,-0.1,38214448.0,2.48
2024-11-08,18.5,-1.8,-276197190.0,-14.7,-91717830.0,-4.88,-184479360.0,-9.82,41322448.0,2.2,234874720.0,12.5
2024-11-11,18.58,0.43,27688409.0,1.86,29654905.0,1.99,-1966496.0,-0.13,-82690384.0,-5.55,55001968.0,3.69
2024-11-12,18.25,-1.78,-140754613.0,-9.85,-54861541.0,-3.84,-85893072.0,-6.01,70162624.0,4.91,70591984.0,4.94
2024-11-13,18.53,1.53,-57312213.0,-4.33,6752478.0,0.51,-64064691.0,-4.84,-80195120.0,-6.06,137507328.0,10.38
2024-11-14,18.5,-0.16,142023633.0,8.11,66155201.0,3.78,75868432.0,4.33,-65568032.0,-3.74,-76455616.0,-4.36
2024-11-15,18.23,-1.46,-94078896.0,-8.15,-77776492.0,-6.74,-16302404.0,-1.41,-46630192.0,-4.04,140709088.0,12.19
2024-11-18,17.83,-2.19,-80863460.0,-4.94,-19498772.0,-1.19,-61364688.0,-3.75,-153879840.0,-9.4,234743280.0,14.34
2024-11-19,17.89,0.34,-137011185.0,-15.38,-39249653.0,-4.4,-97761532.0,-10.97,-58731679.0,-6.59,195742857.0,21.97
2024-11-20,17.85,-0.22,-2142046.0,-0.33,2500598.0,0.39,-4642644.0,-0.73,-15517045.0,-2.42,17659093.0,2.76
2024-11-21,17.74,-0.62,-81092506.0,-13.44,-72186611.0,-11.96,-8905895.0,-1.48,9371031.0,1.55,71721476.0,11.88
2024-11-22,17.28,-2.59,-97428577.0,-10.39,-48179295.0,-5.14,-49249282.0,-5.25,8356016.0,0.89,89072560.0,9.5
2024-11-25,17.12,-0.93,-75615718.0,-8.62,-15007539.0,-1.71,-60608179.0,-6.91,48318531.0,5.51,27297200.0,3.11
2024-11-26,17.05,-0.41,-41918483.0,-7.55,-28212806.0,-5.08,-13705677.0,-2.47,14701572.0,2.65,27216912.0,4.9
2024-11-27,17.36,1.82,36595653.0,5.24,15217967.0,2.18,21377686.0,3.06,-22536548.0,-3.23,-14059106.0,-2.01
2024-11-28,17.29,-0.4,14002498.0,1.89,328199.0,0.04,13674299.0,1.84,5299346.0,0.71,-19301845.0,-2.6
2024-11-29,17.48,1.1,141161323.0,13.67,26574706.0,2.57,114586617.0,11.09,-68851488.0,-6.67,-72309827.0,-7.0
2024-12-02,17.34,-0.8,-126929731.0,-9.07,-89084947.0,-6.37,-37844784.0,-2.7,98288.0,0.01,126831456.0,9.06
2024-12-03,17.09,-1.44,-162508644.0,-10.05,-124717668.0,-7.71,-37790976.0,-2.34,34322176.0,2.12,128186480.0,7.93
2024-12-04,16.91,-1.05,-53674286.0,-6.28,-23320124.0,-2.73,-30354162.0,-3.55,-21397296.0,-2.5,75071586.0,8.78
2024-12-05,16.82,-0.53,-118120498.0,-13.37,-88745199.0,-10.04,-29375299.0,-3.32,-28725328.0,-3.25,146845828.0,16.62
2024-12-06,16.89,0.42,-73807157.0,-8.17,-15061227.0,-1.67,-58745930.0,-6.5,-10743968.0,-1.19,84551127.0,9.36
2024-12-09,16.86,-0.18,4350426.0,0.53,-21095947.0,-2.59,25446373.0,3.13,-22239675.0,-2.73,17889249.0,2.2
2024-12-10,16.91,0.3,-144541407.0,-10.67,-38151775.0,-2.82,-106389632.0,-7.85,46642832.0,3.44,97898560.0,7.23
2024-12-11,16.96,0.3,-42551497.0,-6.03,-12371017.0,-1.75,-30180480.0,-4.28,-19769460.0,-2.8,62320959.0,8.83
2024-12-12,17.02,0.35,-43038312.0,-4.94,12742064.0,1.46,-55780376.0,-6.41,-9390608.0,-1.08,52428919.0,6.02
2024-12-13,16.56,-2.7,-130873916.0,-9.86,-86647055.0,-6.52,-44226861.0,-3.33,32561728.0,2.45,98312192.0,7.4
2024-12-16,16.38,-1.09,-154017887.0,-18.73,-48436628.0,-5.89,-105581259.0,-12.84,51180834.0,6.23,102837049.0,12.51
2024-12-17,16.5,0.73,-566302.0,-0.08,3006621.0,0.42,-3572923.0,-0.49,-34580867.0,-4.79,35147169.0,4.87
2024-12-18,16.48,-0.12,-91940129.0,-11.29,-22981890.0,-2.82,-68958239.0,-8.47,61450107.0,7.55,30490026.0,3.74
2024-12-19,16.49,0.06,11203801.0,1.93,20382012.0,3.51,-9178211.0,-1.58,-24208888.0,-4.17,13005087.0,2.24
2024-12-20,16.12,-2.24,-241060342.0,-19.73,-160142137.0,-13.11,-80918205.0,-6.62,68148672.0,5.58,172911664.0,14.15
2024-12-23,16.32,1.24,98919862.0,8.31,20320610.0,1.71,78599252.0,6.61,-56614752.0,-4.76,-42305120.0,-3.56
2024-12-24,16.41,0.55,-15484347.0,-2.64,7169734.0,1.22,-22654081.0,-3.87,-19741604.0,-3.37,35225951.0,6.02
2024-12-25,16.4,-0.06,-468061.0,-0.1,-970029.0,-0.21,501968.0,0.11,188626.0,0.04,279436.0,0.06
2024-12-26,16.7,1.83,43527808.0,4.4,37043983.0,3.75,6483825.0,0.66,-36851840.0,-3.73,-6675984.0,-0.68
2024-12-27,16.63,-0.42,-27896059.0,-3.95,-28769397.0,-4.08,873338.0,0.12,23495331.0,3.33,4400728.0,0.62
2024-12-30,16.68,0.3,-31145848.0,-4.47,-42037005.0,-6.03,10891157.0,1.56,13518142.0,1.94,17627706.0,2.53
2024-12-31,16.48,-1.2,-58529319.0,-6.83,-38730372.0,-4.52,-19798947.0,-2.31,11737040.0,1.37,46792291.0,5.46
2025-01-02,15.77,-4.31,-270235742.0,-19.75,-79030360.0,-5.77,-191205382.0,-13.97,17817936.0,1.3,252417808.0,18.44
2025-01-03,15.6,-1.08,-70995796.0,-8.43,-15579906.0,-1.85,-55415890.0,-6.58,-38810373.0,-4.61,109806182.0,13.04
2025-01-06,15.58,-0.13,-64756031.0,-9.15,-35716876.0,-5.05,-29039155.0,-4.1,-21043820.0,-2.97,85799853.0,12.13
2025-01-07,15.52,-0.39,-70762035.0,-11.58,-35205377.0,-5.76,-35556658.0,-5.82,11410509.0,1.87,59351525.0,9.71
2025-01-08,15.57,0.32,11038562.0,1.24,-27976453.0,-3.15,39015015.0,4.39,-54513584.0,-6.13,43475024.0,4.89
2025-01-09,15.37,-1.28,-56627708.0,-10.27,-5185793.0,-0.94,-51441915.0,-9.33,16690849.0,3.03,39936859.0,7.24
2025-01-10,15.44,0.46,-65654550.0,-9.02,-22744830.0,-3.13,-42909720.0,-5.9,52022958.0,7.15,13631596.0,1.87
2025-01-13,15.31,-0.84,-74483998.0,-12.57,-12926299.0,-2.18,-61557699.0,-10.39,34966516.0,5.9,39517481.0,6.67
2025-01-14,15.8,3.2,4828731.0,0.52,26340422.0,2.85,-21511691.0,-2.32,-29245794.0,-3.16,24417056.0,2.64
2025-01-15,15.4,-2.53,-44201847.0,-5.24,-28442711.0,-3.37,-15759136.0,-1.87,57981612.0,6.88,-13779760.0,-1.63
2025-01-16,15.54,0.91,30108458.0,3.55,43409228.0,5.12,-13300770.0,-1.57,-8190688.0,-0.97,-21917760.0,-2.59
2025-01-17,15.42,-0.77,-48265498.0,-7.34,-49408244.0,-7.52,1142746.0,0.17,34981978.0,5.32,13283521.0,2.02
2025-01-20,15.92,3.24,84618174.0,5.53,3717758.0,0.24,80900416.0,5.29,-6813040.0,-0.45,-77805136.0,-5.09
2025-01-21,16.21,1.82,-43523463.0,-4.28,-41362378.0,-4.07,-2161085.0,-0.21,58019072.0,5.71,-14495616.0,-1.43
2025-01-22,16.1,-0.68,19094349.0,2.47,-16991061.0,-2.2,36085410.0,4.67,-36048041.0,-4.67,16953696.0,2.19
2025-01-23,16.07,-0.19,-47995927.0,-7.07,-27559254.0,-4.06,-20436673.0,-3.01,10645237.0,1.57,37350689.0,5.5
2025-01-24,16.2,0.81,-12980424.0,-2.22,1470468.0,0.25,-14450892.0,-2.47,13632636.0,2.33,-652211.0,-0.11
2025-01-27,16.1,-0.62,55458104.0,11.34,11525929.0,2.36,43932175.0,8.99,-25128186.0,-5.14,-30329920.0,-6.2
2025-02-05,15.81,-1.8,-93544622.0,-13.12,-91096638.0,-12.78,-2447984.0,-0.34,30621005.0,4.29,62923619.0,8.82
2025-02-06,15.76,-0.32,-88004153.0,-10.12,-40922195.0,-4.71,-47081958.0,-5.41,14944782.0,1.72,73059364.0,8.4
2025-02-07,16.75,6.28,317877865.0,14.93,185667369.0,8.72,132210496.0,6.21,-107331984.0,-5.04,-210545872.0,-9.89
2025-02-10,16.99,1.43,185460254.0,11.14,131538846.0,7.9,53921408.0,3.24,-13345824.0,-0.8,-172114432.0,-10.34
2025-02-11,16.88,-0.65,-2950608.0,-0.35,35788050.0,4.29,-38738658.0,-4.65,-23326246.0,-2.8,26276850.0,3.15
2025-02-12,16.99,0.65,-15026237.0,-1.75,-3197879.0,-0.37,-11828358.0,-1.37,-24923232.0,-2.9,39949472.0,4.64
2025-02-13,16.96,-0.18,4952407.0,0.5,8938592.0,0.9,-3986185.0,-0.4,64080416.0,6.47,-69032832.0,-6.97
2025-02-14,17.46,2.95,94705482.0,5.14,76828570.0,4.17,17876912.0,0.97,95785776.0,5.2,-190491248.0,-10.34
2025-02-17,17.36,-0.57,26497485.0,2.17,14076061.0,1.15,12421424.0,1.02,12427792.0,1.02,-38925280.0,-3.19
2025-02-18,17.04,-1.84,-13948766.0,-1.15,-45620050.0,-3.77,31671284.0,2.62,-16651296.0,-1.38,30600064.0,2.53
2025-02-19,17.45,2.41,19286958.0,1.29,53552030.0,3.58,-34265072.0,-2.29,46483792.0,3.11,-65770752.0,-4.4
2025-02-20,17.65,1.15,178346872.0,12.82,99688024.0,7.17,78658848.0,5.65,-56176240.0,-4.04,-122170624.0,-8.78
2025-02-21,17.68,0.17,15069648.0,0.88,10448032.0,0.61,4621616.0,0.27,-49512688.0,-2.89,34443056.0,2.01
2025-02-24,17.84,0.9,112182925.0,9.05,30529853.0,2.46,81653072.0,6.59,-2749936.0,-0.22,-109432992.0,-8.83
2025-02-25,17.9,0.34,119844823.0,8.28,47323431.0,3.27,72521392.0,5.01,14056496.0,0.97,-133901312.0,-9.25
2025-02-26,17.79,-0.61,-35183936.0,-2.96,-59810560.0,-5.04,24626624.0,2.08,31089760.0,2.62,4094160.0,0.35
2025-02-27,18.02,1.29,-8546932.0,-0.58,32949068.0,2.25,-41496000.0,-2.83,41379584.0,2.83,-32832640.0,-2.24
2025-02-28,18.2,1.0,92343696.0,3.67,19778368.0,0.79,72565328.0,2.89,136424448.0,5.42,-228768144.0,-9.1
2025-03-03,18.8,3.3,205750656.0,7.14,147922464.0,5.13,57828192.0,2.01,-57493424.0,-2.0,-148257232.0,-5.15
2025-03-04,18.84,0.21,116362628.0,8.91,-12606689.0,-0.97,128969317.0,9.87,-6022768.0,-0.46,-110339856.0,-8.45
2025-03-05,19.68,4.46,384865920.0,8.84,321336736.0,7.38,63529184.0,1.46,-106142128.0,-2.44,-278723776.0,-6.4
2025-03-06,19.66,-0.1,19409088.0,0.74,-218470400.0,-8.38,237879488.0,9.13,65136384.0,2.5,-84545456.0,-3.24
2025-03-07,19.86,1.02,199687216.0,10.74,100676384.0,5.41,99010832.0,5.32,2867152.0,0.15,-202554384.0,-10.89
2025-03-10,20.47,3.07,310357024.0,7.24,198969712.0,4.64,111387312.0,2.6,-40337408.0,-0.94,-270019616.0,-6.3
2025-03-11,20.54,0.34,-14307104.0,-0.55,66164128.0,2.52,-80471232.0,-3.07,-49740976.0,-1.9,64048080.0,2.44
2025-03-12,20.16,-1.85,-162731975.0,-7.5,-121964967.0,-5.62,-40767008.0,-1.88,-24329792.0,-1.12,187061776.0,8.62
2025-03-13,20.04,-0.6,-17134233.0,-0.93,-961273.0,-0.05,-16172960.0,-0.87,-45310912.0,-2.45,62445152.0,3.37
2025-03-14,20.49,2.25,-68065392.0,-2.75,-146749472.0,-5.93,78684080.0,3.18,195772848.0,7.92,-127707456.0,-5.16
2025-03-17,20.43,-0.29,33569824.0,1.5,-41442624.0,-1.86,75012448.0,3.36,208345664.0,9.34,-241915504.0,-10.84
2025-03-18,19.92,-2.5,-136983579.0,-6.12,-118672219.0,-5.3,-18311360.0,-0.82,-82717152.0,-3.7,219700736.0,9.82
2025-03-19,20.0,0.4,-6447626.0,-0.49,30454726.0,2.32,-36902352.0,-2.81,-80638752.0,-6.14,87086384.0,6.64
2025-03-20,19.85,-0.75,113204003.0,7.1,59898339.0,3.76,53305664.0,3.34,-16841552.0,-1.06,-96362448.0,-6.04
2025-03-21,19.59,-1.31,-17568275.0,-1.65,-43561200.0,-4.08,25992925.0,2.44,-33156480.0,-3.11,50724768.0,4.76
2025-03-24,19.96,1.89,38044881.0,3.1,45299105.0,3.69,-7254224.0,-0.59,9240288.0,0.75,-47285152.0,-3.85
2025-03-25,19.56,-2.0,-96285960.0,-8.95,-37138459.0,-3.45,-59147501.0,-5.5,61044512.0,5.67,35241440.0,3.28
2025-03-26,19.29,-1.38,-204106482.0,-14.08,-31092418.0,-2.14,-173014064.0,-11.94,-39768976.0,-2.74,243875456.0,16.82
2025-03-27,19.25,-0.21,-1702774.0,-0.28,73735.0,0.01,-1776509.0,-0.29,-32721817.0,-5.37,34424592.0,5.65
2025-03-28,19.25,0.0,-227625251.0,-27.36,-37451814.0,-4.5,-190173437.0,-22.86,90457093.0,10.87,137168155.0,16.49
2025-03-31,19.07,-0.94,17597299.0,2.28,-36245175.0,-4.69,53842474.0,6.97,-16797822.0,-2.18,-799472.0,-0.1
2025-04-01,18.93,-0.73,-15411699.0,-2.18,-37174311.0,-5.26,21762612.0,3.08,-98660491.0,-13.97,114072187.0,16.15
2025-04-02,19.36,2.27,973737.0,0.09,-14083960.0,-1.36,15057697.0,1.46,20753904.0,2.01,-21727632.0,-2.1
2025-04-03,19.1,-1.34,-61407324.0,-7.81,-84736376.0,-10.78,23329052.0,2.97,69916507.0,8.89,-8509180.0,-1.08
2025-04-07,18.0,-5.76,-103215783.0,-4.75,-97623783.0,-4.49,-5592000.0,-0.26,-85557856.0,-3.93,188773648.0,8.68
2025-04-08,18.55,3.06,-77510261.0,-3.45,-87476901.0,-3.89,9966640.0,0.44,109731520.0,4.88,-32221248.0,-1.43
2025-04-09,19.12,3.07,97881239.0,4.8,11859511.0,0.58,86021728.0,4.22,103555408.0,5.08,-201436640.0,-9.89
2025-04-10,19.1,-0.1,23972129.0,1.57,-11947871.0,-0.78,35920000.0,2.35,111232416.0,7.29,-135204544.0,-8.86
2025-04-11,19.31,1.1,28940838.0,3.12,13232110.0,1.43,15708728.0,1.7,30225904.0,3.26,-59166752.0,-6.38
2025-04-14,18.89,-2.18,-131439993.0,-10.48,-42489209.0,-3.39,-88950784.0,-7.09,28453088.0,2.27,102986912.0,8.21
2025-04-15,18.96,0.37,111873275.0,11.97,42050624.0,4.5,69822651.0,7.47,-96974016.0,-10.37,-14899248.0,-1.59
2025-04-16,19.1,0.74,-32360652.0,-2.89,-17513496.0,-1.57,-14847156.0,-1.33,16984064.0,1.52,15376576.0,1.37
2025-04-17,19.06,-0.21,12996463.0,1.58,-953997.0,-0.12,13950460.0,1.69,15713139.0,1.91,-28709600.0,-3.49
2025-04-18,19.19,0.68,-72006245.0,-10.37,-51604373.0,-7.43,-20401872.0,-2.94,55834951.0,8.04,16171295.0,2.33
2025-04-21,19.23,0.21,2737321.0,0.37,-7606757.0,-1.04,10344078.0,1.41,-3448953.0,-0.47,711616.0,0.1
