日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,002475,27.93,26.29,27.96,26.04,701378,1919939328.0,6.75,-7.62,-2.17,0.99
2022-04-26,002475,26.31,25.51,26.93,25.34,651187,1729263296.0,6.05,-2.97,-0.78,0.92
2022-04-27,002475,25.28,27.2,27.26,25.07,742372,2004841488.0,8.58,6.62,1.69,1.05
2022-04-28,002475,28.34,28.85,29.16,27.39,937659,2713866000.0,6.51,6.07,1.65,1.32
2022-04-29,002475,28.88,30.34,30.65,28.38,957451,2891651584.0,7.87,5.16,1.49,1.35
2022-05-05,002475,30.96,29.31,30.96,29.24,647347,1963378000.0,5.67,-3.39,-1.03,0.91
2022-05-06,002475,28.51,28.64,29.08,28.16,362871,1055316576.0,3.14,-2.29,-0.67,0.51
2022-05-09,002475,28.38,27.75,28.55,27.51,487905,1388524784.0,3.63,-3.11,-0.89,0.69
2022-05-10,002475,27.22,28.46,28.65,26.66,603903,1730364416.0,7.17,2.56,0.71,0.85
2022-05-11,002475,28.82,30.07,31.36,28.82,1129875,3488354768.0,8.92,5.66,1.61,1.6
2022-05-12,002475,29.76,29.8,30.25,29.36,531641,1610081536.0,2.96,-0.9,-0.27,0.75
2022-05-13,002475,29.96,29.69,30.12,29.21,380441,1145754064.0,3.05,-0.37,-0.11,0.54
2022-05-16,002475,30.07,29.21,30.71,28.96,504911,1520940000.0,5.89,-1.62,-0.48,0.71
2022-05-17,002475,29.26,29.94,30.02,29.06,485413,1463437968.0,3.29,2.5,0.73,0.69
2022-05-18,002475,29.96,29.79,30.22,29.36,410637,1244772352.0,2.87,-0.5,-0.15,0.58
2022-05-19,002475,29.17,29.84,29.88,29.12,353945,1065844656.0,2.55,0.17,0.05,0.5
2022-05-20,002475,30.44,30.45,30.76,29.64,633461,1955812368.0,3.75,2.04,0.61,0.89
2022-05-23,002475,30.31,29.81,30.59,29.43,519699,1575978688.0,3.81,-2.1,-0.64,0.73
2022-05-24,002475,29.78,28.52,30.44,28.46,649746,1942727600.0,6.64,-4.33,-1.29,0.92
2022-05-25,002475,28.52,28.73,28.95,28.2,396721,1151994320.0,2.63,0.74,0.21,0.56
2022-05-26,002475,28.73,30.06,31.01,27.99,1007808,3061831456.0,10.51,4.63,1.33,1.42
2022-05-27,002475,30.83,30.52,31.11,30.23,701100,2190509488.0,2.93,1.53,0.46,0.99
2022-05-30,002475,30.6,30.46,30.85,29.96,379371,1173305200.0,2.92,-0.2,-0.06,0.54
2022-05-31,002475,30.75,33.27,33.46,30.17,1240837,4082647520.0,10.8,9.23,2.81,1.75
2022-06-01,002475,32.96,32.25,33.26,32.06,746974,2466518208.0,3.61,-3.07,-1.02,1.06
2022-06-02,002475,32.04,32.96,33.14,31.9,651218,2167676816.0,3.84,2.2,0.71,0.92
2022-06-06,002475,34.47,35.26,36.02,34.28,1279159,4562465536.0,5.28,6.98,2.3,1.81
2022-06-07,002475,34.62,34.4,35.46,34.07,731458,2569737760.0,3.94,-2.44,-0.86,1.03
2022-06-08,002475,34.23,34.7,35.23,34.01,622298,2189040320.0,3.55,0.87,0.3,0.88
2022-06-09,002475,34.66,33.08,34.66,32.96,817041,2779719088.0,4.9,-4.67,-1.62,1.15
2022-06-10,002475,32.96,33.64,33.77,32.29,554690,1874907808.0,4.47,1.69,0.56,0.78
2022-06-13,002475,33.07,32.81,33.56,32.51,551007,1836027360.0,3.12,-2.47,-0.83,0.78
2022-06-14,002475,32.66,32.51,32.66,31.35,677974,2194200192.0,3.99,-0.91,-0.3,0.96
2022-06-15,002475,32.56,32.54,33.58,32.08,715983,2384782672.0,4.61,0.09,0.03,1.01
2022-06-16,002475,32.79,32.74,33.34,32.55,503610,1686339136.0,2.43,0.61,0.2,0.71
2022-06-17,002475,32.32,32.73,33.24,32.17,702590,2339778464.0,3.27,-0.03,-0.01,0.99
2022-06-20,002475,32.86,32.65,33.18,31.98,726050,2401590688.0,3.67,-0.24,-0.08,1.03
2022-06-21,002475,32.77,33.34,33.94,32.62,805407,2732917600.0,4.04,2.11,0.69,1.14
2022-06-22,002475,33.35,31.59,33.5,30.67,1420872,4567269888.0,8.49,-5.25,-1.75,2.01
2022-06-23,002475,31.46,31.61,31.68,30.81,936925,2980189728.0,2.75,0.06,0.02,1.32
2022-06-24,002475,31.79,31.87,32.46,31.62,797554,2592745216.0,2.66,0.82,0.26,1.13
2022-06-27,002475,31.86,32.39,32.62,31.44,919850,2996901376.0,3.7,1.63,0.52,1.3
2022-06-28,002475,32.27,33.56,33.61,31.98,959198,3190650576.0,5.03,3.61,1.17,1.36
2022-06-29,002475,33.54,32.18,33.72,32.14,777861,2596823696.0,4.71,-4.11,-1.38,1.1
2022-06-30,002475,32.06,33.25,33.55,32.05,707648,2372040976.0,4.66,3.33,1.07,1.0
2022-07-01,002475,33.37,33.57,34.43,33.17,778271,2669508928.0,3.79,0.96,0.32,1.1
2022-07-04,002475,32.96,32.06,32.99,31.87,1047002,3429975792.0,3.34,-4.5,-1.51,1.48
2022-07-05,002475,31.95,30.57,31.95,30.26,1579462,4934890240.0,5.27,-4.65,-1.49,2.23
2022-07-06,002475,30.57,30.32,30.86,30.14,767287,2377586992.0,2.36,-0.82,-0.25,1.08
2022-07-07,002475,30.26,31.82,32.19,29.36,1354986,4296353280.0,9.33,4.95,1.5,1.92
2022-07-08,002475,31.96,34.1,34.54,31.96,1883853,6518988544.0,8.11,7.17,2.28,2.66
2022-07-11,002475,33.93,33.07,34.04,32.76,789848,2668239568.0,3.75,-3.02,-1.03,1.12
2022-07-12,002475,33.08,32.86,33.3,32.56,576969,1930055908.05,2.24,-0.64,-0.21,0.82
2022-07-13,002475,32.75,32.14,33.25,31.86,591889,1933452459.88,4.23,-2.19,-0.72,0.84
2022-07-14,002475,32.04,32.22,32.68,31.42,446881,1459753629.85,3.92,0.25,0.08,0.63
2022-07-15,002475,32.23,32.57,33.62,31.63,666925,2222294331.24,6.18,1.09,0.35,0.94
2022-07-18,002475,32.59,32.07,32.92,31.07,747200,2411136611.65,5.68,-1.54,-0.5,1.06
2022-07-19,002475,31.46,31.99,32.17,31.27,620512,1990652161.42,2.81,-0.25,-0.08,0.88
2022-07-20,002475,32.2,31.53,32.69,31.38,584871,1890094469.62,4.1,-1.44,-0.46,0.83
2022-07-21,002475,31.33,31.48,32.14,31.07,509400,1636365038.48,3.39,-0.16,-0.05,0.72
2022-07-22,002475,31.55,30.74,31.57,30.34,631748,1973507410.44,3.91,-2.35,-0.74,0.89
2022-07-25,002475,30.74,30.37,30.87,30.27,303776,936910388.1,1.95,-1.2,-0.37,0.43
2022-07-26,002475,30.58,30.63,30.7,29.99,366645,1131516152.99,2.34,0.86,0.26,0.52
2022-07-27,002475,30.47,30.43,30.93,30.36,307494,951186248.09,1.86,-0.65,-0.2,0.43
2022-07-28,002475,30.52,33.1,33.51,30.52,1776892,5869650977.06,9.83,8.77,2.67,2.51
2022-07-29,002475,32.98,33.52,34.14,32.65,1144514,3896869616.37,4.5,1.27,0.42,1.62
2022-08-01,002475,33.53,35.52,36.0,32.77,1369138,4874906244.31,9.64,5.97,2.0,1.94
2022-08-02,002475,34.8,34.25,35.17,34.07,884814,3095057421.88,3.1,-3.58,-1.27,1.25
2022-08-03,002475,34.26,33.24,34.95,32.97,704274,2419355234.07,5.78,-2.95,-1.01,1.0
2022-08-04,002475,33.61,34.15,34.58,33.39,569503,1961552787.51,3.58,2.74,0.91,0.8
2022-08-05,002475,34.13,34.29,34.72,33.53,617019,2137491693.68,3.48,0.41,0.14,0.87
2022-08-08,002475,34.11,35.08,35.87,34.11,765234,2718643648.73,5.13,2.3,0.79,1.08
2022-08-09,002475,34.57,34.95,35.24,34.4,484894,1708301369.07,2.39,-0.37,-0.13,0.69
2022-08-10,002475,34.62,34.26,35.22,34.05,407577,1425698243.8,3.35,-1.97,-0.69,0.58
2022-08-11,002475,35.05,37.73,37.73,34.79,1485392,5515564568.09,8.58,10.13,3.47,2.1
2022-08-12,002475,37.27,36.53,37.85,36.47,901155,3376003907.62,3.66,-3.18,-1.2,1.27
2022-08-15,002475,36.73,36.86,38.09,36.37,902291,3409527897.2,4.71,0.9,0.33,1.28
2022-08-16,002475,36.49,36.2,37.28,35.82,795398,2921371062.68,3.96,-1.79,-0.66,1.12
2022-08-17,002475,36.43,37.99,38.67,35.61,1038908,3946662671.1,8.45,4.94,1.79,1.47
2022-08-18,002475,37.67,37.8,38.47,37.31,632259,2419328247.76,3.05,-0.5,-0.19,0.89
2022-08-19,002475,37.79,36.97,38.37,36.9,486645,1841054677.72,3.89,-2.2,-0.83,0.69
2022-08-22,002475,36.77,37.95,39.52,36.52,945840,3663496747.3,8.11,2.65,0.98,1.34
