报告日,营业收入,已赚保费,其中:保险业务收入,其中:分保费收入,减:分出保费,提取未到期责任准备金,银行业务利息净收入,银行业务利息收入,银行业务利息支出,手续费及佣金净收入,手续费及佣金收入,手续费及佣金支出,资产管理费收入,投资收益,对联营企业和合营企业的投资损失,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑收益,其他业务收入,资产处置收益,其他收益,营业支出,退保金,赔付支出,减:摊回赔付支出,提取保险责任准备金,减:摊回保险责任准备金,保单红利支出,分保费用,手续费及佣金净支出(保险业务),营业税金及附加,业务及管理费,财务费用,研发费用,减:摊回分保费用,资产减值损失,信用减值损失,其他资产减值损失,其他业务成本,营业利润,加:营业外收入,减:营业外支出,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期,营收增长率,净利润增长率
2024-12-31,404089000000.0,279473000000.0,279473000000.0,,,,53263000000.0,55991000000.0,2728000000.0,,,,,26907000000.0,-540000000.0,27000000.0,,37713000000.0,-64000000.0,3810000000.0,2000000.0,257000000.0,348378000000.0,,243147000000.0,14466000000.0,,,,,56000000.0,439000000.0,8239000000.0,,,,,531000000.0,406000000.0,1106000000.0,55711000000.0,86000000.0,234000000.0,55563000000.0,9122000000.0,46441000000.0,46441000000.0,,44960000000.0,1481000000.0,121448000000.0,,6800000000.0,6800000000.0,4775000000.0,,,6035000000.0,,2025000000.0,3000000.0,,105022000000.0,,220000000.0,,,,23000000.0,,,53241000000.0,51646000000.0,1595000000.0,4.67,4.67,定期报告,是,20250327,CNY,合并期末,2025-03-26T18:32:02,,
2024-09-30,310564000000.0,209409000000.0,209409000000.0,,,,39990000000.0,41799000000.0,1809000000.0,,,,,14595000000.0,-384000000.0,27000000.0,,42103000000.0,-254000000.0,2791000000.0,2000000.0,119000000.0,266077000000.0,,182948000000.0,11111000000.0,,,,,34000000.0,284000000.0,5390000000.0,,,,,109000000.0,155000000.0,888000000.0,44487000000.0,46000000.0,119000000.0,44414000000.0,4955000000.0,39459000000.0,39459000000.0,,38310000000.0,1149000000.0,121448000000.0,,-4833000000.0,-4833000000.0,4913000000.0,,,5575000000.0,,-9746000000.0,1000000.0,,54354000000.0,,-15000000.0,,,,-6000000.0,,,34626000000.0,33560000000.0,1066000000.0,3.98,3.98,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T18:07:20,-0.23144653776767,-0.15034129325380585
2024-06-30,194634000000.0,137019000000.0,137019000000.0,,,,26577000000.0,27769000000.0,1192000000.0,,,,,6893000000.0,-124000000.0,4000000.0,,20945000000.0,32000000.0,1889000000.0,1000000.0,86000000.0,165187000000.0,,116298000000.0,7602000000.0,,,,,15000000.0,178000000.0,3065000000.0,,,,,-52000000.0,155000000.0,688000000.0,29447000000.0,24000000.0,76000000.0,29395000000.0,3537000000.0,25858000000.0,25858000000.0,,25132000000.0,726000000.0,121448000000.0,,2455000000.0,2455000000.0,5083000000.0,,,5831000000.0,,-2628000000.0,4000000.0,,50673000000.0,,-98000000.0,,,,7000000.0,,,28313000000.0,27541000000.0,772000000.0,2.61,2.61,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T19:17:02,-0.37328859751935184,-0.34468689018981724
2024-03-31,95428000000.0,66968000000.0,66968000000.0,,,,13311000000.0,13976000000.0,665000000.0,,,,,-1547000000.0,-136000000.0,4000000.0,,15104000000.0,13000000.0,837000000.0,1000000.0,77000000.0,81356000000.0,,57126000000.0,3804000000.0,,,,,13000000.0,87000000.0,1500000000.0,,,,,-37000000.0,155000000.0,280000000.0,14072000000.0,3000000.0,28000000.0,14047000000.0,1959000000.0,12088000000.0,12088000000.0,,11759000000.0,329000000.0,121448000000.0,,-3524000000.0,-3524000000.0,2310000000.0,,,2893000000.0,,-5834000000.0,4000000.0,,29622000000.0,,-69000000.0,,,,7000000.0,,,8564000000.0,8296000000.0,268000000.0,1.22,1.22,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T21:52:02,-0.5097053957684681,-0.5325237837419754
