日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,MA5,MA10,MA20,MA30,MA60,RSI6,RSI12,RSI24,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,资产总计,负债合计,营业收入,净利润,营业利润,利润总额,净利润增长率,营收增长率,经营活动产生的现金流量净额,投资活动产生的现金流量净额,筹资活动产生的现金流量净额,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,大单净流入-净额,中单净流入-净额,小单净流入-净额,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2022-04-25,-0.8698315007155027,-0.9004598535050017,-0.7491667496545266,-0.8619463962312511,0.3263063184971972,0.2157075105484232,1.3278925194954545,-1.9528362857386052,0.3113889061948259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13673723100722282,-0.1493393708628664,0.0066898588290918055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-26,-0.8965141372200758,-1.1116582800583095,-0.9136727712838302,-1.0642019405566552,0.22236250037140914,0.08900794317816173,1.9026437022066767,-1.5326232282729797,0.2153197762146733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24450136569400271,-0.17250856798287617,-0.25742646654690177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-27,-1.1349902009797022,-1.0580205844257233,-1.074888672480547,-1.1202896125124389,-0.09793985837487569,-0.1790495288323571,0.4957900609433872,0.364338574000416,-0.1049106570525017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.300335205114549,-0.20304815357215839,-0.3414449117703062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-28,-1.0716189392813407,-1.0999250341386813,-1.1225954187530451,-1.1236888653582433,-0.11304313632577385,-0.1988851346004318,-0.15616650452008857,-0.32000840530074565,-0.1049106570525017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3635970745770398,-0.24108107006563673,-0.42686483430760663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29,-1.069951274499804,-0.9490690151720328,-0.9235431325815876,-1.0489053027505315,-0.14159531153560356,-0.20032203317208008,1.6710275539499153,1.0606916406577385,-0.13693370037921923,-1.0320781298079567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.33360153803656195,-0.2650583884667058,-0.2666386124018472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-05,-0.9048524611277557,-0.87196482770019,-0.8478703626321089,-0.8534482641167388,-0.4017934554118048,-0.38790826842098486,-0.001755739015581064,0.5324237969866663,-0.39311804699295916,-1.0263284065383849,0.0,0.0,0.0,0.0,0.1579395010466866,0.0,0.0,-0.26851483178858543,-0.27024665681177273,-0.0524535963051484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-06,-0.961553063699974,-1.0328779145979488,-0.9465739756096901,-0.9809202458344299,-0.5695096394930962,-0.5412707420024795,0.3156441678547953,-1.1724406075881575,-0.5852563069532641,-1.0104321127931022,0.0,0.0,0.0,0.0,-0.31119950144157066,0.0,0.0,-0.2981252419572539,-0.2807634844398093,-0.11319629231124441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-09,-1.0232566606168012,-0.9842687529309176,-1.0403424079383932,-1.0030153893321623,-0.9146277086188803,-0.8185442494392301,-0.6537123044790566,0.3283203119319338,-0.9054867402204394,-0.9955504760953909,0.0,0.0,0.0,0.0,0.5154977476800068,0.0,0.0,-0.29468224525506115,-0.2884367051854226,-0.08078071067890086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-10,-1.0616129505921252,-0.9641546170686982,-0.9959257820984819,-1.031909038521506,-0.47334170763583344,-0.4667257385638267,0.3499576713002414,0.12421682687720141,-0.48918717697311176,-0.9681547358109649,0.0,0.0,0.0,0.0,0.4171573892170697,0.0,0.0,-0.27992154661143587,-0.2914017441527453,-0.027109982943136005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,-0.9632207284815107,-0.9205739893672211,-0.941638794960812,-0.9452280909534763,0.12838951883975386,0.026997592503647607,-0.0703827459064733,0.29230204986345165,0.11925064623452104,-0.9624050125413957,-1.0066428917248322,0.0,0.0,0.0,0.7443666591630043,0.0,0.0,-0.24448812291909347,-0.28615561942945944,0.06649284540654855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-12,-0.9782297115153328,-1.042934982529059,-1.0123763842614126,-1.0064146421779678,-0.40489430539818383,-0.41256269967031445,-0.24195026313370366,-0.8963005983964607,-0.4251410903196767,-0.9969033521588185,-1.0211646469426832,0.0,0.0,0.0,-0.3270268321317758,0.0,0.0,-0.27793373958386536,-0.2891494987310756,-0.027438747167324452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
