日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA20,MA30,MA60,RSI6,RSI12,RSI24,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower
2022-04-25,601328,3.66,3.57,3.69,3.57,1790858,918118608.0,3.24,-3.51,-0.13,0.46,,,,,,,,,0.0,0.0,0.0,,
2022-04-26,601328,3.58,3.56,3.64,3.55,1593910,807514864.0,2.52,-0.28,-0.01,0.41,,,,,,,,,-0.0007977207977210021,-0.00015954415954420043,-0.0006381766381768017,,
2022-04-27,601328,3.55,3.57,3.59,3.49,2001068,1003534192.0,2.81,0.28,0.01,0.51,,,,,,,,,-0.000615904091687991,-0.00025081614597295855,-0.00036508794571503243,,
2022-04-28,601328,3.56,3.6,3.61,3.55,1360155,689173296.0,1.68,0.84,0.03,0.35,,,,,,,,,0.0019267261377304834,0.00018469231076772985,0.0017420338269627535,,
2022-04-29,601328,3.6,3.6,3.64,3.55,1447277,735709952.0,2.5,0.0,0.0,0.37,3.5799999999999996,,,,,,,,0.0038968583557905667,0.0009271255197722972,0.0029697328360182695,,
2022-05-05,601328,3.6,3.51,3.63,3.5,2079395,1043055936.0,3.61,-2.5,-0.09,0.53,3.568,,,,,28.57142857142857,,,-0.0017834865828323387,0.00038500309925137006,-0.002168489682083709,,
2022-05-06,601328,3.5,3.4,3.51,3.39,1658173,813283904.0,3.42,-3.13,-0.11,0.42,3.536,,,,,16.000000000000014,,,-0.014988503425538369,-0.002689698205706578,-0.012298805219831791,,
2022-05-09,601328,3.4,3.39,3.42,3.35,757816,369270912.0,2.06,-0.29,-0.01,0.19,3.5,,,,,16.000000000000014,,,-0.025961225984062697,-0.007344003761377803,-0.018617222222684894,,
2022-05-10,601328,3.38,3.43,3.46,3.35,1236623,604775120.0,3.24,1.18,0.04,0.32,3.4659999999999997,,,,,25.000000000000085,,,-0.031071350769413364,-0.012089473162984915,-0.01898187760642845,,
2022-05-11,601328,3.43,3.43,3.44,3.41,850060,416895584.0,0.87,0.0,0.0,0.22,3.432,3.5060000000000002,,,,16.000000000000014,,,-0.03472092032181706,-0.016615762594751345,-0.018105157727065717,,
2022-05-12,601328,3.42,3.39,3.43,3.39,824708,402952544.0,1.17,-1.17,-0.04,0.21,3.408,3.4880000000000004,,,,13.793103448275872,,,-0.04037547287345156,-0.021367704650491388,-0.01900776822296017,,
2022-05-13,601328,3.42,3.46,3.47,3.41,733940,361274672.0,1.77,2.06,0.07,0.19,3.4200000000000004,3.478,,,,40.740740740740755,36.585365853658544,,-0.038761512931017705,-0.024846466306596652,-0.013915046624421053,,
2022-05-16,601328,3.47,3.49,3.51,3.42,993753,490940256.0,2.6,0.87,0.03,0.25,3.4400000000000004,3.47,,,,73.68421052631588,40.90909090909095,,-0.03466212536436952,-0.02680959811815123,-0.007852527246218294,,
2022-05-17,601328,3.49,3.46,3.51,3.43,950458,470403600.0,2.29,-0.86,-0.03,0.24,3.446,3.4560000000000004,,,,66.6666666666666,39.130434782608695,,-0.03344850689631951,-0.028137379873784885,-0.005311127022534622,,
2022-05-18,601328,3.46,3.41,3.47,3.41,966343,474409264.0,1.73,-1.45,-0.05,0.25,3.442,3.4370000000000003,,,,45.45454545454545,34.00000000000004,,-0.03610509063905676,-0.02973092202683926,-0.006374168612217498,,
2022-05-19,601328,3.4,3.42,3.43,3.39,754350,369144192.0,1.17,0.29,0.01,0.19,3.4479999999999995,3.428,,,,47.826086956521685,31.249999999999986,,-0.03697728484617002,-0.031180194590705413,-0.005797090255464609,,
2022-05-20,601328,3.43,3.45,3.47,3.41,874990,431311744.0,1.75,0.88,0.03,0.22,3.446,3.433,,,,63.63636363636363,35.29411764705884,,-0.03484607193326816,-0.03191337005921797,-0.002932701874050196,,
2022-05-23,601328,3.46,3.46,3.48,3.44,754326,372380288.0,1.16,0.29,0.01,0.19,3.44,3.44,,,,50.0,44.18604651162792,,-0.03198149119599991,-0.031926994286574355,-5.4496909425556794e-05,,
2022-05-24,601328,3.46,3.44,3.48,3.44,789297,389805664.0,1.16,-0.58,-0.02,0.2,3.436,3.4410000000000003,,,,33.33333333333323,55.88235294117648,,-0.030968141715849384,-0.03173522377242936,0.0007670820565799791,,
2022-05-25,601328,3.45,3.44,3.47,3.44,798968,394096352.0,0.87,0.0,0.0,0.2,3.442,3.442,3.474,,,41.66666666666664,57.57575757575754,,-0.029821293642046776,-0.031352437746352844,0.001531144104306069,3.613984961598324,3.3340150384016765
2022-05-26,601328,3.45,3.46,3.47,3.44,776744,383607744.0,0.87,0.58,0.02,0.2,3.45,3.4490000000000003,3.4685,,,77.77777777777773,54.838709677419324,,-0.02698748055126643,-0.030479446307335564,0.003491965756069134,3.6010498913021456,3.3359501086978547
2022-05-27,601328,3.47,3.49,3.5,3.46,711041,352890864.0,1.16,0.87,0.03,0.18,3.4579999999999997,3.4520000000000004,3.4650000000000007,,,81.81818181818186,58.8235294117647,,-0.022066544590669146,-0.028796865964002282,0.006730321373333136,3.590907234021511,3.3390927659784904
2022-05-30,601328,3.5,3.43,3.5,3.42,1275952,629224256.0,2.29,-1.72,-0.06,0.33,3.4519999999999995,3.446,3.4579999999999997,,,42.857142857142854,55.55555555555556,,-0.022745964626204707,-0.027586685696442768,0.004840721070238061,3.57454680559645,3.3414531944035493
2022-05-31,601328,3.42,3.43,3.45,3.41,1009063,495498048.0,1.17,0.0,0.0,0.26,3.45,3.443,3.4495000000000005,,,38.461538461538574,44.82758620689659,40.00000000000003,-0.02301906049876168,-0.02667316065690655,0.0036541001581448726,3.5454111430878665,3.3535888569121344
2022-06-01,601328,3.44,3.44,3.45,3.42,600252,295331760.0,0.87,0.29,0.01,0.15,3.45,3.446,3.4415,,,50.0,40.74074074074069,40.845070422535215,-0.022172978227986917,-0.025773124171122624,0.0036001459431357075,3.5061529195009786,3.3768470804990214
2022-06-02,601328,3.44,3.44,3.45,3.43,544354,267631323.0,0.58,0.0,0.0,0.14,3.446,3.4479999999999995,3.438,,,50.0,45.83333333333332,41.428571428571416,-0.02125740974543744,-0.02486998128598559,0.00361257154054815,3.4940450946254797,3.3819549053745206
2022-06-06,601328,3.44,3.41,3.45,3.4,1074394,525395024.0,1.45,-0.87,-0.03,0.27,3.4300000000000006,3.444,3.4385,,,30.769230769230816,50.0,38.888888888888914,-0.022690996720700074,-0.024434184372928488,0.0017431876522284138,3.4932818640754304,3.3837181359245694
2022-06-07,601328,3.41,3.42,3.43,3.4,770842,377370304.0,0.88,0.29,0.01,0.2,3.428,3.44,3.44,,,18.18181818181789,50.0,37.14285714285713,-0.022757869744387538,-0.024098921447220298,0.00134105170283276,3.4906795920724663,3.3893204079275336
2022-06-08,601328,3.43,3.43,3.44,3.41,859970,421761984.0,0.88,0.29,0.01,0.22,3.428,3.439,3.4400000000000004,,,50.0,44.99999999999999,38.02816901408451,-0.021753193398338144,-0.02362977583744387,0.0018765824391057256,3.4906795920724667,3.389320407927534
2022-06-09,601328,3.43,3.46,3.46,3.42,1182335,582270896.0,1.17,0.87,0.03,0.3,3.432,3.4410000000000003,3.4415,3.463,,66.66666666666666,50.0,46.15384615384617,-0.018324991777947552,-0.02256881902554461,0.004243827247597056,3.492706496298399,3.390293503701601
2022-06-10,601328,3.45,3.53,3.53,3.44,1701946,845225376.0,2.6,2.02,0.07,0.43,3.45,3.4479999999999995,3.4485,3.461666666666667,,80.00000000000006,66.66666666666666,60.65573770491804,-0.009846201428320267,-0.02002429550609974,0.010178094077779472,3.507714151935781,3.3892858480642194
2022-06-13,601328,3.51,3.43,3.52,3.42,1521122,751421632.0,2.83,-2.83,-0.1,0.39,3.4539999999999997,3.442,3.447,3.457333333333333,,48.000000000000036,48.648648648648674,52.85714285714286,-0.011068275069742395,-0.01823309141882827,0.007164816349085876,3.5065067444209395,3.3874932555790607
2022-06-14,601328,3.43,3.5,3.5,3.42,1410335,696305984.0,2.33,2.04,0.07,0.36,3.47,3.4490000000000003,3.4474999999999993,3.4549999999999996,,65.51724137931038,54.76190476190477,54.794520547945204,-0.006315560400546261,-0.01584958521517187,0.009534024814625609,3.50867274935098,3.3863272506490185
2022-06-15,601328,3.5,3.52,3.58,3.48,1528224,766923184.0,2.86,0.57,0.02,0.39,3.4879999999999995,3.4579999999999997,3.4505000000000003,3.4523333333333337,,66.66666666666671,53.65853658536584,55.99999999999999,-0.0009245097577226247,-0.012864570123682022,0.011940060365959397,3.519622317212621,3.3813776827873796
