日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,600276,29.63,29.18,30.27,29.18,1039617,3110633024.0,3.36,-10.16,-3.3,1.63
2022-04-26,600276,28.48,27.22,28.51,27.16,1082858,3058649152.0,4.63,-6.72,-1.96,1.7
2022-04-27,600276,26.49,27.54,27.64,26.48,708004,1962999088.0,4.26,1.18,0.32,1.11
2022-04-28,600276,27.44,27.93,28.2,27.28,572220,1622101984.0,3.34,1.42,0.39,0.9
2022-04-29,600276,27.92,28.96,29.17,27.85,570479,1663750496.0,4.73,3.69,1.03,0.89
2022-05-05,600276,28.95,29.16,29.55,28.7,461882,1371251008.0,2.94,0.69,0.2,0.72
2022-05-06,600276,28.58,28.82,29.43,28.49,307035,903735072.0,3.22,-1.17,-0.34,0.48
2022-05-09,600276,28.9,28.78,29.15,28.6,201674,592745760.0,1.91,-0.14,-0.04,0.32
2022-05-10,600276,27.99,28.87,29.08,27.73,384859,1116464432.0,4.69,0.31,0.09,0.6
2022-05-11,600276,28.88,29.43,30.28,28.88,573373,1736999008.0,4.85,1.94,0.56,0.9
2022-05-12,600276,29.24,29.51,29.75,29.18,257546,773784096.0,1.94,0.27,0.08,0.4
2022-05-13,600276,30.3,29.46,30.38,29.28,339407,1025971936.0,3.73,-0.17,-0.05,0.53
2022-05-16,600276,29.76,28.91,30.0,28.85,340038,1012740480.0,3.9,-1.87,-0.55,0.53
2022-05-17,600276,29.08,28.94,29.26,28.68,248481,731592080.0,2.01,0.1,0.03,0.39
2022-05-18,600276,29.04,28.86,29.18,28.73,240164,706870576.0,1.55,-0.28,-0.08,0.38
2022-05-19,600276,28.52,28.73,28.84,28.36,237597,691461472.0,1.66,-0.45,-0.13,0.37
2022-05-20,600276,29.03,29.72,29.83,28.98,518717,1559577728.0,2.96,3.45,0.99,0.81
2022-05-23,600276,29.96,29.58,30.03,29.44,293970,885797216.0,1.99,-0.47,-0.14,0.46
2022-05-24,600276,29.56,28.09,29.58,28.0,585919,1713745152.0,5.34,-5.04,-1.49,0.92
2022-05-25,600276,28.18,28.41,28.44,27.98,321550,926139632.0,1.64,1.14,0.32,0.5
2022-05-26,600276,28.46,28.52,28.94,28.04,378681,1097434048.0,3.17,0.39,0.11,0.59
2022-05-27,600276,28.98,29.26,29.84,28.84,761231,2285393472.0,3.51,2.59,0.74,1.19
2022-05-30,600276,29.31,29.19,29.53,28.94,386844,1152252032.0,2.02,-0.24,-0.07,0.61
2022-05-31,600276,28.98,29.8,29.88,28.83,564941,1693806560.0,3.6,2.09,0.61,0.89
2022-06-01,600276,29.81,29.46,29.93,29.29,365275,1097750080.0,2.15,-1.14,-0.34,0.57
2022-06-02,600276,29.4,29.32,29.41,28.93,348859,1035131184.0,1.63,-0.48,-0.14,0.55
