日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-24,102.22,-2.04,-86911456.0,-4.06,184218672.0,8.61,-271130128.0,-12.67,8555088.0,0.4,78356384.0,3.66
2024-10-25,101.93,-0.28,-106336998.0,-6.47,-53302022.0,-3.24,-53034976.0,-3.23,54232896.0,3.3,52104096.0,3.17
2024-10-28,102.29,0.35,-7795665.0,-0.66,23711551.0,2.0,-31507216.0,-2.66,11029568.0,0.93,-3233906.0,-0.27
2024-10-29,102.2,-0.09,-186294224.0,-11.1,-59271280.0,-3.53,-127022944.0,-7.57,105099168.0,6.26,81195040.0,4.84
2024-10-30,102.18,-0.02,3824599.0,0.41,20685361.0,2.19,-16860762.0,-1.79,-14693104.0,-1.56,10868504.0,1.15
2024-10-31,102.65,0.46,-93480001.0,-7.07,-35168689.0,-2.66,-58311312.0,-4.41,-4773824.0,-0.36,98253832.0,7.43
2024-11-01,103.4,0.73,76271989.0,5.66,95931445.0,7.12,-19659456.0,-1.46,-4926208.0,-0.37,-71345789.0,-5.3
2024-11-04,102.82,-0.56,-129371600.0,-11.92,-56199600.0,-5.18,-73172000.0,-6.74,52622640.0,4.85,76748959.0,7.07
2024-11-05,102.85,0.03,-116093728.0,-6.64,-36113248.0,-2.07,-79980480.0,-4.58,39476768.0,2.26,76616957.0,4.38
2024-11-06,102.23,-0.6,-175168848.0,-11.75,-70785136.0,-4.75,-104383712.0,-7.0,66118608.0,4.44,109050240.0,7.32
2024-11-07,102.86,0.62,-150979552.0,-9.61,-130382352.0,-8.3,-20597200.0,-1.31,49197088.0,3.13,101782448.0,6.48
2024-11-08,102.81,-0.05,37427968.0,2.19,117859648.0,6.9,-80431680.0,-4.71,-22497536.0,-1.32,-14930448.0,-0.87
2024-11-11,102.04,-0.75,-121409581.0,-9.15,-48187037.0,-3.63,-73222544.0,-5.52,40130208.0,3.03,81279364.0,6.13
2024-11-12,100.85,-1.17,-143454901.0,-9.29,-40034869.0,-2.59,-103420032.0,-6.7,35699840.0,2.31,107755081.0,6.98
2024-11-13,105.03,4.14,396168224.0,10.39,120436496.0,3.16,275731728.0,7.23,-178685104.0,-4.69,-217483104.0,-5.71
2024-11-14,103.66,-1.3,-159559837.0,-9.3,-130086861.0,-7.59,-29472976.0,-1.72,66118000.0,3.86,93441856.0,5.45
2024-11-15,105.03,1.32,211576176.0,7.5,98391104.0,3.49,113185072.0,4.01,-52216496.0,-1.85,-159359680.0,-5.65
2024-11-18,104.67,-0.34,85106528.0,4.24,-43669440.0,-2.18,128775968.0,6.42,30351392.0,1.51,-115457936.0,-5.76
2024-11-19,103.68,-0.95,-172926579.0,-13.42,-142473491.0,-11.06,-30453088.0,-2.36,88674144.0,6.88,84252442.0,6.54
2024-11-20,103.88,0.19,67282953.0,5.97,37981161.0,3.37,29301792.0,2.6,-60617200.0,-5.38,-6665736.0,-0.59
2024-11-21,103.57,-0.3,-60983987.0,-9.14,-25293494.0,-3.79,-35690493.0,-5.35,4000434.0,0.6,56983554.0,8.54
2024-11-22,103.4,-0.16,67483977.0,6.54,81888633.0,7.94,-14404656.0,-1.4,-63732114.0,-6.18,-3751863.0,-0.36
2024-11-25,103.7,0.29,41848408.0,4.07,31195244.0,3.03,10653164.0,1.04,79296912.0,7.71,-121145305.0,-11.78
2024-11-26,105.42,1.66,-53572273.0,-3.84,375727.0,0.03,-53948000.0,-3.86,-38196160.0,-2.74,91768416.0,6.57
2024-11-27,106.36,0.89,-141438988.0,-10.35,-88194620.0,-6.46,-53244368.0,-3.9,19038400.0,1.39,122400592.0,8.96
2024-11-28,106.05,-0.29,-64301528.0,-7.35,-55827914.0,-6.38,-8473614.0,-0.97,8818192.0,1.01,55483343.0,6.34
2024-11-29,106.38,0.31,-4757037.0,-0.33,-44813293.0,-3.12,40056256.0,2.78,5932592.0,0.41,-1175552.0,-0.08
2024-12-02,105.47,-0.86,-68952677.0,-6.1,-92691990.0,-8.2,23739313.0,2.1,-35122656.0,-3.11,104075321.0,9.21
2024-12-03,106.96,1.41,-44476145.0,-3.68,-46664305.0,-3.87,2188160.0,0.18,48528192.0,4.02,-4052048.0,-0.34
2024-12-04,108.1,1.07,62791260.0,4.96,-7270308.0,-0.57,70061568.0,5.54,17226544.0,1.36,-80017800.0,-6.33
