报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20241231,,,,2350959000000.0,,,,,31502000000.0,514732000000.0,,11618000000.0,969434000000.0,,,,,,,,,,,,,,,,,,199955000000.0,5109492000000.0,2287948000000.0,,,,,278100000000.0,,,18415000000.0,,,10515000000.0,,582729000000.0,,,153840000000.0,,,,,,,,,,118240000000.0,306663000000.0,3756450000000.0,1353042000000.0,,4157585000000.0,357544000000.0,,,7060000000.0,,,,,4522189000000.0,6739427000000.0,,,,,24223000000.0,2076000000.0,,6765726000000.0,-2243537000000.0,,,,,3603148000000.0,,,,3743148000000.0,3182196000000.0,210474000000.0,110246000000.0,16000000.0,,3517520000000.0,225628000000.0,-1246000000.0,-666113000000.0,1846612000000.0,2512725000000.0,,,2512725000000.0,1846612000000.0,定期报告,是,20250329,CNY,合并期末,2025-03-28T18:50:12
20240930,,,7410000000.0,3097695000000.0,,,,,9586000000.0,,3991000000.0,18897000000.0,731707000000.0,,,,,,,,,,,,,,,,,,201413000000.0,4863464000000.0,2070044000000.0,,,,,,,,7817000000.0,8100000000.0,,,,449721000000.0,,,112132000000.0,,,,,,,,,,94221000000.0,246449000000.0,2988484000000.0,1874980000000.0,,3150659000000.0,274996000000.0,,,7492000000.0,,,,,3433147000000.0,5184625000000.0,,,,,17744000000.0,2075000000.0,,5204444000000.0,-1771297000000.0,,,,,2920323000000.0,,,,3020323000000.0,2549034000000.0,181447000000.0,84985000000.0,,,2854007000000.0,166316000000.0,-2692000000.0,267307000000.0,,,,,2512725000000.0,2780032000000.0,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T19:55:02
20240630,,,,1571988000000.0,,,,16854000000.0,20575000000.0,13628000000.0,,33717000000.0,497809000000.0,,,,,,,,,,,,,,,,,,182409000000.0,2843905000000.0,1769286000000.0,,,,,21808000000.0,,,,,,1431000000.0,,329510000000.0,,,78663000000.0,,,,,,,,,,76629000000.0,275198000000.0,2552525000000.0,291380000000.0,,1870496000000.0,173095000000.0,,,1281000000.0,,,,,2044872000000.0,3522355000000.0,,,,,6812000000.0,,,3529167000000.0,-1484295000000.0,,,,,2113500000000.0,,,,2113500000000.0,1707404000000.0,144825000000.0,57375000000.0,17000000.0,,1854540000000.0,258960000000.0,-445000000.0,-934400000000.0,1578325000000.0,2512725000000.0,,,2512725000000.0,1578325000000.0,定期报告,未审计,20240831,CNY,合并期末,2024-08-30T20:15:03
20240331,,,,2127708000000.0,,,89019000000.0,2902000000.0,,19854000000.0,9324000000.0,9681000000.0,254264000000.0,,,,,,,,,,,,,,,,,,106273000000.0,2619025000000.0,1245191000000.0,,,,14862000000.0,14294000000.0,,,,,,,,184488000000.0,,,45813000000.0,,,,,,,,,,56533000000.0,274281000000.0,1835462000000.0,783563000000.0,,739677000000.0,85267000000.0,,,2760000000.0,,10000000.0,,,827714000000.0,2009483000000.0,,,,,5780000000.0,,,2015263000000.0,-1187549000000.0,,,,,829401000000.0,,,,869401000000.0,774028000000.0,30921000000.0,27240000000.0,,,806061000000.0,63340000000.0,-1696000000.0,-342342000000.0,,,,,2512725000000.0,2170383000000.0,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T20:05:07
