日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-28,1541.12,0.4,-215183440.0,-3.55,-265206928.0,-4.37,50023488.0,0.82,215517392.0,3.55,-333946.0,-0.01
2024-10-29,1507.74,-2.17,-383826816.0,-6.03,-410119424.0,-6.44,26292608.0,0.41,383983136.0,6.03,-156315.0,-0.0
2024-10-30,1508.12,0.03,-108583744.0,-2.21,-251883040.0,-5.13,143299296.0,2.92,108727872.0,2.21,-144124.0,-0.0
2024-10-31,1503.91,-0.28,55683264.0,1.22,78282000.0,1.71,-22598736.0,-0.49,-55371824.0,-1.21,-311444.0,-0.01
2024-11-01,1509.87,0.4,191074960.0,3.86,159290096.0,3.22,31784864.0,0.64,-190717008.0,-3.85,-357949.0,-0.01
2024-11-04,1524.32,0.96,317455072.0,7.08,174880256.0,3.9,142574816.0,3.18,-317074944.0,-7.07,-380121.0,-0.01
2024-11-05,1553.11,1.89,446260816.0,6.26,99123696.0,1.39,347137120.0,4.87,-445440768.0,-6.24,-820059.0,-0.01
2024-11-06,1547.12,-0.39,-147680960.0,-2.5,-283633024.0,-4.79,135952064.0,2.3,147802272.0,2.5,-121310.0,-0.0
2024-11-07,1625.26,5.05,777756720.0,6.44,508045376.0,4.21,269711344.0,2.23,-777169744.0,-6.44,-586869.0,-0.0
2024-11-08,1586.09,-2.41,-1066442928.0,-10.79,-917465936.0,-9.28,-148976992.0,-1.51,1066558896.0,10.79,-115951.0,-0.0
2024-11-11,1574.13,-0.75,-412378736.0,-5.93,-462319744.0,-6.65,49941008.0,0.72,412901600.0,5.93,-522868.0,-0.01
2024-11-12,1553.32,-1.32,-385222464.0,-4.91,-385010896.0,-4.91,-211568.0,-0.0,385683984.0,4.92,-461510.0,-0.01
2024-11-13,1554.62,0.08,112587312.0,2.45,-94009040.0,-2.05,206596352.0,4.5,-112449728.0,-2.45,-137580.0,-0.0
2024-11-14,1549.92,-0.3,-173776304.0,-3.76,-112487808.0,-2.44,-61288496.0,-1.33,174151568.0,3.77,-375286.0,-0.01
2024-11-15,1535.12,-0.95,-442603104.0,-8.36,-257730400.0,-4.87,-184872704.0,-3.49,443003520.0,8.37,-400423.0,-0.01
2024-11-18,1535.12,0.0,-85378736.0,-2.01,-112847776.0,-2.66,27469040.0,0.65,85679408.0,2.02,-300691.0,-0.01
2024-11-19,1518.04,-1.11,-615843872.0,-11.98,-515651968.0,-10.03,-100191904.0,-1.95,615942112.0,11.99,-98233.0,-0.0
2024-11-20,1520.93,0.19,57313456.0,1.74,154334304.0,4.69,-97020848.0,-2.95,-57103216.0,-1.73,-210239.0,-0.01
2024-11-21,1521.25,0.02,-102551968.0,-3.65,-140529168.0,-5.0,37977200.0,1.35,102632112.0,3.65,-80131.0,-0.0
2024-11-22,1483.94,-2.45,-676222608.0,-13.24,-313984016.0,-6.15,-362238592.0,-7.09,676543152.0,13.25,-320553.0,-0.01
2024-11-25,1474.69,-0.62,-221524336.0,-4.42,-58961904.0,-1.18,-162562432.0,-3.24,222058528.0,4.43,-534198.0,-0.01
2024-11-26,1485.12,0.71,173002336.0,4.46,141115168.0,3.64,31887168.0,0.82,-172700304.0,-4.45,-302043.0,-0.01
2024-11-27,1495.17,0.68,203714256.0,5.19,195855808.0,4.99,7858448.0,0.2,-203443488.0,-5.18,-270784.0,-0.01
2024-11-28,1494.12,-0.07,-230666144.0,-6.36,-130138000.0,-3.59,-100528144.0,-2.77,230749424.0,6.36,-83292.0,-0.0
2024-11-29,1501.86,0.52,403546048.0,7.29,269368880.0,4.87,134177168.0,2.42,-403271408.0,-7.29,-274632.0,-0.0
2024-12-02,1501.12,-0.05,-173997024.0,-4.26,-16390000.0,-0.4,-157607024.0,-3.86,174115920.0,4.26,-118889.0,-0.0
2024-12-03,1502.86,0.12,75860656.0,2.01,-20891616.0,-0.55,96752272.0,2.56,-75718864.0,-2.0,-141777.0,-0.0
2024-12-04,1496.12,-0.45,-31619504.0,-0.87,171608128.0,4.73,-203227632.0,-5.6,31705984.0,0.87,-86500.0,-0.0
