日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-28,6922.14,1.06,-755615488.0,-1.18,-589296896.0,-0.92,-166318592.0,-0.26,14941440.0,0.02,740673536.0,1.16
2024-10-29,6963.88,0.6,142554112.0,0.17,1033533440.0,1.26,-890979328.0,-1.09,-243456000.0,-0.3,100901632.0,0.12
2024-10-30,7089.3,1.8,318504192.0,0.35,-233783552.0,-0.26,552287744.0,0.61,-111389184.0,-0.12,-207115264.0,-0.23
2024-10-31,7222.7,1.88,-3378619648.0,-3.18,-1838965504.0,-1.73,-1539654144.0,-1.45,807894784.0,0.76,2570724608.0,2.42
2024-11-01,6924.21,-4.13,-5839837184.0,-5.76,-1400430592.0,-1.38,-4439406592.0,-4.38,-65874688.0,-0.06,5905711872.0,5.83
2024-11-04,7013.52,1.29,-3640099328.0,-4.93,-2905830400.0,-3.93,-734268928.0,-0.99,397164288.0,0.54,3242934784.0,4.39
2024-11-05,7373.34,5.13,4799294208.0,4.84,5233346304.0,5.28,-434052096.0,-0.44,-3033821184.0,-3.06,-1765473024.0,-1.78
2024-11-06,7434.98,0.84,-4416283136.0,-3.67,-1895883776.0,-1.58,-2520399360.0,-2.09,204585728.0,0.17,4211697408.0,3.5
2024-11-07,7612.16,2.38,-1482324480.0,-1.41,527322624.0,0.5,-2009647104.0,-1.91,-224987904.0,-0.21,1707312384.0,1.62
2024-11-08,7710.14,1.29,-1486263552.0,-1.29,143627520.0,0.12,-1629891072.0,-1.41,-162740992.0,-0.14,1649004544.0,1.43
2024-11-11,8064.29,4.59,-1935509504.0,-1.44,-1076866304.0,-0.8,-858643200.0,-0.64,579759360.0,0.43,1355750144.0,1.01
2024-11-12,7967.44,-1.2,-9209917184.0,-7.33,-5307753728.0,-4.22,-3902163456.0,-3.1,2046642176.0,1.63,7163275264.0,5.7
2024-11-13,7910.26,-0.72,-5809248000.0,-6.11,-3390686208.0,-3.57,-2418561792.0,-2.54,834319360.0,0.88,4974928896.0,5.23
2024-11-14,7603.66,-3.88,-3562503680.0,-3.83,-302532352.0,-0.33,-3259971328.0,-3.51,-1106805504.0,-1.19,4669309184.0,5.02
2024-11-15,7323.39,-3.69,-5938126336.0,-6.73,-2410581248.0,-2.73,-3527545088.0,-4.0,100526592.0,0.11,5837599744.0,6.61
2024-11-18,7043.07,-3.83,-6500066560.0,-9.39,-3734981376.0,-5.4,-2765085184.0,-4.0,824788736.0,1.19,5675277824.0,8.2
2024-11-19,7288.28,3.48,521774592.0,0.79,1456227072.0,2.2,-934452480.0,-1.41,-412272640.0,-0.62,-109501952.0,-0.17
2024-11-20,7321.38,0.45,-2881675776.0,-4.46,-1886082048.0,-2.92,-995593728.0,-1.54,1457509888.0,2.26,1424165888.0,2.2
2024-11-21,7321.14,0.0,-1069059840.0,-1.69,-412761856.0,-0.65,-656297984.0,-1.04,-40401408.0,-0.06,1109461248.0,1.75
2024-11-22,6996.89,-4.43,-5034411008.0,-7.8,-2999028736.0,-4.65,-2035382272.0,-3.15,250695936.0,0.39,4783715072.0,7.41
2024-11-25,6924.48,-1.03,-2368496640.0,-4.89,-1113014272.0,-2.3,-1255482368.0,-2.59,-304117504.0,-0.63,2672613888.0,5.52
2024-11-26,6849.71,-1.08,-1540275744.0,-4.55,-1054983200.0,-3.12,-485292544.0,-1.43,-109880832.0,-0.32,1650156800.0,4.88
2024-11-27,7033.22,2.68,574141952.0,1.23,449752064.0,0.96,124389888.0,0.27,-449482496.0,-0.96,-124659456.0,-0.27
2024-11-28,6977.44,-0.79,-199498752.0,-0.4,39969024.0,0.08,-239467776.0,-0.48,254801408.0,0.51,-55302400.0,-0.11
2024-11-29,7091.16,1.63,85899264.0,0.16,235765504.0,0.44,-149866240.0,-0.28,-795116800.0,-1.47,709217792.0,1.31
2024-12-02,7213.98,1.73,458834688.0,0.88,240430080.0,0.46,218404608.0,0.42,-7132416.0,-0.01,-451702272.0,-0.87
2024-12-03,7153.93,-0.83,-2529289984.0,-5.37,-1431859712.0,-3.04,-1097430272.0,-2.33,684666624.0,1.45,1844623360.0,3.92
2024-12-04,7119.0,-0.49,-729851648.0,-1.3,450272256.0,0.8,-1180123904.0,-2.1,-331036928.0,-0.59,1060888064.0,1.89
2024-12-05,7137.18,0.26,-2069844992.0,-4.69,-1614466816.0,-3.66,-455378176.0,-1.03,401202688.0,0.91,1668642304.0,3.78
2024-12-06,7222.51,1.2,-1236751104.0,-2.53,-644335616.0,-1.32,-592415488.0,-1.21,-20798720.0,-0.04,1257549568.0,2.57
2024-12-09,7158.45,-0.89,-2623572160.0,-6.22,-1833798336.0,-4.35,-789773824.0,-1.87,753917184.0,1.79,1869655040.0,4.43
2024-12-10,7260.78,1.43,-1913051136.0,-2.93,-777682688.0,-1.19,-1135368448.0,-1.74,-496783872.0,-0.76,2409835008.0,3.69
2024-12-11,7353.14,1.27,-556584192.0,-1.07,89081344.0,0.17,-645665536.0,-1.25,-295504384.0,-0.57,852088832.0,1.65
2024-12-12,7360.58,0.1,-1439504384.0,-3.12,-1064121344.0,-2.31,-375383040.0,-0.81,-96692992.0,-0.21,1536197120.0,3.33
2024-12-13,7234.6,-1.71,-2907953408.0,-5.17,-1153635328.0,-2.05,-1754318080.0,-3.12,289012224.0,0.51,2618941440.0,4.65
2024-12-16,7057.73,-2.44,-4157109504.0,-7.27,-1861596416.0,-3.25,-2295513088.0,-4.01,997954816.0,1.74,3159154432.0,5.52
2024-12-17,6940.09,-1.67,-3632730384.0,-8.19,-1791556368.0,-4.04,-1841174016.0,-4.15,-79481856.0,-0.18,3712212224.0,8.37
2024-12-18,7068.13,1.84,825581936.0,1.78,305446000.0,0.66,520135936.0,1.12,-821472256.0,-1.77,-4109568.0,-0.01
2024-12-19,7227.43,2.25,2540679168.0,4.04,1937906432.0,3.08,602772736.0,0.96,-1367349504.0,-2.18,-1173329408.0,-1.87
2024-12-20,7334.99,1.49,1941548288.0,2.68,1007130368.0,1.39,934417920.0,1.29,-1226188544.0,-1.69,-715360000.0,-0.99
2024-12-23,7150.97,-2.51,-3441901568.0,-5.53,-2016033024.0,-3.24,-1425868544.0,-2.29,68548608.0,0.11,3373353216.0,5.42
2024-12-24,7235.76,1.19,-1476977408.0,-2.85,-851421952.0,-1.65,-625555456.0,-1.21,112191232.0,0.22,1364785920.0,2.64
2024-12-25,7130.07,-1.46,-2058904064.0,-3.95,-1070075392.0,-2.05,-988828672.0,-1.9,324077056.0,0.62,1734827008.0,3.33
2024-12-26,7331.09,2.82,2961258496.0,4.55,2042710016.0,3.14,918548480.0,1.41,-1664844544.0,-2.56,-1296413696.0,-1.99
2024-12-27,7268.18,-0.86,-3360679424.0,-4.74,-1889131008.0,-2.66,-1471548416.0,-2.08,714825984.0,1.01,2645853696.0,3.73
2024-12-30,7268.18,0.0,-1175217664.0,-2.24,-375917568.0,-0.72,-799300096.0,-1.52,250912000.0,0.48,924305664.0,1.76
2024-12-31,6921.88,-4.76,-6677116928.0,-11.11,-3977590784.0,-6.62,-2699526144.0,-4.49,1529297920.0,2.54,5147819008.0,8.57
2025-01-02,6619.47,-4.37,-4953350144.0,-8.99,-2445515264.0,-4.44,-2507834880.0,-4.55,200399872.0,0.36,4752950272.0,8.63
2025-01-03,6408.84,-3.18,-3408891568.0,-7.78,-1615749552.0,-3.69,-1793142016.0,-4.09,5846272.0,0.01,3403045120.0,7.76
2025-01-06,6364.18,-0.7,-1239399472.0,-3.5,-491113264.0,-1.39,-748286208.0,-2.11,237449984.0,0.67,1001949440.0,2.83
2025-01-07,6558.41,3.05,1460016928.0,3.52,685499936.0,1.65,774516992.0,1.87,-297883904.0,-0.72,-1162132736.0,-2.8
2025-01-08,6546.38,-0.18,-1056632576.0,-2.23,-650050304.0,-1.37,-406582272.0,-0.86,132775424.0,0.28,923856896.0,1.95
2025-01-09,6602.42,0.86,264101376.0,0.57,672593408.0,1.44,-408492032.0,-0.88,-461824000.0,-0.99,197722368.0,0.42
2025-01-10,6474.29,-1.94,-1374484224.0,-2.81,-992210944.0,-2.03,-382273280.0,-0.78,58094848.0,0.12,1316389632.0,2.69
2025-01-13,6472.38,-0.03,-686471056.0,-1.91,-301189776.0,-0.84,-385281280.0,-1.07,-378509056.0,-1.06,1064980224.0,2.97
2025-01-14,6797.32,5.02,2819812608.0,4.8,1340752128.0,2.28,1479060480.0,2.52,-522604288.0,-0.89,-2297207808.0,-3.91
2025-01-15,6716.04,-1.2,-1917252576.0,-4.35,-926030816.0,-2.1,-991221760.0,-2.25,591251456.0,1.34,1326001152.0,3.01
2025-01-16,6724.91,0.13,-1049979904.0,-2.06,-493898240.0,-0.97,-556081664.0,-1.09,307369984.0,0.6,742610176.0,1.46
2025-01-17,6826.58,1.51,-131785216.0,-0.28,31886336.0,0.07,-163671552.0,-0.35,-223211520.0,-0.47,354996992.0,0.75
2025-01-20,6857.9,0.46,-604671744.0,-1.26,28025856.0,0.06,-632697600.0,-1.32,-288093696.0,-0.6,892765696.0,1.86
2025-01-21,6978.49,1.76,292932608.0,0.56,131682816.0,0.25,161249792.0,0.31,-775118848.0,-1.49,482186240.0,0.93
2025-01-22,6997.89,0.28,-967075584.0,-1.92,-519951616.0,-1.03,-447123968.0,-0.89,90496000.0,0.18,876579328.0,1.74
2025-01-23,6927.73,-1.0,-1772442112.0,-3.19,-1425912832.0,-2.56,-346529280.0,-0.62,336821760.0,0.61,1435620352.0,2.58
2025-01-24,7073.4,2.1,742844672.0,1.41,449746432.0,0.86,293098240.0,0.56,-681333760.0,-1.3,-61511168.0,-0.12
2025-01-27,6882.91,-2.69,-3159541568.0,-7.03,-1832143424.0,-4.08,-1327398144.0,-2.95,1562273280.0,3.48,1597268224.0,3.55
2025-02-05,7034.49,2.2,2336127232.0,3.21,1855022848.0,2.55,481104384.0,0.66,-1323309312.0,-1.82,-1012817920.0,-1.39
2025-02-06,7363.35,4.67,3527030528.0,4.15,3014499840.0,3.55,512530688.0,0.6,-1827337984.0,-2.15,-1699692032.0,-2.0
2025-02-07,7491.43,1.74,-270367744.0,-0.25,991695616.0,0.9,-1262063360.0,-1.15,-709740544.0,-0.65,980108288.0,0.89
2025-02-10,7629.76,1.85,-145194496.0,-0.16,-423268096.0,-0.47,278073600.0,0.31,602852096.0,0.67,-457657600.0,-0.51
2025-02-11,7543.09,-1.14,-5427165184.0,-7.23,-3453898752.0,-4.6,-1973266432.0,-2.63,1346085376.0,1.79,4081079552.0,5.44
2025-02-12,7771.9,3.03,1251297536.0,1.38,1581956864.0,1.75,-330659328.0,-0.37,-974233856.0,-1.08,-277063424.0,-0.31
2025-02-13,7588.96,-2.35,-6339080704.0,-6.5,-4517772032.0,-4.63,-1821308672.0,-1.87,1555339776.0,1.59,4783741184.0,4.9
2025-02-14,7688.71,1.31,1255890432.0,1.32,2327049728.0,2.44,-1071159296.0,-1.12,-1060623616.0,-1.11,-195267072.0,-0.2
