日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,002714,53.19,51.14,54.54,51.06,400848,2195986912.0,6.54,-3.84,-2.04,1.11
2022-04-26,002714,51.14,49.29,51.94,49.21,366179,1912140768.0,5.34,-3.62,-1.85,1.02
2022-04-27,002714,48.68,52.7,52.71,47.75,401253,2116810352.0,10.06,6.92,3.41,1.11
2022-04-28,002714,52.38,51.88,52.78,50.95,253556,1358423712.0,3.47,-1.56,-0.82,0.7
2022-04-29,002714,52.17,50.41,52.3,49.57,489870,2567355872.0,5.26,-2.83,-1.47,1.36
2022-05-05,002714,50.98,50.42,51.59,50.2,347120,1824244416.0,2.76,0.02,0.01,0.96
2022-05-06,002714,49.86,49.58,50.41,49.19,211991,1093410576.0,2.42,-1.67,-0.84,0.59
2022-05-09,002714,50.15,49.68,51.14,48.39,299002,1542193856.0,5.55,0.2,0.1,0.83
2022-05-10,002714,49.22,49.82,50.16,48.21,285562,1459492752.0,3.93,0.28,0.14,0.79
2022-05-11,002714,49.96,49.69,50.28,48.98,394825,2030833808.0,2.61,-0.26,-0.13,1.1
2022-05-12,002714,49.53,48.49,50.06,48.01,388893,1969381760.0,4.13,-2.41,-1.2,1.08
2022-05-13,002714,48.64,47.46,48.7,46.74,430275,2120447520.0,4.04,-2.12,-1.03,1.19
2022-05-16,002714,47.78,49.47,49.48,47.29,458392,2313361424.0,4.61,4.24,2.01,1.27
2022-05-17,002714,49.43,48.84,49.96,48.68,347557,1773429744.0,2.59,-1.27,-0.63,0.97
2022-05-18,002714,48.85,48.12,48.98,47.85,273797,1368420992.0,2.31,-1.47,-0.72,0.76
2022-05-19,002714,46.58,46.76,47.28,45.88,489904,2369801456.0,2.91,-2.83,-1.36,1.36
2022-05-20,002714,46.48,46.93,47.48,46.01,332402,1614166512.0,3.14,0.36,0.17,0.92
2022-05-23,002714,47.26,48.02,48.4,47.21,330388,1643132288.0,2.54,2.32,1.09,0.92
2022-05-24,002714,47.78,46.72,47.93,46.68,289344,1416254096.0,2.6,-2.71,-1.3,0.8
2022-05-25,002714,46.7,48.35,48.98,46.49,416021,2069202688.0,5.33,3.49,1.63,1.16
2022-05-26,002714,48.98,48.04,49.06,48.0,319193,1603702768.0,2.19,-0.64,-0.31,0.89
2022-05-27,002714,48.46,47.49,48.65,47.23,228286,1133398576.0,2.96,-1.14,-0.55,0.63
2022-05-30,002714,47.65,47.33,48.25,46.95,268900,1324493376.0,2.74,-0.34,-0.16,0.75
2022-05-31,002714,47.28,49.36,49.36,47.1,496303,2505634144.0,4.77,4.29,2.03,1.38
2022-06-01,002714,49.34,48.33,49.34,47.98,284015,1428991088.0,2.76,-2.09,-1.03,0.79
2022-06-02,002714,48.0,48.12,48.21,47.33,207583,1029378272.0,1.82,-0.43,-0.21,0.58
2022-06-06,002714,48.13,47.53,48.18,46.88,386825,1899949488.0,2.7,-1.23,-0.59,1.07
2022-06-07,002714,47.83,48.63,49.43,47.69,389929,1966490080.0,3.66,2.31,1.1,1.08
2022-06-08,002714,48.18,48.56,49.38,47.98,361678,1822355808.0,2.88,-0.14,-0.07,1.0
2022-06-09,002714,48.82,50.22,51.01,48.44,540860,2785637792.0,5.29,3.42,1.66,1.5
2022-06-10,002714,49.93,50.01,50.13,49.29,340601,1745876016.0,1.67,-0.42,-0.21,0.95
2022-06-13,002714,50.23,52.02,53.29,50.13,640585,3434937344.0,6.32,4.02,2.01,1.78
2022-06-14,002714,51.31,52.73,53.52,51.29,562441,3054409472.0,4.29,1.36,0.71,1.56
2022-06-15,002714,52.75,52.05,53.41,51.85,415473,2239171888.0,2.96,-1.29,-0.68,1.15
2022-06-16,002714,52.13,53.39,54.16,52.13,486032,2668451680.0,3.9,2.57,1.34,1.35
2022-06-17,002714,53.07,53.28,54.07,52.97,329027,1809433840.0,2.06,-0.21,-0.11,0.91
2022-06-20,002714,53.98,54.36,55.45,53.68,383839,2154158720.0,3.32,2.03,1.08,1.07
2022-06-21,002714,54.67,54.23,55.43,53.63,289184,1614083984.0,3.31,-0.24,-0.13,0.8
2022-06-22,002714,54.69,55.68,56.23,53.76,430554,2446208752.0,4.55,2.67,1.45,1.2
2022-06-23,002714,55.68,55.72,56.61,54.83,292074,1667812640.0,3.2,0.07,0.04,0.81
2022-06-24,002714,55.83,55.33,55.93,54.68,389801,2212906704.0,2.24,-0.7,-0.39,1.08
2022-06-27,002714,56.23,57.01,57.56,56.23,505239,2956457712.0,2.4,3.04,1.68,1.4
2022-06-28,002714,57.28,56.74,57.68,56.05,345862,2020690992.0,2.86,-0.47,-0.27,0.96
2022-06-29,002714,56.43,53.3,56.53,53.09,662236,3703387744.0,6.06,-6.06,-3.44,1.84
2022-06-30,002714,53.57,53.7,54.18,52.89,331103,1826602848.0,2.42,0.75,0.4,0.92
2022-07-01,002714,53.86,54.42,55.23,53.61,303391,1702796688.0,3.02,1.34,0.72,0.84
2022-07-04,002714,56.23,60.02,60.02,56.23,877927,5243725312.0,6.96,10.29,5.6,2.44
2022-07-05,002714,60.93,61.93,62.1,59.8,977620,6111672832.0,3.83,3.18,1.91,2.71
2022-07-06,002714,59.93,59.62,62.09,59.02,667242,4124803056.0,4.96,-3.73,-2.31,1.85
2022-07-07,002714,60.45,60.71,61.77,59.52,567430,3538172960.0,3.77,1.83,1.09,1.58
2022-07-08,002714,61.1,61.27,62.55,60.33,491582,3096075184.0,3.66,0.92,0.56,1.37
2022-07-11,002714,61.27,63.57,64.27,61.26,717248,4644440064.0,4.91,3.75,2.3,1.99
2022-07-12,002714,64.03,61.93,64.42,61.51,482653,3107267633.39,4.58,-2.58,-1.64,1.34
2022-07-13,002714,62.53,62.32,62.84,60.58,379828,2403177978.09,3.65,0.63,0.39,1.05
2022-07-14,002714,62.32,61.99,63.09,60.84,299921,1911317899.2,3.61,-0.53,-0.33,0.83
2022-07-15,002714,61.33,60.93,62.56,60.74,338790,2137031013.75,2.94,-1.71,-1.06,0.94
2022-07-18,002714,60.24,60.53,61.03,58.49,410532,2528715625.2,4.17,-0.66,-0.4,1.14
2022-07-19,002714,60.3,60.14,61.22,59.23,273549,1683994631.4,3.29,-0.64,-0.39,0.76
2022-07-20,002714,60.63,58.35,60.69,57.73,475229,2866669479.75,4.92,-2.98,-1.79,1.32
2022-07-21,002714,58.2,58.29,59.51,57.43,283417,1704205913.37,3.56,-0.1,-0.06,0.79
2022-07-22,002714,58.23,57.23,58.3,56.73,278495,1642872101.17,2.69,-1.82,-1.06,0.77
2022-07-25,002714,57.11,56.45,57.32,56.15,227535,1322371220.0,2.04,-1.36,-0.78,0.63
2022-07-26,002714,57.04,56.55,57.61,56.21,221757,1294042904.83,2.48,0.18,0.1,0.62
2022-07-27,002714,56.31,56.48,57.01,56.11,210162,1219607004.18,1.59,-0.12,-0.07,0.58
2022-07-28,002714,57.01,56.63,58.13,56.5,353945,2085496444.87,2.89,0.27,0.15,0.98
2022-07-29,002714,56.93,58.03,58.96,56.28,452056,2692317972.01,4.73,2.47,1.4,1.26
2022-08-01,002714,58.09,57.2,58.16,56.21,295924,1734463862.62,3.36,-1.43,-0.83,0.82
2022-08-02,002714,56.44,56.5,57.8,55.63,295794,1721012628.03,3.79,-1.22,-0.7,0.82
2022-08-03,002714,56.53,55.15,57.23,55.12,290484,1669509329.54,3.73,-2.39,-1.35,0.81
2022-08-04,002714,55.03,56.38,56.72,55.03,220194,1272818278.43,3.06,2.23,1.23,0.61
2022-08-05,002714,56.43,56.84,56.91,55.93,159511,926826757.01,1.74,0.82,0.46,0.44
2022-08-08,002714,57.43,56.3,58.12,56.21,220120,1288019092.75,3.36,-0.95,-0.54,0.61
2022-08-09,002714,56.23,54.6,56.23,54.18,375492,2113029469.71,3.64,-3.02,-1.7,1.04
2022-08-10,002714,54.83,54.19,55.13,53.64,227150,1266646546.69,2.73,-0.75,-0.41,0.63
2022-08-11,002714,54.52,54.68,54.72,54.03,199071,1115780566.84,1.27,0.9,0.49,0.55
2022-08-12,002714,54.73,54.18,54.76,53.95,171486,956247924.89,1.48,-0.91,-0.5,0.48
2022-08-15,002714,54.13,54.39,54.78,53.6,211680,1180906684.4,2.18,0.39,0.21,0.59
2022-08-16,002714,54.4,55.83,55.83,54.11,359574,2039868325.46,3.16,2.65,1.44,1.0
2022-08-17,002714,55.84,56.03,56.07,55.11,263743,1510639418.16,1.72,0.36,0.2,0.73
2022-08-18,002714,55.92,54.08,55.92,54.03,314491,1765819624.62,3.37,-3.48,-1.95,0.87
2022-08-19,002714,53.74,56.71,57.16,53.72,518953,2988962095.39,6.36,4.86,2.63,1.44
2022-08-22,002714,56.73,57.24,58.78,56.73,374746,2217120999.71,3.61,0.93,0.53,1.04
2022-08-23,002714,57.24,57.52,58.4,56.75,260998,1549319331.75,2.88,0.49,0.28,0.72
2022-08-24,002714,57.57,57.67,59.0,57.31,416102,2480611893.91,2.94,0.26,0.15,1.16
2022-08-25,002714,58.32,58.07,58.53,57.45,309300,1840389390.14,1.87,0.69,0.4,0.86
2022-08-26,002714,58.06,57.43,58.06,56.81,235420,1389138361.42,2.15,-1.1,-0.64,0.65
