日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,MA5,MA10,MA20,MA30,MA60,RSI6,RSI12,RSI24,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower,资产总计,负债合计,营业收入,净利润,营业利润,利润总额,净利润增长率,营收增长率,经营活动产生的现金流量净额,投资活动产生的现金流量净额,筹资活动产生的现金流量净额,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,大单净流入-净额,中单净流入-净额,小单净流入-净额,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2022-04-25,-0.7925075678062723,-0.8664268219015284,-0.7302571464743298,-0.8279220752837558,0.03768100080589364,-0.11115990668354608,1.092031068974194,-1.494130143204312,0.05908675828210181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1530411376815074,-0.1692769978069397,0.019456580898222393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-26,-0.8589618102725912,-1.0972963824389579,-0.8899049550729222,-1.0901644005968374,0.45269688417347526,0.1203588042038599,2.5147753772187493,-2.060583682476871,0.5002678867884626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2841502587942162,-0.19722012042577483,-0.33188863606549845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-27,-1.1477821717608212,-0.9741659501523285,-0.9697288593722184,-1.1426128656594534,0.022620199258405776,-0.15432294635904784,2.2701406092852965,1.0662398543076557,0.04683172693470289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.315452094547046,-0.22624593953354374,-0.34550201199342384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-28,-1.007205889620532,-0.9844268195095474,-1.007146314512513,-1.0272262425216971,-0.23533842298618105,-0.31298174576142035,-0.06676520018426746,-0.11198350737926747,-0.2227789627080732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3439525597719108,-0.25554086324375075,-0.3488856214854347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-29,-0.8461821482598375,-0.7484268242935086,-0.747718625539801,-0.901349926371418,0.5672514572206827,0.2286333744472278,2.0576946266062452,2.06319808342736,0.6228182002624515,-0.939626312801202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23008369821417218,-0.2547080744989165,0.029927720657008668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-05,-0.7976194326113736,-0.8279485618119563,-0.8001030627362142,-0.7859633032336627,-0.19914748084870307,-0.26769029296001035,-0.45946838028796816,-0.7237533297936314,-0.18601386866587646,-0.9318829919831711,0.0,0.0,0.0,0.0,0.18368913191401637,0.0,0.0,-0.18515203317719323,-0.24446561406194567,0.14824102398133718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-06,-0.9177482555312567,-0.9767311674916337,-0.9273224102132169,-0.9354414286621193,-0.35164891825343775,-0.37953972259059326,-0.2212713694053955,-1.3355231522079951,-0.3453292761820623,-0.907620586753342,0.0,0.0,0.0,0.0,-0.20003894541103404,0.0,0.0,-0.23407577029554405,-0.24669870047154552,-0.0086213200501399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-09,-0.9816465655950245,-0.9946876888667672,-0.9946738294657488,-0.9747777774590811,-0.6033670907055407,-0.5403579661684632,-0.626850063610857,-0.17995793209197458,-0.6149399658248382,-0.911750357856292,0.0,0.0,0.0,0.0,0.40629001010365207,0.0,0.0,-0.28168023805471115,-0.2586310501337707,-0.13057582736726037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-10,-1.042988943256242,-0.9228616033662332,-0.922333416194511,-1.0193589727623054,-0.32463379008372323,-0.362673861515741,1.1177820971777155,0.6130770228896084,-0.32081921348726444,-0.8993610445474437,0.0,0.0,0.0,0.0,0.2530712238172781,0.0,0.0,-0.2767217087292656,-0.26712012472464003,-0.08728151686683304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,-0.9049685935185039,-0.8920789952945757,-0.8375205178765089,-0.8934826566120262,-0.03831356102968574,-0.17010890086360447,0.5512594767002454,0.2505467577551704,-0.014443429802291711,-0.9282694422680905,-0.9403859745661222,0.0,0.0,0.0,0.3885488874810196,0.0,0.0,-0.253946139735639,-0.2690572559301364,-0.004900102245827541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-12,-0.9151923231287066,-0.9023398646517945,-0.8749379730168045,-0.8882378101057646,-0.4905276992236251,-0.4635035192057236,-0.09251622838778856,-0.11198350737926747,-0.4923896523508492,-0.9432398625162828,-0.9440269769074375,0.0,0.0,0.0,-0.7975718821464278,0.0,0.0,-0.2407791904703794,-0.2678007055042708,0.035255924014728296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-13,-0.8666296074802428,-0.8510355178656992,-0.8824214640448629,-0.8620135775744562,-0.46124637213302333,-0.4430265804789234,-0.5689102501529338,0.43181189032238937,-0.46787958965605136,-0.9179450145107166,-0.9190601037098443,0.0,0.0,0.0,-0.0718951322133568,0.09549226526336875,0.0,-0.20032798048207842,-0.2581741494901124,0.1404968975995516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-16,-0.8078431622215763,-0.9074702993304049,-0.8499930029232742,-0.8856153868526334,-0.43095773235354173,-0.4241660127170464,0.22937162415622847,-0.5198300556555101,-0.43111449561385456,-0.9003934873231805,-0.9122982422188297,0.0,0.0,0.0,0.6563826096549583,-0.04861219252116223,0.0,-0.20014545191650887,-0.25043400259443144,0.1167779729090445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-17,-0.8819652018955476,-0.8433398658477855,-0.8549819969419801,-0.8829929635995022,-0.42201719566700296,-0.4172492031581457,0.13924302544390363,0.5451025981769012,-0.41885946426645565,-0.8843906242992505,-0.8979943044493768,0.0,0.0,0.0,1.1442248132450539,0.8116477524349687,0.0,-0.16304644359468867,-0.23633501994313644,0.19673133240534132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-18,-0.82062282423433,-0.7920355190616893,-0.8200590388110378,-0.8043202660055785,-0.2460297893109244,-0.2986753304315196,-0.47234389438972885,0.43181189032238937,-0.235033994055472,-0.8642579901723714,-0.902415521578117,0.0,0.0,0.0,1.0706347669531167,0.6446028491914759,0.0,-0.10473088815609985,-0.21262711259831052,0.317549960204693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-19,-0.8538499454674889,-0.8305137791512615,-0.8574764939513334,-0.8305444985368862,-0.5361572325520525,-0.4897832207980278,-0.665476605916139,-0.3612230646591935,-0.5414097777404447,-0.8498037913120474,-0.9026755931739255,0.0,0.0,0.0,0.5271304868351655,0.5367766706214395,0.0,-0.08144412700961183,-0.18869770851256354,0.32033496822105756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-20,-0.7746160409884173,-0.7330355202576794,-0.7527076195585068,-0.7466269544366999,-0.0943818686233599,-0.19288165434980176,-0.2920866969650793,0.839658438598632,-0.07571858653928618,-0.8260576074700876,-0.8779687915721399,0.0,0.0,0.0,1.0226672989356904,0.11213352290778562,0.0,-0.008658249455480332,-0.15404142240829577,0.45521032705447034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-23,-0.7490567169629098,-0.7458616069542034,-0.7676746016146254,-0.7518718009429615,-0.44538909078502587,-0.424590252037596,-0.45946838028796816,-0.13464164895016983,-0.4433695269612535,-0.7935356600343592,-0.85274184677874,0.0,0.0,0.0,0.7325847373791108,0.3927621225445183,0.0,0.039438493885789475,-0.11606559491265989,0.49694886165847646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-24,-0.7439448521578085,-0.8638616045622233,-0.7826415836707431,-0.8226772287774943,-0.39348040404209494,-0.3937605217408356,0.29374919466503163,-1.063625453357167,-0.3943494015716578,-0.7976654311373083,-0.8467602000751512,0.0,0.0,0.0,0.2999623423049216,0.5426210060123242,0.0,0.007916298914158456,-0.09240321881290361,0.3169774692416814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-25,-0.8538499454674889,-0.8459050831870898,-0.8574764939513334,-0.8279220752837558,-0.5919169296859385,-0.5254900673549937,-0.6912276341196604,0.1372560499006586,-0.6026849344774393,-0.8085060802825514,-0.8420789113506015,-0.9024543212164972,0.0,0.0,0.05376984073943274,0.6978943712837448,0.0,-0.00841747418328419,-0.0769545145166505,0.21370217172981842,-0.8958607418724439,-0.8188139008053418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-26,-0.8334024862470837,-0.7663833456686421,-0.7801470866613898,-0.8279220752837558,-0.36057010312896665,-0.3716379986952064,0.4418176068352795,0.6810514476023154,-0.3575843075294612,-0.7956005455858346,-0.8282951167727639,-0.8973093275945117,0.0,0.0,0.21163741118772023,0.72288297117582,0.0,0.022297085607989188,-0.058049395456399845,0.2571616952676357,-0.885665461806607,-0.8208052141288512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-27,-0.7439448521578085,-0.7689485630079463,-0.7676746016146254,-0.7518718009429615,-0.47151709119739527,-0.44110012690831435,-0.4530306232370878,-0.04400908266656037,-0.46787958965605136,-0.8028276450159961,-0.8199728257068998,-0.880423194681325,0.0,0.0,0.448425176332409,0.6051853656454973,0.0,0.042906275001444234,-0.03853288950932007,0.2648490200284317,-0.8933596670366507,-0.7734726697920634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30,-0.7439448521578085,-0.7971659537402987,-0.7776525896520372,-0.7649839172086157,-0.5095433998316997,-0.46744898232593995,-0.4208418379826861,-0.270590498375584,-0.5168997150456469,-0.8131520727733699,-0.808789747087146,-0.8713205136578114,0.0,0.0,-0.4314071561075954,0.511234984934935,0.0,0.04079560872433167,-0.023369528409277123,0.21011438490480672,-0.8918507400070718,-0.7553613080768206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-31,-0.7950635002088234,-0.7227746509004606,-0.7626856075959195,-0.7702287637148773,-0.2790287011481503,-0.31494181313727587,-0.11826725659130995,0.6357351644605106,-0.2717990880976688,-0.7847598964405915,-0.7965663820841571,-0.857864376492616,0.0,0.0,0.2148278147601996,0.5914212065261988,0.34085594702557365,0.079179259396745,-0.0030581801807925734,0.2748430367180297,-0.8836150780395978,-0.7364479627881229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,-0.7132736633272007,-0.7689485630079463,-0.7427296315210951,-0.7518718009429615,-0.4365779056773422,-0.418198127120104,-0.10539174248954924,-0.4291974893719006,-0.43111449561385456,-0.7692732548045299,-0.7942257377218827,-0.8589197597996905,0.0,0.0,0.8406731671011123,0.6437921534191415,0.2356771203453105,0.08038370966594108,0.013447601377919385,0.22699342214560697,-0.8863797088643591,-0.7351582250464415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-02,-0.7950635002088234,-0.7509920416328129,-0.7751580926426839,-0.7938305729930546,-0.28883497674828645,-0.3234078962735811,0.016925641477177185,0.1372560499006586,-0.2840541194450677,-0.7661759264773176,-0.7861635182518272,-0.8549620723981624,0.0,0.0,0.8406731671011123,0.47841021586249205,0.8611647638045588,0.08886463115031779,0.028459754788813664,0.20821316222918862,-0.8789299408521922,-0.7361759319057114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-06,-0.7643923113782146,-0.6791659561322798,-0.7003231823620945,-0.7571166474492239,0.05173448966450172,-0.0916901341439691,0.583448261954647,0.6130770228896084,0.08359682097689951,-0.7481081779019139,-0.7807020147398537,-0.8396590144455879,0.0,0.0,0.8007468854366644,0.5550278366514434,0.7635255603890557,0.13354197120269537,0.04999150299349703,0.290187839096382,-0.86655218878663,-0.7186086232064689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-07,-0.6800465420940407,-0.6406876960427077,-0.613015787034739,-0.6522197173239908,0.20826110375927978,0.026181386396617056,0.3710022792755958,0.31852118246787753,0.24291222849308547,-0.7166186732419232,-0.7700390793117152,-0.8214536523985598,0.0,0.0,1.0055457075792527,0.8962156792272705,0.8680228877485859,0.18713120101454847,0.0786383069253283,0.3796495944006626,-0.8542989589983778,-0.6944739760729325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
