日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,1541.12,0.4,-215183440.0,-3.55,-265206928.0,-4.37,50023488.0,0.82,215517392.0,3.55,-333946.0,-0.01,-215183434.0,-2.2324691035463156,-2.0000000557663653,,-0.3065754074043492
2024-10-29,1507.74,-2.17,-383826816.0,-6.03,-410119424.0,-6.44,26292608.0,0.41,383983136.0,6.03,-156315.0,-0.0,-383826811.0,-2.068501254332642,-2.000000026053412,,-0.6529927199621494
2024-10-30,1508.12,0.03,-108583744.0,-2.21,-251883040.0,-5.13,143299296.0,2.92,108727872.0,2.21,-144124.0,-0.0,-108583740.0,-3.3197123620902786,-2.000000073675838,,-0.08760458167803652
2024-10-31,1503.91,-0.28,55683264.0,1.22,78282000.0,1.71,-22598736.0,-0.49,-55371824.0,-1.21,-311444.0,-0.01,55683260.0,2.4058444853982617,2.0000001436697135,,0.249823034479888
2024-11-01,1509.87,0.4,191074960.0,3.86,159290096.0,3.22,31784864.0,0.64,-190717008.0,-3.85,-357949.0,-0.01,191074963.0,1.8336523555940616,1.999999968598701,-92167152.4,0.5279367127649466
2024-11-04,1524.32,0.96,317455072.0,7.08,174880256.0,3.9,142574816.0,3.18,-317074944.0,-7.07,-380121.0,-0.01,317455079.0,1.550881874534439,1.9999999558992658,14360550.2,0.7875393187152712
2024-11-05,1553.11,1.89,446260816.0,6.26,99123696.0,1.39,347137120.0,4.87,-445440768.0,-6.24,-820059.0,-0.01,446260805.0,1.2221205758816276,2.0000000492985217,180378073.4,1.0521244701557357
2024-11-06,1547.12,-0.39,-147680960.0,-2.5,-283633024.0,-4.79,135952064.0,2.3,147802272.0,2.5,-121310.0,-0.0,-147680958.0,-2.9205795374106187,-2.000000027085401,172558629.8,-0.16791578884774616
2024-11-07,1625.26,5.05,777756720.0,6.44,508045376.0,4.21,269711344.0,2.23,-777169744.0,-6.44,-586869.0,-0.0,777756827.0,1.65321865570715,1.9999997248497288,316973343.2,1.7330641139630427
2024-11-08,1586.09,-2.41,-1066442928.0,-10.79,-917465936.0,-9.28,-148976992.0,-1.51,1066558896.0,10.79,-115951.0,-0.0,-1066442911.0,-1.8603047978814857,-2.000000031881686,65469768.4,-2.0551825899544145
2024-11-11,1574.13,-0.75,-412378736.0,-5.93,-462319744.0,-6.65,49941008.0,0.72,412901600.0,5.93,-522868.0,-0.01,-412378740.0,-2.121104691284516,-1.999999980600353,-80496995.4,-0.7116424142962536
2024-11-12,1553.32,-1.32,-385222464.0,-4.91,-385010896.0,-4.91,-211568.0,-0.0,385683984.0,4.92,-461510.0,-0.01,-385222454.0,-1.9994508419802497,-2.000000051918048,-246793647.2,-0.6558595677800159
2024-11-13,1554.62,0.08,112587312.0,2.45,-94009040.0,-2.05,206596352.0,4.5,-112449728.0,-2.45,-137580.0,-0.0,112587316.0,0.16501212267996365,1.9999999289440207,-194739992.4,0.3667120016236055
2024-11-14,1549.92,-0.3,-173776304.0,-3.76,-112487808.0,-2.44,-61288496.0,-1.33,174151568.0,3.77,-375286.0,-0.01,-173776326.0,-1.6473136392583092,-1.999999746800942,-385046623.0,-0.22151935996674013
2024-11-15,1535.12,-0.95,-442603104.0,-8.36,-257730400.0,-4.87,-184872704.0,-3.49,443003520.0,8.37,-400423.0,-0.01,-442603111.0,-1.582305877646663,-1.999999968368948,-260278663.0,-0.7737275406844065
2024-11-18,1535.12,0.0,-85378736.0,-2.01,-112847776.0,-2.66,27469040.0,0.65,85679408.0,2.02,-300691.0,-0.01,-85378755.0,-2.3217311144909254,-1.9999995549243836,-194878666.0,-0.0399382654274786
2024-11-19,1518.04,-1.11,-615843872.0,-11.98,-515651968.0,-10.03,-100191904.0,-1.95,615942112.0,11.99,-98233.0,-0.0,-615843865.0,-1.8373095914497715,-2.000000022733032,-241002948.2,-1.129588514852203
