报告日,营业收入,手续费净收入,代理买卖证券业务净收入,证券承销业务净收入,委托管理资产业务净收入,投资咨询服务净收入,期货经纪业务净收入,基金管理业务净收入,利息净收入,利息收入,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,净敞口套期收益,公允价值变动收益,汇兑净收益,其他业务收入,资产处置收益,其他收益,营业支出,营业税金及附加,业务及管理费用,资产减值损失,信用减值损失,其他资产减值损失,研发费用,其他业务成本,营业利润,加:营业外收入,非流动资产处置利得,减:营业外支出,非流动资产处置损失,利润总额,减:所得税费用,净利润,持续经营净利润,终止经营净利润,归属于母公司的净利润,少数股东权益,年初未分配利润,其他因素调整,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划净负债或净资产的变动,权益法下在被投资单位不能重分类进损益的其他综合收益中享有的份额,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期,营收增长率,净利润增长率
2024-12-31,43397126485.0,15127093803.0,7842952642.0,2921909698.0,3892575033.0,,,,2357067525.0,15064409139.0,12707341614.0,13041992600.0,305817938.0,,,2032639435.0,172142571.0,9838775086.0,-6757399.0,834172864.0,26737764986.0,197148749.0,16462296793.0,,249973085.0,41602429.0,,9786743930.0,16659361499.0,5397551.0,,2517858.0,,16662241192.0,3113480946.0,13548760246.0,9913939300.0,,13024084673.0,524675573.0,58506243082.0,,1467713808.0,1382594212.0,759014414.0,,71639729.0,687374685.0,,623579798.0,78261154.0,,219682600.0,,87251873.0,,,,238384171.0,,85119596.0,15016474054.0,14406678885.0,609795169.0,1.39,1.39,定期报告,是,20250329,CNY,合并期末,2025-03-28T21:46:20,,
2024-09-30,29000991014.0,9436026843.0,4453833578.0,1798159313.0,2862167628.0,,,,1567258189.0,10968400453.0,9401142264.0,6388973053.0,210616675.0,,,4536462846.0,35559397.0,6377864438.0,434939.0,658411309.0,16904971145.0,128324558.0,10431321828.0,,75148971.0,-13139022.0,,6283314810.0,12096019869.0,3006466.0,,-8065379.0,,12107091714.0,2193152414.0,9913939300.0,9913939300.0,,9523020776.0,390918524.0,58506243082.0,,584868685.0,593207643.0,558794987.0,,57684062.0,501110925.0,,34412656.0,4722766.0,,78522924.0,,9160220.0,,,,-57993254.0,,-8338958.0,10498807985.0,10116228419.0,382579566.0,1.01,1.01,定期报告,未审计,20241031,CNY,合并期末,2024-10-30T18:58:14,-0.33173015443720566,-0.26827701428055806
2024-06-30,17069764879.0,6377062982.0,3077835971.0,1165876899.0,1920920429.0,,,,1043465406.0,7416963524.0,6373498118.0,2943102188.0,130509041.0,,,2120586900.0,131837104.0,3841685588.0,226007.0,611798704.0,10569773899.0,62442508.0,6581568929.0,,236578932.0,25979145.0,,3663204385.0,6499990980.0,2518310.0,,-16647563.0,,6519156853.0,1203399369.0,5315757484.0,5315757484.0,,5016017486.0,299739998.0,58506243082.0,,253021108.0,220535195.0,31631987.0,,79584954.0,-47952967.0,,188903208.0,30069894.0,,69577259.0,,8413545.0,,,,80842510.0,,32485913.0,5568778592.0,5236552681.0,332225911.0,0.52,0.52,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T17:28:49,-0.41140753187504164,-0.4638097608687195
2024-03-31,7983091405.0,3154366405.0,1498606473.0,641758028.0,917959438.0,,,,350388144.0,3669863190.0,3319475046.0,-3019047978.0,39074388.0,,,5434476265.0,-5451583.0,1471163755.0,161696.0,597034701.0,4749267577.0,30964408.0,3317187700.0,,-14003709.0,11592918.0,,1403526260.0,3233823828.0,681154.0,,876162.0,,3233628820.0,614422264.0,2619206556.0,2619206556.0,,2489358737.0,129847819.0,58506243082.0,,-29926576.0,-31303820.0,40096775.0,,39451551.0,645224.0,,-71400595.0,21239024.0,,-100420361.0,,-128807.0,,,,7909549.0,,1377244.0,2589279980.0,2458054917.0,131225063.0,0.26,0.26,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T17:08:33,-0.5323256376646897,-0.5072750094631668
