日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-24,123.8,-0.98,-176554528.0,-6.62,-84570272.0,-3.17,-91984256.0,-3.45,43048080.0,1.62,133506448.0,5.01
2024-10-25,122.0,-1.45,-176341200.0,-5.75,-53715824.0,-1.75,-122625376.0,-4.0,49007856.0,1.6,127333328.0,4.15
2024-10-28,122.57,0.47,-49287088.0,-2.06,19365888.0,0.81,-68652976.0,-2.87,38562032.0,1.61,10725056.0,0.45
2024-10-29,126.53,3.23,210770400.0,4.3,224760960.0,4.59,-13990560.0,-0.29,-97987264.0,-2.0,-112783136.0,-2.3
2024-10-30,125.19,-1.06,-127922960.0,-3.77,-149964608.0,-4.42,22041648.0,0.65,131590672.0,3.88,-3667712.0,-0.11
2024-10-31,128.42,2.58,196922384.0,4.46,211969856.0,4.8,-15047472.0,-0.34,-108137952.0,-2.45,-88784432.0,-2.01
2024-11-01,123.88,-3.54,-241440848.0,-7.21,-234799840.0,-7.01,-6641008.0,-0.2,117036512.0,3.5,124404336.0,3.72
2024-11-04,124.45,0.46,-96540816.0,-3.89,4585328.0,0.18,-101126144.0,-4.08,-46718000.0,-1.88,143258816.0,5.78
2024-11-05,129.28,3.88,-244288.0,-0.01,219876336.0,5.15,-220120624.0,-5.16,-61055984.0,-1.43,61300256.0,1.44
2024-11-06,133.19,3.02,-164166784.0,-3.5,194079392.0,4.14,-358246176.0,-7.65,94361248.0,2.01,69805552.0,1.49
2024-11-07,141.75,6.43,133117600.0,2.52,280705440.0,5.32,-147587840.0,-2.8,-100787856.0,-1.91,-32329744.0,-0.61
2024-11-08,136.99,-3.36,-669150912.0,-9.38,-613089360.0,-8.6,-56061552.0,-0.79,447533136.0,6.28,221617808.0,3.11
2024-11-11,139.05,1.5,-658698528.0,-8.46,-145044128.0,-1.86,-513654400.0,-6.6,473757088.0,6.09,184941440.0,2.38
2024-11-12,129.41,-6.93,-820212016.0,-13.85,-550981680.0,-9.3,-269230336.0,-4.55,592371936.0,10.0,227840096.0,3.85
2024-11-13,131.51,1.62,-176742880.0,-4.75,-272992.0,-0.01,-176469888.0,-4.74,104406704.0,2.81,72336192.0,1.94
2024-11-14,126.7,-3.66,-672955920.0,-17.55,-352090688.0,-9.18,-320865232.0,-8.37,466057536.0,12.16,206898400.0,5.4
2024-11-15,121.9,-3.79,-253852608.0,-8.78,-240455152.0,-8.31,-13397456.0,-0.46,84433920.0,2.92,169418704.0,5.86
2024-11-18,123.11,0.99,-341078848.0,-10.93,-118775040.0,-3.81,-222303808.0,-7.13,139208464.0,4.46,201870384.0,6.47
2024-11-19,127.2,3.32,118701680.0,4.39,70851632.0,2.62,47850048.0,1.77,-78739584.0,-2.91,-39962112.0,-1.48
2024-11-20,126.54,-0.52,-47861600.0,-1.91,73298400.0,2.93,-121160000.0,-4.85,82559040.0,3.3,-34697456.0,-1.39
