日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-22,19.05,-0.68,-126555136.0,-6.4,-93557648.0,-4.73,-32997488.0,-1.67,63006336.0,3.19,63548816.0,3.21
2024-10-23,18.91,-0.73,-131608704.0,-6.33,-121497504.0,-5.85,-10111200.0,-0.49,60732464.0,2.92,70876224.0,3.41
2024-10-24,18.81,-0.53,-85384611.0,-6.13,-60729027.0,-4.36,-24655584.0,-1.77,18836080.0,1.35,66548528.0,4.78
2024-10-25,18.77,-0.21,11689130.0,0.84,39352586.0,2.84,-27663456.0,-2.0,-10264224.0,-0.74,-1424912.0,-0.1
2024-10-28,18.69,-0.43,-41177877.0,-3.7,-13677685.0,-1.23,-27500192.0,-2.47,4190064.0,0.38,36987803.0,3.32
2024-10-29,18.75,0.32,47351408.0,2.95,47276752.0,2.95,74656.0,0.0,-23451328.0,-1.46,-23900064.0,-1.49
2024-10-30,18.66,-0.48,-22115836.0,-1.92,-52272252.0,-4.54,30156416.0,2.62,7915312.0,0.69,14200532.0,1.23
2024-10-31,18.92,1.39,159705712.0,6.89,138960304.0,5.99,20745408.0,0.89,-115563216.0,-4.98,-44142464.0,-1.9
2024-11-01,18.87,-0.26,-98663237.0,-6.44,-21948613.0,-1.43,-76714624.0,-5.01,8208.0,0.0,98655024.0,6.44
2024-11-04,19.26,2.07,8227968.0,0.47,68952224.0,3.95,-60724256.0,-3.48,21336656.0,1.22,-29564624.0,-1.7
2024-11-05,19.8,2.8,-143047888.0,-4.5,-186004480.0,-5.85,42956592.0,1.35,105862016.0,3.33,37185856.0,1.17
2024-11-06,20.45,3.28,-180883728.0,-3.76,-49731328.0,-1.03,-131152400.0,-2.73,55585776.0,1.16,125297984.0,2.61
2024-11-07,21.5,5.13,-21090688.0,-0.52,-122838832.0,-3.04,101748144.0,2.52,34748704.0,0.86,-13658000.0,-0.34
2024-11-08,20.97,-2.47,-124845920.0,-3.89,-8619776.0,-0.27,-116226144.0,-3.62,57437104.0,1.79,67408816.0,2.1
2024-11-11,20.88,-0.43,-168058416.0,-8.27,-94470960.0,-4.65,-73587456.0,-3.62,76743216.0,3.78,91315184.0,4.49
2024-11-12,20.42,-2.2,-182613872.0,-9.47,-140085008.0,-7.26,-42528864.0,-2.2,51059472.0,2.65,131554400.0,6.82
2024-11-13,20.48,0.29,-133471044.0,-10.58,-50248404.0,-3.98,-83222640.0,-6.6,38350016.0,3.04,95121036.0,7.54
2024-11-14,20.28,-0.98,-109104240.0,-9.1,-74918480.0,-6.25,-34185760.0,-2.85,16343808.0,1.36,92760431.0,7.74
2024-11-15,19.58,-3.45,-218828381.0,-17.03,-181582813.0,-14.13,-37245568.0,-2.9,59422064.0,4.62,159406313.0,12.4
2024-11-18,19.58,0.0,-56384335.0,-5.45,-52416207.0,-5.07,-3968128.0,-0.38,5659568.0,0.55,50724759.0,4.9
2024-11-19,19.64,0.31,497263.0,0.05,-55099403.0,-5.98,55596666.0,6.03,-21585280.0,-2.34,21088019.0,2.29
2024-11-20,19.55,-0.46,-16378702.0,-2.31,-4868506.0,-0.69,-11510196.0,-1.63,8100723.0,1.14,8277979.0,1.17
2024-11-21,19.81,1.33,140102763.0,7.66,126466331.0,6.91,13636432.0,0.75,-19911216.0,-1.09,-120191536.0,-6.57
2024-11-22,19.12,-3.48,-77327306.0,-5.59,-14618074.0,-1.06,-62709232.0,-4.54,68576320.0,4.96,8750992.0,0.63
2024-11-25,18.99,-0.68,-97597152.0,-9.89,-24525229.0,-2.48,-73071923.0,-7.4,26685856.0,2.7,70911290.0,7.18
2024-11-26,18.98,-0.05,-27051912.0,-4.68,-6852905.0,-1.19,-20199007.0,-3.49,-27746052.0,-4.8,54797965.0,9.48
2024-11-27,19.08,0.53,-2028904.0,-0.27,-14459803.0,-1.91,12430899.0,1.64,9224048.0,1.22,-7195143.0,-0.95
2024-11-28,18.77,-1.62,-81145256.0,-11.56,-75829565.0,-10.8,-5315691.0,-0.76,24463654.0,3.48,56681602.0,8.07
