序号,代码,名称,最新价,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比
1,603202,N天有,116.0,24.06,808603618.0,28.56,154832639.0,5.47,653770979.0,23.09,-597752704.0,-21.11,-210850928.0,-7.45
2,300750,宁德时代,236.87,1.51,358988992.0,8.35,197919232.0,4.61,161069760.0,3.75,-228814784.0,-5.32,-130174208.0,-3.03
3,601933,永辉超市,5.62,2.93,241340512.0,7.72,100522864.0,3.22,140817648.0,4.51,7073568.0,0.23,-248414096.0,-7.95
4,002584,西陇科学,10.78,10.0,224169095.0,17.09,249487317.0,19.02,-25318222.0,-1.93,-92796048.0,-7.07,-131373040.0,-10.02
5,000601,韶能股份,6.31,9.93,220268503.0,23.64,264896031.0,28.44,-44627528.0,-4.79,-92311901.0,-9.91,-127956609.0,-13.74
6,000560,我爱我家,3.65,5.8,209229008.0,10.45,167025568.0,8.34,42203440.0,2.11,-156456784.0,-7.82,-52772240.0,-2.64
7,002564,天沃科技,5.65,9.92,203190474.0,25.72,271554736.0,34.38,-68364262.0,-8.65,-111219640.0,-14.08,-91970840.0,-11.64
8,600310,广西能源,5.07,9.98,202615933.0,19.52,241008414.0,23.22,-38392481.0,-3.7,-106963017.0,-10.31,-95652909.0,-9.22
9,000965,天保基建,5.21,9.92,196179104.0,11.46,174612992.0,10.2,21566112.0,1.26,-100939744.0,-5.9,-95239360.0,-5.56
10,002582,好想你,12.0,9.99,177436118.0,22.44,196145742.0,24.81,-18709624.0,-2.37,-96250407.0,-12.17,-81185708.0,-10.27
11,002562,兄弟科技,4.61,5.98,175285042.0,25.83,188248108.0,27.74,-12963066.0,-1.91,-87736399.0,-12.93,-87548643.0,-12.9
12,002098,浔兴股份,9.66,10.02,173086441.0,29.19,195437310.0,32.96,-22350869.0,-3.77,-92666835.0,-15.63,-80419606.0,-13.56
13,000333,美的集团,72.95,1.53,164427221.0,9.76,106739717.0,6.34,57687504.0,3.42,-108156176.0,-6.42,-56271040.0,-3.34
14,001400,N江顺科,66.7,78.53,158018592.0,19.99,14573492.0,1.84,143445100.0,18.15,254186030.0,32.16,-412204624.0,-52.15
15,600505,西昌电力,17.31,9.97,150201137.0,15.96,227334414.0,24.16,-77133277.0,-8.2,-95796011.0,-10.18,-54405135.0,-5.78
16,002821,凯莱英,73.77,10.01,149625748.0,23.97,188145478.0,30.14,-38519730.0,-6.17,-77480494.0,-12.41,-72145256.0,-11.56
17,301171,易点天下,26.65,5.96,146279596.0,12.83,60213676.0,5.28,86065920.0,7.55,-51601696.0,-4.53,-94677904.0,-8.3
18,600744,华银电力,3.85,10.0,143744701.0,48.83,145093988.0,49.29,-1349287.0,-0.46,-58378371.0,-19.83,-85366329.0,-29.0
19,600629,华建集团,8.91,6.32,140614149.0,17.58,160626775.0,20.08,-20012626.0,-2.5,-80088261.0,-10.01,-60525891.0,-7.57
20,000430,ST张家界,6.98,0.43,133689707.0,23.88,40094168.0,7.16,93595539.0,16.72,-27501681.0,-4.91,-106188027.0,-18.97
21,000425,徐工机械,9.01,-0.99,133590766.0,24.9,40912728.0,7.62,92678038.0,17.27,4205869.0,0.78,-137796635.0,-25.68
22,300267,尔康制药,3.12,20.0,127687937.0,33.53,0.0,0.0,127687937.0,33.53,-69630051.0,-18.29,-58057885.0,-15.25
23,300014,亿纬锂能,40.92,1.26,125419607.0,11.39,57242615.0,5.2,68176992.0,6.19,38844416.0,3.53,-164264024.0,-14.92
24,002688,金河生物,6.55,4.63,121549243.0,11.57,151495706.0,14.43,-29946463.0,-2.85,-67932832.0,-6.47,-53616416.0,-5.11
25,301509,金凯生科,31.48,20.02,120955390.0,29.25,151935092.0,36.75,-30979702.0,-7.49,-78776966.0,-19.05,-42178424.0,-10.2
26,600900,长江电力,29.46,0.89,115526699.0,6.9,116217803.0,6.94,-691104.0,-0.04,-69136976.0,-4.13,-46389744.0,-2.77
27,000510,新金路,6.61,9.98,112591505.0,16.12,147553822.0,21.13,-34962317.0,-5.01,-66170357.0,-9.47,-46421147.0,-6.65
28,605358,立昂微,25.79,4.75,108660907.0,10.14,95149183.0,8.87,13511724.0,1.26,-18733456.0,-1.75,-89927456.0,-8.39
29,600418,江淮汽车,34.5,-0.23,106161424.0,8.39,96135136.0,7.6,10026288.0,0.79,-33566176.0,-2.65,-72595280.0,-5.74
30,002693,双成药业,10.53,10.03,102045419.0,10.9,132524868.0,14.16,-30479449.0,-3.26,-33625251.0,-3.59,-68420176.0,-7.31
31,300724,捷佳伟创,57.71,5.79,100850493.0,10.51,33905850.0,3.53,66944643.0,6.98,-27488256.0,-2.87,-73362236.0,-7.65
32,601059,信达证券,15.07,1.62,98235320.0,11.68,46934134.0,5.58,51301186.0,6.1,-31656560.0,-3.76,-66578772.0,-7.92
33,301076,新瀚新材,32.0,19.99,97986554.0,16.94,107240144.0,18.54,-9253590.0,-1.6,-39923192.0,-6.9,-58063363.0,-10.04
34,601179,中国西电,6.34,2.26,93794631.0,13.51,66574601.0,9.59,27220030.0,3.92,4889913.0,0.7,-98684544.0,-14.21
35,600679,上海凤凰,13.3,10.01,93185605.0,30.0,105142483.0,33.85,-11956878.0,-3.85,-39771713.0,-12.8,-53413891.0,-17.19
36,300386,飞天诚信,17.87,7.33,92627903.0,7.59,80991983.0,6.64,11635920.0,0.95,-66206144.0,-5.43,-26421776.0,-2.17
37,600276,恒瑞医药,51.13,0.08,90166606.0,5.24,39152094.0,2.27,51014512.0,2.96,-60146176.0,-3.49,-30020448.0,-1.74
38,600467,好当家,2.41,6.17,90071781.0,18.71,93274391.0,19.38,-3202610.0,-0.67,-38360870.0,-7.97,-51710911.0,-10.74
39,000883,湖北能源,5.1,1.39,89807393.0,19.1,69205610.0,14.72,20601783.0,4.38,16134928.0,3.43,-105942320.0,-22.53
40,600969,郴电国际,8.07,9.95,89801642.0,26.89,82266539.0,24.63,7535103.0,2.26,-43662959.0,-13.07,-46138683.0,-13.81
41,001270,*ST铖昌,33.66,2.75,87533700.0,16.13,36873827.0,6.79,50659873.0,9.33,-10419458.0,-1.92,-77114243.0,-14.21
42,600979,广安爱众,6.12,5.34,87088043.0,10.1,62924760.0,7.29,24163283.0,2.8,-22780400.0,-2.64,-64307649.0,-7.46
43,601318,中国平安,51.22,1.03,86600624.0,3.99,74856624.0,3.45,11744000.0,0.54,-37934848.0,-1.75,-48665808.0,-2.24
44,301210,金杨股份,59.6,6.43,86344193.0,17.45,-5439247.0,-1.1,91783440.0,18.55,37883089.0,7.65,-124227281.0,-25.1
45,300015,爱尔眼科,12.72,1.44,82793831.0,10.0,30759539.0,3.71,52034292.0,6.28,-24961760.0,-3.01,-57832068.0,-6.98
46,600884,杉杉股份,6.68,5.03,81407437.0,16.16,38768805.0,7.7,42638632.0,8.46,-13544677.0,-2.69,-67862759.0,-13.47
47,688660,电气风电,7.97,12.1,81344661.0,18.78,9898864.0,2.29,71445797.0,16.5,-38288047.0,-8.84,-43056614.0,-9.94
48,002446,盛路通信,6.68,4.87,80804292.0,11.27,41594345.0,5.8,39209947.0,5.47,-14240809.0,-1.99,-66563490.0,-9.29
49,600644,乐山电力,12.86,10.01,80338384.0,5.3,126210868.0,8.32,-45872484.0,-3.02,-33414128.0,-2.2,-46924256.0,-3.09
50,002492,恒基达鑫,5.6,6.26,78703860.0,19.67,103574282.0,25.89,-24870422.0,-6.22,-47416628.0,-11.85,-31287232.0,-7.82
51,601288,农业银行,5.59,2.01,78203728.0,3.55,23084752.0,1.05,55118976.0,2.5,-16164512.0,-0.73,-62039232.0,-2.81
52,002850,科达利,131.05,4.03,77508110.0,13.42,54594284.0,9.45,22913826.0,3.97,-36718258.0,-6.36,-40789852.0,-7.06
53,603809,豪能股份,17.11,5.75,75972903.0,9.4,136967440.0,16.95,-60994537.0,-7.55,-22835210.0,-2.83,-53137694.0,-6.58
54,300680,隆盛科技,39.99,2.41,75729515.0,9.47,-8853185.0,-1.11,84582700.0,10.58,28545833.0,3.57,-104275358.0,-13.05
55,301335,天元宠物,25.4,19.98,75602273.0,26.56,96759030.0,33.99,-21156757.0,-7.43,-35394465.0,-12.43,-40207809.0,-14.13
56,300624,万兴科技,54.8,-0.25,74165034.0,12.65,26948688.0,4.6,47216346.0,8.06,7699418.0,1.31,-81864451.0,-13.97
57,002460,赣锋锂业,30.73,1.29,72791202.0,6.72,56854358.0,5.25,15936844.0,1.47,-9735120.0,-0.9,-63056080.0,-5.82
58,000514,渝 开 发,4.57,10.12,72633103.0,42.51,89129480.0,52.17,-16496377.0,-9.66,-32317815.0,-18.92,-40315288.0,-23.6
59,300994,久祺股份,16.66,20.03,72371728.0,18.6,63076557.0,16.21,9295171.0,2.39,-43419644.0,-11.16,-28952084.0,-7.44
60,300567,精测电子,64.97,3.95,71651744.0,10.97,31464566.0,4.82,40187178.0,6.16,-31324480.0,-4.8,-40327263.0,-6.18
61,300765,新诺威,43.93,-1.83,71608284.0,7.52,43034880.0,4.52,28573404.0,3.0,-18066864.0,-1.9,-53541426.0,-5.62
62,000953,河化股份,6.26,10.02,70836649.0,46.77,70672001.0,46.67,164648.0,0.11,-29700525.0,-19.61,-41136126.0,-27.16
63,002920,德赛西威,103.16,2.05,70037750.0,7.58,64674930.0,7.0,5362820.0,0.58,1082528.0,0.12,-71120276.0,-7.7
64,000881,中广核技,7.32,10.08,69172071.0,37.46,73953591.0,40.05,-4781520.0,-2.59,-27043602.0,-14.65,-42128469.0,-22.82
65,002176,江特电机,7.38,6.19,69122350.0,10.5,40834940.0,6.2,28287410.0,4.3,-10104000.0,-1.53,-59018357.0,-8.96
66,002565,顺灏股份,3.69,3.65,68859330.0,12.45,23011172.0,4.16,45848158.0,8.29,5390998.0,0.97,-74250328.0,-13.43
67,603308,应流股份,19.67,2.45,67907527.0,15.99,34402808.0,8.1,33504719.0,7.89,-9727026.0,-2.29,-58180500.0,-13.7
68,002366,融发核电,4.89,5.16,65558012.0,8.97,54802653.0,7.5,10755359.0,1.47,-48655102.0,-6.65,-16902910.0,-2.31
69,600592,龙溪股份,19.29,2.44,62718911.0,5.35,-13698605.0,-1.17,76417516.0,6.52,16829808.0,1.43,-79548704.0,-6.78
70,600051,宁波联合,7.4,9.96,61617160.0,22.24,98726505.0,35.64,-37109345.0,-13.4,-35401988.0,-12.78,-26215173.0,-9.46
71,605300,佳禾食品,15.2,6.97,61020256.0,19.44,82950129.0,26.42,-21929873.0,-6.99,-24418892.0,-7.78,-36601363.0,-11.66
72,002793,罗欣药业,4.72,10.02,60588795.0,22.4,71415872.0,26.41,-10827077.0,-4.0,-36173393.0,-13.37,-24415402.0,-9.03
73,600410,华胜天成,7.89,0.64,60285969.0,10.78,46484050.0,8.31,13801919.0,2.47,-19251672.0,-3.44,-41034298.0,-7.34
74,600391,航发科技,25.09,0.68,60196669.0,5.62,-10436393.0,-0.97,70633062.0,6.6,-55132624.0,-5.15,-5064048.0,-0.47
75,001316,润贝航科,41.28,9.99,60022716.0,12.71,33205927.0,7.03,26816789.0,5.68,-39069277.0,-8.27,-20953440.0,-4.44
76,601919,中远海控,14.23,-0.28,59810955.0,8.77,13769943.0,2.02,46041012.0,6.75,17517675.0,2.57,-77328631.0,-11.34
77,600800,渤海化学,3.3,10.0,58790036.0,33.51,54225453.0,30.9,4564583.0,2.6,-20944258.0,-11.94,-37845778.0,-21.57
78,300972,万辰集团,138.53,7.93,58402454.0,10.08,25950079.0,4.48,32452375.0,5.6,-22755060.0,-3.93,-35647395.0,-6.15
79,002469,三维化学,9.92,9.98,58115588.0,3.79,33829812.0,2.21,24285776.0,1.58,-41762032.0,-2.72,-16353552.0,-1.07
80,002481,双塔食品,5.8,3.57,55180138.0,8.95,51023723.0,8.28,4156415.0,0.67,-16527120.0,-2.68,-38653017.0,-6.27
81,000519,中兵红箭,16.7,2.58,54811696.0,7.82,3099426.0,0.44,51712270.0,7.38,13896905.0,1.98,-68708595.0,-9.8
82,600887,伊利股份,29.14,0.48,54596681.0,8.55,50684251.0,7.93,3912430.0,0.61,-42850120.0,-6.71,-11746560.0,-1.84
83,603399,永杉锂业,9.17,9.95,54565994.0,51.73,57075324.0,54.11,-2509330.0,-2.38,-26965821.0,-25.56,-27600174.0,-26.17
84,600129,太极集团,21.02,3.14,53875690.0,12.64,17679069.0,4.15,36196621.0,8.5,-9846265.0,-2.31,-44029426.0,-10.33
85,603322,超讯通信,37.19,0.51,53376925.0,13.33,26202279.0,6.54,27174646.0,6.79,-22250356.0,-5.56,-31126568.0,-7.77
86,603335,迪生力,4.49,10.05,52817813.0,22.9,70272892.0,30.47,-17455079.0,-7.57,-30212974.0,-13.1,-22604839.0,-9.8
87,301498,乖宝宠物,119.98,15.44,52519354.0,10.17,9033224.0,1.75,43486130.0,8.42,16782695.0,3.25,-69302048.0,-13.42
88,301160,翔楼新材,103.57,0.78,52230338.0,11.29,38540366.0,8.33,13689972.0,2.96,3050609.0,0.66,-55280947.0,-11.95
89,002230,科大讯飞,45.19,0.2,52039560.0,3.39,25983112.0,1.69,26056448.0,1.7,14679616.0,0.96,-66719168.0,-4.34
90,002537,海联金汇,8.95,9.95,51842256.0,1.34,313140512.0,8.08,-261298256.0,-6.74,-222061872.0,-5.73,170219584.0,4.39
91,002365,永安药业,12.38,10.04,51585139.0,8.54,70458868.0,11.66,-18873729.0,-3.12,-45900476.0,-7.6,-5684665.0,-0.94
92,000600,建投能源,6.79,4.78,50592456.0,5.35,33398192.0,3.53,17194264.0,1.82,-7028864.0,-0.74,-43563584.0,-4.61
93,603063,禾望电气,30.1,1.11,49572692.0,6.31,1936843.0,0.25,47635849.0,6.06,-5548886.0,-0.71,-44023807.0,-5.6
94,002602,ST华通,6.86,2.39,49487261.0,8.16,34207875.0,5.64,15279386.0,2.52,-22394734.0,-3.69,-27092527.0,-4.47
95,001206,依依股份,19.18,9.98,48592429.0,25.21,36054493.0,18.7,12537936.0,6.5,-15996397.0,-8.3,-32596032.0,-16.91
96,002891,中宠股份,53.44,10.0,48411711.0,7.78,80076307.0,12.87,-31664596.0,-5.09,-11493257.0,-1.85,-36918453.0,-5.93
97,300696,爱乐达,18.8,3.7,45845389.0,9.18,29675237.0,5.95,16170152.0,3.24,-20602515.0,-4.13,-25242875.0,-5.06
98,603259,药明康德,56.42,0.36,45505642.0,2.15,-54908102.0,-2.59,100413744.0,4.74,-19301552.0,-0.91,-26204096.0,-1.24
99,605133,嵘泰股份,34.25,9.92,44622017.0,9.97,53385848.0,11.92,-8763831.0,-1.96,-5329861.0,-1.19,-39292156.0,-8.78
100,002215,诺 普 信,9.46,2.6,44519071.0,16.2,7733624.0,2.81,36785447.0,13.39,-20814752.0,-7.57,-23704319.0,-8.63
101,300870,欧陆通,106.38,-2.95,43330676.0,8.46,5216012.0,1.02,38114664.0,7.44,-12132414.0,-2.37,-31198262.0,-6.09
102,603693,江苏新能,12.65,2.6,43131217.0,10.05,19843957.0,4.62,23287260.0,5.42,24556496.0,5.72,-67687713.0,-15.77
103,603596,伯特利,58.4,-0.93,42732498.0,8.71,15884512.0,3.24,26847986.0,5.47,-7308757.0,-1.49,-35423741.0,-7.22
104,002196,方正电机,9.7,9.98,42592894.0,48.14,42255140.0,47.75,337754.0,0.38,-19303000.0,-21.82,-23289894.0,-26.32
105,301078,孩子王,13.84,0.22,41858118.0,3.48,22256502.0,1.85,19601616.0,1.63,-11394112.0,-0.95,-30464000.0,-2.53
106,600079,人福医药,20.46,-2.06,41804159.0,12.08,16138963.0,4.66,25665196.0,7.42,-19568176.0,-5.65,-22235983.0,-6.43
107,600308,华泰股份,4.0,3.9,41676998.0,5.94,81333099.0,11.59,-39656101.0,-5.65,-50543303.0,-7.21,8866305.0,1.26
108,603669,灵康药业,4.62,10.0,41653765.0,45.53,37772828.0,41.29,3880937.0,4.24,-20328877.0,-22.22,-21324888.0,-23.31
109,600026,中远海能,10.19,1.29,41005254.0,12.0,24683949.0,7.23,16321305.0,4.78,-8297073.0,-2.43,-32708180.0,-9.57
110,000902,新洋丰,14.19,2.31,40768421.0,11.99,3494672.0,1.03,37273749.0,10.96,-4512813.0,-1.33,-36255608.0,-10.66
111,603086,先达股份,8.01,10.03,39791600.0,3.48,96274384.0,8.42,-56482784.0,-4.94,-45892480.0,-4.01,6100872.0,0.53
112,600828,茂业商业,3.95,10.03,39714711.0,56.34,33169096.0,47.05,6545615.0,9.29,-11966214.0,-16.97,-27748497.0,-39.36
113,000937,冀中能源,6.17,6.56,39391598.0,10.48,19118937.0,5.09,20272661.0,5.39,-5316411.0,-1.41,-34075186.0,-9.06
114,688331,荣昌生物,51.3,8.02,39191625.0,10.83,10008446.0,2.76,29183179.0,8.06,-26653000.0,-7.36,-12538624.0,-3.46
115,000800,一汽解放,7.19,-0.83,39146957.0,21.55,17469372.0,9.62,21677585.0,11.93,4531910.0,2.49,-43678867.0,-24.04
116,300569,天能重工,5.1,13.84,39110226.0,6.58,26161167.0,4.4,12949059.0,2.18,-8926341.0,-1.5,-30183885.0,-5.08
117,000698,沈阳化工,3.52,7.65,38963727.0,19.08,26380492.0,12.92,12583235.0,6.16,-16723479.0,-8.19,-22240249.0,-10.89
118,605567,春雪食品,10.0,5.82,38938763.0,12.29,29297973.0,9.25,9640790.0,3.04,-8788707.0,-2.77,-30150056.0,-9.52
119,000973,佛塑科技,6.78,3.2,38851618.0,15.7,8125841.0,3.28,30725777.0,12.42,-7325971.0,-2.96,-31525647.0,-12.74
120,002946,新乳业,17.24,3.98,38833633.0,14.69,18715314.0,7.08,20118319.0,7.61,4754858.0,1.8,-43588491.0,-16.49
121,002016,世荣兆业,6.02,3.44,38434861.0,16.27,22927877.0,9.71,15506984.0,6.57,4946992.0,2.09,-43381853.0,-18.37
122,600649,城投控股,5.0,4.38,37865527.0,9.81,16781821.0,4.35,21083706.0,5.46,-31696849.0,-8.21,-6168677.0,-1.6
123,603477,巨星农牧,21.22,1.92,37662977.0,8.1,17760318.0,3.82,19902659.0,4.28,-6727654.0,-1.45,-30935324.0,-6.65
124,002422,科伦药业,35.48,1.9,37549342.0,7.08,14580416.0,2.75,22968926.0,4.33,-7666141.0,-1.45,-29883201.0,-5.63
125,301007,德迈仕,19.71,3.63,37245447.0,11.18,9231185.0,2.77,28014262.0,8.41,8504548.0,2.55,-45749995.0,-13.73
126,601100,恒立液压,72.52,-2.47,37175066.0,4.12,24961439.0,2.76,12213627.0,1.35,-2017824.0,-0.22,-35157232.0,-3.89
127,600501,航天晨光,19.39,2.92,37117216.0,8.9,21740866.0,5.21,15376350.0,3.69,-26757231.0,-6.41,-10359985.0,-2.48
128,301165,锐捷网络,70.36,0.57,36918010.0,6.73,13698777.0,2.5,23219233.0,4.23,-4824866.0,-0.88,-32093145.0,-5.85
129,002027,分众传媒,6.97,0.58,36580104.0,7.2,46756282.0,9.2,-10176178.0,-2.0,-13006891.0,-2.56,-23573213.0,-4.64
130,300199,翰宇药业,14.65,2.3,36563402.0,5.34,9790093.0,1.43,26773309.0,3.91,-20455350.0,-2.99,-16108052.0,-2.35
131,600503,华丽家族,2.52,3.7,36540201.0,15.66,22189542.0,9.51,14350659.0,6.15,-1049168.0,-0.45,-35491034.0,-15.21
132,300185,通裕重工,2.41,4.33,36466887.0,11.05,0.0,0.0,36466887.0,11.05,870054.0,0.26,-37336940.0,-11.31
133,002809,红墙股份,11.9,9.98,36352061.0,5.9,26751785.0,4.34,9600276.0,1.56,-12733391.0,-2.07,-23618666.0,-3.83
134,688036,传音控股,81.93,0.64,36181301.0,9.33,-111983.0,-0.03,36293284.0,9.36,-27620716.0,-7.12,-8560585.0,-2.21
135,002738,中矿资源,28.84,0.91,36097740.0,7.08,20854071.0,4.09,15243669.0,2.99,7782039.0,1.53,-43879778.0,-8.61
136,300769,德方纳米,27.95,0.18,36086186.0,12.37,9730060.0,3.34,26356126.0,9.04,11726693.0,4.02,-47812880.0,-16.39
137,688122,西部超导,48.93,2.15,35837034.0,7.76,16186007.0,3.5,19651027.0,4.25,-15566456.0,-3.37,-20270577.0,-4.39
138,002229,鸿博股份,10.85,1.21,35819362.0,9.44,16036695.0,4.23,19782667.0,5.21,-13356037.0,-3.52,-22463325.0,-5.92
139,002714,牧原股份,40.52,0.37,35700267.0,2.54,-438069.0,-0.03,36138336.0,2.57,4634912.0,0.33,-40335188.0,-2.87
140,002127,南极电商,4.47,2.05,35336573.0,7.56,11242465.0,2.41,24094108.0,5.16,-3896420.0,-0.83,-31440153.0,-6.73
141,688047,龙芯中科,133.13,-0.22,35255220.0,13.02,19864170.0,7.33,15391050.0,5.68,-15948805.0,-5.89,-19306415.0,-7.13
142,000767,晋控电力,2.81,4.85,35167491.0,15.36,13960169.0,6.1,21207322.0,9.26,-4430370.0,-1.94,-30737122.0,-13.43
143,688531,日联科技,65.58,3.62,34812836.0,12.96,21256265.0,7.91,13556571.0,5.05,-8728669.0,-3.25,-26084167.0,-9.71
144,300867,圣元环保,16.59,6.96,34765314.0,6.99,43226826.0,8.69,-8461512.0,-1.7,-20190705.0,-4.06,-14574609.0,-2.93
145,002683,广东宏大,32.0,3.86,34021953.0,8.83,13791879.0,3.58,20230074.0,5.25,3888259.0,1.01,-37910212.0,-9.84
146,002202,金风科技,8.35,1.33,33775452.0,9.35,25388186.0,7.03,8387266.0,2.32,-13182997.0,-3.65,-20592454.0,-5.7
147,603065,宿迁联盛,7.86,6.94,33458939.0,21.3,35322753.0,22.49,-1863814.0,-1.19,-16760780.0,-10.67,-16698158.0,-10.63
148,688306,均普智能,10.27,0.98,33079398.0,8.45,11561691.0,2.95,21517707.0,5.5,3386460.0,0.86,-36465859.0,-9.31
149,688205,德科立,52.85,-1.6,32560449.0,13.84,3129581.0,1.33,29430868.0,12.51,13674005.0,5.81,-46234454.0,-19.65
150,300593,新雷能,13.77,2.53,32457407.0,14.37,2470275.0,1.09,29987132.0,13.28,-10314837.0,-4.57,-22142570.0,-9.81
151,300561,*ST汇科,13.2,-20.0,32373892.0,6.83,17833242.0,3.76,14540650.0,3.07,-14483728.0,-3.05,-17890164.0,-3.77
152,300927,江天化学,26.54,3.71,32245652.0,6.21,4939954.0,0.95,27305698.0,5.26,22237086.0,4.29,-54482738.0,-10.5
153,300759,康龙化成,23.08,1.58,32090290.0,4.56,36937101.0,5.25,-4846811.0,-0.69,10839331.0,1.54,-42929621.0,-6.11
154,002886,沃特股份,19.01,5.49,31851197.0,6.61,26073584.0,5.41,5777613.0,1.2,15515282.0,3.22,-47366479.0,-9.83
155,688787,海天瑞声,86.29,0.33,31774792.0,18.68,16293387.0,9.58,15481405.0,9.1,-5121946.0,-3.01,-26652846.0,-15.67
156,002142,宁波银行,24.83,1.43,31712045.0,5.75,1221203.0,0.22,30490842.0,5.53,-18361134.0,-3.33,-13350912.0,-2.42
157,603040,新坐标,29.07,2.9,31610100.0,13.63,18658784.0,8.05,12951316.0,5.58,9769577.0,4.21,-41379676.0,-17.84
158,600292,远达环保,12.85,4.56,31560700.0,4.47,29898292.0,4.24,1662408.0,0.24,-9486006.0,-1.34,-22074693.0,-3.13
159,300399,天利科技,19.94,1.63,31443067.0,9.69,11723812.0,3.61,19719255.0,6.07,3733148.0,1.15,-35176214.0,-10.84
160,603131,上海沪工,17.38,3.7,31296453.0,10.65,15097341.0,5.14,16199112.0,5.51,-6467205.0,-2.2,-24829248.0,-8.45
161,000958,电投产融,6.7,0.75,31247936.0,4.12,31386777.0,4.14,-138841.0,-0.02,-17262614.0,-2.27,-13985321.0,-1.84
162,002991,甘源食品,74.05,3.99,31186512.0,10.55,26031746.0,8.8,5154766.0,1.74,-4802862.0,-1.62,-26383651.0,-8.92
163,601628,中国人寿,36.85,0.9,31101609.0,6.85,21195410.0,4.67,9906199.0,2.18,-30715517.0,-6.77,-386092.0,-0.09
164,600688,上海石化,3.0,-7.69,31087294.0,10.18,20638861.0,6.76,10448433.0,3.42,17610967.0,5.77,-48698260.0,-15.95
165,301626,苏州天脉,66.39,-6.22,30927552.0,10.86,2370395.0,0.83,28557157.0,10.03,22568988.0,7.93,-53496540.0,-18.79
166,600703,三安光电,12.09,-0.74,30906796.0,8.74,9812501.0,2.77,21094295.0,5.96,-42778419.0,-12.09,11871622.0,3.36
167,603955,大千生态,21.96,1.15,30777188.0,7.96,4625290.0,1.2,26151898.0,6.77,1234236.0,0.32,-32011424.0,-8.28
168,603697,XD有友食,13.55,4.47,30151377.0,8.92,3978943.0,1.18,26172434.0,7.74,9124284.0,2.7,-39275661.0,-11.61
169,002479,富春环保,5.39,2.28,29996869.0,7.59,12313649.0,3.12,17683220.0,4.47,-9005144.0,-2.28,-20991725.0,-5.31
170,600810,神马股份,8.42,3.06,29938490.0,10.84,9645155.0,3.49,20293335.0,7.35,-14691715.0,-5.32,-15246775.0,-5.52
171,601939,建设银行,9.27,1.64,28914276.0,3.64,29028966.0,3.65,-114690.0,-0.01,20206765.0,2.54,-49121042.0,-6.18
172,603338,浙江鼎力,41.96,1.18,28879298.0,4.85,3919118.0,0.66,24960180.0,4.19,14664370.0,2.46,-43543666.0,-7.32
173,300542,新晨科技,21.66,8.35,28529535.0,2.17,34110015.0,2.59,-5580480.0,-0.42,-38100832.0,-2.89,9571328.0,0.73
174,002157,正邦科技,2.76,0.0,28428335.0,15.47,14205886.0,7.73,14222449.0,7.74,-11887524.0,-6.47,-16540810.0,-9.0
175,603969,银龙股份,6.56,5.64,27998989.0,10.25,4103216.0,1.5,23895773.0,8.75,-2247937.0,-0.82,-25751052.0,-9.43
176,000697,ST炼石,6.31,-4.97,27902998.0,10.67,13999492.0,5.36,13903506.0,5.32,-3302706.0,-1.26,-24600293.0,-9.41
177,601872,招商轮船,5.93,0.68,27708723.0,8.99,32326140.0,10.49,-4617417.0,-1.5,-21551657.0,-6.99,-6157066.0,-2.0
178,000415,渤海租赁,2.94,2.44,27337080.0,5.05,34960137.0,6.46,-7623057.0,-1.41,9050621.0,1.67,-36387702.0,-6.72
179,300888,稳健医疗,48.68,6.06,27319463.0,8.48,25433634.0,7.89,1885829.0,0.59,-8122045.0,-2.52,-19197419.0,-5.96
180,000932,华菱钢铁,4.85,0.41,27129187.0,11.71,10206168.0,4.41,16923019.0,7.31,-974080.0,-0.42,-26155108.0,-11.29
181,688256,寒武纪-U,691.96,0.99,27117632.0,0.91,-186985744.0,-6.24,214103376.0,7.15,-24758896.0,-0.83,-2358727.0,-0.08
182,300859,西域旅游,38.96,2.04,27084000.0,6.41,-4824797.0,-1.14,31908797.0,7.55,-7357477.0,-1.74,-19726523.0,-4.67
183,000506,*ST中润,6.89,5.03,27028247.0,12.51,16381334.0,7.58,10646913.0,4.93,-11733903.0,-5.43,-15294344.0,-7.08
184,688169,石头科技,188.47,0.36,26694245.0,5.78,-12849796.0,-2.78,39544041.0,8.56,-5298839.0,-1.15,-21395406.0,-4.63
185,002847,盐津铺子,89.23,2.7,26314356.0,6.4,625988.0,0.15,25688368.0,6.24,14312266.0,3.48,-40626622.0,-9.88
186,600619,海立股份,11.37,0.35,26246800.0,5.72,7748384.0,1.69,18498416.0,4.03,17657100.0,3.85,-43903899.0,-9.57
187,300666,江丰电子,73.18,-2.1,25999377.0,3.61,1636636.0,0.23,24362741.0,3.38,-30382345.0,-4.21,4382973.0,0.61
188,603205,健尔康,43.75,10.01,25888267.0,3.95,63428929.0,9.67,-37540662.0,-5.72,-29885850.0,-4.55,3997583.0,0.61
189,600340,华夏幸福,2.28,1.33,25884580.0,12.48,21100913.0,10.18,4783667.0,2.31,-19609852.0,-9.46,-6274728.0,-3.03
