日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-28,54.23,-0.35,-126640368.0,-4.89,-64031200.0,-2.47,-62609168.0,-2.42,8952720.0,0.35,117687648.0,4.55
2024-10-29,59.65,9.99,1356930640.0,11.91,1802474720.0,15.83,-445544080.0,-3.91,-875762736.0,-7.69,-481168000.0,-4.22
2024-10-30,58.47,-1.98,-1216492080.0,-13.62,-1448079024.0,-16.22,231586944.0,2.59,553417152.0,6.2,663074944.0,7.43
2024-10-31,61.2,4.67,-251598864.0,-2.42,-383788672.0,-3.69,132189808.0,1.27,256983104.0,2.47,-5384208.0,-0.05
2024-11-01,60.45,-1.23,-200255728.0,-2.05,-166742176.0,-1.71,-33513552.0,-0.34,41977568.0,0.43,158278128.0,1.62
2024-11-04,66.5,10.01,674181376.0,7.48,673577088.0,7.48,604288.0,0.01,-347208800.0,-3.85,-326972576.0,-3.63
2024-11-05,71.73,7.86,-504510976.0,-3.78,-145104320.0,-1.09,-359406656.0,-2.7,172683648.0,1.3,331827328.0,2.49
2024-11-06,72.11,0.53,-1380526944.0,-11.55,-1416176064.0,-11.85,35649120.0,0.3,533984288.0,4.47,846542656.0,7.08
2024-11-07,75.6,4.84,-243489008.0,-2.37,-177744528.0,-1.73,-65744480.0,-0.64,-64638976.0,-0.63,308127984.0,3.0
2024-11-08,79.44,5.08,-400992944.0,-3.53,-158506800.0,-1.4,-242486144.0,-2.14,102641152.0,0.9,298351792.0,2.63
2024-11-11,87.38,9.99,669944272.0,4.78,990341344.0,7.07,-320397072.0,-2.29,-586775984.0,-4.19,-83168208.0,-0.59
2024-11-12,83.9,-3.98,-3375138912.0,-21.34,-3035453392.0,-19.19,-339685520.0,-2.15,1656822960.0,10.48,1718315936.0,10.86
2024-11-13,82.7,-1.43,-828039280.0,-8.95,-839575856.0,-9.08,11536576.0,0.12,378096848.0,4.09,449942432.0,4.87
2024-11-14,76.86,-7.06,-1496372240.0,-13.43,-1517157008.0,-13.62,20784768.0,0.19,314313520.0,2.82,1182058720.0,10.61
2024-11-15,72.53,-5.63,-938071776.0,-8.36,-541334816.0,-4.82,-396736960.0,-3.54,161632256.0,1.44,776439504.0,6.92
2024-11-18,71.35,-1.63,-243151328.0,-3.09,-175138480.0,-2.22,-68012848.0,-0.86,74423504.0,0.94,168727824.0,2.14
2024-11-19,77.19,8.19,-23136432.0,-0.22,-218317136.0,-2.03,195180704.0,1.82,118151136.0,1.1,-95014720.0,-0.89
2024-11-20,77.7,0.66,-171894320.0,-1.67,-111030736.0,-1.08,-60863584.0,-0.59,40227664.0,0.39,131666672.0,1.28
2024-11-21,78.93,1.58,125153776.0,1.51,45548848.0,0.55,79604928.0,0.96,-119609504.0,-1.44,-5544304.0,-0.07
2024-11-22,74.85,-5.17,-892941920.0,-11.54,-694219216.0,-8.97,-198722704.0,-2.57,154689520.0,2.0,738252400.0,9.54
2024-11-25,79.07,5.64,360177168.0,4.1,237403808.0,2.71,122773360.0,1.4,-200637712.0,-2.29,-159539456.0,-1.82
2024-11-26,76.04,-3.83,-603680912.0,-10.11,-377193952.0,-6.32,-226486960.0,-3.79,149961024.0,2.51,453719904.0,7.6
2024-11-27,78.48,3.21,265813664.0,3.58,221769792.0,2.99,44043872.0,0.59,-137033888.0,-1.85,-128779760.0,-1.74
2024-11-28,81.74,4.15,583900224.0,4.7,624950560.0,5.03,-41050336.0,-0.33,-389510576.0,-3.14,-194389648.0,-1.56
2024-11-29,84.8,3.74,135096000.0,1.31,98043504.0,0.95,37052496.0,0.36,-65277360.0,-0.64,-69818656.0,-0.68
2024-12-02,83.8,-1.18,-1220432240.0,-12.84,-901848352.0,-9.49,-318583888.0,-3.35,556962992.0,5.86,663469248.0,6.98
2024-12-03,77.85,-7.1,-1904360736.0,-15.56,-1316605696.0,-10.76,-587755040.0,-4.8,648785408.0,5.3,1255575312.0,10.26
2024-12-04,78.0,0.19,-447952384.0,-6.05,-380580416.0,-5.14,-67371968.0,-0.91,21943584.0,0.3,426008800.0,5.75
2024-12-05,75.95,-2.63,-843001008.0,-13.49,-521144464.0,-8.34,-321856544.0,-5.15,157324752.0,2.52,685676272.0,10.97
2024-12-06,76.99,1.37,132197088.0,2.23,125437200.0,2.12,6759888.0,0.11,-108094304.0,-1.82,-24102784.0,-0.41
2024-12-09,74.99,-2.6,-788222416.0,-16.56,-502982320.0,-10.57,-285240096.0,-5.99,147143056.0,3.09,641079376.0,13.47
2024-12-10,74.94,-0.07,-657397936.0,-10.43,-386627760.0,-6.13,-270770176.0,-4.3,213288160.0,3.38,444109776.0,7.05
2024-12-11,73.72,-1.63,-819189600.0,-15.55,-644664032.0,-12.24,-174525568.0,-3.31,74427184.0,1.41,744762400.0,14.14
2024-12-12,74.79,1.45,34846176.0,0.66,58603744.0,1.1,-23757568.0,-0.45,-29834784.0,-0.56,-5011408.0,-0.09
2024-12-13,71.93,-3.82,-946510208.0,-21.18,-614216736.0,-13.75,-332293472.0,-7.44,187217776.0,4.19,759292416.0,16.99
2024-12-16,71.39,-0.75,-130930368.0,-4.05,-15989520.0,-0.49,-114940848.0,-3.56,36254976.0,1.12,94675376.0,2.93
2024-12-17,71.45,0.08,14026400.0,0.46,-35303968.0,-1.17,49330368.0,1.64,-21019088.0,-0.7,6992672.0,0.23
2024-12-18,71.89,0.62,-102379152.0,-3.58,-101492320.0,-3.55,-886832.0,-0.03,48609392.0,1.7,53769744.0,1.88
2024-12-19,76.26,6.08,562618032.0,6.66,310581920.0,3.68,252036112.0,2.99,-152722880.0,-1.81,-409895168.0,-4.86
