日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,603019,27.27,26.07,27.32,25.98,181558,497159424.0,4.85,-5.65,-1.56,1.25
2022-04-26,603019,26.06,23.4,26.31,23.4,406974,1017575872.0,11.16,-10.24,-2.67,2.81
2022-04-27,603019,22.93,24.69,24.77,21.37,353766,848693888.0,14.53,5.51,1.29,2.44
2022-04-28,603019,24.37,23.89,24.49,23.82,206665,509984848.0,2.71,-3.24,-0.8,1.42
2022-04-29,603019,24.06,25.17,25.54,23.9,241583,615565248.0,6.86,5.36,1.28,1.67
2022-05-05,603019,25.17,25.54,25.88,25.08,183452,481163296.0,3.18,1.47,0.37,1.26
2022-05-06,603019,25.02,25.31,26.95,24.7,350436,925592624.0,8.81,-0.9,-0.23,2.42
2022-05-09,603019,24.81,24.87,25.52,24.67,155342,398926352.0,3.36,-1.74,-0.44,1.07
2022-05-10,603019,24.48,25.3,25.43,24.35,141505,364362816.0,4.34,1.73,0.43,0.98
2022-05-11,603019,25.29,25.66,26.54,25.22,237695,633205440.0,5.22,1.42,0.36,1.64
2022-05-12,603019,25.45,25.49,25.97,25.13,139778,365810672.0,3.27,-0.66,-0.17,0.96
2022-05-13,603019,25.69,25.4,25.74,25.21,78843,205526807.0,2.08,-0.35,-0.09,0.54
2022-05-16,603019,25.47,24.41,25.66,24.3,235030,596219216.0,5.35,-3.9,-0.99,1.62
2022-05-17,603019,24.4,24.57,24.64,24.1,125627,314788640.0,2.21,0.66,0.16,0.87
2022-05-18,603019,24.88,24.54,25.47,24.5,175634,448167488.0,3.95,-0.12,-0.03,1.21
2022-05-19,603019,24.12,24.17,24.35,23.85,163073,402783568.0,2.04,-1.51,-0.37,1.12
2022-05-20,603019,24.25,24.55,24.56,24.17,132747,331842272.0,1.61,1.57,0.38,0.92
2022-05-23,603019,24.66,24.74,24.75,24.27,125881,317007024.0,1.96,0.77,0.19,0.87
2022-05-24,603019,24.73,23.2,24.74,23.13,192193,468773920.0,6.51,-6.22,-1.54,1.32
2022-05-25,603019,23.28,23.62,23.79,23.25,119482,287461824.0,2.33,1.81,0.42,0.82
