日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-28,38.42,-0.62,-39126064.0,-3.83,-63529740.0,-6.22,24403676.0,2.39,14446944.0,1.41,24679136.0,2.42
2024-10-29,38.63,0.55,-5179254.0,-0.46,-104887951.0,-9.33,99708697.0,8.87,-27129680.0,-2.41,32308944.0,2.87
2024-10-30,37.19,-3.73,-176976100.0,-10.96,-120430900.0,-7.46,-56545200.0,-3.5,-72910576.0,-4.51,249886688.0,15.47
2024-10-31,36.8,-1.05,-8680332.0,-0.6,470116.0,0.03,-9150448.0,-0.63,-22960800.0,-1.59,31641120.0,2.19
2024-11-01,36.68,-0.33,-63570323.0,-5.24,-44714675.0,-3.69,-18855648.0,-1.55,31615216.0,2.61,31955104.0,2.63
2024-11-04,36.86,0.49,72689962.0,5.11,47110794.0,3.31,25579168.0,1.8,-120343216.0,-8.45,47653248.0,3.35
2024-11-05,38.42,4.23,-27104322.0,-1.39,-2436290.0,-0.13,-24668032.0,-1.27,87730688.0,4.51,-60626384.0,-3.12
2024-11-06,37.26,-3.02,-96910080.0,-4.72,29195856.0,1.42,-126105936.0,-6.14,-46751600.0,-2.28,143661664.0,6.99
2024-11-07,39.22,5.26,267985232.0,9.65,302674480.0,10.9,-34689248.0,-1.25,-132092016.0,-4.76,-135893200.0,-4.89
2024-11-08,38.09,-2.88,-21105696.0,-0.83,9373248.0,0.37,-30478944.0,-1.2,39261536.0,1.55,-18155856.0,-0.72
2024-11-11,36.97,-2.94,18182256.0,0.76,58254992.0,2.42,-40072736.0,-1.67,-113158176.0,-4.71,94975888.0,3.95
2024-11-12,35.78,-3.22,-157039977.0,-7.51,-77020921.0,-3.68,-80019056.0,-3.83,-75204752.0,-3.6,232244720.0,11.11
2024-11-13,36.02,0.67,-36432011.0,-3.71,-19988104.0,-2.03,-16443907.0,-1.67,-14128864.0,-1.44,50560880.0,5.15
2024-11-14,35.7,-0.89,-19458774.0,-1.47,-732198.0,-0.06,-18726576.0,-1.42,-24619744.0,-1.86,44078512.0,3.33
2024-11-15,35.06,-1.79,-89981603.0,-8.17,-44359284.0,-4.03,-45622319.0,-4.14,-24502896.0,-2.23,114484512.0,10.4
2024-11-18,35.54,1.37,-18010981.0,-1.25,205499.0,0.01,-18216480.0,-1.27,1012592.0,0.07,16998416.0,1.18
2024-11-19,35.13,-1.15,-114734728.0,-10.67,-30652478.0,-2.85,-84082250.0,-7.82,5054976.0,0.47,109679746.0,10.2
2024-11-20,35.12,-0.03,-26695908.0,-3.41,-30136466.0,-3.85,3440558.0,0.44,10156272.0,1.3,16539635.0,2.11
2024-11-21,35.28,0.46,-34314358.0,-4.42,-11970073.0,-1.54,-22344285.0,-2.88,6302583.0,0.81,28011772.0,3.61
2024-11-22,33.85,-4.05,-100014982.0,-9.79,-70591108.0,-6.91,-29423874.0,-2.88,31581680.0,3.09,68433300.0,6.7
2024-11-25,33.49,-1.06,-15611182.0,-1.72,-45241696.0,-4.99,29630514.0,3.27,-71524433.0,-7.88,87135616.0,9.6
2024-11-26,33.45,-0.12,-18243598.0,-3.3,-23887698.0,-4.32,5644100.0,1.02,22664951.0,4.1,-4421352.0,-0.8
2024-11-27,33.88,1.29,19732590.0,2.89,2161738.0,0.32,17570852.0,2.57,1424721.0,0.21,-21157311.0,-3.1
2024-11-28,33.42,-1.36,-696521.0,-0.11,-6981582.0,-1.13,6285061.0,1.01,4097523.0,0.66,-3401003.0,-0.55
2024-11-29,33.9,1.44,27601663.0,2.77,26768571.0,2.69,833092.0,0.08,12768864.0,1.28,-40370544.0,-4.05
2024-12-02,34.6,2.06,51696123.0,5.46,51022468.0,5.39,673655.0,0.07,-4898736.0,-0.52,-46797392.0,-4.95
2024-12-03,35.5,2.6,198607712.0,13.05,231703296.0,15.23,-33095584.0,-2.18,-49565072.0,-3.26,-149042656.0,-9.8
2024-12-04,35.03,-1.32,9024083.0,0.98,3204050.0,0.35,5820033.0,0.63,22249588.0,2.42,-31273664.0,-3.39
2024-12-05,34.44,-1.68,13012502.0,1.79,-9664477.0,-1.33,22676979.0,3.12,-13609423.0,-1.87,596919.0,0.08
2024-12-06,35.7,3.66,126595824.0,6.22,90524592.0,4.45,36071232.0,1.77,-30539616.0,-1.5,-96056208.0,-4.72
2024-12-09,35.35,-0.98,-97865573.0,-8.07,-38397621.0,-3.16,-59467952.0,-4.9,-29753344.0,-2.45,127618896.0,10.52
2024-12-10,36.11,2.15,4884080.0,0.23,-100351616.0,-4.74,105235696.0,4.97,2151552.0,0.1,-7035648.0,-0.33
2024-12-11,35.2,-2.52,28556327.0,2.2,-19715401.0,-1.52,48271728.0,3.73,1928048.0,0.15,-30484384.0,-2.35
2024-12-12,35.59,1.11,-34009020.0,-2.42,-99508844.0,-7.07,65499824.0,4.65,3600368.0,0.26,30408640.0,2.16
2024-12-13,34.44,-3.23,-130543284.0,-7.8,-100895508.0,-6.03,-29647776.0,-1.77,-14775200.0,-0.88,145318496.0,8.68
2024-12-16,33.81,-1.83,-88252275.0,-8.72,-122637726.0,-12.12,34385451.0,3.4,24186514.0,2.39,64065776.0,6.33
2024-12-17,33.72,-0.27,-104645874.0,-10.27,9003251.0,0.88,-113649125.0,-11.16,-54697104.0,-5.37,159342981.0,15.65
2024-12-18,33.88,0.47,-16263640.0,-1.48,14666200.0,1.34,-30929840.0,-2.82,10660048.0,0.97,5603616.0,0.51
