日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,总净流入,资金集中度,主力控盘度,资金流向趋势,标准化资金流向
2024-10-28,57.5,-0.35,-207810448.0,-6.25,-152788448.0,-4.59,-55022000.0,-1.65,49657904.0,1.49,158152528.0,4.76,-207810464.0,-1.7352297331860933,-1.999999846013519,,-0.3824841819161013
2024-10-29,57.63,0.23,-64715072.0,-1.8,-102824336.0,-2.86,38109264.0,1.06,48639888.0,1.35,16075168.0,0.45,-64715088.0,-2.5888770791750666,-1.9999995055248632,,0.03895277439231598
2024-10-30,55.97,-2.88,-787536080.0,-15.37,-583332672.0,-11.39,-204203408.0,-3.99,392320304.0,7.66,395215792.0,7.71,-787536064.0,-1.7407060002270554,-2.0000000406330574,,-2.0898614514518474
2024-10-31,55.92,-0.09,-253348656.0,-5.98,-178396960.0,-4.21,-74951696.0,-1.77,71451984.0,1.69,181896672.0,4.29,-253348656.0,-1.7041559359999063,-1.999999999999992,,-0.516600863871417
2024-11-01,56.15,0.41,-314173936.0,-8.55,-139334064.0,-3.79,-174839872.0,-4.76,147832304.0,4.02,166341648.0,4.52,-314173920.0,-1.4434934637477184,-2.000000101854406,-325516838.4,-0.6957402242293362
2024-11-04,56.97,1.46,154111168.0,5.15,51140112.0,1.71,102971056.0,3.44,-14047712.0,-0.47,-140063456.0,-4.68,154111168.0,1.3318391046130975,1.999999999999987,-253132512.0,0.6834283253633447
2024-11-05,58.75,3.12,288410704.0,4.13,375434096.0,5.38,-87023392.0,-1.25,100868400.0,1.45,-389279104.0,-5.58,288410704.0,2.3017342657296025,1.999999999999993,-182507353.6,1.0789602374879737
2024-11-06,57.49,-2.14,-735573504.0,-10.06,-951133920.0,-13.01,215560416.0,2.95,449299904.0,6.15,286273584.0,3.92,-735573520.0,-2.293050766699701,-1.999999956496528,-172114844.8,-1.9368241067272898
2024-11-07,60.84,5.83,1414605936.0,12.8,1200326752.0,10.86,214279184.0,1.94,-723165376.0,-6.54,-691440576.0,-6.25,1414605920.0,1.848523783924217,2.0000000226211396,161476070.4,4.395771005993453
2024-11-08,59.12,-2.83,-724150624.0,-9.14,-856214768.0,-10.81,132064144.0,1.67,345373152.0,4.36,378777472.0,4.78,-724150624.0,-2.1823710974251647,-1.9999999999999973,79480729.6,-1.9031819957308618
2024-11-11,58.4,-1.22,-237949456.0,-4.47,-125935024.0,-2.37,-112014432.0,-2.11,28468336.0,0.54,209481120.0,3.94,-237949456.0,-1.5292511532365027,-1.9999999999999916,1068604.8,-0.47124795199546243
2024-11-12,57.01,-2.38,-863033072.0,-15.53,-269891936.0,-4.86,-593141136.0,-10.67,350558832.0,6.31,512474256.0,9.22,-863033056.0,-1.3127249299706996,-2.0000000370785314,-229220147.2,-2.31221121150923
2024-11-13,57.19,0.32,-262405200.0,-7.43,71520656.0,2.02,-333925856.0,-9.45,32471744.0,0.92,229933456.0,6.51,-262405200.0,-0.7274419256935429,-1.9999999999999922,-134586483.2,-0.5432737197296892
2024-11-14,57.0,-0.33,-324730288.0,-8.51,-236669088.0,-6.2,-88061200.0,-2.31,76871712.0,2.01,247858576.0,6.5,-324730288.0,-1.7288174116976678,-1.9999999999999938,-482453724.8,-0.7268302826501728
2024-11-15,55.8,-2.11,-567324160.0,-12.85,-375282016.0,-8.5,-192042144.0,-4.35,330330224.0,7.48,236993936.0,5.37,-567324160.0,-1.6614948603634268,-1.9999999999999967,-451088432.0,-1.441304963053219
2024-11-18,55.76,-0.07,-201176912.0,-5.22,-17261152.0,-0.45,-183915760.0,-4.78,182671472.0,4.74,18505456.0,0.48,-201176896.0,-1.0858009460489881,-2.000000159063981,-443733920.0,-0.36294734721513294
2024-11-19,55.61,-0.27,-326600320.0,-11.13,-74031776.0,-2.52,-252568544.0,-8.61,116206192.0,3.96,210394128.0,7.17,-326600320.0,-1.2266739236507753,-1.9999999999999938,-336447372.8,-0.7323378022941293
