日期,收盘价,涨跌幅,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比
2024-10-28,5.93,-0.84,-246523040.0,-12.36,-146310416.0,-7.33,-100212624.0,-5.02,91828144.0,4.6,154694884.0,7.75
2024-10-29,5.92,-0.17,-44643424.0,-2.5,-98725152.0,-5.53,54081728.0,3.03,-4775888.0,-0.27,49419309.0,2.77
2024-10-30,5.87,-0.84,-140765968.0,-7.65,14826128.0,0.81,-155592096.0,-8.46,51884496.0,2.82,88881456.0,4.83
2024-10-31,5.9,0.51,93291440.0,5.06,136515488.0,7.4,-43224048.0,-2.34,-68290464.0,-3.7,-25000976.0,-1.36
2024-11-01,6.01,1.86,233412448.0,8.46,187754240.0,6.8,45658208.0,1.65,-161276144.0,-5.84,-72136304.0,-2.61
2024-11-04,5.99,-0.33,-72683456.0,-3.75,-24983408.0,-1.29,-47700048.0,-2.46,59768816.0,3.08,12914656.0,0.67
2024-11-05,6.01,0.33,-146142016.0,-7.63,-128469744.0,-6.71,-17672272.0,-0.92,92021648.0,4.81,54120368.0,2.83
2024-11-06,5.95,-1.0,-323369296.0,-15.35,-128108624.0,-6.08,-195260672.0,-9.27,199764592.0,9.48,123604704.0,5.87
2024-11-07,6.01,1.01,-45851904.0,-1.98,-14132864.0,-0.61,-31719040.0,-1.37,-293600.0,-0.01,46145504.0,1.99
2024-11-08,5.97,-0.67,-180678288.0,-8.94,-89359968.0,-4.42,-91318320.0,-4.52,85152272.0,4.21,95526000.0,4.73
2024-11-11,5.9,-1.17,-340202864.0,-14.11,-386141952.0,-16.02,45939088.0,1.91,179155360.0,7.43,161047488.0,6.68
2024-11-12,5.86,-0.68,-183984768.0,-9.27,-128914304.0,-6.5,-55070464.0,-2.78,53205344.0,2.68,130779424.0,6.59
2024-11-13,5.9,0.68,112429056.0,5.42,23359680.0,1.13,89069376.0,4.29,-38702736.0,-1.87,-73726315.0,-3.55
2024-11-14,5.93,0.51,94582208.0,4.16,70111008.0,3.09,24471200.0,1.08,-90060368.0,-3.97,-4521824.0,-0.2
2024-11-15,5.91,-0.34,-30064448.0,-1.29,24164592.0,1.03,-54229040.0,-2.32,-11255776.0,-0.48,41320208.0,1.77
2024-11-18,6.05,2.37,552063968.0,12.89,439527824.0,10.26,112536144.0,2.63,-272680672.0,-6.37,-279383296.0,-6.52
2024-11-19,6.01,-0.66,-52508432.0,-1.98,-235229488.0,-8.88,182721056.0,6.9,15720960.0,0.59,36787472.0,1.39
2024-11-20,6.0,-0.17,-68316976.0,-4.14,-69938784.0,-4.24,1621808.0,0.1,-26246352.0,-1.59,94563332.0,5.73
2024-11-21,5.99,-0.17,-26001856.0,-2.35,-49921280.0,-4.51,23919424.0,2.16,-15812443.0,-1.43,41814294.0,3.78
2024-11-22,5.91,-1.34,-192669152.0,-10.62,-158462832.0,-8.73,-34206320.0,-1.89,49605936.0,2.73,143063187.0,7.88
2024-11-25,5.93,0.34,-4701408.0,-0.27,32105120.0,1.81,-36806528.0,-2.08,3409712.0,0.19,1291680.0,0.07
2024-11-26,6.02,1.52,-29756256.0,-1.47,10133008.0,0.5,-39889264.0,-1.97,-69664288.0,-3.45,99420544.0,4.92
2024-11-27,6.06,0.66,-15456480.0,-0.87,-5920992.0,-0.33,-9535488.0,-0.53,-52953360.0,-2.97,68409840.0,3.84
2024-11-28,6.05,-0.17,13464784.0,1.08,84811792.0,6.79,-71347008.0,-5.71,-66749023.0,-5.35,53284226.0,4.27
2024-11-29,6.01,-0.66,-32851440.0,-1.83,-16088304.0,-0.9,-16763136.0,-0.93,-2364032.0,-0.13,35215488.0,1.96
2024-12-02,5.99,-0.33,-67285408.0,-4.54,-73698208.0,-4.98,6412800.0,0.43,30211856.0,2.04,37073568.0,2.5
2024-12-03,6.07,1.34,84662576.0,4.05,11851152.0,0.57,72811424.0,3.48,-70690032.0,-3.38,-13972544.0,-0.67
