日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-04-25,600309,73.06,69.28,73.25,69.28,153877,1190376992.0,5.4,-5.83,-4.29,0.49
2022-04-26,600309,68.78,71.06,72.1,67.51,199096,1524199536.0,6.63,2.57,1.78,0.63
2022-04-27,600309,70.47,72.54,73.18,70.46,180277,1408029824.0,3.83,2.08,1.48,0.57
2022-04-28,600309,72.46,73.73,73.82,71.56,134342,1059221008.0,3.12,1.64,1.19,0.43
2022-04-29,600309,74.26,74.11,75.63,72.48,131075,1018552896.0,4.27,0.52,0.38,0.42
2022-05-05,600309,75.71,77.95,78.85,74.89,201543,1634436992.0,5.34,5.18,3.84,0.64
2022-05-06,600309,77.04,75.76,77.1,75.08,107685,860714640.0,2.59,-2.81,-2.19,0.34
2022-05-09,600309,75.16,75.06,75.81,74.06,74033,581047712.0,2.31,-0.92,-0.7,0.24
2022-05-10,600309,74.56,74.22,75.53,72.37,117496,912858800.0,4.21,-1.12,-0.84,0.37
2022-05-11,600309,74.25,78.37,79.42,74.25,222282,1818666688.0,6.97,5.59,4.15,0.71
2022-05-12,600309,78.25,78.61,80.34,77.78,109192,904885680.0,3.27,0.31,0.24,0.35
2022-05-13,600309,79.94,78.25,79.95,77.57,66154,543561888.0,3.03,-0.46,-0.36,0.21
2022-05-16,600309,78.9,78.06,80.52,78.06,82654,683970704.0,3.14,-0.24,-0.19,0.26
2022-05-17,600309,78.76,78.69,79.16,77.29,65955,541004000.0,2.4,0.81,0.63,0.21
2022-05-18,600309,78.86,79.64,80.06,78.06,81717,677244368.0,2.54,1.21,0.95,0.26
2022-05-19,600309,78.35,77.66,78.56,76.76,93460,759623440.0,2.26,-2.49,-1.98,0.3
2022-05-20,600309,78.24,80.44,80.74,77.83,150347,1258763952.0,3.75,3.58,2.78,0.48
2022-05-23,600309,80.44,79.41,80.7,78.76,72762,605507664.0,2.41,-1.28,-1.03,0.23
2022-05-24,600309,79.3,78.29,81.01,78.22,82424,685714208.0,3.51,-1.41,-1.12,0.26
2022-05-25,600309,79.31,78.57,79.44,77.84,61039,502538848.0,2.04,0.36,0.28,0.19
2022-05-26,600309,78.76,79.36,80.26,77.66,75126,621218320.0,3.31,1.01,0.79,0.24
2022-05-27,600309,80.25,79.77,81.63,79.45,113281,956952720.0,2.75,0.52,0.41,0.36
2022-05-30,600309,80.36,81.6,81.94,79.98,112072,954927776.0,2.46,2.29,1.83,0.36
2022-05-31,600309,81.26,80.38,81.26,79.71,148226,1247287168.0,1.9,-1.5,-1.22,0.47
2022-06-01,600309,80.96,79.58,80.96,78.94,92332,767780208.0,2.51,-1.0,-0.8,0.29
2022-06-02,600309,79.03,77.96,79.08,77.54,116574,951593536.0,1.94,-2.04,-1.62,0.37
2022-06-06,600309,77.96,79.27,79.55,76.62,132900,1088615952.0,3.76,1.68,1.31,0.42
2022-06-07,600309,78.5,80.26,80.56,78.42,165485,1382876768.0,2.7,1.25,0.99,0.53
2022-06-08,600309,80.76,80.85,81.59,79.87,149625,1264484352.0,2.14,0.74,0.59,0.48
2022-06-09,600309,80.6,82.03,83.65,80.6,211650,1824953616.0,3.77,1.46,1.18,0.67
