序号,代码,名称,最新价,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比
1,601899,紫金矿业,18.6,5.56,985058512.0,17.0,699730176.0,12.07,285328336.0,4.92,-393068032.0,-6.78,-591990464.0,-10.21
2,002094,青岛金王,7.39,9.97,498856553.0,28.97,475860457.0,27.63,22996096.0,1.34,-212098720.0,-12.32,-286757840.0,-16.65
3,600589,大位科技,6.64,9.93,463164324.0,40.92,470868992.0,41.6,-7704668.0,-0.68,-182139483.0,-16.09,-281024841.0,-24.83
4,002131,利欧股份,3.52,10.0,451512526.0,31.81,498712912.0,35.13,-47200386.0,-3.32,-135071568.0,-9.51,-316440960.0,-22.29
5,300170,汉得信息,19.11,14.77,451356088.0,14.57,310924344.0,10.04,140431744.0,4.53,-145511024.0,-4.7,-305845056.0,-9.87
6,600300,维维股份,4.41,9.98,385910058.0,31.26,455155755.0,36.87,-69245697.0,-5.61,-193862370.0,-15.71,-192047691.0,-15.56
7,600126,杭钢股份,11.58,6.53,375115936.0,10.81,387485440.0,11.16,-12369504.0,-0.36,-168433504.0,-4.85,-206682432.0,-5.95
8,300251,光线传媒,22.54,10.93,326866688.0,6.11,219804128.0,4.11,107062560.0,2.0,45314848.0,0.85,-372181552.0,-6.95
9,300502,新易盛,81.42,4.57,319415392.0,10.93,119074096.0,4.07,200341296.0,6.85,-99244448.0,-3.39,-220170944.0,-7.53
10,300139,晓程科技,21.2,19.98,290654161.0,13.46,338716913.0,15.69,-48062752.0,-2.23,-210378176.0,-9.74,-80276000.0,-3.72
11,300773,拉卡拉,21.29,13.24,284238336.0,11.64,263571808.0,10.79,20666528.0,0.85,-177959600.0,-7.28,-106278720.0,-4.35
12,002050,三花智控,25.72,6.81,265709504.0,9.48,127756368.0,4.56,137953136.0,4.92,-38661664.0,-1.38,-227047840.0,-8.1
13,600489,中金黄金,15.43,6.93,250426128.0,12.04,108611712.0,5.22,141814416.0,6.82,-104770736.0,-5.04,-145655392.0,-7.0
14,002640,跨境通,3.81,10.12,237798092.0,45.71,215078499.0,41.34,22719593.0,4.37,-80354774.0,-15.45,-157443326.0,-30.26
15,603300,海南华铁,10.66,5.75,223624640.0,6.5,146477584.0,4.26,77147056.0,2.24,-111945408.0,-3.25,-111679248.0,-3.25
16,000617,中油资本,7.18,4.21,221969280.0,9.28,240141984.0,10.04,-18172704.0,-0.76,-116912848.0,-4.89,-105056432.0,-4.39
17,000977,浪潮信息,48.69,2.96,220496480.0,12.25,131773856.0,7.32,88722624.0,4.93,-59083456.0,-3.28,-161413008.0,-8.97
18,002582,好想你,11.59,9.96,213729829.0,30.15,244315677.0,34.46,-30585848.0,-4.31,-100699609.0,-14.21,-113030219.0,-15.94
19,002279,久其软件,6.81,10.02,211653254.0,59.78,219080232.0,61.88,-7426978.0,-2.1,-88638647.0,-25.04,-123014606.0,-34.74
20,600571,信雅达,16.05,10.01,199776488.0,26.14,191464460.0,25.05,8312028.0,1.09,-106486289.0,-13.93,-93290193.0,-12.21
21,600988,赤峰黄金,31.0,10.01,195979248.0,6.36,309074688.0,10.02,-113095440.0,-3.67,-103545296.0,-3.36,-92433968.0,-3.0
22,002648,卫星化学,16.4,3.99,195699886.0,10.96,117337230.0,6.57,78362656.0,4.39,-101193968.0,-5.67,-94505920.0,-5.29
23,000510,新金路,5.42,9.94,194123706.0,37.72,219670870.0,42.68,-25547164.0,-4.96,-83780730.0,-16.28,-110342977.0,-21.44
24,600391,航发科技,26.63,10.0,184947853.0,26.91,200794487.0,29.22,-15846634.0,-2.31,-99052565.0,-14.41,-85895283.0,-12.5
25,002929,润建股份,50.93,10.0,179662088.0,25.95,124646527.0,18.0,55015561.0,7.95,-71400875.0,-10.31,-108261213.0,-15.64
26,300476,胜宏科技,82.4,5.55,168872048.0,3.83,20601600.0,0.47,148270448.0,3.37,-49221184.0,-1.12,-119650864.0,-2.72
27,002155,湖南黄金,26.31,9.99,167260240.0,6.77,119996944.0,4.86,47263296.0,1.91,-62794608.0,-2.54,-104465632.0,-4.23
28,002153,石基信息,8.94,9.96,165484280.0,31.49,171389632.0,32.61,-5905352.0,-1.12,-80631924.0,-15.34,-84852357.0,-16.15
29,300180,华峰超纤,7.73,6.77,165231462.0,8.5,84463382.0,4.34,80768080.0,4.15,-25890176.0,-1.33,-139341296.0,-7.16
30,601360,三六零,10.41,5.05,164440409.0,12.79,104036953.0,8.09,60403456.0,4.7,-44093456.0,-3.43,-120346944.0,-9.36
31,000822,山东海化,6.53,9.93,160527404.0,27.57,195433437.0,33.56,-34906033.0,-5.99,-91587666.0,-15.73,-68939738.0,-11.84
32,002537,海联金汇,6.73,9.97,157269020.0,33.06,156531429.0,32.9,737591.0,0.16,-74512126.0,-15.66,-82756894.0,-17.4
33,603986,兆易创新,112.46,3.84,156231293.0,10.09,69461949.0,4.49,86769344.0,5.61,-39860112.0,-2.58,-116371168.0,-7.52
34,600644,乐山电力,11.76,10.01,155985466.0,19.09,124827620.0,15.28,31157846.0,3.81,-60680405.0,-7.43,-95305062.0,-11.66
35,300308,中际旭创,81.19,2.59,153780400.0,5.73,25366864.0,0.95,128413536.0,4.78,76655216.0,2.86,-230435616.0,-8.59
36,300100,双林股份,71.17,5.61,152350129.0,5.51,162954449.0,5.89,-10604320.0,-0.38,-64674800.0,-2.34,-87675344.0,-3.17
37,600036,招商银行,42.28,-1.1,151557532.0,8.54,80745020.0,4.55,70812512.0,3.99,14839136.0,0.84,-166396672.0,-9.38
38,002104,恒宝股份,8.21,7.18,150982043.0,12.23,213635050.0,17.3,-62653007.0,-5.07,-105223616.0,-8.52,-45758426.0,-3.71
39,603366,日出东方,10.48,9.97,149730229.0,27.5,140364258.0,25.78,9365971.0,1.72,-50726515.0,-9.32,-99003714.0,-18.18
40,603728,鸣志电器,61.47,8.64,149629063.0,13.75,140607301.0,12.92,9021762.0,0.83,-50261088.0,-4.62,-99367988.0,-9.13
41,600206,有研新材,18.8,6.15,144224010.0,6.89,71763258.0,3.43,72460752.0,3.46,-43553392.0,-2.08,-100670640.0,-4.81
42,000938,紫光股份,25.57,2.08,144057527.0,14.44,74491315.0,7.47,69566212.0,6.97,-54807008.0,-5.49,-89250522.0,-8.95
43,603918,金桥信息,16.39,10.0,141139017.0,27.61,128725183.0,25.18,12413834.0,2.43,-53103675.0,-10.39,-88035342.0,-17.22
44,600602,云赛智联,22.35,6.07,140635951.0,9.08,105221167.0,6.79,35414784.0,2.29,-22793584.0,-1.47,-117842352.0,-7.61
45,605358,立昂微,23.61,10.02,140185936.0,45.67,126570302.0,41.24,13615634.0,4.44,-72331466.0,-23.57,-67854470.0,-22.11
46,300570,太辰光,69.26,6.23,139583834.0,13.4,76443582.0,7.34,63140252.0,6.06,-4313392.0,-0.41,-135270445.0,-12.98
47,300892,品渥食品,43.92,20.0,139225058.0,20.24,168770329.0,24.53,-29545271.0,-4.3,-91164536.0,-13.25,-48060522.0,-6.99
48,000862,银星能源,6.12,10.07,135484351.0,46.07,164923013.0,56.08,-29438662.0,-10.01,-69345763.0,-23.58,-66138589.0,-22.49
49,603110,东方材料,18.8,10.01,135273765.0,22.81,136893067.0,23.09,-1619302.0,-0.27,-63296313.0,-10.67,-71977452.0,-12.14
50,601020,华钰矿业,19.24,4.91,135185945.0,9.43,51741353.0,3.61,83444592.0,5.82,-61892656.0,-4.32,-73293280.0,-5.11
51,002126,银轮股份,24.95,7.92,133829869.0,13.5,44426163.0,4.48,89403706.0,9.02,-4662672.0,-0.47,-129167184.0,-13.03
52,002561,徐家汇,9.04,5.12,128470747.0,21.56,135607648.0,22.76,-7136901.0,-1.2,-63192982.0,-10.6,-65277765.0,-10.95
53,002555,三七互娱,15.61,2.9,126086596.0,14.39,74477643.0,8.5,51608953.0,5.89,-70588934.0,-8.06,-55497656.0,-6.33
54,603501,韦尔股份,124.73,2.0,125238568.0,9.02,74300328.0,5.35,50938240.0,3.67,-52914608.0,-3.81,-72323968.0,-5.21
55,002600,领益智造,7.57,5.58,124572421.0,7.86,35225605.0,2.22,89346816.0,5.64,16693856.0,1.05,-141266272.0,-8.92
56,000639,西王食品,3.23,9.86,121931114.0,61.82,122239230.0,61.97,-308116.0,-0.16,-55161827.0,-27.97,-66769287.0,-33.85
57,603259,药明康德,53.89,1.97,121166542.0,8.75,65204478.0,4.71,55962064.0,4.04,-37530080.0,-2.71,-83636480.0,-6.04
58,300738,奥飞数据,22.0,5.67,120865512.0,7.69,67094088.0,4.27,53771424.0,3.42,-80775776.0,-5.14,-40089728.0,-2.55
59,002167,东方锆业,9.04,7.36,120289832.0,14.01,95008405.0,11.07,25281427.0,2.94,-21010016.0,-2.45,-99279820.0,-11.56
60,001337,四川黄金,26.92,10.01,118887327.0,12.7,104865511.0,11.2,14021816.0,1.5,-56337574.0,-6.02,-62549758.0,-6.68
61,603993,洛阳钼业,6.92,2.98,118826449.0,11.27,35953511.0,3.41,82872938.0,7.86,-28569584.0,-2.71,-90256869.0,-8.56
62,002297,博云新材,7.01,10.05,118609757.0,31.67,131738649.0,35.18,-13128892.0,-3.51,-59237161.0,-15.82,-59372596.0,-15.85
63,601689,拓普集团,50.13,6.77,117789759.0,6.73,55580383.0,3.18,62209376.0,3.56,-72031184.0,-4.12,-45758560.0,-2.62
64,600664,哈药股份,3.74,10.0,115679645.0,27.47,125316266.0,29.76,-9636621.0,-2.29,-43277966.0,-10.28,-72401677.0,-17.2
65,601168,西部矿业,15.4,2.67,115012871.0,16.05,105186821.0,14.68,9826050.0,1.37,-18538039.0,-2.59,-96474832.0,-13.46
66,300605,恒锋信息,17.32,20.03,114064167.0,20.32,119403359.0,21.27,-5339192.0,-0.95,-55895180.0,-9.96,-58168988.0,-10.36
67,300007,汉威科技,35.03,7.29,110956879.0,8.34,106317487.0,7.99,4639392.0,0.35,-38086016.0,-2.86,-72870880.0,-5.48
68,002716,湖南白银,3.97,9.97,107714980.0,11.81,103004288.0,11.29,4710692.0,0.52,-38087017.0,-4.18,-69627967.0,-7.63
69,300065,海兰信,14.18,4.04,106829727.0,8.53,83301542.0,6.65,23528185.0,1.88,-66615648.0,-5.32,-40214096.0,-3.21
70,000880,潍柴重机,35.25,8.7,106138767.0,8.82,98874395.0,8.22,7264372.0,0.6,-47677520.0,-3.96,-58461248.0,-4.86
71,000651,格力电器,45.19,-0.24,105039186.0,11.23,85433400.0,9.14,19605786.0,2.1,-44869293.0,-4.8,-60169890.0,-6.44
72,603237,五芳斋,22.28,10.02,103350032.0,17.46,125699263.0,21.24,-22349231.0,-3.78,-44478011.0,-7.51,-58872021.0,-9.95
73,002335,科华数据,41.08,4.4,103320328.0,10.85,41740148.0,4.38,61580180.0,6.47,-50257648.0,-5.28,-53062672.0,-5.57
74,002837,英维克,34.45,3.27,103205678.0,16.05,49464986.0,7.69,53740692.0,8.36,17297618.0,2.69,-120503292.0,-18.74
75,001318,阳光乳业,15.2,9.99,102115873.0,31.09,110538176.0,33.65,-8422303.0,-2.56,-53485173.0,-16.28,-48630700.0,-14.8
76,601069,西部黄金,19.17,9.98,100847521.0,8.8,118105187.0,10.31,-17257666.0,-1.51,-66216192.0,-5.78,-34631328.0,-3.02
77,601100,恒立液压,72.2,5.06,100736130.0,12.22,33092184.0,4.02,67643946.0,8.21,1783504.0,0.22,-102519632.0,-12.44
78,300296,利亚德,6.35,11.01,100000146.0,6.21,80191330.0,4.98,19808816.0,1.23,-9667488.0,-0.6,-90332672.0,-5.61
79,001309,德明利,132.62,2.29,96275129.0,12.17,65723062.0,8.31,30552067.0,3.86,-62604316.0,-7.91,-33670814.0,-4.26
80,300058,蓝色光标,8.35,3.6,95113683.0,9.64,92732108.0,9.39,2381575.0,0.24,-45432496.0,-4.6,-49681181.0,-5.03
81,688322,奥比中光-UW,58.61,11.17,92991368.0,10.42,28034019.0,3.14,64957349.0,7.28,-19256016.0,-2.16,-73735349.0,-8.26
82,600143,金发科技,10.64,4.72,92631693.0,17.25,59710758.0,11.12,32920935.0,6.13,-22077715.0,-4.11,-70553979.0,-13.13
83,002230,科大讯飞,45.38,2.0,92156085.0,9.16,88314184.0,8.77,3841901.0,0.38,-40795264.0,-4.05,-51360829.0,-5.1
84,002583,海能达,12.94,10.03,90961680.0,3.71,186883712.0,7.62,-95922032.0,-3.91,-82156224.0,-3.35,-8805456.0,-0.36
85,002365,永安药业,9.92,9.98,90958045.0,24.28,97595615.0,26.05,-6637570.0,-1.77,-47613355.0,-12.71,-43344690.0,-11.57
86,002415,海康威视,28.88,1.8,90881705.0,7.33,2018945.0,0.16,88862760.0,7.16,37816560.0,3.05,-128698272.0,-10.37
87,300059,东方财富,20.63,0.73,90616192.0,2.26,23623104.0,0.59,66993088.0,1.67,-9763680.0,-0.24,-80852496.0,-2.02
88,601086,国芳集团,12.77,9.99,90343858.0,13.08,89640740.0,12.98,703118.0,0.1,-42129657.0,-6.1,-48214200.0,-6.98
89,000990,诚志股份,7.83,7.41,89779642.0,22.24,83778770.0,20.76,6000872.0,1.49,-40578863.0,-10.05,-49200780.0,-12.19
90,000975,山金国际,22.55,7.48,89578585.0,7.62,37216665.0,3.17,52361920.0,4.46,-29886864.0,-2.54,-59691728.0,-5.08
91,600699,均胜电子,15.9,6.28,89534764.0,18.74,38791538.0,8.12,50743226.0,10.62,-13870285.0,-2.9,-75664478.0,-15.84
92,002565,顺灏股份,3.36,10.16,88931850.0,29.07,113357094.0,37.06,-24425244.0,-7.98,-45873422.0,-15.0,-43058428.0,-14.08
93,603119,浙江荣泰,39.44,10.01,87966450.0,12.43,83100141.0,11.75,4866309.0,0.69,-46177199.0,-6.53,-41789251.0,-5.91
94,300204,舒泰神,10.9,20.04,85909343.0,14.57,124317229.0,21.08,-38407886.0,-6.51,-47747134.0,-8.1,-38162210.0,-6.47
95,300687,赛意信息,29.9,10.7,85244644.0,8.18,58488233.0,5.62,26756411.0,2.57,-18086128.0,-1.74,-67158512.0,-6.45
96,601998,中信银行,7.32,-1.08,84296908.0,22.07,10369050.0,2.71,73927858.0,19.35,-30484007.0,-7.98,-53812902.0,-14.09
97,300458,全志科技,49.08,2.14,83665439.0,6.78,11079679.0,0.9,72585760.0,5.88,-189824.0,-0.02,-83475632.0,-6.76
98,600276,恒瑞医药,49.17,2.44,82902728.0,4.58,78286920.0,4.32,4615808.0,0.25,-121341056.0,-6.7,38438336.0,2.12
99,002095,生 意 宝,18.04,10.0,82557801.0,48.78,98583536.0,58.25,-16025735.0,-9.47,-39796487.0,-23.51,-42761314.0,-25.27
100,601318,中国平安,50.28,-0.32,82350003.0,6.19,18762403.0,1.41,63587600.0,4.78,26510496.0,1.99,-108860485.0,-8.19
101,300353,东土科技,19.42,3.24,82189265.0,6.94,29950609.0,2.53,52238656.0,4.41,33678320.0,2.84,-115867568.0,-9.78
102,600686,金龙汽车,12.63,5.51,81960020.0,20.85,88180826.0,22.43,-6220806.0,-1.58,-25848773.0,-6.57,-56111246.0,-14.27
103,600588,用友网络,14.19,4.72,81654981.0,9.46,85471776.0,9.9,-3816795.0,-0.44,-48011089.0,-5.56,-33643888.0,-3.9
104,002602,ST华通,7.11,2.89,81573056.0,14.19,45709011.0,7.95,35864045.0,6.24,-43899480.0,-7.64,-37673576.0,-6.55
105,002237,恒邦股份,12.01,9.08,80390844.0,11.78,76990883.0,11.28,3399961.0,0.5,-52984052.0,-7.76,-27406792.0,-4.02
106,300017,网宿科技,11.22,4.08,80313356.0,7.95,37314758.0,3.69,42998598.0,4.26,15736048.0,1.56,-96049384.0,-9.51
107,002235,安妮股份,5.35,10.08,80187588.0,34.53,76784259.0,33.06,3403329.0,1.47,-37215863.0,-16.02,-42971725.0,-18.5
108,603799,华友钴业,33.82,6.09,79275024.0,3.93,25164944.0,1.25,54110080.0,2.68,-39276656.0,-1.95,-39998368.0,-1.98
109,300115,长盈精密,21.18,3.22,77682400.0,5.48,18594272.0,1.31,59088128.0,4.17,9777440.0,0.69,-87459840.0,-6.17
110,002651,利君股份,6.83,9.98,77595687.0,42.9,76398942.0,42.24,1196745.0,0.66,-29150302.0,-16.12,-48445385.0,-26.79
111,603063,禾望电气,29.25,4.58,77183698.0,11.4,84836270.0,12.54,-7652572.0,-1.13,-9775668.0,-1.44,-67408031.0,-9.96
112,002273,水晶光电,18.39,3.66,77020321.0,12.0,34856262.0,5.43,42164059.0,6.57,-19815477.0,-3.09,-57204844.0,-8.91
113,301009,可靠股份,12.91,19.98,76977311.0,31.92,84428458.0,35.01,-7451147.0,-3.09,-33953343.0,-14.08,-43023968.0,-17.84
114,688213,思特威-W,98.53,3.06,76544020.0,9.9,64981691.0,8.4,11562329.0,1.5,39274394.0,5.08,-115818422.0,-14.98
115,300442,润泽科技,54.33,4.06,75757452.0,7.54,48255212.0,4.8,27502240.0,2.74,-10200688.0,-1.02,-65556772.0,-6.52
116,603005,晶方科技,28.03,4.9,75158458.0,8.69,18919120.0,2.19,56239338.0,6.5,-19041680.0,-2.2,-56116768.0,-6.49
117,600490,鹏欣资源,4.84,10.0,74869817.0,12.56,68221035.0,11.44,6648782.0,1.12,-30429396.0,-5.1,-44440421.0,-7.45
118,300130,新国都,23.0,5.6,74193350.0,7.16,5715001.0,0.55,68478349.0,6.61,-72429072.0,-6.99,-1764280.0,-0.17
119,600703,三安光电,12.12,2.54,74039471.0,18.72,41357266.0,10.46,32682205.0,8.26,-19811585.0,-5.01,-54227884.0,-13.71
120,300464,星徽股份,5.29,19.95,73899240.0,33.49,82074126.0,37.19,-8174886.0,-3.7,-37779003.0,-17.12,-36120237.0,-16.37
121,300822,贝仕达克,21.68,19.98,73574460.0,28.84,61101984.0,23.95,12472476.0,4.89,-30760727.0,-12.06,-42813733.0,-16.78
122,600844,丹化科技,3.2,6.67,72023963.0,19.58,73317502.0,19.93,-1293539.0,-0.35,-35155387.0,-9.56,-36868576.0,-10.02
123,002625,光启技术,41.6,3.51,71948924.0,6.46,93034924.0,8.35,-21086000.0,-1.89,-41869328.0,-3.76,-30079598.0,-2.7
124,002049,紫光国微,68.25,1.01,68885606.0,6.69,14461718.0,1.4,54423888.0,5.29,-59923504.0,-5.82,-8962097.0,-0.87
125,002920,德赛西威,101.7,1.29,68708869.0,13.64,34564409.0,6.86,34144460.0,6.78,-50038441.0,-9.93,-18670426.0,-3.71
126,000581,威孚高科,19.68,3.8,68407025.0,15.17,21121200.0,4.69,47285825.0,10.49,-54735537.0,-12.14,-13671486.0,-3.03
127,600418,江淮汽车,34.55,4.7,67996928.0,3.7,74137376.0,4.03,-6140448.0,-0.33,-70951600.0,-3.86,2954672.0,0.16
128,600609,金杯汽车,5.52,9.96,67433925.0,24.02,59817185.0,21.3,7616740.0,2.71,-24421944.0,-8.7,-43011983.0,-15.32
129,002475,立讯精密,30.87,3.07,67332112.0,1.85,84232128.0,2.32,-16900016.0,-0.47,5827984.0,0.16,-73160112.0,-2.01
130,300775,三角防务,25.77,5.53,67225105.0,8.66,52606651.0,6.78,14618454.0,1.88,-17758064.0,-2.29,-49467047.0,-6.38
131,000333,美的集团,71.39,0.66,67139025.0,5.32,-22884607.0,-1.81,90023632.0,7.13,-36831232.0,-2.92,-30307792.0,-2.4
132,000066,中国长城,15.54,2.24,66577929.0,4.01,21154665.0,1.28,45423264.0,2.74,10584048.0,0.64,-77161968.0,-4.65
133,600963,岳阳林纸,4.76,9.93,66435670.0,27.91,58434928.0,24.55,8000742.0,3.36,-27274246.0,-11.46,-39161424.0,-16.45
134,603103,横店影视,16.24,10.03,65905966.0,36.77,80873179.0,45.12,-14967213.0,-8.35,-33755905.0,-18.83,-32150061.0,-17.94
135,601668,中国建筑,5.46,-0.73,65467334.0,8.03,55700993.0,6.83,9766341.0,1.2,-32727894.0,-4.02,-32739433.0,-4.02
136,002172,澳洋健康,3.61,10.06,65303777.0,35.06,79452677.0,42.66,-14148900.0,-7.6,-27003513.0,-14.5,-38300264.0,-20.56
137,605488,福莱新材,41.07,9.99,65248564.0,15.65,57934042.0,13.9,7314522.0,1.75,-17641398.0,-4.23,-47607166.0,-11.42
138,000837,秦川机床,11.45,2.42,64804980.0,10.3,48832790.0,7.76,15972190.0,2.54,3860960.0,0.61,-68665939.0,-10.91
139,002479,富春环保,5.26,10.04,64087722.0,33.56,74720470.0,39.13,-10632748.0,-5.57,-30773986.0,-16.12,-33313736.0,-17.45
140,000021,深科技,17.47,2.34,64020124.0,18.66,39405286.0,11.49,24614838.0,7.17,-20696882.0,-6.03,-43323243.0,-12.63
141,300394,天孚通信,68.5,3.19,63876290.0,6.19,8603697.0,0.83,55272593.0,5.35,-2849232.0,-0.28,-61027072.0,-5.91
142,601600,中国铝业,6.54,2.19,63844250.0,6.44,99111137.0,10.0,-35266887.0,-3.56,-80669648.0,-8.14,16825383.0,1.7
143,002123,梦网科技,13.71,4.18,63607953.0,11.31,45821025.0,8.15,17786928.0,3.16,-19989742.0,-3.55,-43618211.0,-7.75
144,000630,铜陵有色,3.19,3.91,63552620.0,7.12,53928907.0,6.04,9623713.0,1.08,-21086750.0,-2.36,-42465869.0,-4.76
145,603583,捷昌驱动,36.99,3.82,63454957.0,9.88,52611336.0,8.19,10843621.0,1.69,-16890102.0,-2.63,-46564859.0,-7.25
146,002779,中坚科技,99.9,6.11,63281654.0,8.03,51337417.0,6.51,11944237.0,1.52,-39012544.0,-4.95,-24269111.0,-3.08
147,688630,芯碁微装,74.97,6.96,63096278.0,12.55,41792531.0,8.32,21303747.0,4.24,-29408280.0,-5.85,-33687999.0,-6.7
148,000988,华工科技,39.18,1.95,62889736.0,8.75,30546279.0,4.25,32343457.0,4.5,-17093955.0,-2.38,-45795780.0,-6.37
149,003030,祖名股份,21.56,10.0,61960395.0,29.67,67008575.0,32.09,-5048180.0,-2.42,-36292394.0,-17.38,-25668001.0,-12.29
150,603637,镇海股份,10.36,9.98,61876278.0,24.5,56781548.0,22.48,5094730.0,2.02,-39331103.0,-15.57,-22545174.0,-8.93
151,688333,铂力特,63.86,6.31,61771189.0,18.9,16600821.0,5.08,45170368.0,13.82,-545404.0,-0.17,-61225785.0,-18.73
152,002449,国星光电,8.72,4.68,61758047.0,13.78,22132709.0,4.94,39625338.0,8.84,14767643.0,3.3,-76525689.0,-17.08
153,002142,宁波银行,24.23,-1.5,61745318.0,8.55,8168079.0,1.13,53577239.0,7.42,4762076.0,0.66,-66507388.0,-9.21
154,603697,有友食品,12.5,10.04,61141031.0,16.25,68410916.0,18.18,-7269885.0,-1.93,-26872391.0,-7.14,-34268639.0,-9.11
155,600000,浦发银行,10.57,-2.22,60859331.0,11.41,17487701.0,3.28,43371630.0,8.13,-1563001.0,-0.29,-59296331.0,-11.12
156,000737,北方铜业,9.13,4.46,60750073.0,9.19,36076616.0,5.46,24673457.0,3.73,-7380122.0,-1.12,-53369951.0,-8.07
157,603900,莱绅通灵,6.97,9.94,60540355.0,24.38,60121131.0,24.21,419224.0,0.17,-25572295.0,-10.3,-34968059.0,-14.08
158,300164,通源石油,4.1,5.94,59390553.0,18.54,38445404.0,12.0,20945149.0,6.54,-25339276.0,-7.91,-34051277.0,-10.63
159,688313,仕佳光子,18.72,20.0,59158945.0,33.56,91416518.0,51.85,-32257573.0,-18.3,-33485774.0,-18.99,-25673169.0,-14.56
160,300870,欧陆通,106.36,7.87,59005524.0,12.96,24767587.0,5.44,34237937.0,7.52,-22208026.0,-4.88,-36797498.0,-8.08
161,600961,株冶集团,11.19,8.54,58748522.0,5.32,35884238.0,3.25,22864284.0,2.07,-13598688.0,-1.23,-45149840.0,-4.09
162,002204,大连重工,6.31,4.82,58705859.0,4.02,35590611.0,2.44,23115248.0,1.58,9872832.0,0.68,-68578704.0,-4.69
163,000963,华东医药,39.33,1.94,58572737.0,8.3,31003883.0,4.39,27568854.0,3.91,-37168111.0,-5.26,-21404628.0,-3.03
164,300766,每日互动,36.28,3.89,57636362.0,3.09,6789274.0,0.36,50847088.0,2.72,15918736.0,0.85,-73555104.0,-3.94
165,300548,博创科技,33.73,4.43,57632119.0,10.55,22467136.0,4.11,35164983.0,6.44,-8759404.0,-1.6,-48872715.0,-8.95
166,300085,银之杰,32.14,3.21,57382265.0,6.82,40255508.0,4.78,17126757.0,2.03,-20037680.0,-2.38,-37344581.0,-4.44
167,002183,怡 亚 通,4.73,3.5,57127188.0,11.16,17917085.0,3.5,39210103.0,7.66,-10871459.0,-2.12,-46255729.0,-9.04
168,600372,中航机载,11.14,1.74,56167941.0,20.19,53176041.0,19.12,2991900.0,1.08,-21634686.0,-7.78,-34533255.0,-12.42
169,002196,方正电机,8.18,5.82,55878816.0,9.65,25448054.0,4.4,30430762.0,5.26,10848266.0,1.87,-66727083.0,-11.52
170,688234,天岳先进,61.5,2.71,55357708.0,13.32,-2434456.0,-0.59,57792164.0,13.9,31629600.0,7.61,-86987308.0,-20.93
171,300666,江丰电子,70.42,0.9,55110589.0,16.57,7058406.0,2.12,48052183.0,14.44,2508727.0,0.75,-57619316.0,-17.32
172,002315,焦点科技,39.99,7.56,55011982.0,7.87,39106405.0,5.59,15905577.0,2.27,-35392264.0,-5.06,-19619713.0,-2.81
173,000566,海南海药,5.52,8.24,54823451.0,11.17,61403486.0,12.51,-6580035.0,-1.34,-16746025.0,-3.41,-38077427.0,-7.76
174,301629,矽电股份,171.99,5.52,54807195.0,12.21,29860141.0,6.65,24947054.0,5.56,-20730948.0,-4.62,-34076247.0,-7.59
175,002803,吉宏股份,14.18,6.14,54627462.0,9.37,32258266.0,5.53,22369196.0,3.84,-13462415.0,-2.31,-41165046.0,-7.06
176,601009,南京银行,10.44,-0.95,53817042.0,16.22,33831023.0,10.2,19986019.0,6.02,-2790159.0,-0.84,-51026884.0,-15.38
177,603136,天目湖,13.23,8.0,53724078.0,12.28,44097872.0,10.08,9626206.0,2.2,-17539974.0,-4.01,-36184105.0,-8.27
178,300622,博士眼镜,39.82,4.73,53721393.0,16.21,58320324.0,17.6,-4598931.0,-1.39,-22465807.0,-6.78,-31255586.0,-9.43
179,002916,深南电路,110.9,2.86,53285617.0,7.7,-6910499.0,-1.0,60196116.0,8.7,-3941899.0,-0.57,-49343718.0,-7.13
180,002245,蔚蓝锂芯,12.92,4.53,53230080.0,9.3,7788221.0,1.36,45441859.0,7.94,-5752859.0,-1.0,-47477221.0,-8.29
181,300260,新莱应材,34.9,2.38,53219368.0,4.68,62257464.0,5.48,-9038096.0,-0.8,-37181776.0,-3.27,-16037584.0,-1.41
182,300409,道氏技术,14.68,4.86,53100204.0,10.39,22607585.0,4.42,30492619.0,5.97,-16531747.0,-3.23,-36568455.0,-7.16
183,300466,赛摩智能,11.35,8.3,53074997.0,9.24,5876842.0,1.02,47198155.0,8.22,-18568338.0,-3.23,-34506660.0,-6.01
184,688192,迪哲医药-U,58.8,20.0,53057448.0,13.04,52966336.0,13.02,91112.0,0.02,-21441300.0,-5.27,-31616148.0,-7.77
185,300435,中泰股份,13.58,9.52,52579712.0,17.09,35197427.0,11.44,17382285.0,5.65,-7217736.0,-2.35,-45361977.0,-14.75
186,600797,浙大网新,10.08,4.78,52259715.0,3.85,37343875.0,2.75,14915840.0,1.1,-27683968.0,-2.04,-24575744.0,-1.81
187,002719,麦趣尔,9.4,5.5,51767058.0,10.22,28703724.0,5.67,23063334.0,4.55,-43136398.0,-8.52,-8630661.0,-1.7
188,300507,苏奥传感,7.13,6.1,51715783.0,17.97,28648840.0,9.95,23066943.0,8.01,-14350215.0,-4.99,-37365569.0,-12.98
189,301236,软通动力,54.71,1.56,50874707.0,5.9,39844435.0,4.62,11030272.0,1.28,-6951584.0,-0.81,-43923127.0,-5.09
