序号,代码,名称,最新价,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比
1355,300579,数字认证,27.68,2.82,3888477.0,3.33,1652166.0,1.42,2236311.0,1.92,-4249806.0,-3.64,361329.0,0.31
1356,300673,佩蒂股份,14.23,-5.2,3863818.0,1.85,-4594489.0,-2.21,8458307.0,4.06,19319724.0,9.28,-23183543.0,-11.13
1357,300347,泰格医药,44.29,0.91,3862642.0,1.44,6044199.0,2.25,-2181557.0,-0.81,1671929.0,0.62,-5534571.0,-2.06
1358,000088,盐 田 港,4.61,-0.22,3851195.0,11.22,3934437.0,11.46,-83242.0,-0.24,541554.0,1.58,-4392748.0,-12.8
1359,688656,浩欧博,94.8,6.76,3848430.0,4.66,10233387.0,12.38,-6384957.0,-7.73,-1379273.0,-1.67,-2469157.0,-2.99
1360,605388,均瑶健康,6.7,2.45,3848082.0,5.26,-319217.0,-0.44,4167299.0,5.7,-5842437.0,-7.99,1994355.0,2.73
1361,300740,水羊股份,11.67,3.37,3847841.0,5.63,0.0,0.0,3847841.0,5.63,1080578.0,1.58,-4928419.0,-7.21
1362,300473,德尔股份,25.93,2.01,3847776.0,2.88,-3082659.0,-2.31,6930435.0,5.19,-4043177.0,-3.03,195401.0,0.15
1363,000665,湖北广电,4.7,1.95,3843883.0,2.99,-5014166.0,-3.9,8858049.0,6.89,-10793624.0,-8.39,6949743.0,5.4
1364,688286,敏芯股份,62.62,2.09,3842523.0,5.47,96456.0,0.14,3746067.0,5.34,-4506480.0,-6.42,663956.0,0.95
1365,603713,密尔克卫,48.58,1.72,3838633.0,4.77,-827030.0,-1.03,4665663.0,5.8,-538889.0,-0.67,-3299744.0,-4.1
1366,688277,天智航-U,11.81,2.96,3834188.0,10.07,581894.0,1.53,3252294.0,8.54,-2290614.0,-6.01,-1543574.0,-4.05
1367,002080,中材科技,13.54,2.5,3830687.0,2.08,5231310.0,2.84,-1400623.0,-0.76,1741379.0,0.95,-5572066.0,-3.03
1368,600509,天富能源,6.26,1.46,3822579.0,3.94,2059542.0,2.12,1763037.0,1.82,-5452442.0,-5.62,1629863.0,1.68
1369,002091,江苏国泰,6.87,1.03,3817765.0,5.83,0.0,0.0,3817765.0,5.83,-4693757.0,-7.17,875992.0,1.34
1370,300735,光弘科技,24.67,1.77,3801437.0,1.67,-1471740.0,-0.65,5273177.0,2.32,8549888.0,3.76,-12351325.0,-5.43
1371,600560,金自天正,15.05,2.1,3798754.0,7.2,1260690.0,2.39,2538064.0,4.81,224356.0,0.43,-4023110.0,-7.63
1372,605088,冠盛股份,32.78,5.5,3797387.0,2.25,-3864850.0,-2.29,7662237.0,4.55,-7974463.0,-4.73,4177076.0,2.48
1373,300644,南京聚隆,22.13,4.04,3794719.0,4.34,4310541.0,4.92,-515822.0,-0.59,-2979331.0,-3.4,-815389.0,-0.93
1374,002554,惠博普,2.43,2.97,3788022.0,4.15,259896.0,0.28,3528126.0,3.87,2109888.0,2.31,-5897910.0,-6.46
1375,002746,仙坛股份,6.08,2.53,3775410.0,3.35,1551203.0,1.38,2224207.0,1.97,12159810.0,10.79,-15935220.0,-14.14
1376,601686,友发集团,5.3,2.51,3772760.0,19.05,-846075.0,-4.27,4618835.0,23.32,-3300773.0,-16.66,-471987.0,-2.38
1377,000903,云内动力,3.27,1.55,3762928.0,2.41,2609193.0,1.67,1153735.0,0.74,-8358121.0,-5.34,4595193.0,2.94
1378,000050,深天马Ａ,7.48,1.49,3760972.0,4.6,-666649.0,-0.81,4427621.0,5.41,-3760507.0,-4.59,-465.0,0.0
1379,301193,家联科技,15.95,7.05,3754938.0,7.74,234437.0,0.48,3520501.0,7.25,1890722.0,3.9,-5645660.0,-11.63
1380,002643,万润股份,10.42,1.46,3740216.0,7.0,4219829.0,7.9,-479613.0,-0.9,1656085.0,3.1,-5396300.0,-10.1
1381,300456,赛微电子,15.76,1.22,3735441.0,3.91,4340689.0,4.55,-605248.0,-0.63,-3445804.0,-3.61,-289637.0,-0.3
1382,002611,东方精工,11.68,2.1,3731857.0,0.7,-1003767.0,-0.19,4735624.0,0.88,-8760864.0,-1.63,5029008.0,0.94
1383,688066,航天宏图,17.32,3.4,3727356.0,5.0,5106574.0,6.84,-1379218.0,-1.85,-1522103.0,-2.04,-2205253.0,-2.96
1384,600212,绿能慧充,7.65,2.55,3717895.0,5.49,-1304109.0,-1.92,5022004.0,7.41,-2656037.0,-3.92,-1061858.0,-1.57
1385,002777,久远银海,16.97,3.48,3696236.0,2.62,-1033212.0,-0.73,4729448.0,3.36,4247410.0,3.01,-7943646.0,-5.64
1386,688372,伟测科技,79.83,4.98,3695656.0,1.25,9567958.0,3.24,-5872302.0,-1.99,-96213.0,-0.03,-3599443.0,-1.22
1387,605507,国邦医药,18.9,1.02,3694867.0,4.42,428306.0,0.51,3266561.0,3.9,-4564832.0,-5.46,869966.0,1.04
1388,605133,嵘泰股份,29.38,4.89,3691049.0,2.33,5484733.0,3.47,-1793684.0,-1.13,11838437.0,7.48,-15529486.0,-9.82
1389,603890,春秋电子,10.36,2.37,3687827.0,4.11,-687530.0,-0.77,4375357.0,4.87,-4072757.0,-4.54,384929.0,0.43
1390,002908,德生科技,8.39,1.94,3684890.0,10.14,0.0,0.0,3684890.0,10.14,-4222347.0,-11.62,537457.0,1.48
1391,688665,四方光电,33.6,3.1,3682559.0,8.46,584638.0,1.34,3097921.0,7.11,1581509.0,3.63,-5264069.0,-12.09
1392,300300,ST峡创,2.91,1.75,3657792.0,13.62,0.0,0.0,3657792.0,13.62,-2292245.0,-8.54,-1365546.0,-5.08
1393,600770,综艺股份,4.05,1.25,3652509.0,11.63,2321498.0,7.39,1331011.0,4.24,-207659.0,-0.66,-3444850.0,-10.97
1394,002061,浙江交科,3.82,0.26,3647933.0,6.18,-4692240.0,-7.95,8340173.0,14.13,-4988239.0,-8.45,1340307.0,2.27
1395,600327,大东方,5.01,1.62,3645740.0,2.01,13061105.0,7.19,-9415365.0,-5.19,-5076352.0,-2.8,1430613.0,0.79
1396,300471,厚普股份,8.13,4.1,3636757.0,7.82,4885749.0,10.51,-1248992.0,-2.69,-2759185.0,-5.94,-877572.0,-1.89
1397,600067,冠城新材,2.31,1.76,3634079.0,11.01,5626914.0,17.05,-1992835.0,-6.04,-2418972.0,-7.33,-1215107.0,-3.68
1398,002722,物产金轮,13.72,2.24,3633009.0,11.22,0.0,0.0,3633009.0,11.22,-2484776.0,-7.67,-1148233.0,-3.55
1399,688535,华海诚科,70.65,1.42,3627429.0,4.54,-2215730.0,-2.78,5843159.0,7.32,897642.0,1.12,-4525071.0,-5.67
1400,688692,达梦数据,350.15,1.0,3626795.0,1.4,-9672228.0,-3.74,13299023.0,5.14,-1766528.0,-0.68,-1860267.0,-0.72
1401,300632,光莆股份,11.33,2.44,3625452.0,7.43,0.0,0.0,3625452.0,7.43,-5486536.0,-11.24,1861084.0,3.81
1402,002187,广百股份,7.79,3.18,3619821.0,0.79,8312360.0,1.81,-4692539.0,-1.02,-1537964.0,-0.34,-2081857.0,-0.45
1403,300275,梅安森,12.58,3.03,3612316.0,3.68,2943579.0,3.0,668737.0,0.68,-4687016.0,-4.77,1074701.0,1.09
1404,601188,龙江交通,3.58,0.56,3590975.0,3.63,-660401.0,-0.67,4251376.0,4.3,-736973.0,-0.75,-2854002.0,-2.89
1405,300888,稳健医疗,46.02,5.79,3587703.0,1.75,-7656264.0,-3.73,11243967.0,5.47,18443691.0,8.98,-22031392.0,-10.73
1406,301156,美农生物,21.25,2.46,3584341.0,2.38,1727289.0,1.15,1857052.0,1.23,-6211399.0,-4.13,2627058.0,1.75
1407,600219,南山铝业,3.47,1.46,3583967.0,1.5,16791486.0,7.05,-13207519.0,-5.54,-10918244.0,-4.58,7334276.0,3.08
1408,600717,天津港,4.45,0.0,3569876.0,7.12,-66142.0,-0.13,3636018.0,7.25,302499.0,0.6,-3872376.0,-7.72
1409,000812,陕西金叶,4.45,2.53,3565927.0,4.32,-1326641.0,-1.61,4892568.0,5.93,-2393474.0,-2.9,-1172453.0,-1.42
1410,000875,吉电股份,5.31,1.92,3565022.0,1.86,1348346.0,0.7,2216676.0,1.16,-14117066.0,-7.36,10552044.0,5.5
1411,300859,西域旅游,39.83,0.94,3557596.0,1.12,-4829844.0,-1.52,8387440.0,2.65,-5899120.0,-1.86,2341524.0,0.74
1412,600075,新疆天业,4.16,0.0,3543690.0,11.11,-40023.0,-0.13,3583713.0,11.23,-2587253.0,-8.11,-956436.0,-3.0
1413,688390,固德威,42.58,1.57,3537037.0,2.49,3382644.0,2.38,154393.0,0.11,2437671.0,1.71,-5974708.0,-4.2
1414,601801,皖新传媒,6.68,1.83,3532004.0,4.45,-2498574.0,-3.15,6030578.0,7.59,1020716.0,1.29,-4552720.0,-5.73
1415,600984,建设机械,3.45,1.47,3530833.0,8.51,2397447.0,5.78,1133386.0,2.73,-1570.0,0.0,-3529264.0,-8.51
1416,301109,军信股份,18.79,3.64,3521833.0,4.3,-8656628.0,-10.58,12178461.0,14.88,5760552.0,7.04,-9282385.0,-11.35
1417,300284,苏交科,8.8,2.33,3512713.0,2.56,574503.0,0.42,2938210.0,2.14,-3504195.0,-2.55,-8517.0,-0.01
1418,600188,兖矿能源,12.56,-0.95,3510392.0,1.59,-13534910.0,-6.14,17045302.0,7.73,-22313329.0,-10.12,18802937.0,8.53
1419,301592,六九一二,134.9,1.48,3502474.0,5.3,-1114758.0,-1.69,4617232.0,6.99,-3537052.0,-5.35,34578.0,0.05
1420,000009,中国宝安,7.77,0.26,3501276.0,6.08,3175599.0,5.52,325677.0,0.57,-1305904.0,-2.27,-2195373.0,-3.82
1421,301397,溯联股份,30.77,2.23,3471751.0,6.76,1649430.0,3.21,1822321.0,3.55,962784.0,1.87,-4434535.0,-8.63
1422,300272,开能健康,5.73,3.99,3467830.0,5.66,0.0,0.0,3467830.0,5.66,-1306027.0,-2.13,-2161804.0,-3.53
1423,000925,众合科技,7.4,1.65,3463160.0,5.47,828223.0,1.31,2634937.0,4.16,-6318544.0,-9.99,2855384.0,4.51
1424,600229,城市传媒,6.55,1.87,3456324.0,10.48,111955.0,0.34,3344369.0,10.14,-2343527.0,-7.1,-1112797.0,-3.37
1425,600136,ST明诚,2.03,5.18,3455440.0,32.38,167667.0,1.57,3287773.0,30.81,-1980921.0,-18.56,-1474519.0,-13.82
1426,002838,道恩股份,16.09,1.45,3446238.0,1.54,939497.0,0.42,2506741.0,1.12,-12393461.0,-5.54,8947225.0,4.0
1427,688443,智翔金泰-U,30.04,2.53,3441062.0,2.95,-155498.0,-0.13,3596560.0,3.09,7294645.0,6.26,-10735707.0,-9.21
1428,002180,纳思达,22.55,1.26,3434081.0,1.54,-16875778.0,-7.59,20309859.0,9.13,11376391.0,5.12,-14810471.0,-6.66
1429,601886,江河集团,5.98,1.7,3427871.0,5.22,1015083.0,1.55,2412788.0,3.67,-2787111.0,-4.24,-640760.0,-0.98
1430,600997,开滦股份,6.5,1.09,3424947.0,10.26,663318.0,1.99,2761629.0,8.27,125918.0,0.38,-3550864.0,-10.64
1431,300658,延江股份,5.66,4.24,3422546.0,6.16,835811.0,1.5,2586735.0,4.65,100323.0,0.18,-3522869.0,-6.34
1432,301571,国科天成,45.91,1.91,3413438.0,2.44,-2419074.0,-1.73,5832512.0,4.18,-9048285.0,-6.48,5634848.0,4.04
1433,688627,精智达,70.18,3.54,3399725.0,5.38,2822079.0,4.47,577646.0,0.91,-2467360.0,-3.9,-932365.0,-1.48
1434,301162,国能日新,62.6,0.14,3396837.0,1.74,-1412175.0,-0.72,4809012.0,2.46,15242329.0,7.79,-18639166.0,-9.53
1435,000159,国际实业,5.12,1.19,3391259.0,9.89,3574212.0,10.42,-182953.0,-0.53,-1174156.0,-3.42,-2217103.0,-6.47
1436,300867,圣元环保,14.08,1.73,3386515.0,4.84,0.0,0.0,3386515.0,4.84,-1401556.0,-2.0,-1984959.0,-2.84
1437,301053,远信工业,24.23,2.24,3384730.0,10.67,1198336.0,3.78,2186394.0,6.89,-1803021.0,-5.68,-1581709.0,-4.99
1438,603486,科沃斯,49.79,5.18,3374332.0,1.02,3534378.0,1.07,-160046.0,-0.05,34517811.0,10.46,-37892143.0,-11.48
1439,301591,肯特股份,33.13,2.03,3360173.0,9.84,0.0,0.0,3360173.0,9.84,-3382694.0,-9.9,22521.0,0.07
1440,600403,大有能源,3.51,1.15,3352329.0,5.17,-1244318.0,-1.92,4596647.0,7.09,-2181129.0,-3.37,-1171200.0,-1.81
1441,300125,ST聆达,6.53,2.51,3346385.0,3.86,1638782.0,1.89,1707603.0,1.97,-2911649.0,-3.36,-434736.0,-0.5
1442,601567,三星医疗,27.4,6.66,3344709.0,1.09,17272139.0,5.62,-13927430.0,-4.53,-41379036.0,-13.47,38034327.0,12.38
1443,300737,科顺股份,4.74,0.42,3340502.0,8.39,0.0,0.0,3340502.0,8.39,-2044189.0,-5.13,-1296313.0,-3.26
1444,003008,开普检测,20.02,-0.35,3337791.0,9.78,0.0,0.0,3337791.0,9.78,-634140.0,-1.86,-2703651.0,-7.92
1445,300843,胜蓝股份,26.5,2.59,3336261.0,4.17,547274.0,0.68,2788987.0,3.48,2281044.0,2.85,-5617305.0,-7.02
1446,002946,新乳业,16.77,4.42,3335210.0,1.64,3752584.0,1.84,-417374.0,-0.21,-1489917.0,-0.73,-1845293.0,-0.91
1447,688352,颀中科技,11.24,1.63,3331614.0,7.03,1439184.0,3.04,1892430.0,3.99,-4941927.0,-10.43,1610314.0,3.4
1448,002480,新筑股份,5.31,0.57,3328846.0,11.95,2080802.0,7.47,1248044.0,4.48,-1595986.0,-5.73,-1732859.0,-6.22
1449,002057,中钢天源,7.31,1.81,3325475.0,4.84,4317390.0,6.28,-991915.0,-1.44,398274.0,0.58,-3723749.0,-5.42
1450,601012,隆基绿能,14.87,0.13,3323690.0,0.67,680484.0,0.14,2643206.0,0.54,2398709.0,0.49,-5722399.0,-1.16
1451,601133,柏诚股份,10.8,1.03,3323655.0,14.07,1024019.0,4.33,2299636.0,9.73,-1396208.0,-5.91,-1927447.0,-8.16
1452,002139,拓邦股份,12.94,3.44,3321893.0,0.77,-15209965.0,-3.54,18531858.0,4.31,-2201047.0,-0.51,-1120846.0,-0.26
1453,002404,嘉欣丝绸,5.79,1.05,3316025.0,8.75,0.0,0.0,3316025.0,8.75,1268420.0,3.35,-4584445.0,-12.1
1454,301161,唯万密封,19.92,2.15,3308558.0,8.05,0.0,0.0,3308558.0,8.05,224491.0,0.55,-3533049.0,-8.6
1455,000868,安凯客车,5.69,2.34,3302318.0,3.98,1761203.0,2.12,1541115.0,1.86,-3474130.0,-4.19,171812.0,0.21
1456,688396,华润微,47.26,-0.3,3301422.0,2.05,4362797.0,2.7,-1061375.0,-0.66,-9733286.0,-6.03,6431863.0,3.98
1457,688611,杭州柯林,41.8,2.4,3300051.0,10.07,481786.0,1.47,2818265.0,8.6,-4611716.0,-14.07,1311664.0,4.0
1458,002003,伟星股份,11.12,0.91,3294811.0,7.45,0.0,0.0,3294811.0,7.45,619842.0,1.4,-3914653.0,-8.85
1459,000488,ST晨鸣,1.83,2.23,3292147.0,6.24,-1815000.0,-3.44,5107147.0,9.67,1439059.0,2.73,-4731206.0,-8.96
1460,603195,公牛集团,71.58,0.42,3273055.0,4.93,-1310003.0,-1.97,4583058.0,6.91,-2694440.0,-4.06,-578616.0,-0.87
1461,688382,益方生物-U,22.85,6.28,3267081.0,1.25,-10284259.0,-3.94,13551340.0,5.2,25682360.0,9.85,-28949443.0,-11.1
1462,301217,铜冠铜箔,10.24,5.68,3264069.0,3.71,1377361.0,1.57,1886708.0,2.15,-3888039.0,-4.42,623969.0,0.71
1463,600569,安阳钢铁,1.78,1.14,3255552.0,15.64,2605920.0,12.52,649632.0,3.12,-1758484.0,-8.45,-1497068.0,-7.19
1464,300430,诚益通,16.73,1.09,3252800.0,1.68,1112828.0,0.58,2139972.0,1.11,-12073458.0,-6.25,8820658.0,4.57
1465,688685,迈信林,61.8,5.64,3251991.0,1.39,-6766707.0,-2.88,10018698.0,4.27,-351833.0,-0.15,-2900159.0,-1.24
1466,300807,天迈科技,36.0,0.25,3247963.0,5.4,2099393.0,3.49,1148570.0,1.91,-3481521.0,-5.78,233558.0,0.39
1467,600420,国药现代,10.16,0.4,3242968.0,3.4,-1040670.0,-1.09,4283638.0,4.49,3038467.0,3.19,-6281436.0,-6.59
1468,002478,常宝股份,5.46,0.74,3239199.0,5.23,-407839.0,-0.66,3647038.0,5.88,-3111325.0,-5.02,-127874.0,-0.21
1469,301333,诺思格,44.56,-1.11,3224998.0,2.05,-10657480.0,-6.77,13882478.0,8.81,-132691.0,-0.08,-3092307.0,-1.96
1470,002635,安洁科技,13.05,1.48,3223572.0,4.68,2331186.0,3.38,892386.0,1.3,-120769.0,-0.18,-3102803.0,-4.5
1471,688416,恒烁股份,38.59,2.55,3209618.0,7.4,896964.0,2.07,2312654.0,5.34,-141978.0,-0.33,-3067639.0,-7.08
1472,002322,理工能科,12.84,1.18,3196678.0,8.54,0.0,0.0,3196678.0,8.54,-849681.0,-2.27,-2346997.0,-6.27
1473,002289,ST宇顺,6.72,5.0,3196570.0,21.84,5327134.0,36.4,-2130564.0,-14.56,-1908306.0,-13.04,-1288264.0,-8.8
1474,002166,莱茵生物,7.5,1.76,3194277.0,4.19,221405.0,0.29,2972872.0,3.9,-7021749.0,-9.21,3827471.0,5.02
1475,600820,隧道股份,5.99,0.17,3193202.0,4.5,1222729.0,1.72,1970473.0,2.78,-691648.0,-0.97,-2501554.0,-3.52
1476,600649,城投控股,4.74,-2.47,3191575.0,1.21,-555437.0,-0.21,3747012.0,1.42,9693811.0,3.69,-12885386.0,-4.9
1477,002906,华阳集团,30.69,2.47,3182284.0,2.02,-683193.0,-0.43,3865477.0,2.46,-6428266.0,-4.09,3245982.0,2.06
1478,002921,联诚精密,12.53,2.62,3179495.0,9.93,0.0,0.0,3179495.0,9.93,-663058.0,-2.07,-2516437.0,-7.86
1479,001202,炬申股份,16.05,2.69,3170260.0,7.94,0.0,0.0,3170260.0,7.94,-754696.0,-1.89,-2415564.0,-6.05
1480,600222,太龙药业,5.12,1.39,3166882.0,7.74,80922.0,0.2,3085960.0,7.54,407415.0,1.0,-3574297.0,-8.73
1481,688143,长盈通,30.19,4.57,3166368.0,6.09,-16785.0,-0.03,3183153.0,6.12,-1672656.0,-3.22,-1493711.0,-2.87
1482,000042,中洲控股,7.1,3.2,3163396.0,3.31,1284963.0,1.34,1878433.0,1.96,-572592.0,-0.6,-2590803.0,-2.71
1483,300851,交大思诺,28.09,1.23,3161937.0,6.72,-3270123.0,-6.95,6432060.0,13.68,-57070.0,-0.12,-3104868.0,-6.6
1484,000937,冀中能源,5.84,-1.02,3157493.0,5.44,-2226642.0,-3.84,5384135.0,9.28,-1688232.0,-2.91,-1469261.0,-2.53
1485,600272,开开实业,13.94,1.46,3156615.0,6.76,3363388.0,7.21,-206773.0,-0.44,-1155556.0,-2.48,-2001059.0,-4.29
1486,000534,万泽股份,14.92,4.34,3148986.0,1.91,6000675.0,3.64,-2851689.0,-1.73,-5051718.0,-3.07,1902732.0,1.16
1487,688131,皓元医药,36.92,7.36,3142248.0,3.0,1233382.0,1.18,1908866.0,1.82,-13106668.0,-12.51,9964419.0,9.51
1488,300887,谱尼测试,7.3,2.24,3135194.0,5.98,1338177.0,2.55,1797017.0,3.43,780324.0,1.49,-3915518.0,-7.47
1489,603737,三棵树,49.6,0.34,3124663.0,2.48,1176527.0,0.93,1948136.0,1.54,-17630943.0,-13.97,14506280.0,11.49
1490,600006,东风股份,7.0,0.57,3116234.0,2.38,9589506.0,7.33,-6473272.0,-4.95,-637828.0,-0.49,-2478407.0,-1.9
1491,300541,先进数通,12.1,2.8,3114679.0,1.24,6120270.0,2.44,-3005591.0,-1.2,371833.0,0.15,-3486512.0,-1.39
1492,600261,阳光照明,3.06,1.66,3109679.0,10.21,938430.0,3.08,2171249.0,7.13,492500.0,1.62,-3602179.0,-11.83
1493,300800,力合科技,9.54,1.17,3108234.0,11.29,0.0,0.0,3108234.0,11.29,-2641039.0,-9.59,-467194.0,-1.7
1494,300160,秀强股份,5.16,1.78,3105797.0,7.68,0.0,0.0,3105797.0,7.68,-2231079.0,-5.52,-874718.0,-2.16
1495,688392,骄成超声,49.43,3.95,3094370.0,5.11,1850757.0,3.06,1243613.0,2.05,-855572.0,-1.41,-2238798.0,-3.7
1496,301380,挖金客,41.4,2.1,3086623.0,6.7,669005.0,1.45,2417618.0,5.25,337933.0,0.73,-3424556.0,-7.43
1497,002614,奥佳华,6.19,2.15,3085036.0,5.41,3936580.0,6.91,-851544.0,-1.49,-5995588.0,-10.52,2910552.0,5.11
1498,600392,盛和资源,10.31,0.68,3084960.0,1.84,-3337594.0,-1.99,6422554.0,3.84,-13070005.0,-7.81,9985045.0,5.97
1499,301270,汉仪股份,33.07,4.26,3084355.0,4.73,755341.0,1.16,2329014.0,3.57,277992.0,0.43,-3362347.0,-5.16
1500,300481,濮阳惠成,13.51,1.35,3079088.0,9.07,-2481169.0,-7.31,5560257.0,16.37,-1814115.0,-5.34,-1264973.0,-3.73
1501,688522,纳睿雷达,72.97,8.51,3073064.0,0.82,35110434.0,9.42,-32037370.0,-8.59,-11500894.0,-3.08,8427829.0,2.26
1502,688078,龙软科技,30.96,3.06,3064769.0,8.97,5071798.0,14.84,-2007029.0,-5.87,292684.0,0.86,-3357453.0,-9.82
1503,002988,豪美新材,26.69,5.12,3063155.0,1.7,705365.0,0.39,2357790.0,1.31,2206657.0,1.22,-5269812.0,-2.92
1504,600724,宁波富达,4.59,0.44,3060885.0,8.76,1680583.0,4.81,1380302.0,3.95,-2605224.0,-7.45,-455661.0,-1.3
1505,300720,海川智能,18.87,4.49,3060414.0,3.61,0.0,0.0,3060414.0,3.61,7491085.0,8.83,-10551499.0,-12.44
1506,301159,三维天地,27.96,3.21,3057763.0,5.18,3120103.0,5.28,-62340.0,-0.11,4961217.0,8.4,-8018980.0,-13.58
1507,000802,北京文化,4.31,2.62,3055410.0,4.24,-1817244.0,-2.52,4872654.0,6.76,-2355219.0,-3.27,-700192.0,-0.97
1508,002219,新里程,2.33,2.19,3050510.0,3.88,10495846.0,13.34,-7445336.0,-9.46,-5079854.0,-6.45,2029343.0,2.58
1509,605377,华旺科技,11.89,0.93,3049708.0,19.01,560324.0,3.49,2489384.0,15.52,-1332891.0,-8.31,-1716816.0,-10.7
1510,603588,高能环境,5.38,2.87,3046141.0,1.63,6330658.0,3.38,-3284517.0,-1.75,-4228518.0,-2.26,1182376.0,0.63
1511,688316,青云科技-U,55.9,3.98,3041366.0,2.86,-1728639.0,-1.62,4770005.0,4.48,-1048352.0,-0.98,-1993014.0,-1.87
1512,600359,新农开发,6.88,0.44,3040311.0,2.93,478942.0,0.46,2561369.0,2.47,5367536.0,5.18,-8407847.0,-8.11
1513,300142,沃森生物,10.39,0.1,3039404.0,1.87,-6472968.0,-3.98,9512372.0,5.84,4016232.0,2.47,-7055635.0,-4.33
1514,300971,博亚精工,21.39,0.66,3034396.0,4.1,3079239.0,4.16,-44843.0,-0.06,2554932.0,3.45,-5589328.0,-7.56
1515,301393,昊帆生物,47.01,0.86,3034017.0,1.9,-647643.0,-0.41,3681660.0,2.31,8963447.0,5.62,-11997464.0,-7.52
1516,300343,ST联创,4.05,1.25,3027162.0,4.85,-937582.0,-1.5,3964744.0,6.35,-2757071.0,-4.42,-270090.0,-0.43
1517,000962,东方钽业,14.76,2.64,3017878.0,2.49,286669.0,0.24,2731209.0,2.26,3449073.0,2.85,-6466951.0,-5.34
1518,600416,湘电股份,10.03,0.3,3017600.0,3.68,2932272.0,3.57,85328.0,0.1,7338640.0,8.94,-10356240.0,-12.61
1519,000912,泸天化,4.71,3.06,3012533.0,4.08,9452755.0,12.79,-6440222.0,-8.72,-1733208.0,-2.35,-1279325.0,-1.73
1520,688718,唯赛勃,10.94,2.53,3006045.0,28.8,2669961.0,25.58,336084.0,3.22,-1411871.0,-13.52,-1594174.0,-15.27
1521,000155,川能动力,10.36,1.77,3000828.0,1.88,-1987413.0,-1.24,4988241.0,3.12,-5892422.0,-3.68,2891594.0,1.81
1522,601228,广州港,3.17,0.0,2988508.0,6.33,-4471918.0,-9.47,7460426.0,15.81,-3679623.0,-7.8,691115.0,1.46
1523,000627,天茂集团,3.54,0.57,2987835.0,2.18,1736180.0,1.27,1251655.0,0.91,-1490800.0,-1.09,-1497035.0,-1.09
1524,603211,晋拓股份,16.3,3.3,2985960.0,3.91,5626096.0,7.37,-2640136.0,-3.46,-367950.0,-0.48,-2618010.0,-3.43
1525,600056,中国医药,10.12,0.4,2983841.0,4.93,3622637.0,5.99,-638796.0,-1.06,-1951315.0,-3.23,-1032526.0,-1.71
1526,603290,斯达半导,85.31,1.23,2978135.0,2.37,-1395380.0,-1.11,4373515.0,3.47,-4481105.0,-3.56,1502971.0,1.19
1527,300654,世纪天鸿,10.23,2.51,2973530.0,3.02,92999.0,0.09,2880531.0,2.93,-3085277.0,-3.13,111747.0,0.11
1528,300939,秋田微,27.67,1.69,2972910.0,8.63,4121778.0,11.96,-1148868.0,-3.33,-4603492.0,-13.36,1630582.0,4.73
1529,002698,博实股份,16.1,2.48,2971844.0,1.74,-1103938.0,-0.65,4075782.0,2.39,-15193715.0,-8.9,12221871.0,7.16
1530,600650,锦江在线,13.4,2.06,2949446.0,3.83,3299475.0,4.28,-350029.0,-0.45,-5752213.0,-7.47,2802767.0,3.64
1531,002430,杭氧股份,19.51,0.93,2945515.0,3.31,-207003.0,-0.23,3152518.0,3.55,-2276238.0,-2.56,-669277.0,-0.75
1532,301216,万凯新材,12.24,3.03,2933144.0,4.31,-1330989.0,-1.96,4264133.0,6.27,1119598.0,1.65,-4052743.0,-5.96
1533,600167,联美控股,5.61,1.26,2926435.0,18.76,-611.0,0.0,2927046.0,18.76,-802823.0,-5.15,-2123612.0,-13.61
1534,301038,深水规院,18.28,-3.48,2917934.0,1.68,-1300862.0,-0.75,4218796.0,2.43,663858.0,0.38,-3581791.0,-2.06
1535,301289,国缆检测,45.86,1.93,2912389.0,4.55,786417.0,1.23,2125972.0,3.32,-1766289.0,-2.76,-1146100.0,-1.79
1536,603633,徕木股份,7.42,2.91,2909160.0,5.01,2681877.0,4.62,227283.0,0.39,-2435434.0,-4.2,-473727.0,-0.82
1537,300706,阿石创,20.65,0.93,2908212.0,8.02,-397624.0,-1.1,3305836.0,9.12,-1580963.0,-4.36,-1327249.0,-3.66
1538,002154,报 喜 鸟,3.81,0.0,2897774.0,3.54,-519474.0,-0.63,3417248.0,4.17,1117244.0,1.36,-4015019.0,-4.9
1539,301608,博实结,72.92,2.69,2897755.0,3.35,-1415913.0,-1.64,4313668.0,4.99,-943335.0,-1.09,-1954420.0,-2.26
1540,301212,联盛化学,23.09,2.53,2893847.0,4.22,1296075.0,1.89,1597772.0,2.33,-6040763.0,-8.8,3146916.0,4.59
1541,000609,*ST中迪,2.47,5.11,2886610.0,17.26,2121236.0,12.68,765374.0,4.58,-1246441.0,-7.45,-1640169.0,-9.81
1542,688022,瀚川智能,12.65,3.94,2881362.0,7.48,30860.0,0.08,2850502.0,7.4,-1110044.0,-2.88,-1771319.0,-4.6
1543,600990,四创电子,19.08,2.69,2880104.0,5.45,1309321.0,2.48,1570783.0,2.97,-2953164.0,-5.59,73061.0,0.14
1544,000999,华润三九,44.65,0.02,2873553.0,1.19,597570.0,0.25,2275983.0,0.94,562591.0,0.23,-3436143.0,-1.42
