序号,代码,名称,最新价,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比,今日超大单净流入-净额,今日超大单净流入-净占比,今日大单净流入-净额,今日大单净流入-净占比,今日中单净流入-净额,今日中单净流入-净占比,今日小单净流入-净额,今日小单净流入-净占比
1351,300668,杰恩设计,17.9,0.0,371842.0,2.04,0.0,0.0,371842.0,2.04,-409617.0,-2.25,37775.0,0.21
1352,688367,工大高科,16.78,-0.24,370287.0,1.87,0.0,0.0,370287.0,1.87,2034071.0,10.28,-2404358.0,-12.15
1353,300552,万集科技,26.9,-2.15,360553.0,0.42,2403613.0,2.82,-2043060.0,-2.4,287285.0,0.34,-647838.0,-0.76
1354,301043,绿岛风,31.76,-1.31,358920.0,1.49,1466919.0,6.08,-1107999.0,-4.59,-259329.0,-1.07,-99591.0,-0.41
1355,002285,世联行,2.28,-2.15,357235.0,0.36,80963.0,0.08,276272.0,0.28,-2550716.0,-2.57,2193480.0,2.21
1356,688619,罗普特,10.04,-0.79,353580.0,1.58,41131.0,0.18,312449.0,1.39,-1335176.0,-5.96,981597.0,4.38
1357,301289,国缆检测,48.46,-1.88,350172.0,0.54,0.0,0.0,350172.0,0.54,-407094.0,-0.63,56922.0,0.09
1358,300389,艾比森,10.58,-0.75,347617.0,1.24,1050000.0,3.76,-702383.0,-2.52,-4064094.0,-14.55,3716477.0,13.31
1359,002323,雅博股份,1.52,-1.94,345666.0,0.66,-3576088.0,-6.84,3921754.0,7.51,2265026.0,4.34,-2610691.0,-5.0
1360,603856,东宏股份,11.46,0.53,339075.0,0.83,-1673902.0,-4.09,2012977.0,4.92,-2731520.0,-6.68,2392445.0,5.85
1361,002798,帝欧家居,4.44,1.14,338745.0,0.85,0.0,0.0,338745.0,0.85,-589512.0,-1.48,250767.0,0.63
1362,600429,三元股份,4.56,-0.22,337196.0,0.56,1570324.0,2.62,-1233128.0,-2.06,205544.0,0.34,-542740.0,-0.9
1363,600848,上海临港,9.08,-0.66,331375.0,0.52,324963.0,0.51,6412.0,0.01,-1672263.0,-2.64,1340887.0,2.12
1364,002434,万里扬,7.91,0.38,329626.0,0.16,828835.0,0.4,-499209.0,-0.24,-1816525.0,-0.88,1486899.0,0.72
1365,000782,恒申新材,5.08,-0.59,329180.0,0.66,3632948.0,7.24,-3303768.0,-6.58,-3151863.0,-6.28,2822683.0,5.62
1366,002675,东诚药业,14.82,-0.13,321336.0,0.37,1423893.0,1.63,-1102557.0,-1.26,1470447.0,1.68,-1791783.0,-2.05
1367,300694,蠡湖股份,13.19,-1.57,317207.0,0.55,0.0,0.0,317207.0,0.55,-1300398.0,-2.26,983190.0,1.71
1368,300427,红相股份,6.05,2.72,314905.0,0.08,6992454.0,1.76,-6677549.0,-1.68,18668954.0,4.69,-18983860.0,-4.77
1369,200468,宁通信B,4.09,0.0,314608.0,18.3,0.0,0.0,314608.0,18.3,-377063.0,-21.93,62455.0,3.63
1370,002911,佛燃能源,10.18,-1.64,311673.0,0.5,0.0,0.0,311673.0,0.5,-3122298.0,-5.02,2810627.0,4.52
1371,900906,中毅达B,0.262,-8.39,303667.0,20.51,212278.0,14.34,91389.0,6.17,-376135.0,-25.41,72466.0,4.89
1372,600458,时代新材,11.73,-0.68,300624.0,0.31,517612.0,0.53,-216988.0,-0.22,-1225068.0,-1.25,924444.0,0.95
1373,600012,皖通高速,17.45,1.39,298593.0,0.55,607560.0,1.11,-308967.0,-0.57,4263090.0,7.81,-4561683.0,-8.36
1374,002593,日上集团,4.99,-6.55,297489.0,0.07,-16555822.0,-3.77,16853311.0,3.84,24084050.0,5.49,-24381539.0,-5.56
1375,002848,*ST高斯,5.98,1.18,292365.0,0.34,143313.0,0.17,149052.0,0.17,1839236.0,2.14,-2131601.0,-2.48
1376,002227,奥 特 迅,11.78,-1.34,291790.0,0.47,0.0,0.0,291790.0,0.47,2930216.0,4.71,-3222006.0,-5.18
1377,601568,北元集团,4.22,0.48,291262.0,0.47,1740987.0,2.84,-1449725.0,-2.36,503202.0,0.82,-794464.0,-1.3
1378,300081,恒信东方,6.34,-2.61,290367.0,0.22,-531906.0,-0.41,822273.0,0.63,-912210.0,-0.7,621844.0,0.48
1379,600858,银座股份,5.43,-0.73,288922.0,0.26,-107282.0,-0.1,396204.0,0.36,10403386.0,9.42,-10692308.0,-9.68
1380,002262,恩华药业,22.41,-0.31,288148.0,0.28,-94895.0,-0.09,383043.0,0.37,9051510.0,8.73,-9339658.0,-9.01
1381,000420,吉林化纤,3.68,-1.08,285510.0,0.17,-1687778.0,-0.99,1973288.0,1.15,-726161.0,-0.42,440652.0,0.26
1382,603836,海程邦达,12.8,-1.31,285046.0,0.62,-3887009.0,-8.46,4172055.0,9.08,-800345.0,-1.74,515299.0,1.12
1383,300478,杭州高新,12.63,-0.24,283894.0,0.36,1193096.0,1.52,-909202.0,-1.16,7181365.0,9.17,-7465259.0,-9.53
1384,000007,全新好,7.1,2.01,282112.0,0.41,-352935.0,-0.51,635047.0,0.91,-29784.0,-0.04,-252328.0,-0.36
1385,600790,轻纺城,3.6,-1.1,279812.0,0.4,-1647618.0,-2.34,1927430.0,2.73,-2256689.0,-3.2,1976879.0,2.8
1386,301314,科瑞思,36.86,-0.81,273064.0,1.2,0.0,0.0,273064.0,1.2,-1570046.0,-6.91,1296982.0,5.7
1387,688009,中国通号,5.13,-1.16,271392.0,0.23,591741.0,0.49,-320349.0,-0.27,9636447.0,8.0,-9907840.0,-8.22
1388,600078,澄星股份,5.39,-0.37,270416.0,1.08,281808.0,1.13,-11392.0,-0.05,1615654.0,6.47,-1886069.0,-7.56
1389,688329,艾隆科技,16.2,-0.92,269462.0,1.37,44536.0,0.23,224926.0,1.14,-901861.0,-4.58,632397.0,3.21
1390,688671,碧兴物联,19.72,0.1,269083.0,2.68,41586.0,0.41,227497.0,2.27,-850419.0,-8.47,581336.0,5.79
1391,002349,精华制药,7.09,0.14,266595.0,0.6,1857792.0,4.18,-1591197.0,-3.58,2411383.0,5.42,-2677978.0,-6.02
1392,300608,思特奇,11.6,-3.49,265186.0,0.09,-5942463.0,-1.98,6207649.0,2.07,6002041.0,2.0,-6267227.0,-2.09
1393,600483,福能股份,9.75,1.46,261774.0,0.11,-7467200.0,-3.11,7728974.0,3.22,-10213135.0,-4.25,9951361.0,4.14
1394,300820,英杰电气,43.36,-2.25,260403.0,0.25,269070.0,0.26,-8667.0,-0.01,-2520848.0,-2.45,2260444.0,2.2
1395,301309,万得凯,24.68,-0.36,260157.0,1.06,0.0,0.0,260157.0,1.06,-1333520.0,-5.41,1073363.0,4.36
1396,688489,三未信安,33.42,-2.02,248116.0,1.58,0.0,0.0,248116.0,1.58,927642.0,5.92,-1175759.0,-7.51
1397,300651,金陵体育,14.13,-0.49,247985.0,0.54,0.0,0.0,247985.0,0.54,-5678133.0,-12.31,5430148.0,11.77
1398,000410,沈阳机床,6.99,0.29,244983.0,0.29,1657200.0,1.95,-1412217.0,-1.66,-3378978.0,-3.98,3133995.0,3.69
1399,301395,仁信新材,12.66,-1.33,244133.0,1.03,174592.0,0.74,69541.0,0.29,-852794.0,-3.61,608661.0,2.58
1400,002637,赞宇科技,9.5,-1.96,237409.0,0.31,0.0,0.0,237409.0,0.31,1226808.0,1.62,-1464217.0,-1.93
1401,603878,武进不锈,5.31,-0.38,232847.0,1.24,63122.0,0.34,169725.0,0.91,-958176.0,-5.11,725329.0,3.87
1402,301390,经纬股份,33.99,-0.56,232377.0,1.25,0.0,0.0,232377.0,1.25,-1163998.0,-6.29,931621.0,5.03
1403,301039,中集车辆,8.3,-0.72,231537.0,0.47,0.0,0.0,231537.0,0.47,-15765.0,-0.03,-215773.0,-0.44
1404,300597,吉大通信,8.86,-0.89,230993.0,0.63,1575204.0,4.29,-1344211.0,-3.66,1562242.0,4.26,-1793235.0,-4.89
1405,601686,友发集团,5.88,0.86,230120.0,0.4,686560.0,1.2,-456440.0,-0.8,-2628081.0,-4.59,2397960.0,4.18
1406,688080,映翰通,43.96,-2.7,224971.0,0.4,-523767.0,-0.93,748738.0,1.33,-2519026.0,-4.47,2294056.0,4.07
1407,601808,中海油服,13.38,-0.52,220645.0,0.27,1046464.0,1.26,-825819.0,-1.0,3907292.0,4.71,-4127937.0,-4.98
1408,002864,盘龙药业,27.5,0.0,219902.0,0.28,2633334.0,3.36,-2413432.0,-3.08,1152104.0,1.47,-1372005.0,-1.75
1409,301109,军信股份,21.3,-0.33,213012.0,0.28,-1258077.0,-1.67,1471089.0,1.95,-2731192.0,-3.63,2518180.0,3.34
1410,605389,长龄液压,32.96,-0.66,211766.0,0.41,-221052.0,-0.43,432818.0,0.84,1539920.0,3.0,-1751685.0,-3.41
1411,600965,福成股份,5.29,-1.12,209685.0,0.39,-23572.0,-0.04,233257.0,0.43,197230.0,0.36,-406914.0,-0.75
1412,600782,新钢股份,4.0,-0.5,208261.0,0.23,4186455.0,4.59,-3978194.0,-4.36,-1847354.0,-2.02,1639094.0,1.8
1413,688098,申联生物,5.71,-0.17,207179.0,1.87,73253.0,0.66,133926.0,1.21,1069691.0,9.65,-1276870.0,-11.52
1414,603825,华扬联众,11.78,-2.97,202232.0,0.34,-282336.0,-0.48,484568.0,0.82,-3587211.0,-6.05,3384979.0,5.71
1415,000629,钒钛股份,2.63,-1.13,200714.0,0.16,1740870.0,1.41,-1540156.0,-1.25,-2614731.0,-2.12,2414017.0,1.96
1416,300472,*ST新元,3.1,1.97,198693.0,0.14,0.0,0.0,198693.0,0.14,3956189.0,2.75,-4154882.0,-2.89
1417,301327,华宝新能,67.21,0.46,197602.0,0.3,0.0,0.0,197602.0,0.3,-3011494.0,-4.57,2813891.0,4.27
1418,002802,洪汇新材,14.81,-1.73,196588.0,0.27,-1923913.0,-2.61,2120501.0,2.88,2885038.0,3.91,-3081626.0,-4.18
1419,600645,中源协和,21.99,0.09,191572.0,0.14,1755864.0,1.24,-1564292.0,-1.11,1162677.0,0.82,-1354248.0,-0.96
1420,603949,雪龙集团,19.15,0.16,182843.0,0.1,-840025.0,-0.45,1022868.0,0.55,1259003.0,0.68,-1441846.0,-0.77
1421,600976,健民集团,42.09,-0.05,178590.0,0.38,1544280.0,3.29,-1365690.0,-2.91,2062656.0,4.4,-2241246.0,-4.78
1422,603855,华荣股份,21.2,-0.52,177330.0,0.35,564257.0,1.11,-386927.0,-0.76,-3480493.0,-6.82,3303163.0,6.47
1423,002224,三 力 士,4.55,-0.22,176671.0,0.42,1633185.0,3.84,-1456514.0,-3.42,-3086214.0,-7.25,2909543.0,6.84
1424,002360,同德化工,4.98,-0.99,175962.0,0.65,0.0,0.0,175962.0,0.65,708721.0,2.62,-884683.0,-3.27
1425,688466,金科环境,16.3,-1.39,170829.0,2.2,-1302559.0,-16.74,1473388.0,18.94,176820.0,2.27,-347649.0,-4.47
1426,000030,富奥股份,6.13,1.16,164977.0,0.15,3778481.0,3.41,-3613504.0,-3.26,4718612.0,4.26,-4883589.0,-4.41
1427,601999,出版传媒,6.44,-1.38,158575.0,0.4,-184931.0,-0.46,343506.0,0.86,1322310.0,3.31,-1480885.0,-3.71
1428,002731,萃华珠宝,10.4,0.68,157938.0,0.29,-983774.0,-1.79,1141712.0,2.08,-2820910.0,-5.14,2662971.0,4.85
1429,605598,上海港湾,20.74,-0.48,156986.0,0.63,410336.0,1.65,-253350.0,-1.02,-2510253.0,-10.1,2353267.0,9.47
1430,002873,新天药业,8.93,-0.89,149372.0,0.62,0.0,0.0,149372.0,0.62,-1577342.0,-6.59,1427969.0,5.97
1431,605303,园林股份,9.9,-0.8,148627.0,0.32,33673.0,0.07,114954.0,0.25,-1881461.0,-4.02,1732834.0,3.7
1432,688060,云涌科技,33.85,-3.18,147271.0,1.21,1467689.0,12.09,-1320418.0,-10.88,472375.0,3.89,-619647.0,-5.11
1433,600056,中国医药,10.2,-0.29,147153.0,0.26,838832.0,1.47,-691679.0,-1.21,-2313118.0,-4.04,2165966.0,3.78
1434,688203,海正生材,10.18,-1.17,139011.0,1.38,0.0,0.0,139011.0,1.38,-651260.0,-6.44,512250.0,5.07
1435,600152,维科技术,5.85,-0.34,133286.0,0.39,-389724.0,-1.15,523010.0,1.55,-518378.0,-1.54,385092.0,1.14
1436,600608,*ST沪科,3.43,2.08,129747.0,0.87,91295.0,0.61,38452.0,0.26,1030014.0,6.92,-1159761.0,-7.8
1437,002782,可立克,12.71,-1.32,129115.0,0.18,-4257084.0,-6.02,4386199.0,6.2,-3300935.0,-4.67,3171820.0,4.49
1438,688212,澳华内镜,46.37,-1.82,126449.0,0.23,2872526.0,5.3,-2746077.0,-5.07,2952747.0,5.45,-3079196.0,-5.68
1439,301017,漱玉平民,11.5,0.52,125672.0,0.26,4632.0,0.01,121040.0,0.25,2238676.0,4.63,-2364348.0,-4.89
1440,900947,振华Ｂ股,0.261,-0.38,125536.0,19.43,20460.0,3.17,105076.0,16.26,-103911.0,-16.08,-21627.0,-3.35
1441,301207,华兰疫苗,16.14,-0.55,124477.0,0.66,127664.0,0.68,-3187.0,-0.02,-952490.0,-5.04,828013.0,4.38
1442,688610,埃科光电,35.65,-1.41,121643.0,1.23,0.0,0.0,121643.0,1.23,80310.0,0.81,-201954.0,-2.04
1443,002694,顾地科技,4.44,-2.42,118344.0,0.44,0.0,0.0,118344.0,0.44,-2689199.0,-9.89,2570855.0,9.45
1444,002678,珠江钢琴,4.46,0.22,116980.0,0.46,0.0,0.0,116980.0,0.46,1909637.0,7.51,-2026617.0,-7.97
1445,688592,司南导航,42.25,-1.29,111063.0,0.15,-1174665.0,-1.58,1285728.0,1.73,1386379.0,1.87,-1497442.0,-2.02
1446,603073,彩蝶实业,16.21,-0.37,110693.0,0.27,-710505.0,-1.74,821198.0,2.02,786015.0,1.93,-896708.0,-2.2
1447,301152,天力锂能,23.16,-0.98,107578.0,0.2,2630365.0,4.86,-2522787.0,-4.66,4270326.0,7.89,-4377904.0,-8.09
1448,002835,同为股份,17.73,-0.56,102121.0,0.19,0.0,0.0,102121.0,0.19,2053906.0,3.8,-2156027.0,-3.99
1449,688469,芯联集成-U,4.71,-1.26,100410.0,0.06,-888163.0,-0.52,988573.0,0.58,-2413921.0,-1.43,2313511.0,1.37
1450,603385,惠达卫浴,6.32,-0.16,98941.0,0.37,28464.0,0.11,70477.0,0.26,-1486859.0,-5.56,1387918.0,5.19
1451,601969,海南矿业,7.03,-0.85,95455.0,0.16,3218967.0,5.52,-3123512.0,-5.36,-804387.0,-1.38,708932.0,1.22
1452,300752,隆利科技,19.16,-1.89,94869.0,0.1,-1520960.0,-1.66,1615829.0,1.76,-589300.0,-0.64,494431.0,0.54
1453,300239,东宝生物,5.27,-1.13,91376.0,0.34,-1122528.0,-4.13,1213904.0,4.47,1710779.0,6.29,-1802155.0,-6.63
1454,002174,游族网络,9.33,-2.1,90798.0,0.1,-1591146.0,-1.67,1681944.0,1.76,1237409.0,1.3,-1328207.0,-1.39
1455,688366,昊海生科,52.0,-0.5,90707.0,0.26,-1384913.0,-4.02,1475620.0,4.28,1637603.0,4.75,-1728309.0,-5.02
1456,688216,气派科技,18.54,-2.68,86179.0,0.42,-1285674.0,-6.27,1371853.0,6.7,780980.0,3.81,-867158.0,-4.23
1457,900937,华电B股,0.173,0.58,83400.0,17.72,0.0,0.0,83400.0,17.72,-58509.0,-12.43,-24891.0,-5.29
1458,600241,时代万恒,7.34,-0.27,81779.0,0.32,231006.0,0.9,-149227.0,-0.58,-2984802.0,-11.69,2903023.0,11.37
1459,001259,利仁科技,23.5,-0.21,79308.0,0.32,0.0,0.0,79308.0,0.32,362116.0,1.48,-441424.0,-1.81
1460,002161,远 望 谷,5.54,-1.77,78796.0,0.14,-101750.0,-0.19,180546.0,0.33,-3611054.0,-6.57,3532258.0,6.43
1461,688338,赛科希德,23.95,-0.95,77408.0,0.46,0.0,0.0,77408.0,0.46,1846709.0,10.93,-1924118.0,-11.38
1462,301168,通灵股份,28.41,-1.25,65467.0,0.23,0.0,0.0,65467.0,0.23,-1867915.0,-6.53,1802448.0,6.3
1463,002353,杰瑞股份,32.44,1.38,64650.0,0.02,7681873.0,2.68,-7617223.0,-2.65,1636185.0,0.57,-1700835.0,-0.59
1464,603709,中源家居,11.91,-0.58,64490.0,0.16,-424268.0,-1.06,488758.0,1.22,-1491906.0,-3.73,1427416.0,3.57
1465,301068,大地海洋,36.3,-1.22,58613.0,0.33,-1668483.0,-9.41,1727096.0,9.74,-195658.0,-1.1,137045.0,0.77
1466,002038,双鹭药业,6.59,-0.15,57054.0,0.14,372752.0,0.9,-315698.0,-0.76,-607722.0,-1.46,550668.0,1.33
1467,900952,*ST锦港B,0.055,-1.79,52870.0,10.13,-23798.0,-4.56,76668.0,14.69,54699.0,10.48,-107570.0,-20.62
1468,600561,江西长运,5.98,-0.5,39233.0,0.11,-1674104.0,-4.7,1713337.0,4.81,2632237.0,7.38,-2671470.0,-7.49
1469,688265,南模生物,26.75,0.0,38810.0,0.32,-449856.0,-3.67,488666.0,3.98,932671.0,7.6,-971481.0,-7.92
1470,600869,远东股份,4.88,-0.81,36951.0,0.01,-6020121.0,-2.3,6057072.0,2.31,4474895.0,1.71,-4511846.0,-1.72
1471,301257,普蕊斯,28.34,-1.87,35220.0,0.11,0.0,0.0,35220.0,0.11,672565.0,2.09,-707784.0,-2.19
1472,600882,妙可蓝多,25.55,0.51,22806.0,0.01,2218807.0,1.08,-2196001.0,-1.07,-6005514.0,-2.91,5982709.0,2.9
1473,900939,汇丽B,0.29,-8.23,19323.0,7.28,0.0,0.0,19323.0,7.28,-55809.0,-21.02,36486.0,13.74
1474,002749,国光股份,14.93,-0.2,19255.0,0.07,0.0,0.0,19255.0,0.07,-450507.0,-1.72,431252.0,1.65
1475,600956,新天绿能,7.76,1.57,18099.0,0.02,-889793.0,-0.9,907892.0,0.92,-5584179.0,-5.64,5566080.0,5.63
1476,900902,市北B股,0.154,-1.28,15446.0,28.16,0.0,0.0,15446.0,28.16,-22529.0,-41.07,7082.0,12.91
1477,600179,安通控股,2.96,0.34,3499.0,0.0,4295836.0,5.3,-4292337.0,-5.29,-1425389.0,-1.76,1421889.0,1.75
1478,900957,*ST凌云B,0.143,-5.3,0.0,0.0,0.0,0.0,0.0,0.0,-2231.0,-6.06,2231.0,6.06
1479,900945,海控B股,0.239,-1.65,0.0,0.0,0.0,0.0,0.0,0.0,-908.0,-10.29,908.0,10.29
1480,900943,开开Ｂ股,0.502,-1.38,0.0,0.0,0.0,0.0,0.0,0.0,-5943.0,-15.76,5943.0,15.76
1481,900941,东信Ｂ股,0.366,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,-259.0,-0.35,260.0,0.35
1482,900940,大名城B,0.227,-2.16,0.0,0.0,0.0,0.0,0.0,0.0,-27039.0,-65.43,27039.0,65.43
1483,900934,锦江Ｂ股,1.435,0.28,0.0,0.0,0.0,0.0,0.0,0.0,233197.0,46.94,-233196.0,-46.94
1484,900929,锦旅Ｂ股,1.197,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,900928,临港B股,0.579,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,900927,物贸Ｂ股,0.371,0.27,0.0,0.0,0.0,0.0,0.0,0.0,5197.0,5.77,-5196.0,-5.77
1487,900926,宝信Ｂ,1.517,1.13,0.0,0.0,0.0,0.0,0.0,0.0,-11894.0,-1.39,11893.0,1.39
1488,900925,机电Ｂ股,1.114,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,10655.0,4.53,-10654.0,-4.53
1489,900924,上工Ｂ股,0.324,-1.22,0.0,0.0,0.0,0.0,0.0,0.0,-13340.0,-15.14,13340.0,15.14
1490,900922,三毛B股,0.454,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,4698.0,14.12,-4697.0,-14.12
1491,900921,丹科B股,0.133,-1.48,0.0,0.0,0.0,0.0,0.0,0.0,-11548.0,-17.97,11548.0,17.97
1492,900920,动力Ｂ股,0.195,-2.01,0.0,0.0,0.0,0.0,0.0,0.0,2331.0,6.78,-2331.0,-6.78
1493,900917,海欣Ｂ股,0.253,-0.78,0.0,0.0,0.0,0.0,0.0,0.0,21426.0,52.81,-21426.0,-52.81
1494,900916,凤凰B股,0.358,-1.92,0.0,0.0,0.0,0.0,0.0,0.0,15704.0,9.04,-15704.0,-9.04
1495,900915,中路Ｂ股,0.423,-1.17,0.0,0.0,0.0,0.0,0.0,0.0,-8477.0,-23.55,8478.0,23.55
1496,900911,金桥Ｂ股,0.793,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,900910,海立Ｂ股,0.378,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,8021.0,5.69,-8021.0,-5.69
1498,900909,华谊B股,0.509,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,-48997.0,-24.62,48998.0,24.62
1499,900908,氯碱Ｂ股,0.579,0.17,0.0,0.0,0.0,0.0,0.0,0.0,31829.0,15.66,-31829.0,-15.66
1500,900905,老凤祥Ｂ,3.532,0.06,0.0,0.0,0.0,0.0,0.0,0.0,14283.0,2.98,-14282.0,-2.98
1501,900904,神奇B股,0.497,-2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,688755,汉邦科技,-,-,-,-,-,-,-,-,-,-,-,-
1503,688621,阳光诺和,45.97,0.0,-,-,-,-,-,-,-,-,-,-
1504,603014,威高血净,-,-,-,-,-,-,-,-,-,-,-,-
1505,603003,*ST龙宇,-,-,-,-,-,-,-,-,-,-,-,-
1506,601028,玉龙股份,-,-,-,-,-,-,-,-,-,-,-,-
1507,600804,*ST鹏博,-,-,-,-,-,-,-,-,-,-,-,-
1508,600777,ST新潮,-,-,-,-,-,-,-,-,-,-,-,-
1509,600705,中航产融,-,-,-,-,-,-,-,-,-,-,-,-
1510,600462,*ST九有,-,-,-,-,-,-,-,-,-,-,-,-
1511,600387,*ST海越,-,-,-,-,-,-,-,-,-,-,-,-
1512,301636,泽润新能,-,-,-,-,-,-,-,-,-,-,-,-
1513,301595,太力科技,-,-,-,-,-,-,-,-,-,-,-,-
1514,301316,慧博云通,-,-,-,-,-,-,-,-,-,-,-,-
1515,301112,信邦智能,-,-,-,-,-,-,-,-,-,-,-,-
1516,300609,汇纳科技,-,-,-,-,-,-,-,-,-,-,-,-
1517,300280,紫天科技,-,-,-,-,-,-,-,-,-,-,-,-
1518,300225,金力泰,-,-,-,-,-,-,-,-,-,-,-,-
1519,300208,*ST中程,-,-,-,-,-,-,-,-,-,-,-,-
1520,300108,*ST吉药,-,-,-,-,-,-,-,-,-,-,-,-
1521,201872,招港B,12.26,0.08,0.0,0.0,0.0,0.0,0.0,0.0,-90087.0,-8.29,90087.0,8.29
1522,200992,中  鲁Ｂ,2.17,-0.46,0.0,0.0,0.0,0.0,0.0,0.0,83494.0,30.04,-83494.0,-30.04
1523,200706,瓦轴B,2.44,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,-3675.0,-5.42,3675.0,5.42
1524,200570,苏常柴Ｂ,1.73,1.17,0.0,0.0,0.0,0.0,0.0,0.0,-52530.0,-28.34,52530.0,28.34
1525,200553,安道麦B,2.05,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,-88132.0,-47.34,88132.0,47.34
1526,200550,江  铃Ｂ,9.85,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,-236861.0,-30.62,236861.0,30.62
1527,200541,粤照明Ｂ,2.35,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,-58344.0,-22.08,58344.0,22.08
1528,200539,粤电力Ｂ,1.69,0.6,0.0,0.0,0.0,0.0,0.0,0.0,-269612.0,-42.91,269612.0,42.91
1529,200530,冰山B,1.58,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,-98385.0,-27.5,98385.0,27.5
1530,200521,虹美菱B,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158540.0,15.03,-158540.0,-15.03
1531,200512,闽灿坤Ｂ,3.17,0.32,0.0,0.0,0.0,0.0,0.0,0.0,-46044.0,-15.59,46045.0,15.59
1532,200505,京粮B,2.09,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,200058,深赛格B,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35145.0,-37.1,35145.0,37.1
1534,200056,皇庭B,1.01,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,-23031.0,-67.63,23031.0,67.63
1535,200055,方大Ｂ,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45900.0,-29.16,45900.0,29.16
1536,200045,深纺织Ｂ,3.88,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,200037,深南电B,1.68,-1.18,0.0,0.0,0.0,0.0,0.0,0.0,-2352.0,-2.97,2352.0,2.97
1538,200030,富奥B,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75477.0,-39.57,75477.0,39.57
1539,200029,深深房Ｂ,2.63,0.38,0.0,0.0,0.0,0.0,0.0,0.0,-13759.0,-1.39,13759.0,1.39
1540,200028,一致Ｂ,12.05,0.92,0.0,0.0,0.0,0.0,0.0,0.0,144884.0,14.85,-144884.0,-14.85
1541,200025,特  力Ｂ,4.44,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,200020,深华发Ｂ,2.35,1.29,0.0,0.0,0.0,0.0,0.0,0.0,23300.0,25.51,-23300.0,-25.51
1543,200011,深物业B,2.66,0.76,0.0,0.0,0.0,0.0,0.0,0.0,-108360.0,-70.06,108360.0,70.06
1544,002750,*ST龙津,-,-,-,-,-,-,-,-,-,-,-,-
1545,002336,*ST人乐,-,-,-,-,-,-,-,-,-,-,-,-
1546,002128,电投能源,-,-,-,-,-,-,-,-,-,-,-,-
1547,001390,古麒绒材,-,-,-,-,-,-,-,-,-,-,-,-
1548,000695,滨海能源,-,-,-,-,-,-,-,-,-,-,-,-
1549,000627,天茂集团,-,-,-,-,-,-,-,-,-,-,-,-
1550,000622,*ST恒立,-,-,-,-,-,-,-,-,-,-,-,-
1551,000584,*ST工智,-,-,-,-,-,-,-,-,-,-,-,-
1552,900923,百联Ｂ股,0.613,-0.65,-488.0,-0.44,0.0,0.0,-488.0,-0.44,-48128.0,-43.79,48616.0,44.24
1553,600820,隧道股份,5.9,-0.51,-590.0,0.0,-2474095.0,-2.03,2473505.0,2.03,446605.0,0.37,-446015.0,-0.37
1554,900912,外高Ｂ股,0.776,-0.13,-1159.0,-2.79,0.0,0.0,-1159.0,-2.79,-19964.0,-48.14,21123.0,50.93
1555,900918,耀皮Ｂ股,0.309,-1.28,-1853.0,-10.81,0.0,0.0,-1853.0,-10.81,1509.0,8.8,344.0,2.01
1556,900942,黄山Ｂ股,0.733,-0.81,-2272.0,-2.38,0.0,0.0,-2272.0,-2.38,-31056.0,-32.46,33328.0,34.84
1557,000019,深粮控股,6.77,-1.31,-2363.0,0.0,-10852.0,-0.01,8489.0,0.01,-7149175.0,-6.93,7151540.0,6.93
1558,900914,锦在线B,0.499,-0.2,-2430.0,-2.03,0.0,0.0,-2430.0,-2.03,-20000.0,-16.67,22431.0,18.7
1559,300931,通用电梯,6.91,-1.43,-2851.0,-0.01,0.0,0.0,-2851.0,-0.01,-1488596.0,-5.83,1491447.0,5.84
1560,900946,天雁B股,0.193,-2.53,-3201.0,-2.46,0.0,0.0,-3201.0,-2.46,-12151.0,-9.36,15353.0,11.82
1561,900901,云赛Ｂ股,0.784,-1.26,-10103.0,-1.57,-4998.0,-0.78,-5105.0,-0.79,-253246.0,-39.3,263350.0,40.87
