datetime,open,close,high,low,涨跌幅,涨跌额,volume,amount,振幅,换手率,MA5,MA10,MA20,MA30,MA60,RSI6,RSI12,RSI24,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Lower
2025-03-11 09:35:00,6.72,6.76,6.76,6.72,0.3,0.02,196178,132273000.0,0.59,0.01,,,,,,,,,0.0,0.0,0.0,,
2025-03-11 09:40:00,6.76,6.75,6.76,6.74,-0.15,-0.01,146684,99069341.0,0.3,0.01,,,,,,,,,-0.0007977207977214462,-0.00015954415954428925,-0.000638176638177157,,
2025-03-11 09:45:00,6.75,6.74,6.76,6.74,-0.15,-0.01,80255,54197560.0,0.3,0.0,,,,,,,,,-0.002211345687129551,-0.0005699044650613416,-0.0016414412220682095,,
2025-03-11 09:50:00,6.75,6.74,6.75,6.73,0.0,0.0,56745,38244666.0,0.3,0.0,,,,,,,,,-0.0032936860342482888,-0.001114660778898731,-0.0021790252553495577,,
2025-03-11 09:55:00,6.74,6.73,6.74,6.73,-0.15,-0.01,28791,19390154.0,0.15,0.0,6.744,,,,,,,,-0.00490185939983423,-0.0018721005030858308,-0.003029758896748399,,
2025-03-11 10:00:00,6.73,6.74,6.74,6.73,0.15,0.01,36860,24820148.0,0.15,0.0,6.74,,,,,25.000000000000014,,,-0.005308241844098838,-0.0025593287712884325,-0.0027489130728104052,,
2025-03-11 10:05:00,6.74,6.72,6.74,6.72,-0.3,-0.02,91639,61660432.0,0.3,0.0,6.734,,,,,16.666666666666416,,,-0.007161581458903221,-0.00347977930881139,-0.003681802150091831,,
2025-03-11 10:10:00,6.72,6.73,6.74,6.72,0.15,0.01,19373,13044391.0,0.3,0.0,6.732000000000001,,,,,33.333333333333826,,,-0.007734293904018585,-0.004330682227852829,-0.003403611676165756,,
2025-03-11 10:15:00,6.73,6.75,6.75,6.73,0.3,0.02,62382,42043710.0,0.3,0.0,6.734,,,,,57.14285714285696,,,-0.006499418538750135,-0.0047644294900322905,-0.0017349890487178441,,
2025-03-11 10:20:00,6.74,6.74,6.75,6.73,-0.15,-0.01,51868,34952181.0,0.3,0.0,6.736,6.74,,,,50.0,,,-0.006255576944437458,-0.005062658980913324,-0.0011929179635241337,,
2025-03-11 10:25:00,6.74,6.74,6.74,6.73,0.0,0.0,45768,30813579.0,0.15,0.0,6.736,6.738000000000001,,,,57.14285714285696,,,-0.005993244334141501,-0.0052487760515589595,-0.0007444682825825414,,
2025-03-11 10:30:00,6.73,6.72,6.73,6.72,-0.3,-0.02,60629,40791467.0,0.15,0.0,6.736,6.735000000000001,,,,37.499999999999865,33.33333333333333,,-0.007314855601468828,-0.005661991961540934,-0.0016528636399278946,,
2025-03-11 10:35:00,6.73,6.74,6.74,6.72,0.3,0.02,53049,35704198.0,0.3,0.0,6.7379999999999995,6.734999999999999,,,,62.500000000000135,42.857142857143046,,-0.006671504251353433,-0.005863894419503433,-0.0008076098318499994,,
2025-03-11 10:40:00,6.74,6.73,6.74,6.73,-0.15,-0.01,23288,15682211.0,0.15,0.0,6.734,6.734,,,,50.0,42.857142857143046,,-0.006889146307514693,-0.006068944797105686,-0.0008202015104090072,,
2025-03-11 10:45:00,6.74,6.74,6.75,6.73,0.15,0.01,55850,37638738.0,0.3,0.0,6.734,6.735000000000001,,,,42.857142857143046,50.0,,-0.006183434000432975,-0.006091842637771144,-9.15913626618305e-05,,
2025-03-11 10:50:00,6.74,6.73,6.74,6.73,-0.15,-0.01,24437,16460446.0,0.15,0.0,6.732000000000001,6.734,,,,42.857142857143046,46.66666666666674,,-0.00635777981111918,-0.006145030072440751,-0.00021274973867842824,,
2025-03-11 10:55:00,6.74,6.73,6.74,6.73,0.0,0.0,20031,13496154.0,0.15,0.0,6.734,6.735000000000001,,,,42.857142857143046,50.0,,-0.0064219222005608145,-0.006200408498064764,-0.00022151370249605049,,
2025-03-11 11:00:00,6.74,6.74,6.74,6.73,0.15,0.01,18226,12281560.0,0.15,0.0,6.734,6.736,,,,66.66666666666717,50.0,,-0.005601271113079953,-0.006080581021067802,0.0004793099079878488,,
2025-03-11 11:05:00,6.74,6.74,6.75,6.73,0.0,0.0,34023,22936587.0,0.3,0.0,6.736,6.734999999999999,,,,50.0,58.33333333333351,,-0.004894478709918992,-0.00584336055883804,0.0009488818489190474,,
2025-03-11 11:10:00,6.74,6.74,6.75,6.73,0.0,0.0,33955,22878627.0,0.3,0.0,6.736,6.735000000000001,6.7375,,,66.66666666666666,54.545454545454476,,-0.004284946442941973,-0.005531677735658827,0.0012467312927168543,6.756830913339165,6.718169086660835
2025-03-11 11:15:00,6.73,6.74,6.74,6.73,0.0,0.0,39722,26765133.0,0.15,0.0,6.738000000000001,6.735000000000001,6.7364999999999995,,,50.0,44.44444444444455,,-0.003758561374023195,-0.005177054463331701,0.0014184930893085057,6.752754554017745,6.720245445982254
2025-03-11 11:20:00,6.73,6.74,6.75,6.73,0.0,0.0,99490,67122689.0,0.3,0.0,6.74,6.737,6.736,,,100.0,50.0,,-0.0033033188114908185,-0.004802307332963524,0.0014989885214727059,6.751078740698501,6.720921259301498
